,,,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
53,Josh Benson\Josh-Benson,eng ENG,MF,Burnley,21-009,1999,2,1,95,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.17,0.00,0.17,0.17,0.17,Matches
54,Christian Benteke\Christian-Benteke,be BEL,FW,Crystal Palace,30-011,1990,8,2,244,2,0,0,0,0,0,0.74,0.00,0.74,0.74,0.74,1.7,1.7,0.3,0.62,0.11,0.73,0.62,0.73,Matches
55,Jóhann Berg Guðmundsson\Johann-Berg-Gudmundsson,is ISL,MF,Burnley,30-048,1990,4,3,240,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.16,0.03,0.19,0.16,0.19,Matches
56,Sander Berge\Sander-Berge,no NOR,MF,Sheffield Utd,22-304,1998,12,11,1005,1,1,1,1,4,0,0.09,0.09,0.18,0.00,0.09,1.2,0.5,1.2,0.11,0.11,0.22,0.04,0.15,Matches
57,Steven Bergwijn\Steven-Bergwijn,nl NED,FW,Tottenham,23-067,1997,8,5,487,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.3,0.06,0.05,0.11,0.06,0.11,Matches
58,Bernard\Bernard,br BRA,MFFW,Everton,28-097,1992,4,1,175,1,0,0,0,1,0,0.51,0.00,0.51,0.51,0.51,0.1,0.1,0.4,0.04,0.18,0.22,0.04,0.22,Matches
59,Bernardo\Bernardo,br BRA,DF,Brighton,25-214,1995,1,0,26,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
60,Ryan Bertrand\Ryan-Bertrand,eng ENG,DF,Southampton,31-131,1989,11,11,978,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.3,0.03,0.03,0.06,0.03,0.06,Matches
61,Yves Bissouma\Yves-Bissouma,ml MLI,MF,Brighton,24-106,1996,11,11,969,1,0,0,0,4,1,0.09,0.00,0.09,0.09,0.09,0.5,0.5,0.1,0.05,0.01,0.05,0.05,0.05,Matches
62,Willy Boly\Willy-Boly,ci CIV,DF,Wolves,29-315,1991,11,11,990,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.02,0.00,0.03,0.02,0.03,Matches
63,Jarrod Bowen\Jarrod-Bowen,eng ENG,MFFW,West Ham,23-360,1996,12,12,987,4,2,0,0,0,0,0.36,0.18,0.55,0.36,0.55,3.2,3.2,1.3,0.30,0.12,0.41,0.30,0.41,Matches
64,Robbie Brady\Robbie-Brady,ie IRL,MF,Burnley,28-335,1992,7,4,361,1,0,0,0,1,0,0.25,0.00,0.25,0.25,0.25,0.2,0.2,0.3,0.05,0.08,0.13,0.05,0.13,Matches
65,Rhian Brewster\Rhian-Brewster,eng ENG,FWMF,Sheffield Utd,20-257,2000,8,3,336,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.4,0.21,0.10,0.31,0.21,0.31,Matches
66,Josh Brownhill\Josh-Brownhill,eng ENG,MF,Burnley,24-361,1995,10,10,900,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.4,0.05,0.04,0.09,0.05,0.09,Matches
67,Joe Bryan\Joe-Bryan,eng ENG,DFFW,Fulham,27-088,1993,7,4,341,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.02,0.04,0.06,0.02,0.06,Matches
68,Kean Bryan\Kean-Bryan,eng ENG,DF,Sheffield Utd,24-043,1996,2,2,152,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.02,0.02,0.00,0.02,Matches
69,Oliver Burke\Oliver-Burke,sco SCO,FW,Sheffield Utd,23-251,1997,6,5,408,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.7,0.13,0.16,0.29,0.13,0.29,Matches
70,Dan Burn\Dan-Burn,eng ENG,DF,Brighton,28-219,1992,7,5,485,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.01,0.03,0.04,0.01,0.04,Matches
71,Oskar Buur\Oskar-Buur,dk DEN,DF,Wolves,22-258,1998,1,0,22,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
72,Willy Caballero\Willy-Caballero,ar ARG,GK,Chelsea,39-077,1981,1,1,90,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
73,Gary Cahill\Gary-Cahill,eng ENG,DF,Crystal Palace,34-361,1985,4,4,360,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.4,0.03,0.10,0.13,0.03,0.13,Matches
74,Tom Cairney\Tom-Cairney,sco SCO,MF,Fulham,29-329,1991,9,8,695,1,1,0,0,2,0,0.13,0.13,0.26,0.13,0.26,0.5,0.5,1.4,0.07,0.18,0.24,0.07,0.24,Matches
75,Dominic Calvert-Lewin\Dominic-Calvert-Lewin,eng ENG,FW,Everton,23-273,1997,12,12,1058,11,0,0,0,1,0,0.94,0.00,0.94,0.94,0.94,7.3,7.3,0.5,0.62,0.05,0.67,0.62,0.67,Matches
76,João Cancelo\Joao-Cancelo,pt POR,DFMF,Manchester City,26-201,1994,7,7,630,0,1,0,0,1,0,0.00,0.14,0.14,0.00,0.14,0.1,0.1,1.3,0.02,0.19,0.21,0.02,0.21,Matches
77,Ian Carlo Poveda\Ian-Carlo-Poveda,eng ENG,MFDF,Leeds United,20-309,2000,7,0,186,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.4,0.17,0.18,0.35,0.17,0.35,Matches
78,Andy Carroll\Andy-Carroll,eng ENG,FW,Newcastle Utd,31-343,1989,7,2,183,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.0,0.26,0.02,0.28,0.26,0.28,Matches
79,Matty Cash\Matty-Cash,eng ENG,DF,Aston Villa,23-129,1997,10,10,862,0,1,0,0,5,0,0.00,0.10,0.10,0.00,0.10,0.1,0.1,0.6,0.01,0.06,0.07,0.01,0.07,Matches
80,Timothy Castagne\Timothy-Castagne,be BEL,DF,Leicester City,25-009,1995,6,6,540,1,2,0,0,1,0,0.17,0.33,0.50,0.17,0.50,0.3,0.3,0.5,0.05,0.08,0.13,0.05,0.13,Matches
81,Ivan Cavaleiro\Ivan-Cavaleiro,pt POR,FWMF,Fulham,27-057,1993,11,9,789,1,0,1,2,1,0,0.11,0.00,0.11,0.00,0.00,2.4,1.7,0.9,0.28,0.10,0.38,0.19,0.29,Matches
82,Edinson Cavani\Edinson-Cavani,uy URU,FW,Manchester Utd,33-304,1987,6,1,176,3,1,0,0,1,0,1.53,0.51,2.05,1.53,2.05,1.5,1.5,0.6,0.75,0.30,1.05,0.75,1.05,Matches
83,Dani Ceballos\Dani-Ceballos,es ESP,MF,Arsenal,24-129,1996,11,6,695,0,1,0,0,1,0,0.00,0.13,0.13,0.00,0.13,0.1,0.1,1.6,0.01,0.20,0.21,0.01,0.21,Matches
84,Ben Chilwell\Ben-Chilwell,eng ENG,DF,Chelsea,23-359,1996,9,9,801,2,2,0,0,1,0,0.22,0.22,0.45,0.22,0.45,0.9,0.9,0.7,0.10,0.08,0.18,0.10,0.18,Matches
85,Hamza Choudhury\Hamza-Choudhury,eng ENG,MF,Leicester City,23-074,1997,2,0,15,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
86,Andreas Christensen\Andreas-Christensen,dk DEN,DF,Chelsea,24-248,1996,4,4,314,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches
87,Ciaran Clark\Ciaran-Clark,ie IRL,DF,Newcastle Utd,31-079,1989,3,3,270,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.01,0.01,0.00,0.01,Matches
88,Nathaniel Clyne\Nathaniel-Clyne,eng ENG,DF,Crystal Palace,29-253,1991,7,7,611,0,1,0,0,0,0,0.00,0.15,0.15,0.00,0.15,0.0,0.0,0.2,0.01,0.04,0.04,0.01,0.04,Matches
89,Conor Coady\Conor-Coady,eng ENG,DF,Wolves,27-293,1993,11,11,990,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.00,0.01,0.00,0.01,Matches
90,Séamus Coleman\Seamus-Coleman,ie IRL,DF,Everton,32-064,1988,6,6,447,0,1,0,0,0,0,0.00,0.20,0.20,0.00,0.20,0.1,0.1,0.5,0.01,0.11,0.12,0.01,0.12,Matches
91,Aaron Connolly\Aaron-Connolly,ie IRL,FW,Brighton,20-321,2000,9,5,446,1,1,0,0,0,0,0.20,0.20,0.40,0.20,0.40,1.2,1.2,0.1,0.25,0.03,0.27,0.25,0.27,Matches
92,Liam Cooper\Liam-Cooper,sco SCO,DF,Leeds United,29-106,1991,9,9,810,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.03,0.00,0.03,0.03,0.03,Matches
93,Hélder Costa\Helder-Costa,pt POR,MF,Leeds United,26-337,1994,10,8,669,2,2,0,0,0,0,0.27,0.27,0.54,0.27,0.54,1.0,1.0,0.8,0.13,0.11,0.24,0.13,0.24,Matches
94,Vladimír Coufal\Vladimir-Coufal,cz CZE,DF,West Ham,28-114,1992,9,9,804,0,1,0,0,2,0,0.00,0.11,0.11,0.00,0.11,0.2,0.2,1.3,0.03,0.14,0.17,0.03,0.17,Matches
95,Aaron Cresswell\Aaron-Cresswell,eng ENG,DF,West Ham,30-365,1989,12,12,1080,0,4,0,0,0,0,0.00,0.33,0.33,0.00,0.33,0.2,0.2,2.1,0.02,0.17,0.19,0.02,0.19,Matches
96,Stuart Dallas\Stuart-Dallas,nir NIR,DFMF,Leeds United,29-239,1991,12,12,1070,1,0,0,0,3,0,0.08,0.00,0.08,0.08,0.08,1.2,1.2,0.6,0.10,0.05,0.15,0.10,0.15,Matches
97,Scott Dann\Scott-Dann,eng ENG,DF,Crystal Palace,33-304,1987,6,6,540,1,0,0,0,1,0,0.17,0.00,0.17,0.17,0.17,0.3,0.3,0.0,0.05,0.01,0.05,0.05,0.05,Matches
98,Karl Darlow\Karl-Darlow,eng ENG,GK,Newcastle Utd,30-067,1990,11,11,990,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
99,Ben Davies\Ben-Davies,wal WAL,DF,Tottenham,27-234,1993,9,4,412,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.03,0.03,0.06,0.03,0.06,Matches
100,Tom Davies\Tom-Davies,eng ENG,DFMF,Everton,22-167,1998,6,2,174,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.4,0.00,0.22,0.22,0.00,0.22,Matches
101,Keinan Davis\Keinan-Davis,eng ENG,FW,Aston Villa,22-305,1998,1,0,29,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.08,0.08,0.00,0.08,Matches
102,Leif Davis\Leif-Davis,eng ENG,DF,Leeds United,20-337,2000,1,0,14,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
103,Kevin De Bruyne\Kevin-De-Bruyne,be BEL,MF,Manchester City,29-169,1991,10,9,833,2,6,2,3,0,0,0.22,0.65,0.86,0.00,0.65,5.3,3.0,3.7,0.57,0.40,0.98,0.33,0.73,Matches
104,Liam Delap\Liam-Delap,eng ENG,FW,Manchester City,17-310,2003,1,0,40,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.06,0.00,0.06,0.06,0.06,Matches
105,Fabian Delph\Fabian-Delph,eng ENG,MFDF,Everton,31-023,1989,5,2,214,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,Matches
106,Leander Dendoncker\Leander-Dendoncker,be BEL,MF,Wolves,25-243,1995,11,10,902,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,2.0,2.0,0.4,0.20,0.04,0.23,0.20,0.23,Matches
107,Ibrahima Diallo\Ibrahima-Diallo,fr FRA,MF,Southampton,21-281,1999,6,0,28,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.12,0.12,0.00,0.12,Matches
108,Grady Diangana\Grady-Diangana,eng ENG,MFFW,West Brom,22-239,1998,10,9,695,1,0,0,0,0,0,0.13,0.00,0.13,0.13,0.13,0.4,0.4,0.1,0.06,0.02,0.07,0.06,0.07,Matches
109,Raphael Dias Belloli\Raphael-Dias-Belloli,br BRA,MF,Leeds United,24-000,1996,7,4,416,1,0,0,0,1,0,0.22,0.00,0.22,0.22,0.22,1.2,1.2,1.0,0.27,0.22,0.49,0.27,0.49,Matches
110,Rúben Dias\Ruben-Dias,pt POR,DF,Manchester City,23-214,1997,9,9,789,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.0,0.09,0.00,0.09,0.09,0.09,Matches
111,Eric Dier\Eric-Dier,eng ENG,DF,Tottenham,26-334,1994,11,11,990,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.03,0.00,0.03,0.03,0.03,Matches
112,Lucas Digne\Lucas-Digne,fr FRA,DF,Everton,27-147,1993,8,8,701,0,4,0,0,0,1,0.00,0.51,0.51,0.00,0.51,0.2,0.2,1.7,0.02,0.22,0.24,0.02,0.24,Matches
113,Virgil van Dijk\Virgil-van-Dijk,nl NED,DF,Liverpool,29-159,1991,5,5,370,1,0,0,0,1,0,0.24,0.00,0.24,0.24,0.24,0.3,0.3,0.0,0.08,0.00,0.08,0.08,0.08,Matches
114,Issa Diop\Issa-Diop,fr FRA,DF,West Ham,23-340,1997,3,2,208,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
115,Moussa Djenepo\Moussa-Djenepo,ml MLI,MF,Southampton,22-182,1998,8,7,501,1,0,0,0,2,0,0.18,0.00,0.18,0.18,0.18,0.4,0.4,0.4,0.07,0.08,0.14,0.07,0.14,Matches
116,Matt Doherty\Matt-Doherty,ie IRL,DF,Tottenham,28-333,1992,6,6,525,0,1,0,0,1,0,0.00,0.17,0.17,0.00,0.17,0.3,0.3,0.4,0.06,0.07,0.13,0.06,0.13,Matches
