,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
329,Kalvin Phillips\Kalvin-Phillips,eng ENG,MF,Leeds United,25-037,1995,14,14,1215,13.5,0,2,0,0,5,0,0.00,0.15,0.15,0.00,0.15,0.2,0.2,1.5,0.02,0.11,0.12,0.02,0.12,Matches
330,Matt Phillips\Matt-Phillips,sco SCO,MFDF,West Brom,29-301,1991,14,7,648,7.2,0,1,0,0,1,0,0.00,0.14,0.14,0.00,0.14,0.3,0.3,0.8,0.04,0.10,0.15,0.04,0.15,Matches
331,Nathaniel Phillips\Nathaniel-Phillips,eng ENG,DF,Liverpool,23-293,1997,3,3,270,3.0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.01,0.01,0.00,0.01,Matches
332,Jordan Pickford\Jordan-Pickford,eng ENG,GK,Everton,26-307,1994,14,14,1260,14.0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
333,Erik Pieters\Erik-Pieters,nl NED,DFMF,Burnley,32-154,1988,8,3,358,4.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.03,0.01,0.03,0.03,0.03,Matches
334,Daniel Podence\Daniel-Podence,pt POR,FWMF,Wolves,25-079,1995,15,14,1117,12.4,3,2,0,0,2,0,0.24,0.16,0.40,0.24,0.40,2.6,2.6,0.9,0.21,0.07,0.28,0.21,0.28,Matches
335,Paul Pogba\Paul-Pogba,fr FRA,MFFW,Manchester Utd,27-299,1993,13,9,861,9.6,1,0,0,0,1,0,0.10,0.00,0.10,0.10,0.10,0.8,0.8,0.7,0.08,0.08,0.16,0.08,0.16,Matches
336,Nick Pope\Nick-Pope,eng ENG,GK,Burnley,28-264,1992,14,14,1260,14.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.00,0.02,0.02,0.00,0.02,Matches
337,Dennis Praet\Dennis-Praet,be BEL,MFFW,Leicester City,26-239,1994,13,9,654,7.3,1,1,0,0,0,0,0.14,0.14,0.28,0.14,0.28,0.5,0.5,0.8,0.07,0.10,0.18,0.07,0.18,Matches
338,Davy Pröpper\Davy-Propper,nl NED,MF,Brighton,29-128,1991,2,1,112,1.2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.07,0.00,0.07,0.07,0.07,Matches
339,Christian Pulisic\Christian-Pulisic,us USA,FWMF,Chelsea,22-112,1998,10,7,695,7.7,1,0,0,0,1,0,0.13,0.00,0.13,0.13,0.13,2.2,2.2,1.0,0.29,0.13,0.42,0.29,0.42,Matches
340,Aaron Ramsdale\Aaron-Ramsdale,eng ENG,GK,Sheffield Utd,22-239,1998,17,17,1530,17.0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.01,0.01,0.00,0.01,Matches
341,Jacob Ramsey\Jacob-Ramsey,eng ENG,MFFW,Aston Villa,19-225,2001,5,1,126,1.4,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.13,0.02,0.15,0.13,0.15,Matches
342,Darren Randolph\Darren-Randolph,ie IRL,GK,West Ham,33-241,1987,1,1,90,1.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
343,Marcus Rashford\Marcus-Rashford,eng ENG,FW,Manchester Utd,23-069,1997,16,15,1363,15.1,7,4,0,0,2,0,0.46,0.26,0.73,0.46,0.73,6.2,6.2,1.6,0.41,0.10,0.51,0.41,0.51,Matches
344,Tim Ream\Tim-Ream,us USA,DF,Fulham,33-095,1987,5,5,450,5.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
345,Nathan Redmond\Nathan-Redmond,eng ENG,MF,Southampton,26-308,1994,9,3,402,4.5,1,0,0,0,0,0,0.22,0.00,0.22,0.22,0.22,1.1,1.1,0.1,0.25,0.01,0.27,0.25,0.27,Matches
346,Harrison Reed\Harrison-Reed,eng ENG,MF,Fulham,25-347,1995,11,8,715,7.9,0,1,0,0,2,0,0.00,0.13,0.13,0.00,0.13,0.1,0.1,0.6,0.01,0.08,0.08,0.01,0.08,Matches
347,Sergio Reguilón\Sergio-Reguilon,es ESP,DF,Tottenham,24-023,1996,11,10,880,9.8,0,2,0,0,2,0,0.00,0.20,0.20,0.00,0.20,0.4,0.4,0.8,0.04,0.08,0.12,0.04,0.12,Matches
348,Bobby Reid\Bobby-Reid,jm JAM,DFFW,Fulham,27-341,1993,14,11,930,10.3,4,0,0,0,4,0,0.39,0.00,0.39,0.39,0.39,2.5,2.5,0.1,0.24,0.01,0.25,0.24,0.25,Matches
349,Declan Rice\Declan-Rice,eng ENG,MF,West Ham,21-360,1999,17,17,1530,17.0,0,1,0,0,1,0,0.00,0.06,0.06,0.00,0.06,0.6,0.6,1.2,0.03,0.07,0.10,0.03,0.10,Matches
350,Richarlison\Richarlison,br BRA,FW,Everton,23-243,1997,12,12,995,11.1,2,3,1,1,2,1,0.18,0.27,0.45,0.09,0.36,4.1,3.3,1.9,0.37,0.17,0.54,0.30,0.47,Matches
351,Jaïro Riedewald\Jairo-Riedewald,nl NED,MF,Crystal Palace,24-121,1996,14,6,600,6.7,1,0,0,0,0,0,0.15,0.00,0.15,0.15,0.15,0.5,0.5,0.3,0.08,0.05,0.12,0.08,0.12,Matches
352,Matt Ritchie\Matt-Ritchie,sco SCO,DFMF,Newcastle Utd,31-120,1989,7,6,511,5.7,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.7,0.03,0.12,0.15,0.03,0.15,Matches
353,Tyler Roberts\Tyler-Roberts,wal WAL,MFFW,Leeds United,21-362,1999,8,2,242,2.7,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.04,0.12,0.17,0.04,0.17,Matches
354,Andrew Robertson\Andrew-Robertson,sco SCO,DF,Liverpool,26-303,1994,17,17,1530,17.0,1,5,0,0,1,0,0.06,0.29,0.35,0.06,0.35,0.8,0.8,3.2,0.05,0.19,0.24,0.05,0.24,Matches
355,Antonee Robinson\Antonee-Robinson,us USA,DF,Fulham,23-153,1997,12,12,1080,12.0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,1.0,0.02,0.08,0.11,0.02,0.11,Matches
356,Callum Robinson\Callum-Robinson,ie IRL,FWMF,West Brom,25-341,1995,16,10,847,9.4,2,0,0,0,0,0,0.21,0.00,0.21,0.21,0.21,0.6,0.6,0.6,0.06,0.06,0.12,0.06,0.12,Matches
357,Jack Robinson\Jack-Robinson,eng ENG,DF,Sheffield Utd,27-129,1993,8,6,607,6.7,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.05,0.00,0.05,0.05,0.05,Matches
358,Hal Robson-Kanu\Hal-Robson-Kanu,wal WAL,FWMF,West Brom,31-232,1989,5,0,142,1.6,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.09,0.03,0.11,0.09,0.11,Matches
359,Marek Rodák\Marek-Rodak,sk SVK,GK,Fulham,24-026,1996,1,1,90,1.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
360,Joe Rodon\Joe-Rodon,wal WAL,DF,Tottenham,23-078,1997,4,1,102,1.1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
361,Rodri\Rodri,es ESP,MF,Manchester City,24-200,1996,15,15,1271,14.1,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.3,0.05,0.02,0.07,0.05,0.07,Matches
362,Rodrigo\Rodrigo,es ESP,MF,Leeds United,29-308,1991,15,9,817,9.1,3,0,0,0,0,0,0.33,0.00,0.33,0.33,0.33,3.5,3.5,1.5,0.39,0.16,0.55,0.39,0.55,Matches
363,James Rodríguez\James-Rodriguez,co COL,FWMF,Everton,29-180,1991,11,10,867,9.6,3,3,0,0,1,0,0.31,0.31,0.62,0.31,0.62,2.2,2.2,3.1,0.23,0.33,0.56,0.23,0.56,Matches
364,Jay Rodriguez\Jay-Rodriguez,eng ENG,FWMF,Burnley,31-163,1989,12,6,558,6.2,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.5,0.09,0.08,0.16,0.09,0.16,Matches
365,Oriol Romeu\Oriol-Romeu,es ESP,MF,Southampton,29-106,1991,15,15,1305,14.5,1,1,0,0,5,0,0.07,0.07,0.14,0.07,0.14,0.3,0.3,1.0,0.02,0.07,0.09,0.02,0.09,Matches
366,Antonio Rüdiger\Antonio-Rudiger,de GER,DF,Chelsea,27-311,1993,2,2,180,2.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.04,0.00,0.04,0.04,0.04,Matches
367,Mathew Ryan\Mathew-Ryan,au AUS,GK,Brighton,28-275,1992,11,11,990,11.0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
368,Allan Saint-Maximin\Allan-Saint-Maximin,fr FRA,FWMF,Newcastle Utd,23-302,1997,8,8,582,6.5,1,1,0,0,0,0,0.15,0.15,0.31,0.15,0.31,0.8,0.8,1.2,0.12,0.19,0.31,0.12,0.31,Matches
369,Romain Saïss\Romain-Saiss,ma MAR,DF,Wolves,30-288,1990,12,12,1057,11.7,3,0,0,0,0,0,0.26,0.00,0.26,0.26,0.26,1.3,1.3,0.1,0.11,0.01,0.12,0.11,0.12,Matches
370,Bukayo Saka\Bukayo-Saka,eng ENG,FWDF,Arsenal,19-125,2001,15,14,1231,13.7,3,1,0,0,0,0,0.22,0.07,0.29,0.22,0.29,3.8,3.8,1.7,0.28,0.13,0.40,0.28,0.40,Matches
371,Mamadou Sakho\Mamadou-Sakho,fr FRA,DF,Crystal Palace,30-330,1990,4,3,276,3.1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches
372,Mohamed Salah\Mohamed-Salah,eg EGY,FW,Liverpool,28-207,1992,16,15,1348,15.0,13,3,5,5,0,0,0.87,0.20,1.07,0.53,0.73,9.4,5.6,2.8,0.63,0.19,0.82,0.38,0.57,Matches
373,Davinson Sánchez\Davinson-Sanchez,co COL,DF,Tottenham,24-210,1996,5,5,450,5.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.0,0.14,0.00,0.14,0.14,0.14,Matches
374,Robert Sánchez\Robert-Sanchez,es ESP,GK,Brighton,23-051,1997,6,6,540,6.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
375,Romaine Sawyers\Romaine-Sawyers,kn SKN,MF,West Brom,29-067,1991,15,13,1140,12.7,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.4,0.01,0.03,0.03,0.01,0.03,Matches
376,Fabian Schär\Fabian-Schar,ch SUI,DF,Newcastle Utd,29-019,1991,10,7,682,7.6,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,Matches
377,Jeffrey Schlupp\Jeffrey-Schlupp,gh GHA,MF,Crystal Palace,28-016,1992,15,12,976,10.8,2,1,0,0,2,0,0.18,0.09,0.28,0.18,0.28,1.3,1.3,0.9,0.12,0.08,0.20,0.12,0.20,Matches
378,Kasper Schmeichel\Kasper-Schmeichel,dk DEN,GK,Leicester City,34-064,1986,17,17,1530,17.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
379,Nélson Semedo\Nelson-Semedo,pt POR,DF,Wolves,27-053,1993,14,14,1229,13.7,0,1,0,0,3,0,0.00,0.07,0.07,0.00,0.07,0.6,0.6,0.5,0.05,0.04,0.08,0.05,0.08,Matches
380,Jamie Shackleton\Jamie-Shackleton,eng ENG,MFDF,Leeds United,21-092,1999,9,1,302,3.4,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.00,0.08,0.08,0.00,0.08,Matches
381,Xherdan Shaqiri\Xherdan-Shaqiri,ch SUI,MFFW,Liverpool,29-090,1991,4,0,88,1.0,0,1,0,0,1,0,0.00,1.02,1.02,0.00,1.02,0.0,0.0,0.6,0.03,0.64,0.66,0.03,0.66,Matches
382,Billy Sharp\Billy-Sharp,eng ENG,FWMF,Sheffield Utd,34-338,1986,5,2,191,2.1,1,0,1,1,0,0,0.47,0.00,0.47,0.00,0.00,1.1,0.4,0.0,0.53,0.00,0.53,0.17,0.17,Matches
383,Luke Shaw\Luke-Shaw,eng ENG,DF,Manchester Utd,25-180,1995,12,11,980,10.9,0,1,0,0,3,0,0.00,0.09,0.09,0.00,0.09,0.0,0.0,1.6,0.00,0.15,0.15,0.00,0.15,Matches
384,Jonjo Shelvey\Jonjo-Shelvey,eng ENG,MF,Newcastle Utd,28-316,1992,9,8,727,8.1,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.7,0.09,0.09,0.19,0.09,0.19,Matches
385,Gylfi Sigurðsson\Gylfi-Sigurdsson,is ISL,MF,Everton,31-122,1989,15,9,825,9.2,2,2,1,1,0,0,0.22,0.22,0.44,0.11,0.33,2.0,1.2,1.7,0.22,0.18,0.40,0.13,0.32,Matches
386,Bernardo Silva\Bernardo-Silva,pt POR,FWMF,Manchester City,26-151,1994,9,7,644,7.2,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.6,0.10,0.09,0.19,0.10,0.19,Matches
387,Fábio Silva\Fabio-Silva,pt POR,FW,Wolves,18-173,2002,12,4,527,5.9,1,0,1,1,1,0,0.17,0.00,0.17,0.00,0.00,1.9,1.2,0.3,0.33,0.05,0.38,0.20,0.25,Matches
388,Thiago Silva\Thiago-Silva,br BRA,DF,Chelsea,36-108,1984,12,12,1062,11.8,2,0,0,0,2,0,0.17,0.00,0.17,0.17,0.17,0.7,0.7,0.1,0.06,0.01,0.07,0.06,0.07,Matches
389,Moussa Sissoko\Moussa-Sissoko,fr FRA,MF,Tottenham,31-145,1989,14,11,1059,11.8,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.01,0.01,0.00,0.01,Matches
390,Islam Slimani\Islam-Slimani,dz ALG,FW,Leicester City,32-204,1988,1,0,20,0.2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.19,0.13,0.32,0.19,0.32,Matches
391,William Smallbone\William-Smallbone,ie IRL,MF,Southampton,20-322,2000,2,1,112,1.2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
392,Emile Smith-Rowe\Emile-Smith-Rowe,eng ENG,MF,Arsenal,20-164,2000,3,3,228,2.5,0,2,0,0,0,0,0.00,0.79,0.79,0.00,0.79,0.5,0.5,1.0,0.18,0.38,0.56,0.18,0.56,Matches
393,Robert Snodgrass\Robert-Snodgrass,sco SCO,FWDF,West Ham,33-123,1987,3,0,5,0.1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
394,Cédric Soares\Cedric-Soares,pt POR,MF,Arsenal,29-130,1991,1,0,6,0.1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
395,Tomáš Souček\Tomas-Soucek,cz CZE,MF,West Ham,25-316,1995,17,17,1530,17.0,5,0,0,0,1,0,0.29,0.00,0.29,0.29,0.29,4.6,4.6,0.5,0.27,0.03,0.30,0.27,0.30,Matches
396,Çağlar Söyüncü\Caglar-Soyuncu,tr TUR,DF,Leicester City,24-230,1996,5,4,372,4.1,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.01,0.01,0.02,0.01,0.02,Matches
397,Zack Steffen\Zack-Steffen,us USA,GK,Manchester City,25-281,1995,1,1,90,1.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
398,Dale Stephens\Dale-Stephens,eng ENG,MF,Burnley,31-210,1989,5,3,231,2.6,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.07,0.00,0.07,0.07,0.07,Matches
399,Jack Stephens\Jack-Stephens,eng ENG,DF,Southampton,26-347,1994,7,6,585,6.5,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.02,0.04,0.06,0.02,0.06,Matches
400,Raheem Sterling\Raheem-Sterling,eng ENG,FW,Manchester City,26-031,1994,14,13,1179,13.1,4,3,0,0,1,0,0.31,0.23,0.53,0.31,0.53,4.0,4.0,1.9,0.31,0.14,0.45,0.31,0.45,Matches
401,Enda Stevens\Enda-Stevens,ie IRL,DF,Sheffield Utd,30-183,1990,14,14,1260,14.0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.3,0.02,0.02,0.04,0.02,0.04,Matches
402,John Stones\John-Stones,eng ENG,DF,Manchester City,26-225,1994,7,7,630,7.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.02,0.01,0.03,0.02,0.03,Matches
403,Pascal Struijk\Pascal-Struijk,nl NED,DFMF,Leeds United,21-150,1999,8,7,569,6.3,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.03,0.01,0.04,0.03,0.04,Matches
404,Matt Targett\Matt-Targett,eng ENG,DF,Aston Villa,25-112,1995,15,15,1350,15.0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.7,0.01,0.05,0.06,0.01,0.06,Matches
405,James Tarkowski\James-Tarkowski,eng ENG,DF,Burnley,28-050,1992,13,13,1170,13.0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.2,0.04,0.01,0.06,0.04,0.06,Matches
406,Charlie Taylor\Charlie-Taylor,eng ENG,DF,Burnley,27-112,1993,15,15,1268,14.1,0,1,0,0,1,0,0.00,0.07,0.07,0.00,0.07,0.1,0.1,0.7,0.00,0.05,0.05,0.00,0.05,Matches
407,Nathan Tella\Nathan-Tella,eng ENG,FWMF,Southampton,21-187,1999,5,0,160,1.8,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.08,0.00,0.08,0.08,0.08,Matches
408,Alex Telles\Alex-Telles,br BRA,DF,Manchester Utd,28-024,1992,6,5,429,4.8,0,1,0,0,0,0,0.00,0.21,0.21,0.00,0.21,0.1,0.1,0.6,0.03,0.13,0.16,0.03,0.16,Matches
409,Kenny Tete\Kenny-Tete,nl NED,DF,Fulham,25-091,1995,2,2,128,1.4,0,1,0,0,1,0,0.00,0.70,0.70,0.00,0.70,0.0,0.0,0.5,0.00,0.36,0.36,0.00,0.36,Matches
410,Luke Thomas\Luke-Thomas,eng ENG,DF,Leicester City,,,4,4,270,3.0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.02,0.01,0.04,0.02,0.04,Matches
411,Youri Tielemans\Youri-Tielemans,be BEL,MF,Leicester City,23-246,1997,17,16,1474,16.4,4,0,2,2,4,0,0.24,0.00,0.24,0.12,0.12,3.0,1.5,0.2,0.18,0.01,0.19,0.09,0.10,Matches
412,Kieran Tierney\Kieran-Tierney,sco SCO,DF,Arsenal,23-217,1997,16,16,1430,15.9,1,1,0,0,3,0,0.06,0.06,0.13,0.06,0.13,0.2,0.2,2.6,0.02,0.16,0.18,0.02,0.18,Matches
413,James Tomkins\James-Tomkins,eng ENG,DF,Crystal Palace,31-285,1989,3,2,208,2.3,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
414,Fikayo Tomori\Fikayo-Tomori,eng ENG,DF,Chelsea,23-020,1997,1,0,45,0.5,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
415,Ferrán Torres\Ferran-Torres,es ESP,FW,Manchester City,20-314,2000,10,7,569,6.3,2,1,0,0,1,0,0.32,0.16,0.47,0.32,0.47,2.4,2.4,0.5,0.39,0.08,0.47,0.39,0.47,Matches
416,Cenk Tosun\Cenk-Tosun,tr TUR,FW,Everton,29-215,1991,5,0,48,0.5,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.25,0.25,0.00,0.25,Matches
417,Andros Townsend\Andros-Townsend,eng ENG,MF,Crystal Palace,29-176,1991,15,13,1112,12.4,1,3,0,0,0,0,0.08,0.24,0.32,0.08,0.32,0.7,0.7,2.0,0.06,0.16,0.22,0.06,0.22,Matches
418,Conor Townsend\Conor-Townsend,eng ENG,DF,West Brom,27-310,1993,8,8,704,7.8,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.2,0.04,0.03,0.07,0.04,0.07,Matches
419,Adama Traoré\Adama-Traore,es ESP,FWDF,Wolves,24-349,1996,17,10,1036,11.5,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,2.3,0.04,0.20,0.25,0.04,0.25,Matches
420,Bertrand Traoré\Bertrand-Traore,bf BFA,FWMF,Aston Villa,25-124,1995,13,7,611,6.8,3,2,0,0,0,0,0.44,0.29,0.74,0.44,0.74,2.0,2.0,1.0,0.29,0.15,0.44,0.29,0.44,Matches
421,Trézéguet\Trezeguet,eg EGY,FW,Aston Villa,26-099,1994,9,8,716,8.0,0,1,0,0,0,0,0.00,0.13,0.13,0.00,0.13,2.5,2.5,1.9,0.31,0.24,0.55,0.31,0.55,Matches
422,Leandro Trossard\Leandro-Trossard,be BEL,FWMF,Brighton,26-035,1994,14,11,1026,11.4,1,3,0,0,1,0,0.09,0.26,0.35,0.09,0.35,2.1,2.1,2.5,0.18,0.22,0.40,0.18,0.40,Matches
423,Axel Tuanzebe\Axel-Tuanzebe,eng ENG,DF,Manchester Utd,23-055,1997,3,0,50,0.6,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
424,Cengiz Ünder\Cengiz-Under,tr TUR,MFFW,Leicester City,23-178,1997,6,1,207,2.3,0,2,0,0,0,0,0.00,0.87,0.87,0.00,0.87,0.2,0.2,1.7,0.07,0.72,0.80,0.07,0.80,Matches
425,Yan Valery\Yan-Valery,fr FRA,MF,Southampton,21-321,1999,1,0,9,0.1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,1.53,0.00,1.53,1.53,1.53,Matches
426,Jamie Vardy\Jamie-Vardy,eng ENG,FW,Leicester City,33-363,1987,16,14,1301,14.5,11,5,6,7,1,0,0.76,0.35,1.11,0.35,0.69,11.2,5.9,2.1,0.78,0.14,0.92,0.41,0.55,Matches
427,Joël Veltman\Joel-Veltman,nl NED,DF,Brighton,28-359,1992,12,9,860,9.6,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.00,0.03,0.03,0.00,0.03,Matches
428,Jannik Vestergaard\Jannik-Vestergaard,dk DEN,DF,Southampton,28-158,1992,13,12,1125,12.5,3,0,0,0,0,0,0.24,0.00,0.24,0.24,0.24,0.6,0.6,0.4,0.05,0.03,0.08,0.05,0.08,Matches
429,Rúben Vinagre\Ruben-Vinagre,pt POR,DF,Wolves,21-274,1999,2,1,173,1.9,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
430,Carlos Vinícius\Carlos-Vinicius,br BRA,FW,Tottenham,25-289,1995,2,0,16,0.2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.64,0.18,0.82,0.64,0.82,Matches
431,Vitinha\Vitinha,pt POR,MF,Wolves,20-330,2000,9,2,175,1.9,0,1,0,0,0,0,0.00,0.51,0.51,0.00,0.51,0.1,0.1,0.2,0.05,0.08,0.13,0.05,0.13,Matches
432,Matěj Vydra\Matej-Vydra,cz CZE,FW,Burnley,28-252,1992,8,1,175,1.9,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.4,0.22,0.20,0.43,0.22,0.43,Matches
433,Theo Walcott\Theo-Walcott,eng ENG,MFFW,Southampton,31-298,1989,12,12,1007,11.2,2,2,0,0,0,0,0.18,0.18,0.36,0.18,0.36,2.1,2.1,0.7,0.19,0.07,0.26,0.19,0.26,Matches
434,Theo Walcott\Theo-Walcott,eng ENG,FW,Everton,31-298,1989,1,0,13,0.1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
435,Kyle Walker\Kyle-Walker,eng ENG,DF,Manchester City,30-225,1990,12,11,993,11.0,1,1,0,0,1,0,0.09,0.09,0.18,0.09,0.18,0.2,0.2,0.3,0.02,0.03,0.04,0.02,0.04,Matches
436,Kyle Walker-Peters\Kyle-Walker-Peters,eng ENG,DF,Southampton,23-270,1997,17,17,1529,17.0,0,1,0,0,4,0,0.00,0.06,0.06,0.00,0.06,0.2,0.2,0.3,0.01,0.02,0.03,0.01,0.03,Matches
437,Aaron Wan-Bissaka\Aaron-Wan-Bissaka,eng ENG,DF,Manchester Utd,23-043,1997,14,14,1260,14.0,1,1,0,0,0,0,0.07,0.07,0.14,0.07,0.14,0.3,0.3,0.4,0.02,0.03,0.05,0.02,0.05,Matches
438,Joel Ward\Joel-Ward,eng ENG,DF,Crystal Palace,31-071,1989,8,8,720,8.0,0,1,0,0,3,0,0.00,0.12,0.12,0.00,0.12,0.0,0.0,0.3,0.00,0.04,0.04,0.00,0.04,Matches
439,James Ward-Prowse\James-Ward-Prowse,eng ENG,MF,Southampton,26-068,1994,17,17,1530,17.0,4,4,0,0,3,0,0.24,0.24,0.47,0.24,0.47,0.9,0.9,1.6,0.05,0.09,0.15,0.05,0.15,Matches
440,Ollie Watkins\Ollie-Watkins,eng ENG,FW,Aston Villa,25-009,1995,15,15,1350,15.0,6,2,1,2,1,0,0.40,0.13,0.53,0.33,0.47,8.9,7.5,1.6,0.60,0.11,0.70,0.50,0.61,Matches
441,Adam Webster\Adam-Webster,eng ENG,DF,Brighton,26-004,1995,16,16,1440,16.0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.2,0.05,0.01,0.06,0.05,0.06,Matches
