,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
453,Ollie Watkins\Ollie-Watkins,eng ENG,FW,Aston Villa,25-030,1995,18,18,1620,18.0,8,2,1,2,1,0,0.44,0.11,0.56,0.39,0.50,10.4,9.0,2.0,0.58,0.11,0.69,0.50,0.61,Matches
454,Caleb Watts\Caleb-Watts,au AUS,MFFW,Southampton,19-013,2002,1,0,17,0.2,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
455,Adam Webster\Adam-Webster,eng ENG,DF,Brighton,26-025,1995,19,19,1710,19.0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.1,0.05,0.01,0.06,0.05,0.06,Matches
456,Danny Welbeck\Danny-Welbeck,eng ENG,FW,Brighton,30-064,1990,9,7,621,6.9,2,0,0,0,0,0,0.29,0.00,0.29,0.29,0.29,2.5,2.5,0.6,0.37,0.08,0.45,0.37,0.45,Matches
457,Timo Werner\Timo-Werner,de GER,FW,Chelsea,24-329,1996,19,16,1396,15.5,4,4,0,0,0,0,0.26,0.26,0.52,0.26,0.52,6.8,6.8,2.3,0.44,0.15,0.59,0.44,0.59,Matches
458,Ashley Westwood\Ashley-Westwood,eng ENG,MF,Burnley,30-303,1990,19,19,1710,19.0,1,2,0,0,4,0,0.05,0.11,0.16,0.05,0.16,0.3,0.3,2.7,0.01,0.14,0.16,0.01,0.16,Matches
459,Ben White\Ben-White,eng ENG,DFMF,Brighton,23-113,1997,19,19,1669,18.5,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.5,0.01,0.03,0.03,0.01,0.03,Matches
460,Georginio Wijnaldum\Georginio-Wijnaldum,nl NED,MF,Liverpool,30-079,1990,20,18,1620,18.0,1,0,0,0,0,0,0.06,0.00,0.06,0.06,0.06,2.1,2.1,1.2,0.11,0.07,0.18,0.11,0.18,Matches
461,Brandon Williams\Brandon-Williams,eng ENG,DF,Manchester Utd,20-148,2000,1,0,7,0.1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
462,Neco Williams\Neco-Williams,wal WAL,DF,Liverpool,19-291,2001,4,2,173,1.9,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.03,0.08,0.11,0.03,0.11,Matches
463,Rhys Williams\Rhys-Williams,eng ENG,DF,Liverpool,19-361,2001,2,1,121,1.3,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.03,0.14,0.17,0.03,0.17,Matches
464,Willian\Willian,br BRA,FWMF,Arsenal,32-173,1988,15,12,933,10.4,0,3,0,0,0,0,0.00,0.29,0.29,0.00,0.29,1.3,1.3,1.5,0.13,0.15,0.28,0.13,0.28,Matches
465,Joe Willock\Joe-Willock,eng ENG,MF,Arsenal,21-162,1999,7,2,238,2.6,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.17,0.02,0.18,0.17,0.18,Matches
466,Callum Wilson\Callum-Wilson,eng ENG,FW,Newcastle Utd,28-337,1992,18,18,1597,17.7,8,4,4,4,2,0,0.45,0.23,0.68,0.23,0.45,7.7,4.7,1.6,0.43,0.09,0.52,0.26,0.35,Matches
467,Harry Winks\Harry-Winks,eng ENG,MF,Tottenham,24-362,1996,9,6,568,6.3,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.01,0.04,0.05,0.01,0.05,Matches
468,Chris Wood\Chris-Wood,nz NZL,FW,Burnley,29-053,1991,19,19,1618,18.0,4,0,0,0,0,0,0.22,0.00,0.22,0.22,0.22,6.1,6.1,1.0,0.34,0.06,0.40,0.34,0.40,Matches
469,Granit Xhaka\Granit-Xhaka,ch SUI,MF,Arsenal,28-124,1992,16,15,1266,14.1,1,1,0,0,2,1,0.07,0.07,0.14,0.07,0.14,0.6,0.6,0.7,0.04,0.05,0.09,0.04,0.09,Matches
470,Andriy Yarmolenko\Andriy-Yarmolenko,ua UKR,FWMF,West Ham,31-098,1989,12,1,293,3.3,0,1,0,0,2,0,0.00,0.31,0.31,0.00,0.31,0.4,0.4,1.0,0.13,0.29,0.42,0.13,0.42,Matches
471,DeAndre Yedlin\DeAndre-Yedlin,us USA,DF,Newcastle Utd,27-204,1993,6,5,436,4.8,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.01,0.02,0.03,0.01,0.03,Matches
472,Wilfried Zaha\Wilfried-Zaha,ci CIV,FW,Crystal Palace,28-080,1992,17,17,1520,16.9,9,2,2,2,3,0,0.53,0.12,0.65,0.41,0.53,5.8,4.3,2.0,0.34,0.12,0.46,0.25,0.37,Matches
473,Andre-Frank Zambo Anguissa\Andre-Frank-Zambo-Anguissa,cm CMR,MF,Fulham,25-074,1995,19,17,1542,17.1,0,3,0,0,4,0,0.00,0.18,0.18,0.00,0.18,1.0,1.0,1.4,0.06,0.08,0.14,0.06,0.14,Matches
474,Andi Zeqiri\Andi-Zeqiri,ch SUI,FWDF,Brighton,21-221,1999,2,0,64,0.7,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.44,0.00,0.44,0.44,0.44,Matches
475,Oleksandr Zinchenko\Oleksandr-Zinchenko,ua UKR,DF,Manchester City,24-045,1996,6,4,436,4.8,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.05,0.02,0.07,0.05,0.07,Matches
476,Hakim Ziyech\Hakim-Ziyech,ma MAR,FWMF,Chelsea,27-316,1993,11,8,630,7.0,1,3,0,0,3,0,0.14,0.43,0.57,0.14,0.57,0.8,0.8,2.3,0.11,0.33,0.44,0.11,0.44,Matches
477,Kurt Zouma\Kurt-Zouma,fr FRA,DF,Chelsea,26-094,1994,15,15,1350,15.0,4,0,0,0,1,0,0.27,0.00,0.27,0.27,0.27,0.9,0.9,0.0,0.06,0.00,0.07,0.06,0.07,Matches
