,,,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
14,Trent Alexander-Arnold\Trent-Alexander-Arnold,eng ENG,DF,Liverpool,22-085,1998,14,13,1140,0,2,0,0,1,0,0.00,0.16,0.16,0.00,0.16,1.0,1.0,1.9,0.08,0.15,0.23,0.08,0.23,Matches
15,Ezgjan Alioski\Ezgjan-Alioski,mk MKD,DFMF,Leeds United,28-323,1992,14,11,910,2,0,0,0,2,0,0.20,0.00,0.20,0.20,0.20,0.8,0.8,1.3,0.08,0.13,0.22,0.08,0.22,Matches
16,Alisson\Alisson,br BRA,GK,Liverpool,28-090,1992,13,13,1170,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
17,Allan\Allan,br BRA,MF,Everton,29-358,1991,12,12,1028,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.01,0.03,0.04,0.01,0.04,Matches
18,Dele Alli\Dele-Alli,eng ENG,MFFW,Tottenham,24-264,1996,4,1,77,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.22,0.00,0.22,0.22,0.22,Matches
19,Miguel Almirón\Miguel-Almiron,py PAR,MFFW,Newcastle Utd,26-325,1994,14,8,781,1,1,0,0,1,0,0.12,0.12,0.23,0.12,0.23,0.9,0.9,0.9,0.11,0.10,0.21,0.11,0.21,Matches
20,Marcos Alonso\Marcos-Alonso,es ESP,DF,Chelsea,30-003,1990,3,3,225,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.03,0.02,0.05,0.03,0.05,Matches
21,Steven Alzate\Steven-Alzate,co COL,MF,Brighton,22-114,1998,8,5,522,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.3,0.04,0.06,0.10,0.04,0.10,Matches
22,Daniel Amartey\Daniel-Amartey,gh GHA,DF,Leicester City,26-010,1994,4,3,265,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.02,0.00,0.02,0.02,0.02,Matches
23,Ethan Ampadu\Ethan-Ampadu,wal WAL,MFDF,Sheffield Utd,20-108,2000,10,9,791,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.5,0.01,0.05,0.06,0.01,0.06,Matches
24,Joachim Andersen\Joachim-Andersen,dk DEN,DF,Fulham,24-214,1996,9,9,781,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.01,0.00,0.01,Matches
25,Felipe Anderson\Felipe-Anderson,br BRA,FWMF,West Ham,27-260,1993,2,0,3,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
26,Michail Antonio\Michail-Antonio,eng ENG,FW,West Ham,30-278,1990,8,7,540,3,0,0,0,1,0,0.50,0.00,0.50,0.50,0.50,2.8,2.8,0.4,0.46,0.07,0.53,0.46,0.53,Matches
27,Alphonse Areola\Alphonse-Areola,fr FRA,GK,Fulham,27-308,1993,14,14,1260,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
28,Stuart Armstrong\Stuart-Armstrong,sco SCO,MF,Southampton,28-276,1992,13,12,1034,2,2,0,0,0,0,0.17,0.17,0.35,0.17,0.35,1.1,1.1,0.9,0.09,0.08,0.17,0.09,0.17,Matches
29,Kepa Arrizabalaga\Kepa-Arrizabalaga,es ESP,GK,Chelsea,26-089,1994,3,3,270,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
30,Pierre-Emerick Aubameyang\Pierre-Emerick-Aubameyang,ga GAB,FW,Arsenal,31-196,1989,14,14,1256,3,1,1,1,2,0,0.21,0.07,0.29,0.14,0.21,3.7,2.9,1.5,0.26,0.11,0.37,0.21,0.32,Matches
31,Serge Aurier\Serge-Aurier,ci CIV,DF,Tottenham,28-007,1992,8,8,693,1,1,0,0,0,0,0.13,0.13,0.26,0.13,0.26,0.7,0.7,0.4,0.09,0.05,0.14,0.09,0.14,Matches
32,Charlie Austin\Charlie-Austin,eng ENG,FW,West Brom,31-179,1989,4,0,93,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.07,0.00,0.07,0.07,0.07,Matches
33,Jordan Ayew\Jordan-Ayew,gh GHA,FWMF,Crystal Palace,29-111,1991,12,8,714,1,0,0,0,0,0,0.13,0.00,0.13,0.13,0.13,1.2,1.2,0.1,0.15,0.01,0.16,0.15,0.16,Matches
34,Luke Ayling\Luke-Ayling,eng ENG,DF,Leeds United,29-128,1991,16,16,1419,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,1.5,0.04,0.10,0.14,0.04,0.14,Matches
35,César Azpilicueta\Cesar-Azpilicueta,es ESP,DF,Chelsea,31-125,1989,7,5,501,0,1,0,0,2,0,0.00,0.18,0.18,0.00,0.18,0.1,0.1,0.2,0.01,0.04,0.05,0.01,0.05,Matches
36,Eric Bailly\Eric-Bailly,ci CIV,DF,Manchester Utd,26-263,1994,4,3,278,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches
37,Fabián Balbuena\Fabian-Balbuena,py PAR,DF,West Ham,29-130,1991,12,12,1080,1,0,0,0,1,0,0.08,0.00,0.08,0.08,0.08,0.6,0.6,0.0,0.05,0.00,0.05,0.05,0.05,Matches
38,George Baldock\George-Baldock,eng ENG,DF,Sheffield Utd,27-297,1993,16,16,1440,0,1,0,0,2,0,0.00,0.06,0.06,0.00,0.06,1.0,1.0,1.2,0.06,0.08,0.14,0.06,0.14,Matches
39,Gareth Bale\Gareth-Bale,wal WAL,FW,Tottenham,31-168,1989,4,1,162,1,0,0,0,0,0,0.56,0.00,0.56,0.56,0.56,0.6,0.6,0.2,0.36,0.12,0.48,0.36,0.48,Matches
40,Patrick Bamford\Patrick-Bamford,eng ENG,FW,Leeds United,27-117,1993,16,16,1365,10,2,1,1,1,0,0.66,0.13,0.79,0.59,0.73,10.5,9.8,1.1,0.69,0.07,0.77,0.64,0.72,Matches
41,Phil Bardsley\Phil-Bardsley,sco SCO,DF,Burnley,35-186,1985,3,3,270,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.04,0.00,0.04,0.04,0.04,Matches
42,Ross Barkley\Ross-Barkley,eng ENG,MF,Chelsea,27-026,1993,2,0,42,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.06,0.16,0.22,0.06,0.22,Matches
43,Ross Barkley\Ross-Barkley,eng ENG,MF,Aston Villa,27-026,1993,6,6,454,2,1,0,0,0,0,0.40,0.20,0.59,0.40,0.59,1.5,1.5,1.7,0.30,0.34,0.64,0.30,0.64,Matches
44,Ashley Barnes\Ashley-Barnes,eng ENG,FW,Burnley,31-062,1989,12,9,784,1,0,0,0,2,0,0.11,0.00,0.11,0.11,0.11,2.0,2.0,0.4,0.23,0.04,0.27,0.23,0.27,Matches
45,Harvey Barnes\Harvey-Barnes,eng ENG,FWMF,Leicester City,23-022,1997,15,12,1100,5,1,0,0,0,0,0.41,0.08,0.49,0.41,0.49,3.0,3.0,0.3,0.24,0.02,0.27,0.24,0.27,Matches
46,Kyle Bartley\Kyle-Bartley,eng ENG,DF,West Brom,29-223,1991,8,8,720,1,0,0,0,1,0,0.12,0.00,0.12,0.12,0.12,1.1,1.1,0.0,0.14,0.00,0.14,0.14,0.14,Matches
47,Chris Basham\Chris-Basham,eng ENG,DF,Sheffield Utd,32-164,1988,16,16,1336,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.4,0.04,0.03,0.06,0.04,0.06,Matches
48,Michy Batshuayi\Michy-Batshuayi,be BEL,FW,Crystal Palace,27-090,1993,10,4,428,0,1,0,0,0,0,0.00,0.21,0.21,0.00,0.21,0.6,0.6,1.0,0.13,0.22,0.35,0.13,0.35,Matches
49,Jan Bednarek\Jan-Bednarek,pl POL,DF,Southampton,24-263,1996,16,16,1350,1,1,0,0,1,0,0.07,0.07,0.13,0.07,0.13,0.6,0.6,0.2,0.04,0.01,0.05,0.04,0.05,Matches
50,Donny van de Beek\Donny-van-de-Beek,nl NED,MFFW,Manchester Utd,23-257,1997,10,2,257,1,0,0,0,0,0,0.35,0.00,0.35,0.35,0.35,0.3,0.3,0.1,0.09,0.03,0.12,0.09,0.12,Matches
51,Héctor Bellerín\Hector-Bellerin,es ESP,DF,Arsenal,25-287,1995,14,14,1227,0,2,0,0,5,0,0.00,0.15,0.15,0.00,0.15,0.1,0.1,2.1,0.01,0.15,0.16,0.01,0.16,Matches
52,Saïd Benrahma\Said-Benrahma,dz ALG,MFFW,West Ham,25-143,1995,8,2,307,0,2,0,0,0,0,0.00,0.59,0.59,0.00,0.59,0.7,0.7,0.5,0.21,0.13,0.35,0.21,0.35,Matches
53,Josh Benson\Josh-Benson,eng ENG,MF,Burnley,21-026,1999,5,2,254,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.06,0.00,0.06,0.06,0.06,Matches
54,Christian Benteke\Christian-Benteke,be BEL,FW,Crystal Palace,30-028,1990,11,5,493,3,0,0,0,2,1,0.55,0.00,0.55,0.55,0.55,2.8,2.8,0.7,0.51,0.12,0.63,0.51,0.63,Matches
55,Jóhann Berg Guðmundsson\Johann-Berg-Gudmundsson,is ISL,MF,Burnley,30-065,1990,4,3,240,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.16,0.03,0.19,0.16,0.19,Matches
56,Sander Berge\Sander-Berge,no NOR,MF,Sheffield Utd,22-321,1998,13,12,1016,1,1,1,1,4,0,0.09,0.09,0.18,0.00,0.09,1.2,0.5,1.2,0.11,0.11,0.22,0.04,0.15,Matches
57,Steven Bergwijn\Steven-Bergwijn,nl NED,FWMF,Tottenham,23-084,1997,10,6,590,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.3,0.14,0.04,0.18,0.14,0.18,Matches
58,Bernard\Bernard,br BRA,FWMF,Everton,28-114,1992,5,1,211,1,0,0,0,2,0,0.43,0.00,0.43,0.43,0.43,0.1,0.1,0.4,0.06,0.15,0.21,0.06,0.21,Matches
59,Bernardo\Bernardo,br BRA,MFDF,Brighton,25-231,1995,2,1,116,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.2,0.23,0.16,0.38,0.23,0.38,Matches
60,Ryan Bertrand\Ryan-Bertrand,eng ENG,DF,Southampton,31-148,1989,15,15,1338,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.3,0.02,0.02,0.04,0.02,0.04,Matches
61,Yves Bissouma\Yves-Bissouma,ml MLI,MF,Brighton,24-123,1996,15,15,1329,1,0,0,0,4,1,0.07,0.00,0.07,0.07,0.07,0.5,0.5,0.3,0.04,0.02,0.06,0.04,0.06,Matches
62,Jayden Bogle\Jayden-Bogle,eng ENG,MF,Sheffield Utd,20-157,2000,1,0,37,1,0,0,0,0,0,2.43,0.00,2.43,2.43,2.43,0.1,0.1,0.0,0.14,0.00,0.14,0.14,0.14,Matches
63,Willy Boly\Willy-Boly,ci CIV,DF,Wolves,29-332,1991,12,12,1080,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.02,0.00,0.02,0.02,0.02,Matches
64,Jarrod Bowen\Jarrod-Bowen,eng ENG,FWMF,West Ham,24-011,1996,16,15,1219,4,2,0,0,0,0,0.30,0.15,0.44,0.30,0.44,3.3,3.3,1.3,0.24,0.10,0.34,0.24,0.34,Matches
65,Robbie Brady\Robbie-Brady,ie IRL,MF,Burnley,28-352,1992,10,7,608,1,1,0,0,2,0,0.15,0.15,0.30,0.15,0.30,0.4,0.4,0.8,0.06,0.12,0.18,0.06,0.18,Matches
66,Rhian Brewster\Rhian-Brewster,eng ENG,FW,Sheffield Utd,20-274,2000,12,6,571,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1.1,1.1,1.1,0.18,0.17,0.35,0.18,0.35,Matches
67,Josh Brownhill\Josh-Brownhill,eng ENG,MF,Burnley,25-012,1995,14,14,1260,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.6,0.05,0.04,0.09,0.05,0.09,Matches
68,Joe Bryan\Joe-Bryan,eng ENG,DFFW,Fulham,27-105,1993,8,4,342,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.02,0.05,0.07,0.02,0.07,Matches
69,Kean Bryan\Kean-Bryan,eng ENG,DF,Sheffield Utd,24-060,1996,2,2,152,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.02,0.02,0.00,0.02,Matches
70,Oliver Burke\Oliver-Burke,sco SCO,FW,Sheffield Utd,23-268,1997,10,7,612,0,1,0,0,2,0,0.00,0.15,0.15,0.00,0.15,1.2,1.2,1.6,0.18,0.23,0.41,0.18,0.41,Matches
71,Dan Burn\Dan-Burn,eng ENG,DF,Brighton,28-236,1992,9,7,665,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.02,0.02,0.04,0.02,0.04,Matches
72,Oskar Buur\Oskar-Buur,dk DEN,DF,Wolves,22-275,1998,1,0,22,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
73,Willy Caballero\Willy-Caballero,ar ARG,GK,Chelsea,39-094,1981,1,1,90,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
74,Gary Cahill\Gary-Cahill,eng ENG,DF,Crystal Palace,35-012,1985,5,5,450,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.4,0.02,0.07,0.09,0.02,0.09,Matches
75,Tom Cairney\Tom-Cairney,sco SCO,MF,Fulham,29-346,1991,10,9,759,1,1,0,0,2,0,0.12,0.12,0.24,0.12,0.24,0.7,0.7,1.4,0.08,0.17,0.25,0.08,0.25,Matches
76,Dominic Calvert-Lewin\Dominic-Calvert-Lewin,eng ENG,FW,Everton,23-290,1997,15,15,1326,11,0,0,0,3,0,0.75,0.00,0.75,0.75,0.75,8.3,8.3,0.6,0.56,0.04,0.60,0.56,0.60,Matches
77,João Cancelo\Joao-Cancelo,pt POR,DFMF,Manchester City,26-218,1994,10,10,900,0,1,0,0,3,0,0.00,0.10,0.10,0.00,0.10,0.2,0.2,1.9,0.02,0.19,0.21,0.02,0.21,Matches
78,Ian Carlo Poveda\Ian-Carlo-Poveda,eng ENG,MFDF,Leeds United,20-326,2000,8,0,207,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.4,0.16,0.16,0.32,0.16,0.32,Matches
79,Andy Carroll\Andy-Carroll,eng ENG,FW,Newcastle Utd,31-360,1989,8,2,203,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.0,0.25,0.02,0.27,0.25,0.27,Matches
80,Matty Cash\Matty-Cash,eng ENG,DF,Aston Villa,23-146,1997,13,13,1132,0,2,0,0,5,0,0.00,0.16,0.16,0.00,0.16,0.2,0.2,1.2,0.01,0.10,0.11,0.01,0.11,Matches
81,Timothy Castagne\Timothy-Castagne,be BEL,DF,Leicester City,25-026,1995,8,8,689,1,2,0,0,1,0,0.13,0.26,0.39,0.13,0.39,0.3,0.3,0.5,0.04,0.06,0.10,0.04,0.10,Matches
82,Ivan Cavaleiro\Ivan-Cavaleiro,pt POR,FW,Fulham,27-074,1993,13,11,969,1,0,1,2,1,0,0.09,0.00,0.09,0.00,0.00,2.5,1.8,1.3,0.24,0.12,0.36,0.17,0.28,Matches
83,Edinson Cavani\Edinson-Cavani,uy URU,FW,Manchester Utd,33-321,1987,9,2,302,3,2,0,0,1,0,0.89,0.60,1.49,0.89,1.49,2.4,2.4,0.9,0.73,0.28,1.01,0.73,1.01,Matches
84,Dani Ceballos\Dani-Ceballos,es ESP,MF,Arsenal,24-146,1996,14,8,861,0,1,0,0,2,0,0.00,0.10,0.10,0.00,0.10,0.1,0.1,1.8,0.01,0.19,0.20,0.01,0.20,Matches
85,Ben Chilwell\Ben-Chilwell,eng ENG,DF,Chelsea,24-010,1996,13,13,1080,2,4,0,0,1,0,0.17,0.33,0.50,0.17,0.50,1.0,1.0,1.1,0.08,0.09,0.17,0.08,0.17,Matches
86,Hamza Choudhury\Hamza-Choudhury,eng ENG,MF,Leicester City,23-091,1997,3,1,71,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
87,Andreas Christensen\Andreas-Christensen,dk DEN,DF,Chelsea,24-265,1996,5,5,404,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches
88,Ciaran Clark\Ciaran-Clark,ie IRL,DF,Newcastle Utd,31-096,1989,7,7,630,1,0,0,0,2,0,0.14,0.00,0.14,0.14,0.14,0.1,0.1,0.1,0.02,0.01,0.03,0.02,0.03,Matches
89,Nathaniel Clyne\Nathaniel-Clyne,eng ENG,DF,Crystal Palace,29-270,1991,9,9,791,0,1,0,0,1,0,0.00,0.11,0.11,0.00,0.11,0.0,0.0,0.3,0.01,0.03,0.04,0.01,0.04,Matches
90,Conor Coady\Conor-Coady,eng ENG,DF,Wolves,27-310,1993,15,15,1350,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.01,0.01,0.00,0.01,Matches
91,Séamus Coleman\Seamus-Coleman,ie IRL,DF,Everton,32-081,1988,8,6,480,0,1,0,0,0,0,0.00,0.19,0.19,0.00,0.19,0.1,0.1,0.5,0.01,0.10,0.11,0.01,0.11,Matches
92,Aaron Connolly\Aaron-Connolly,ie IRL,FW,Brighton,20-338,2000,10,6,536,1,1,0,0,0,0,0.17,0.17,0.34,0.17,0.34,1.8,1.8,0.2,0.31,0.03,0.33,0.31,0.33,Matches
93,Liam Cooper\Liam-Cooper,sco SCO,DF,Leeds United,29-123,1991,11,11,971,1,0,0,0,3,0,0.09,0.00,0.09,0.09,0.09,0.4,0.4,0.0,0.04,0.00,0.04,0.04,0.04,Matches
94,Hélder Costa\Helder-Costa,pt POR,MF,Leeds United,26-354,1994,11,8,679,2,2,0,0,0,0,0.27,0.27,0.53,0.27,0.53,1.0,1.0,0.8,0.13,0.11,0.24,0.13,0.24,Matches
95,Vladimír Coufal\Vladimir-Coufal,cz CZE,DF,West Ham,28-131,1992,12,12,1074,0,2,0,0,2,0,0.00,0.17,0.17,0.00,0.17,0.3,0.3,1.6,0.02,0.14,0.16,0.02,0.16,Matches
96,Aaron Cresswell\Aaron-Cresswell,eng ENG,DF,West Ham,31-016,1989,16,16,1440,0,4,0,0,0,0,0.00,0.25,0.25,0.00,0.25,0.3,0.3,2.2,0.02,0.14,0.16,0.02,0.16,Matches
97,Stuart Dallas\Stuart-Dallas,nir NIR,DFMF,Leeds United,29-256,1991,16,16,1430,3,1,0,0,3,0,0.19,0.06,0.25,0.19,0.25,1.8,1.8,0.7,0.12,0.05,0.16,0.12,0.16,Matches
98,Scott Dann\Scott-Dann,eng ENG,DF,Crystal Palace,33-321,1987,8,8,720,1,0,0,0,1,0,0.12,0.00,0.12,0.12,0.12,0.3,0.3,0.0,0.04,0.00,0.04,0.04,0.04,Matches
99,Karl Darlow\Karl-Darlow,eng ENG,GK,Newcastle Utd,30-084,1990,15,15,1350,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
100,Ben Davies\Ben-Davies,wal WAL,DF,Tottenham,27-251,1993,11,6,592,0,1,0,0,0,0,0.00,0.15,0.15,0.00,0.15,0.1,0.1,0.2,0.02,0.04,0.05,0.02,0.05,Matches
101,Tom Davies\Tom-Davies,eng ENG,MFDF,Everton,22-184,1998,8,4,337,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.5,0.00,0.13,0.13,0.00,0.13,Matches
102,Keinan Davis\Keinan-Davis,eng ENG,FW,Aston Villa,22-322,1998,3,0,44,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.05,0.05,0.00,0.05,Matches
103,Leif Davis\Leif-Davis,eng ENG,DF,Leeds United,20-354,2000,2,0,33,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
104,Craig Dawson\Craig-Dawson,eng ENG,DF,West Ham,30-239,1990,1,1,90,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
105,Kevin De Bruyne\Kevin-De-Bruyne,be BEL,MF,Manchester City,29-186,1991,13,12,1103,2,7,2,3,1,0,0.16,0.57,0.73,0.00,0.57,6.2,3.9,5.3,0.50,0.43,0.94,0.32,0.75,Matches
106,Liam Delap\Liam-Delap,eng ENG,FW,Manchester City,17-327,2003,1,0,40,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.06,0.00,0.06,0.06,0.06,Matches
107,Fabian Delph\Fabian-Delph,eng ENG,MFDF,Everton,31-040,1989,5,2,214,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,Matches
108,Leander Dendoncker\Leander-Dendoncker,be BEL,MF,Wolves,25-260,1995,12,11,947,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,2.0,2.0,0.4,0.19,0.04,0.22,0.19,0.22,Matches
109,Ibrahima Diallo\Ibrahima-Diallo,fr FRA,MF,Southampton,21-298,1999,7,1,118,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.03,0.03,0.00,0.03,Matches
110,Grady Diangana\Grady-Diangana,eng ENG,MFFW,West Brom,22-256,1998,14,13,1024,1,0,0,0,0,0,0.09,0.00,0.09,0.09,0.09,1.0,1.0,0.1,0.09,0.01,0.10,0.09,0.10,Matches
111,Raphael Dias Belloli\Raphael-Dias-Belloli,br BRA,MF,Leeds United,24-017,1996,11,8,745,2,2,0,0,2,0,0.24,0.24,0.48,0.24,0.48,2.3,2.3,2.1,0.27,0.25,0.52,0.27,0.52,Matches
112,Rúben Dias\Ruben-Dias,pt POR,DF,Manchester City,23-231,1997,12,12,1059,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.0,0.07,0.00,0.07,0.07,0.07,Matches
113,Eric Dier\Eric-Dier,eng ENG,DF,Tottenham,26-351,1994,14,14,1260,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.03,0.00,0.03,0.03,0.03,Matches
114,Lucas Digne\Lucas-Digne,fr FRA,DF,Everton,27-164,1993,8,8,701,0,4,0,0,0,1,0.00,0.51,0.51,0.00,0.51,0.2,0.2,1.7,0.02,0.22,0.24,0.02,0.24,Matches
115,Virgil van Dijk\Virgil-van-Dijk,nl NED,DF,Liverpool,29-176,1991,5,5,370,1,0,0,0,1,0,0.24,0.00,0.24,0.24,0.24,0.3,0.3,0.0,0.08,0.00,0.08,0.08,0.08,Matches
