,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
424,Moussa Sissoko\Moussa-Sissoko,fr FRA,MF,Tottenham,31-214,1989,21,14,1453,16.1,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.5,0.8,0.02,0.03,0.05,0.02,0.05,Matches
425,Islam Slimani\Islam-Slimani,dz ALG,FW,Leicester City,32-273,1988,1,0,20,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.1,0.19,0.13,0.32,0.19,0.32,Matches
426,William Smallbone\William-Smallbone,ie IRL,MF,Southampton,21-025,2000,3,2,172,1.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.04,0.00,0.04,0.04,0.04,Matches
427,Emile Smith-Rowe\Emile-Smith-Rowe,eng ENG,MFFW,Arsenal,20-233,2000,13,12,928,10.3,0,4,0,0,0,0,0,0.00,0.39,0.39,0.00,0.39,1.0,1.0,2.4,3.4,0.10,0.23,0.33,0.10,0.33,Matches
428,Robert Snodgrass\Robert-Snodgrass,sco SCO,MFFW,West Brom,33-192,1987,8,6,526,5.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.3,0.5,0.03,0.06,0.09,0.03,0.09,Matches
429,Robert Snodgrass\Robert-Snodgrass,sco SCO,FWDF,West Ham,33-192,1987,3,0,5,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
430,Cédric Soares\Cedric-Soares,pt POR,DF,Arsenal,29-199,1991,9,8,700,7.8,0,1,0,0,0,1,0,0.00,0.13,0.13,0.00,0.13,0.2,0.2,0.9,1.1,0.02,0.11,0.14,0.02,0.14,Matches
431,Tomáš Souček\Tomas-Soucek,cz CZE,MF,West Ham,26-019,1995,28,28,2519,28.0,8,0,8,0,0,4,1,0.29,0.00,0.29,0.29,0.29,6.4,6.4,1.1,7.5,0.23,0.04,0.27,0.23,0.27,Matches
432,Çağlar Söyüncü\Caglar-Soyuncu,tr TUR,DF,Leicester City,24-299,1996,16,12,1189,13.2,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.4,0.02,0.01,0.03,0.02,0.03,Matches
433,Zack Steffen\Zack-Steffen,us USA,GK,Manchester City,25-350,1995,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
434,Dale Stephens\Dale-Stephens,eng ENG,MF,Burnley,31-279,1989,7,3,261,2.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.06,0.00,0.06,0.06,0.06,Matches
435,Jack Stephens\Jack-Stephens,eng ENG,DF,Southampton,27-050,1994,13,12,1087,12.1,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.4,0.7,0.03,0.03,0.06,0.03,0.06,Matches
436,Raheem Sterling\Raheem-Sterling,eng ENG,FW,Manchester City,26-100,1994,25,23,2058,22.9,9,5,9,0,1,2,0,0.39,0.22,0.61,0.39,0.61,9.8,9.0,3.2,12.2,0.43,0.14,0.57,0.40,0.53,Matches
437,Enda Stevens\Enda-Stevens,ie IRL,DF,Sheffield Utd,30-252,1990,21,21,1890,21.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.8,1.5,0.04,0.04,0.07,0.04,0.07,Matches
438,John Stones\John-Stones,eng ENG,DF,Manchester City,26-294,1994,18,18,1620,18.0,4,0,4,0,0,0,0,0.22,0.00,0.22,0.22,0.22,1.8,1.8,0.1,1.8,0.10,0.00,0.10,0.10,0.10,Matches
439,Pascal Struijk\Pascal-Struijk,nl NED,DFMF,Leeds United,21-219,1999,18,16,1422,15.8,1,0,1,0,0,2,0,0.06,0.00,0.06,0.06,0.06,1.8,1.8,0.1,1.9,0.11,0.00,0.12,0.11,0.12,Matches
440,Japhet Tanganga\Japhet-Tanganga,eng ENG,DF,Tottenham,21-352,1999,2,2,135,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
441,Matt Targett\Matt-Targett,eng ENG,DF,Aston Villa,25-181,1995,27,27,2414,26.8,0,1,0,0,0,5,0,0.00,0.04,0.04,0.00,0.04,0.2,0.2,1.7,1.9,0.01,0.06,0.07,0.01,0.07,Matches
442,James Tarkowski\James-Tarkowski,eng ENG,DF,Burnley,28-119,1992,27,27,2430,27.0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,1.6,1.6,0.5,2.1,0.06,0.02,0.08,0.06,0.08,Matches
443,Percy Tau\Percy-Tau,za RSA,FWMF,Brighton,26-309,1994,2,1,85,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.02,0.02,0.00,0.02,Matches
444,Sidnei Tavares\Sidnei-Tavares,pt POR,MF,Leicester City,19-170,2001,2,1,85,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.07,0.00,0.07,0.07,0.07,Matches
445,Charlie Taylor\Charlie-Taylor,eng ENG,DF,Burnley,27-181,1993,21,21,1738,19.3,0,1,0,0,0,1,0,0.00,0.05,0.05,0.00,0.05,0.1,0.1,0.8,0.9,0.00,0.04,0.05,0.00,0.05,Matches
446,Neil Taylor\Neil-Taylor,wal WAL,DF,Aston Villa,32-039,1989,1,0,16,0.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
447,Allan Tchaptchet\Allan-Tchaptchet,fr FRA,DF,Southampton,19-087,2001,1,0,13,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
448,Nathan Tella\Nathan-Tella,eng ENG,FWMF,Southampton,21-256,1999,11,3,448,5.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.0,0.5,0.11,0.00,0.11,0.11,0.11,Matches
449,Alex Telles\Alex-Telles,br BRA,DF,Manchester Utd,28-093,1992,7,6,510,5.7,0,2,0,0,0,0,0,0.00,0.35,0.35,0.00,0.35,0.1,0.1,0.8,1.0,0.02,0.15,0.17,0.02,0.17,Matches
450,Kenny Tete\Kenny-Tete,nl NED,DF,Fulham,25-160,1995,15,13,1047,11.6,0,1,0,0,0,2,0,0.00,0.09,0.09,0.00,0.09,0.1,0.1,1.5,1.6,0.01,0.13,0.14,0.01,0.14,Matches
451,Luke Thomas\Luke-Thomas,eng ENG,DF,Leicester City,19-281,2001,6,6,405,4.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.02,0.01,0.03,0.02,0.03,Matches
452,Youri Tielemans\Youri-Tielemans,be BEL,MF,Leicester City,23-315,1997,29,28,2547,28.3,6,3,4,2,2,6,0,0.21,0.11,0.32,0.14,0.25,3.5,2.0,2.1,4.1,0.13,0.07,0.20,0.07,0.15,Matches
453,Kieran Tierney\Kieran-Tierney,sco SCO,DF,Arsenal,23-286,1997,21,21,1880,20.9,1,2,1,0,0,4,0,0.05,0.10,0.14,0.05,0.14,0.4,0.4,3.7,4.0,0.02,0.18,0.19,0.02,0.19,Matches
454,James Tomkins\James-Tomkins,eng ENG,DF,Crystal Palace,31-354,1989,5,4,388,4.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.02,0.00,0.02,0.02,0.02,Matches
455,Fikayo Tomori\Fikayo-Tomori,eng ENG,DF,Chelsea,23-089,1997,1,0,45,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
456,Ferrán Torres\Ferran-Torres,es ESP,FW,Manchester City,21-017,2000,17,10,923,10.3,2,2,2,0,0,1,0,0.20,0.20,0.39,0.20,0.39,3.5,3.5,1.2,4.7,0.34,0.12,0.46,0.34,0.46,Matches
457,Cenk Tosun\Cenk-Tosun,tr TUR,FW,Everton,29-284,1991,5,0,48,0.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.25,0.25,0.00,0.25,Matches
458,Andros Townsend\Andros-Townsend,eng ENG,MFFW,Crystal Palace,29-245,1991,27,20,1805,20.1,1,4,1,0,0,0,0,0.05,0.20,0.25,0.05,0.25,1.6,1.6,2.5,4.1,0.08,0.12,0.20,0.08,0.20,Matches
459,Conor Townsend\Conor-Townsend,eng ENG,DF,West Brom,28-014,1993,16,16,1424,15.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,1.2,1.6,0.03,0.07,0.10,0.03,0.10,Matches
460,Adama Traoré\Adama-Traore,es ESP,FW,Wolves,25-052,1996,28,20,1963,21.8,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,1.1,1.1,3.9,5.1,0.05,0.18,0.23,0.05,0.23,Matches
461,Bertrand Traoré\Bertrand-Traore,bf BFA,FW,Aston Villa,25-193,1995,25,18,1466,16.3,5,3,5,0,0,0,0,0.31,0.18,0.49,0.31,0.49,4.8,4.8,1.4,6.2,0.29,0.09,0.38,0.29,0.38,Matches
462,Trézéguet\Trezeguet,eg EGY,FW,Aston Villa,26-168,1994,18,10,978,10.9,0,1,0,0,0,0,0,0.00,0.09,0.09,0.00,0.09,2.8,2.8,2.0,4.8,0.25,0.18,0.44,0.25,0.44,Matches
463,Leandro Trossard\Leandro-Trossard,be BEL,FWMF,Brighton,26-104,1994,25,21,1911,21.2,3,4,3,0,0,2,0,0.14,0.19,0.33,0.14,0.33,4.1,4.1,3.4,7.5,0.19,0.16,0.35,0.19,0.35,Matches
464,Kostas Tsimikas\Kostas-Tsimikas,gr GRE,DF,Liverpool,24-310,1996,1,0,6,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
465,Axel Tuanzebe\Axel-Tuanzebe,eng ENG,DF,Manchester Utd,23-124,1997,6,1,134,1.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
466,Cengiz Ünder\Cengiz-Under,tr TUR,MFFW,Leicester City,23-247,1997,9,1,281,3.1,0,2,0,0,0,0,0,0.00,0.64,0.64,0.00,0.64,0.3,0.3,1.8,2.0,0.08,0.57,0.65,0.08,0.65,Matches
467,Yan Valery\Yan-Valery,fr FRA,DFMF,Southampton,22-024,1999,3,1,103,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.27,0.00,0.27,0.27,0.27,Matches
468,Jamie Vardy\Jamie-Vardy,eng ENG,FW,Leicester City,34-066,1987,25,22,2047,22.7,12,7,6,6,7,1,0,0.53,0.31,0.84,0.26,0.57,16.1,10.8,4.3,15.1,0.71,0.19,0.90,0.47,0.66,Matches
469,Joël Veltman\Joel-Veltman,nl NED,DF,Brighton,29-062,1992,22,19,1741,19.3,1,0,1,0,0,3,0,0.05,0.00,0.05,0.05,0.05,1.1,1.1,0.9,2.1,0.06,0.05,0.11,0.06,0.11,Matches
470,Jannik Vestergaard\Jannik-Vestergaard,dk DEN,DF,Southampton,28-227,1992,21,20,1845,20.5,3,0,3,0,0,2,0,0.15,0.00,0.15,0.15,0.15,1.8,1.8,0.4,2.3,0.09,0.02,0.11,0.09,0.11,Matches
471,Rúben Vinagre\Ruben-Vinagre,pt POR,DF,Wolves,21-343,1999,2,1,173,1.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
472,Carlos Vinícius\Carlos-Vinicius,br BRA,FW,Tottenham,25-358,1995,7,1,173,1.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.5,0.20,0.05,0.25,0.20,0.25,Matches
473,João Virgínia\Joao-Virginia,pt POR,GK,Everton,21-159,1999,1,0,48,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
474,Vitinha\Vitinha,pt POR,MF,Wolves,21-033,2000,12,2,232,2.6,0,1,0,0,0,0,0,0.00,0.39,0.39,0.00,0.39,0.4,0.4,0.2,0.6,0.16,0.08,0.24,0.16,0.24,Matches
475,Jake Vokins\Jake-Vokins,eng ENG,DF,Southampton,21-001,2000,1,1,66,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.22,0.22,0.00,0.22,Matches
476,Matěj Vydra\Matej-Vydra,cz CZE,FW,Burnley,28-321,1992,19,9,879,9.8,1,1,1,0,0,0,0,0.10,0.10,0.20,0.10,0.20,3.4,3.4,1.1,4.6,0.35,0.11,0.47,0.35,0.47,Matches
477,Theo Walcott\Theo-Walcott,eng ENG,MFFW,Southampton,32-002,1989,15,15,1234,13.7,2,2,2,0,0,0,0,0.15,0.15,0.29,0.15,0.29,2.6,2.6,0.8,3.4,0.19,0.06,0.25,0.19,0.25,Matches
478,Theo Walcott\Theo-Walcott,eng ENG,FW,Everton,32-002,1989,1,0,13,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
479,Kyle Walker\Kyle-Walker,eng ENG,DF,Manchester City,30-294,1990,20,18,1586,17.6,1,1,1,0,0,1,0,0.06,0.06,0.11,0.06,0.11,0.2,0.2,0.5,0.8,0.01,0.03,0.04,0.01,0.04,Matches
480,Kyle Walker-Peters\Kyle-Walker-Peters,eng ENG,DF,Southampton,23-339,1997,21,21,1870,20.8,0,1,0,0,0,4,0,0.00,0.05,0.05,0.00,0.05,0.2,0.2,0.5,0.7,0.01,0.02,0.03,0.01,0.03,Matches
481,Aaron Wan-Bissaka\Aaron-Wan-Bissaka,eng ENG,DF,Manchester Utd,23-112,1997,27,27,2430,27.0,2,2,2,0,0,2,0,0.07,0.07,0.15,0.07,0.15,0.8,0.8,1.4,2.2,0.03,0.05,0.08,0.03,0.08,Matches
482,Joel Ward\Joel-Ward,eng ENG,DF,Crystal Palace,31-140,1989,17,16,1446,16.1,0,1,0,0,0,3,0,0.00,0.06,0.06,0.00,0.06,0.0,0.0,0.4,0.4,0.00,0.02,0.02,0.00,0.02,Matches
483,James Ward-Prowse\James-Ward-Prowse,eng ENG,MF,Southampton,26-137,1994,29,29,2610,29.0,7,5,5,2,2,4,0,0.24,0.17,0.41,0.17,0.34,3.2,1.6,3.0,4.6,0.11,0.10,0.21,0.06,0.16,Matches
484,Ollie Watkins\Ollie-Watkins,eng ENG,FW,Aston Villa,25-078,1995,27,27,2430,27.0,10,3,9,1,2,1,0,0.37,0.11,0.48,0.33,0.44,12.0,10.5,2.9,13.5,0.44,0.11,0.55,0.39,0.50,Matches
485,Caleb Watts\Caleb-Watts,au AUS,MFFW,Southampton,19-061,2002,3,0,39,0.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
486,Adam Webster\Adam-Webster,eng ENG,DF,Brighton,26-073,1995,22,22,1964,21.8,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,1.0,1.0,0.2,1.2,0.05,0.01,0.06,0.05,0.06,Matches
487,Danny Welbeck\Danny-Welbeck,eng ENG,FW,Brighton,30-112,1990,15,8,824,9.2,2,1,2,0,1,0,0,0.22,0.11,0.33,0.22,0.33,4.4,3.6,1.1,4.7,0.48,0.11,0.59,0.39,0.51,Matches
488,Timo Werner\Timo-Werner,de GER,FW,Chelsea,25-012,1996,28,23,2043,22.7,5,5,5,0,0,0,0,0.22,0.22,0.44,0.22,0.44,9.9,9.9,3.1,13.0,0.44,0.14,0.57,0.44,0.57,Matches
489,Ashley Westwood\Ashley-Westwood,eng ENG,MF,Burnley,30-351,1990,29,29,2600,28.9,1,2,1,0,0,6,0,0.03,0.07,0.10,0.03,0.10,0.4,0.4,4.1,4.5,0.01,0.14,0.16,0.01,0.16,Matches
490,Ben White\Ben-White,eng ENG,DFMF,Brighton,23-161,1997,27,27,2382,26.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.5,0.9,0.02,0.02,0.04,0.02,0.04,Matches
491,Georginio Wijnaldum\Georginio-Wijnaldum,nl NED,MF,Liverpool,30-127,1990,29,27,2346,26.1,2,0,2,0,0,1,0,0.08,0.00,0.08,0.08,0.08,2.7,2.7,1.4,4.1,0.10,0.05,0.16,0.10,0.16,Matches
492,Brandon Williams\Brandon-Williams,eng ENG,DF,Manchester Utd,20-196,2000,2,0,8,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
493,Neco Williams\Neco-Williams,wal WAL,DF,Liverpool,19-339,2001,5,3,248,2.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.4,0.03,0.10,0.13,0.03,0.13,Matches
494,Rhys Williams\Rhys-Williams,eng ENG,DF,Liverpool,20-043,2001,3,2,211,2.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.02,0.08,0.10,0.02,0.10,Matches
495,Willian\Willian,br BRA,FWMF,Arsenal,32-221,1988,21,14,1196,13.3,0,5,0,0,0,0,0,0.00,0.38,0.38,0.00,0.38,1.9,1.9,2.0,3.9,0.14,0.15,0.29,0.14,0.29,Matches
496,Joe Willock\Joe-Willock,eng ENG,MF,Arsenal,21-210,1999,7,2,238,2.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.5,0.17,0.02,0.18,0.17,0.18,Matches
497,Joe Willock\Joe-Willock,eng ENG,MF,Newcastle Utd,21-210,1999,6,6,528,5.9,1,0,1,0,0,0,0,0.17,0.00,0.17,0.17,0.17,0.9,0.9,0.7,1.5,0.15,0.12,0.26,0.15,0.26,Matches
498,Callum Wilson\Callum-Wilson,eng ENG,FW,Newcastle Utd,29-019,1992,21,21,1812,20.1,10,5,6,4,4,2,0,0.50,0.25,0.75,0.30,0.55,9.5,6.5,1.6,8.1,0.47,0.08,0.55,0.32,0.40,Matches
499,Harry Winks\Harry-Winks,eng ENG,MF,Tottenham,25-044,1996,10,7,637,7.1,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.01,0.04,0.04,0.01,0.04,Matches
500,Chris Wood\Chris-Wood,nz NZL,FW,Burnley,29-101,1991,24,23,1967,21.9,6,0,6,0,0,0,0,0.27,0.00,0.27,0.27,0.27,7.8,7.8,1.0,8.8,0.36,0.05,0.40,0.36,0.40,Matches
501,Granit Xhaka\Granit-Xhaka,ch SUI,MF,Arsenal,28-172,1992,24,23,1986,22.1,1,2,1,0,0,6,1,0.05,0.09,0.14,0.05,0.14,0.7,0.7,1.3,2.0,0.03,0.06,0.09,0.03,0.09,Matches
502,Andriy Yarmolenko\Andriy-Yarmolenko,ua UKR,FWMF,West Ham,31-146,1989,14,1,357,4.0,0,1,0,0,0,3,0,0.00,0.25,0.25,0.00,0.25,0.4,0.4,1.0,1.4,0.11,0.24,0.35,0.11,0.35,Matches
503,DeAndre Yedlin\DeAndre-Yedlin,us USA,DF,Newcastle Utd,27-252,1993,6,5,436,4.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.01,0.02,0.03,0.01,0.03,Matches
504,Okay Yokuşlu\Okay-Yokuslu,tr TUR,MF,West Brom,27-009,1994,7,6,529,5.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.5,0.02,0.05,0.08,0.02,0.08,Matches
505,Wilfried Zaha\Wilfried-Zaha,ci CIV,FW,Crystal Palace,28-128,1992,21,20,1802,20.0,9,2,7,2,2,4,0,0.45,0.10,0.55,0.35,0.45,6.0,4.5,2.3,6.8,0.30,0.11,0.41,0.23,0.34,Matches
506,Andre-Frank Zambo Anguissa\Andre-Frank-Zambo-Anguissa,cm CMR,MF,Fulham,25-122,1995,28,22,2002,22.2,0,3,0,0,0,5,0,0.00,0.13,0.13,0.00,0.13,1.2,1.2,1.8,3.0,0.05,0.08,0.14,0.05,0.14,Matches
507,Andi Zeqiri\Andi-Zeqiri,ch SUI,DFFW,Brighton,21-269,1999,4,0,113,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.28,0.00,0.28,0.28,0.28,Matches
508,Oleksandr Zinchenko\Oleksandr-Zinchenko,ua UKR,DF,Manchester City,24-093,1996,14,11,1083,12.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.6,1.1,0.04,0.05,0.09,0.04,0.09,Matches
509,Hakim Ziyech\Hakim-Ziyech,ma MAR,FWMF,Chelsea,27-364,1993,15,11,855,9.5,1,3,1,0,0,3,0,0.11,0.32,0.42,0.11,0.42,1.3,1.3,2.8,4.1,0.14,0.30,0.43,0.14,0.43,Matches
510,Kurt Zouma\Kurt-Zouma,fr FRA,DF,Chelsea,26-142,1994,17,17,1530,17.0,4,0,4,0,0,1,0,0.24,0.00,0.24,0.24,0.24,1.0,1.0,0.0,1.1,0.06,0.00,0.06,0.06,0.06,Matches
511,Martin Ødegaard\Martin-Odegaard,no NOR,MF,Arsenal,22-091,1998,7,4,384,4.3,1,0,1,0,0,0,0,0.23,0.00,0.23,0.23,0.23,0.6,0.6,0.4,0.9,0.14,0.08,0.22,0.14,0.22,Matches
