,,,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
17,Allan\Allan,br BRA,MF,Everton,29-306,1991,7,7,630,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.01,0.01,0.00,0.01,Matches
18,Dele Alli\Dele-Alli,eng ENG,MF,Tottenham,24-212,1996,2,1,67,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.25,0.00,0.25,0.25,0.25,Matches
19,Miguel Almirón\Miguel-Almiron,py PAR,MFFW,Newcastle Utd,26-273,1994,7,4,392,0,1,0,0,1,0,0.00,0.23,0.23,0.00,0.23,0.1,0.1,0.8,0.03,0.17,0.21,0.03,0.21,Matches
20,Marcos Alonso\Marcos-Alonso,es ESP,DF,Chelsea,29-317,1990,3,3,225,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.03,0.02,0.05,0.03,0.05,Matches
21,Steven Alzate\Steven-Alzate,co COL,MF,Brighton,22-062,1998,5,4,351,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.3,0.06,0.08,0.15,0.06,0.15,Matches
22,Daniel Amartey\Daniel-Amartey,gh GHA,DF,Leicester City,25-324,1994,2,2,144,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
23,Ethan Ampadu\Ethan-Ampadu,wal WAL,MFDF,Sheffield Utd,20-056,2000,4,3,304,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.03,0.05,0.08,0.03,0.08,Matches
24,Joachim Andersen\Joachim-Andersen,dk DEN,DF,Fulham,24-162,1996,2,2,180,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.02,0.00,0.02,0.02,0.02,Matches
25,Felipe Anderson\Felipe-Anderson,br BRA,FWMF,West Ham,27-208,1993,2,0,3,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
26,Michail Antonio\Michail-Antonio,eng ENG,FW,West Ham,30-226,1990,6,6,481,3,0,0,0,1,0,0.56,0.00,0.56,0.56,0.56,2.8,2.8,0.4,0.52,0.08,0.59,0.52,0.59,Matches
27,Alphonse Areola\Alphonse-Areola,fr FRA,GK,Fulham,27-256,1993,7,7,630,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
28,Stuart Armstrong\Stuart-Armstrong,sco SCO,MF,Southampton,28-224,1992,6,6,512,1,2,0,0,0,0,0.18,0.35,0.53,0.18,0.53,0.4,0.4,0.6,0.08,0.11,0.18,0.08,0.18,Matches
29,Kepa Arrizabalaga\Kepa-Arrizabalaga,es ESP,GK,Chelsea,26-037,1994,3,3,270,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
30,Pierre-Emerick Aubameyang\Pierre-Emerick-Aubameyang,ga GAB,FW,Arsenal,31-144,1989,8,8,716,2,1,1,1,2,0,0.25,0.13,0.38,0.13,0.25,1.7,0.9,1.4,0.21,0.17,0.38,0.11,0.28,Matches
31,Serge Aurier\Serge-Aurier,ci CIV,DF,Tottenham,27-321,1992,2,2,180,1,1,0,0,0,0,0.50,0.50,1.00,0.50,1.00,0.6,0.6,0.4,0.31,0.18,0.49,0.31,0.49,Matches
32,Jordan Ayew\Jordan-Ayew,gh GHA,FW,Crystal Palace,29-059,1991,6,5,444,1,0,0,0,0,0,0.20,0.00,0.20,0.20,0.20,0.8,0.8,0.0,0.17,0.01,0.17,0.17,0.17,Matches
33,Luke Ayling\Luke-Ayling,eng ENG,DF,Leeds United,29-076,1991,8,8,720,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,1.1,0.03,0.14,0.17,0.03,0.17,Matches
34,César Azpilicueta\Cesar-Azpilicueta,es ESP,DF,Chelsea,31-073,1989,5,3,321,0,1,0,0,1,0,0.00,0.28,0.28,0.00,0.28,0.1,0.1,0.0,0.01,0.01,0.03,0.01,0.03,Matches
35,Eric Bailly\Eric-Bailly,ci CIV,DF,Manchester Utd,26-211,1994,2,1,98,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
36,Fabián Balbuena\Fabian-Balbuena,py PAR,DF,West Ham,29-078,1991,6,6,540,1,0,0,0,1,0,0.17,0.00,0.17,0.17,0.17,0.4,0.4,0.0,0.06,0.00,0.06,0.06,0.06,Matches
37,George Baldock\George-Baldock,eng ENG,DF,Sheffield Utd,27-245,1993,8,8,720,0,1,0,0,1,0,0.00,0.12,0.12,0.00,0.12,0.4,0.4,0.7,0.05,0.08,0.13,0.05,0.13,Matches
38,Gareth Bale\Gareth-Bale,wal WAL,FW,Tottenham,31-116,1989,3,1,117,1,0,0,0,0,0,0.77,0.00,0.77,0.77,0.77,0.6,0.6,0.1,0.48,0.11,0.59,0.48,0.59,Matches
39,Patrick Bamford\Patrick-Bamford,eng ENG,FW,Leeds United,27-065,1993,8,8,670,7,1,0,0,1,0,0.94,0.13,1.07,0.94,1.07,5.0,5.0,0.4,0.67,0.06,0.72,0.67,0.72,Matches
40,Phil Bardsley\Phil-Bardsley,sco SCO,DF,Burnley,35-134,1985,3,3,270,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.04,0.00,0.04,0.04,0.04,Matches
41,Ross Barkley\Ross-Barkley,eng ENG,MF,Chelsea,26-340,1993,2,0,42,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.06,0.16,0.22,0.06,0.22,Matches
42,Ross Barkley\Ross-Barkley,eng ENG,MF,Aston Villa,26-340,1993,5,5,450,2,1,0,0,0,0,0.40,0.20,0.60,0.40,0.60,1.5,1.5,1.7,0.30,0.33,0.63,0.30,0.63,Matches
43,Ashley Barnes\Ashley-Barnes,eng ENG,FW,Burnley,31-010,1989,5,5,381,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.2,0.19,0.05,0.24,0.19,0.24,Matches
44,Harvey Barnes\Harvey-Barnes,eng ENG,MFFW,Leicester City,22-336,1997,8,7,612,2,1,0,0,0,0,0.29,0.15,0.44,0.29,0.44,2.2,2.2,0.1,0.32,0.01,0.33,0.32,0.33,Matches
45,Kyle Bartley\Kyle-Bartley,eng ENG,DF,West Brom,29-171,1991,5,5,450,1,0,0,0,1,0,0.20,0.00,0.20,0.20,0.20,0.5,0.5,0.0,0.11,0.00,0.11,0.11,0.11,Matches
46,Chris Basham\Chris-Basham,eng ENG,DF,Sheffield Utd,32-112,1988,8,8,652,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.02,0.03,0.05,0.02,0.05,Matches
47,Michy Batshuayi\Michy-Batshuayi,be BEL,FW,Crystal Palace,27-038,1993,5,3,281,0,1,0,0,0,0,0.00,0.32,0.32,0.00,0.32,0.3,0.3,0.8,0.11,0.27,0.38,0.11,0.38,Matches
48,Jan Bednarek\Jan-Bednarek,pl POL,DF,Southampton,24-211,1996,8,8,630,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.1,0.08,0.01,0.09,0.08,0.09,Matches
49,Donny van de Beek\Donny-van-de-Beek,nl NED,MFFW,Manchester Utd,23-205,1997,5,0,79,1,0,0,0,0,0,1.14,0.00,1.14,1.14,1.14,0.3,0.3,0.0,0.30,0.04,0.35,0.30,0.35,Matches
50,Héctor Bellerín\Hector-Bellerin,es ESP,DF,Arsenal,25-235,1995,8,8,720,0,2,0,0,3,0,0.00,0.25,0.25,0.00,0.25,0.1,0.1,0.5,0.01,0.06,0.07,0.01,0.07,Matches
51,Saïd Benrahma\Said-Benrahma,dz ALG,FW,West Ham,25-091,1995,2,0,21,0,1,0,0,0,0,0.00,4.29,4.29,0.00,4.29,0.1,0.1,0.1,0.42,0.59,1.00,0.42,1.00,Matches
52,Christian Benteke\Christian-Benteke,be BEL,FWMF,Crystal Palace,29-342,1990,4,0,25,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.50,0.50,0.00,0.50,Matches
53,Jóhann Berg Guðmundsson\Johann-Berg-Gudmundsson,is ISL,MF,Burnley,30-013,1990,3,2,174,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.06,0.02,0.09,0.06,0.09,Matches
54,Sander Berge\Sander-Berge,no NOR,MF,Sheffield Utd,22-269,1998,8,7,645,1,1,1,1,3,0,0.14,0.14,0.28,0.00,0.14,1.0,0.3,0.7,0.14,0.10,0.24,0.04,0.13,Matches
55,Steven Bergwijn\Steven-Bergwijn,nl NED,FW,Tottenham,23-032,1997,4,1,154,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.3,0.11,0.15,0.26,0.11,0.26,Matches
56,Bernard\Bernard,br BRA,MFFW,Everton,28-062,1992,3,1,166,1,0,0,0,1,0,0.54,0.00,0.54,0.54,0.54,0.1,0.1,0.4,0.04,0.19,0.24,0.04,0.24,Matches
57,Bernardo\Bernardo,br BRA,DF,Brighton,25-179,1995,1,0,26,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
58,Ryan Bertrand\Ryan-Bertrand,eng ENG,DF,Southampton,31-096,1989,7,7,618,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.3,0.04,0.05,0.09,0.04,0.09,Matches
59,Yves Bissouma\Yves-Bissouma,ml MLI,MF,Brighton,24-071,1996,7,7,628,1,0,0,0,2,1,0.14,0.00,0.14,0.14,0.14,0.4,0.4,0.0,0.06,0.00,0.07,0.06,0.07,Matches
60,Willy Boly\Willy-Boly,fr FRA,DF,Wolves,29-280,1991,8,8,720,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.03,0.00,0.03,0.03,0.03,Matches
61,Jarrod Bowen\Jarrod-Bowen,eng ENG,MFFW,West Ham,23-325,1996,8,8,661,3,0,0,0,0,0,0.41,0.00,0.41,0.41,0.41,1.8,1.8,0.1,0.25,0.02,0.27,0.25,0.27,Matches
62,Robbie Brady\Robbie-Brady,ie IRL,MFFW,Burnley,28-300,1992,4,2,169,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.07,0.00,0.07,0.07,0.07,Matches
63,Rhian Brewster\Rhian-Brewster,eng ENG,FW,Sheffield Utd,20-222,2000,4,3,232,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.12,0.01,0.14,0.12,0.14,Matches
64,Josh Brownhill\Josh-Brownhill,eng ENG,MF,Burnley,24-326,1995,7,7,630,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.4,0.05,0.05,0.10,0.05,0.10,Matches
65,Joe Bryan\Joe-Bryan,eng ENG,DFFW,Fulham,27-053,1993,5,4,337,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.02,0.04,0.06,0.02,0.06,Matches
66,Oliver Burke\Oliver-Burke,sco SCO,FW,Sheffield Utd,23-216,1997,4,3,255,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.2,0.12,0.06,0.18,0.12,0.18,Matches
67,Dan Burn\Dan-Burn,eng ENG,DF,Brighton,28-184,1992,5,4,384,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.01,0.03,0.04,0.01,0.04,Matches
68,Oskar Buur\Oskar-Buur,dk DEN,DF,Wolves,22-223,1998,1,0,22,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
69,Willy Caballero\Willy-Caballero,ar ARG,GK,Chelsea,39-042,1981,1,1,90,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
70,Gary Cahill\Gary-Cahill,eng ENG,DF,Crystal Palace,34-326,1985,1,1,90,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
71,Tom Cairney\Tom-Cairney,sco SCO,MF,Fulham,29-294,1991,7,7,630,1,0,0,0,2,0,0.14,0.00,0.14,0.14,0.14,0.5,0.5,0.9,0.07,0.13,0.20,0.07,0.20,Matches
72,Dominic Calvert-Lewin\Dominic-Calvert-Lewin,eng ENG,FW,Everton,23-238,1997,8,8,698,8,0,0,0,1,0,1.03,0.00,1.03,1.03,1.03,5.1,5.1,0.4,0.66,0.05,0.71,0.66,0.71,Matches
73,João Cancelo\Joao-Cancelo,pt POR,DFMF,Manchester City,26-166,1994,4,4,360,0,1,0,0,1,0,0.00,0.25,0.25,0.00,0.25,0.1,0.1,1.1,0.01,0.27,0.28,0.01,0.28,Matches
74,Ian Carlo Poveda\Ian-Carlo-Poveda,eng ENG,MFDF,Leeds United,20-274,2000,4,0,135,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.13,0.09,0.21,0.13,0.21,Matches
75,Carlos\Carlos,br BRA,FWMF,Tottenham,25-229,1995,1,0,12,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.86,0.23,1.09,0.86,1.09,Matches
76,Andy Carroll\Andy-Carroll,eng ENG,FW,Newcastle Utd,31-308,1989,6,2,166,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.13,0.02,0.16,0.13,0.16,Matches
77,Matty Cash\Matty-Cash,eng ENG,DF,Aston Villa,23-094,1997,7,7,595,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.4,0.01,0.06,0.07,0.01,0.07,Matches
78,Timothy Castagne\Timothy-Castagne,be BEL,DF,Leicester City,24-340,1995,6,6,540,1,2,0,0,1,0,0.17,0.33,0.50,0.17,0.50,0.3,0.3,0.5,0.05,0.08,0.13,0.05,0.13,Matches
79,Ivan Cavaleiro\Ivan-Cavaleiro,pt POR,FWMF,Fulham,27-022,1993,7,5,433,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.5,0.04,0.11,0.15,0.04,0.15,Matches
80,Edinson Cavani\Edinson-Cavani,uy URU,FW,Manchester Utd,33-269,1987,3,0,58,1,0,0,0,0,0,1.55,0.00,1.55,1.55,1.55,0.6,0.6,0.0,0.86,0.00,0.86,0.86,0.86,Matches
81,Dani Ceballos\Dani-Ceballos,es ESP,MF,Arsenal,24-094,1996,7,4,438,0,1,0,0,1,0,0.00,0.21,0.21,0.00,0.21,0.0,0.0,1.6,0.01,0.32,0.33,0.01,0.33,Matches
82,Ben Chilwell\Ben-Chilwell,eng ENG,DF,Chelsea,23-324,1996,5,5,450,2,2,0,0,1,0,0.40,0.40,0.80,0.40,0.80,0.8,0.8,0.6,0.16,0.12,0.29,0.16,0.29,Matches
83,Hamza Choudhury\Hamza-Choudhury,eng ENG,MF,Leicester City,23-039,1997,2,0,15,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
84,Andreas Christensen\Andreas-Christensen,dk DEN,DF,Chelsea,24-213,1996,4,4,314,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches
85,Nathaniel Clyne\Nathaniel-Clyne,eng ENG,DF,Crystal Palace,29-218,1991,3,3,251,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.01,0.03,0.04,0.01,0.04,Matches
86,Conor Coady\Conor-Coady,eng ENG,DF,Wolves,27-258,1993,8,8,720,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.01,0.01,0.00,0.01,Matches
87,Séamus Coleman\Seamus-Coleman,ie IRL,DF,Everton,32-029,1988,6,6,447,0,1,0,0,0,0,0.00,0.20,0.20,0.00,0.20,0.1,0.1,0.5,0.01,0.11,0.12,0.01,0.12,Matches
88,Aaron Connolly\Aaron-Connolly,ie IRL,FW,Brighton,20-286,2000,6,3,292,1,1,0,0,0,0,0.31,0.31,0.62,0.31,0.62,0.5,0.5,0.1,0.17,0.02,0.19,0.17,0.19,Matches
89,Liam Cooper\Liam-Cooper,sco SCO,DF,Leeds United,29-071,1991,5,5,450,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.03,0.00,0.03,0.03,0.03,Matches
90,Hélder Costa\Helder-Costa,pt POR,MFDF,Leeds United,26-302,1994,8,8,622,2,2,0,0,0,0,0.29,0.29,0.58,0.29,0.58,0.6,0.6,0.8,0.08,0.12,0.20,0.08,0.20,Matches
91,Vladimír Coufal\Vladimir-Coufal,cz CZE,DF,West Ham,28-079,1992,5,5,450,0,1,0,0,2,0,0.00,0.20,0.20,0.00,0.20,0.1,0.1,0.3,0.02,0.06,0.08,0.02,0.08,Matches
92,Aaron Cresswell\Aaron-Cresswell,eng ENG,DF,West Ham,30-330,1989,8,8,720,0,3,0,0,0,0,0.00,0.37,0.37,0.00,0.37,0.2,0.2,1.6,0.02,0.20,0.22,0.02,0.22,Matches
93,Stuart Dallas\Stuart-Dallas,nir NIR,DFMF,Leeds United,29-204,1991,8,8,710,1,0,0,0,2,0,0.13,0.00,0.13,0.13,0.13,0.8,0.8,0.2,0.10,0.03,0.13,0.10,0.13,Matches
94,Scott Dann\Scott-Dann,eng ENG,DF,Crystal Palace,33-269,1987,4,4,360,1,0,0,0,0,0,0.25,0.00,0.25,0.25,0.25,0.3,0.3,0.0,0.07,0.00,0.07,0.07,0.07,Matches
95,Karl Darlow\Karl-Darlow,eng ENG,GK,Newcastle Utd,30-032,1990,8,8,720,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
96,Ben Davies\Ben-Davies,wal WAL,DF,Tottenham,27-199,1993,6,4,384,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.03,0.03,0.06,0.03,0.06,Matches
97,Tom Davies\Tom-Davies,eng ENG,MFDF,Everton,22-132,1998,3,1,92,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
98,Keinan Davis\Keinan-Davis,eng ENG,FW,Aston Villa,22-270,1998,1,0,29,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.08,0.08,0.00,0.08,Matches
99,Leif Davis\Leif-Davis,eng ENG,DF,Leeds United,20-302,2000,1,0,14,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
100,Kevin De Bruyne\Kevin-De-Bruyne,be BEL,MF,Manchester City,29-134,1991,6,5,473,1,3,1,2,0,0,0.19,0.57,0.76,0.00,0.57,2.5,1.0,1.9,0.47,0.37,0.84,0.18,0.55,Matches
101,Liam Delap\Liam-Delap,eng ENG,FW,Manchester City,17-275,2003,1,0,40,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.06,0.00,0.06,0.06,0.06,Matches
102,Fabian Delph\Fabian-Delph,eng ENG,MFDF,Everton,30-354,1989,3,1,156,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.01,0.01,0.03,0.01,0.03,Matches
103,Leander Dendoncker\Leander-Dendoncker,be BEL,MF,Wolves,25-208,1995,7,6,553,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.3,0.10,0.05,0.15,0.10,0.15,Matches
104,Ibrahima Diallo\Ibrahima-Diallo,fr FRA,MF,Southampton,21-246,1999,3,0,21,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.16,0.16,0.00,0.16,Matches
105,Grady Diangana\Grady-Diangana,eng ENG,MFFW,West Brom,22-204,1998,8,7,589,1,0,0,0,0,0,0.15,0.00,0.15,0.15,0.15,0.4,0.4,0.1,0.06,0.02,0.08,0.06,0.08,Matches
106,Raphael Dias Belloli\Raphael-Dias-Belloli,br BRA,MF,Leeds United,23-331,1996,3,0,62,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.20,0.00,0.20,0.20,0.20,Matches
107,Rúben Dias\Ruben-Dias,pt POR,DF,Manchester City,23-179,1997,5,5,450,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.04,0.01,0.04,0.04,0.04,Matches
108,Eric Dier\Eric-Dier,eng ENG,DF,Tottenham,26-299,1994,7,7,630,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.02,0.00,0.02,0.02,0.02,Matches
109,Lucas Digne\Lucas-Digne,fr FRA,DF,Everton,27-112,1993,7,7,611,0,2,0,0,0,1,0.00,0.29,0.29,0.00,0.29,0.2,0.2,1.0,0.03,0.15,0.18,0.03,0.18,Matches
110,Virgil van Dijk\Virgil-van-Dijk,nl NED,DF,Liverpool,29-124,1991,5,5,370,1,0,0,0,1,0,0.24,0.00,0.24,0.24,0.24,0.3,0.3,0.0,0.08,0.00,0.08,0.08,0.08,Matches
111,Issa Diop\Issa-Diop,fr FRA,DF,West Ham,23-305,1997,3,2,208,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
112,Moussa Djenepo\Moussa-Djenepo,ml MLI,MF,Southampton,22-147,1998,5,4,307,1,0,0,0,1,0,0.29,0.00,0.29,0.29,0.29,0.3,0.3,0.3,0.08,0.09,0.18,0.08,0.18,Matches
113,Matt Doherty\Matt-Doherty,ie IRL,DF,Tottenham,28-298,1992,6,6,525,0,1,0,0,1,0,0.00,0.17,0.17,0.00,0.17,0.3,0.3,0.4,0.06,0.07,0.13,0.06,0.13,Matches
114,Gabriel Dos Santos\Gabriel-Dos-Santos,br BRA,DF,Arsenal,22-326,1997,7,7,630,1,0,0,0,1,0,0.14,0.00,0.14,0.14,0.14,0.3,0.3,0.0,0.05,0.00,0.05,0.05,0.05,Matches
115,Abdoulaye Doucouré\Abdoulaye-Doucoure,fr FRA,MF,Everton,27-313,1993,8,8,648,0,1,0,0,3,0,0.00,0.14,0.14,0.00,0.14,0.7,0.7,1.1,0.10,0.15,0.25,0.10,0.25,Matches
116,Lewis Dunk\Lewis-Dunk,eng ENG,DF,Brighton,28-354,1991,5,5,449,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.09,0.01,0.09,0.09,0.09,Matches
