,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
24,Ethan Ampadu\Ethan-Ampadu,wal WAL,DFMF,Sheffield Utd,20-165,2000,18,17,1511,16.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.8,1.1,0.02,0.05,0.06,0.02,0.06,Matches
25,Joachim Andersen\Joachim-Andersen,dk DEN,DF,Fulham,24-271,1996,19,19,1681,18.7,0,1,0,0,0,4,1,0.00,0.05,0.05,0.00,0.05,0.0,0.0,0.3,0.4,0.00,0.02,0.02,0.00,0.02,Matches
26,Elliot Anderson\Elliot-Anderson,sco SCO,MF,Newcastle Utd,18-112,2002,1,0,4,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
27,Felipe Anderson\Felipe-Anderson,br BRA,FWMF,West Ham,27-317,1993,2,0,3,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
28,Michail Antonio\Michail-Antonio,eng ENG,FW,West Ham,30-335,1990,16,14,1158,12.9,6,3,6,0,0,2,0,0.47,0.23,0.70,0.47,0.70,6.8,6.8,1.3,8.1,0.53,0.10,0.63,0.53,0.63,Matches
29,Alphonse Areola\Alphonse-Areola,fr FRA,GK,Fulham,27-365,1993,24,24,2160,24.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
30,Stuart Armstrong\Stuart-Armstrong,sco SCO,MF,Southampton,28-333,1992,20,19,1642,18.2,3,3,3,0,0,1,0,0.16,0.16,0.33,0.16,0.33,1.6,1.6,1.6,3.2,0.09,0.09,0.17,0.09,0.17,Matches
31,Kepa Arrizabalaga\Kepa-Arrizabalaga,es ESP,GK,Chelsea,26-146,1994,4,4,360,4.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
32,Pierre-Emerick Aubameyang\Pierre-Emerick-Aubameyang,ga GAB,FW,Arsenal,31-253,1989,21,19,1756,19.5,8,1,6,2,2,2,0,0.41,0.05,0.46,0.31,0.36,8.1,6.6,1.6,8.2,0.42,0.08,0.50,0.34,0.42,Matches
33,Serge Aurier\Serge-Aurier,ci CIV,DF,Tottenham,28-064,1992,13,13,1075,11.9,2,1,2,0,0,0,0,0.17,0.08,0.25,0.17,0.25,1.0,1.0,1.3,2.3,0.09,0.11,0.19,0.09,0.19,Matches
34,Charlie Austin\Charlie-Austin,eng ENG,FW,West Brom,31-236,1989,5,0,138,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.13,0.00,0.13,0.13,0.13,Matches
35,Jordan Ayew\Jordan-Ayew,gh GHA,FWMF,Crystal Palace,29-168,1991,21,14,1310,14.6,1,3,1,0,0,1,0,0.07,0.21,0.27,0.07,0.27,1.7,1.7,0.6,2.3,0.12,0.04,0.16,0.12,0.16,Matches
36,Luke Ayling\Luke-Ayling,eng ENG,DF,Leeds United,29-185,1991,25,25,2229,24.8,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,2.1,2.9,0.03,0.09,0.12,0.03,0.12,Matches
37,César Azpilicueta\Cesar-Azpilicueta,es ESP,DF,Chelsea,31-182,1989,15,13,1221,13.6,1,1,1,0,0,4,0,0.07,0.07,0.15,0.07,0.15,0.7,0.7,0.6,1.3,0.05,0.05,0.10,0.05,0.10,Matches
38,Eric Bailly\Eric-Bailly,ci CIV,DF,Manchester Utd,26-320,1994,7,6,548,6.1,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches
39,Fabián Balbuena\Fabian-Balbuena,py PAR,DF,West Ham,29-187,1991,12,12,1080,12.0,1,0,1,0,0,1,0,0.08,0.00,0.08,0.08,0.08,0.6,0.6,0.0,0.6,0.05,0.00,0.05,0.05,0.05,Matches
40,George Baldock\George-Baldock,eng ENG,DF,Sheffield Utd,27-354,1993,20,20,1753,19.5,0,1,0,0,0,4,0,0.00,0.05,0.05,0.00,0.05,1.0,1.0,1.3,2.3,0.05,0.07,0.12,0.05,0.12,Matches
41,Gareth Bale\Gareth-Bale,wal WAL,FW,Tottenham,31-225,1989,8,2,296,3.3,1,1,1,0,0,0,0,0.30,0.30,0.61,0.30,0.61,1.1,1.1,0.3,1.4,0.33,0.10,0.44,0.33,0.44,Matches
42,Patrick Bamford\Patrick-Bamford,eng ENG,FW,Leeds United,27-174,1993,25,25,2144,23.8,13,5,12,1,1,1,0,0.55,0.21,0.76,0.50,0.71,12.6,11.8,2.7,14.6,0.53,0.11,0.64,0.50,0.61,Matches
43,Phil Bardsley\Phil-Bardsley,sco SCO,DF,Burnley,35-243,1985,4,3,274,3.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.04,0.00,0.04,0.04,0.04,Matches
44,Ross Barkley\Ross-Barkley,eng ENG,MF,Aston Villa,27-083,1993,14,14,1066,11.8,3,1,3,0,0,0,0,0.25,0.08,0.34,0.25,0.34,2.9,2.9,2.7,5.5,0.24,0.22,0.47,0.24,0.47,Matches
45,Ross Barkley\Ross-Barkley,eng ENG,MF,Chelsea,27-083,1993,2,0,42,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.06,0.16,0.22,0.06,0.22,Matches
46,Ashley Barnes\Ashley-Barnes,eng ENG,FW,Burnley,31-119,1989,18,15,1293,14.4,3,0,2,1,1,4,0,0.21,0.00,0.21,0.14,0.14,4.9,4.1,0.7,4.8,0.34,0.05,0.39,0.29,0.33,Matches
47,Harvey Barnes\Harvey-Barnes,eng ENG,FWMF,Leicester City,23-079,1997,24,21,1895,21.1,9,4,9,0,0,0,0,0.43,0.19,0.62,0.43,0.62,6.2,6.2,1.5,7.7,0.29,0.07,0.36,0.29,0.36,Matches
48,Kyle Bartley\Kyle-Bartley,eng ENG,DF,West Brom,29-280,1991,17,15,1420,15.8,2,1,2,0,0,3,0,0.13,0.06,0.19,0.13,0.19,1.5,1.5,0.0,1.5,0.09,0.00,0.09,0.09,0.09,Matches
49,Chris Basham\Chris-Basham,eng ENG,DFMF,Sheffield Utd,32-221,1988,25,25,2036,22.6,0,1,0,0,0,3,0,0.00,0.04,0.04,0.00,0.04,0.6,0.6,0.7,1.3,0.03,0.03,0.06,0.03,0.06,Matches
50,Michy Batshuayi\Michy-Batshuayi,be BEL,FW,Crystal Palace,27-147,1993,16,7,702,7.8,1,1,1,0,0,0,0,0.13,0.13,0.26,0.13,0.26,1.1,1.1,1.4,2.5,0.14,0.18,0.33,0.14,0.33,Matches
51,Jan Bednarek\Jan-Bednarek,pl POL,DF,Southampton,24-320,1996,25,25,2155,23.9,1,1,1,0,0,3,1,0.04,0.04,0.08,0.04,0.08,0.9,0.9,0.3,1.2,0.04,0.01,0.05,0.04,0.05,Matches
52,Donny van de Beek\Donny-van-de-Beek,nl NED,MFFW,Manchester Utd,23-314,1997,13,2,322,3.6,1,0,1,0,0,1,0,0.28,0.00,0.28,0.28,0.28,0.3,0.3,0.1,0.3,0.07,0.02,0.10,0.07,0.10,Matches
53,Héctor Bellerín\Hector-Bellerin,es ESP,DF,Arsenal,25-344,1995,22,22,1910,21.2,1,2,1,0,0,8,0,0.05,0.09,0.14,0.05,0.14,0.6,0.6,2.3,2.9,0.03,0.11,0.14,0.03,0.14,Matches
54,Saïd Benrahma\Said-Benrahma,dz ALG,MFFW,West Ham,25-200,1995,17,9,878,9.8,0,4,0,0,0,0,0,0.00,0.41,0.41,0.00,0.41,1.6,1.6,1.8,3.4,0.16,0.19,0.35,0.16,0.35,Matches
55,Josh Benson\Josh-Benson,eng ENG,MF,Burnley,21-083,1999,6,2,264,2.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.06,0.00,0.06,0.06,0.06,Matches
56,Christian Benteke\Christian-Benteke,be BEL,FW,Crystal Palace,30-085,1990,18,9,816,9.1,4,1,4,0,0,2,1,0.44,0.11,0.55,0.44,0.55,3.9,3.9,0.8,4.8,0.43,0.09,0.53,0.43,0.53,Matches
57,Jóhann Berg Guðmundsson\Johann-Berg-Gudmundsson,is ISL,MF,Burnley,30-122,1990,13,9,751,8.3,2,0,2,0,0,1,0,0.24,0.00,0.24,0.24,0.24,1.2,1.2,0.2,1.4,0.15,0.02,0.17,0.15,0.17,Matches
58,Sander Berge\Sander-Berge,no NOR,MF,Sheffield Utd,23-012,1998,13,12,1016,11.3,1,1,0,1,1,4,0,0.09,0.09,0.18,0.00,0.09,1.2,0.5,1.2,1.7,0.11,0.11,0.22,0.04,0.15,Matches
59,Steven Bergwijn\Steven-Bergwijn,nl NED,FWMF,Tottenham,23-141,1997,16,11,1021,11.3,0,2,0,0,0,2,0,0.00,0.18,0.18,0.00,0.18,1.7,1.7,1.0,2.7,0.15,0.09,0.24,0.15,0.24,Matches
60,Bernard\Bernard,br BRA,FWMF,Everton,28-171,1992,7,2,297,3.3,1,0,1,0,0,2,0,0.30,0.00,0.30,0.30,0.30,0.2,0.2,0.6,0.7,0.05,0.17,0.22,0.05,0.22,Matches
61,Bernardo\Bernardo,br BRA,DFMF,Brighton,25-288,1995,3,2,206,2.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.2,0.5,0.13,0.09,0.22,0.13,0.22,Matches
62,Ryan Bertrand\Ryan-Bertrand,eng ENG,DF,Southampton,31-205,1989,23,23,2058,22.9,0,1,0,0,0,5,0,0.00,0.04,0.04,0.00,0.04,0.6,0.6,0.6,1.2,0.03,0.02,0.05,0.03,0.05,Matches
63,Yves Bissouma\Yves-Bissouma,ml MLI,MF,Brighton,24-180,1996,23,22,1943,21.6,1,0,1,0,0,6,1,0.05,0.00,0.05,0.05,0.05,0.7,0.7,0.3,1.0,0.03,0.02,0.05,0.03,0.05,Matches
64,Jayden Bogle\Jayden-Bogle,eng ENG,DF,Sheffield Utd,20-214,2000,10,7,716,8.0,2,0,2,0,0,1,0,0.25,0.00,0.25,0.25,0.25,1.4,1.4,0.2,1.6,0.18,0.02,0.20,0.18,0.20,Matches
65,Willy Boly\Willy-Boly,ci CIV,DF,Wolves,30-023,1991,16,16,1440,16.0,1,1,1,0,0,1,0,0.06,0.06,0.12,0.06,0.12,1.0,1.0,0.4,1.4,0.06,0.02,0.09,0.06,0.09,Matches
66,Jarrod Bowen\Jarrod-Bowen,eng ENG,FWMF,West Ham,24-068,1996,25,23,1830,20.3,5,3,5,0,0,0,0,0.25,0.15,0.39,0.25,0.39,4.5,4.5,2.3,6.8,0.22,0.11,0.33,0.22,0.33,Matches
67,Robbie Brady\Robbie-Brady,ie IRL,MF,Burnley,29-043,1992,17,12,1004,11.2,1,1,1,0,0,3,0,0.09,0.09,0.18,0.09,0.18,0.8,0.8,0.9,1.7,0.07,0.08,0.15,0.07,0.15,Matches
68,Rhian Brewster\Rhian-Brewster,eng ENG,FW,Sheffield Utd,20-331,2000,18,7,738,8.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1.3,1.3,1.1,2.4,0.16,0.13,0.29,0.16,0.29,Matches
69,Josh Brownhill\Josh-Brownhill,eng ENG,MF,Burnley,25-069,1995,20,19,1691,18.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.6,1.5,0.05,0.03,0.08,0.05,0.08,Matches
70,Joe Bryan\Joe-Bryan,eng ENG,DFFW,Fulham,27-162,1993,11,5,452,5.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.03,0.03,0.06,0.03,0.06,Matches
71,Kean Bryan\Kean-Bryan,eng ENG,DF,Sheffield Utd,24-117,1996,6,5,385,4.3,1,0,1,0,0,0,0,0.23,0.00,0.23,0.23,0.23,0.3,0.3,0.0,0.3,0.07,0.01,0.08,0.07,0.08,Matches
72,Oliver Burke\Oliver-Burke,sco SCO,FW,Sheffield Utd,23-325,1997,16,11,904,10.0,1,1,1,0,0,2,0,0.10,0.10,0.20,0.10,0.20,2.0,2.0,1.7,3.8,0.20,0.17,0.37,0.20,0.37,Matches
73,Dan Burn\Dan-Burn,eng ENG,DF,Brighton,28-293,1992,17,14,1292,14.4,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.4,1.4,0.07,0.03,0.10,0.07,0.10,Matches
74,David Button\David-Button,eng ENG,GK,West Brom,31-365,1989,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
75,Oskar Buur\Oskar-Buur,dk DEN,DF,Wolves,22-332,1998,1,0,22,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
76,Willy Caballero\Willy-Caballero,ar ARG,GK,Chelsea,39-151,1981,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
77,Gary Cahill\Gary-Cahill,eng ENG,DF,Crystal Palace,35-069,1985,10,10,900,10.0,1,0,1,0,0,1,0,0.10,0.00,0.10,0.10,0.10,0.3,0.3,0.4,0.6,0.03,0.04,0.06,0.03,0.06,Matches
78,Tom Cairney\Tom-Cairney,sco SCO,MF,Fulham,30-037,1991,10,9,759,8.4,1,1,1,0,0,2,0,0.12,0.12,0.24,0.12,0.24,0.7,0.7,1.4,2.1,0.08,0.17,0.25,0.08,0.25,Matches
79,Dominic Calvert-Lewin\Dominic-Calvert-Lewin,eng ENG,FW,Everton,23-347,1997,21,20,1791,19.9,13,0,13,0,0,3,0,0.65,0.00,0.65,0.65,0.65,10.3,10.3,0.9,11.2,0.52,0.04,0.56,0.52,0.56,Matches
80,João Cancelo\Joao-Cancelo,pt POR,DF,Manchester City,26-275,1994,20,19,1703,18.9,1,2,1,0,0,4,0,0.05,0.11,0.16,0.05,0.16,1.6,1.6,3.4,5.0,0.08,0.18,0.26,0.08,0.26,Matches
81,Ian Carlo Poveda\Ian-Carlo-Poveda,eng ENG,MFDF,Leeds United,21-017,2000,10,0,253,2.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.4,0.7,0.13,0.13,0.26,0.13,0.26,Matches
82,Andy Carroll\Andy-Carroll,eng ENG,FW,Newcastle Utd,32-051,1989,14,4,381,4.2,1,0,1,0,0,1,0,0.24,0.00,0.24,0.24,0.24,1.2,1.2,0.1,1.2,0.28,0.02,0.30,0.28,0.30,Matches
83,Matty Cash\Matty-Cash,eng ENG,DF,Aston Villa,23-203,1997,21,21,1822,20.2,0,2,0,0,0,5,0,0.00,0.10,0.10,0.00,0.10,0.3,0.3,1.7,2.0,0.01,0.08,0.10,0.01,0.10,Matches
84,Kiko Casilla\Kiko-Casilla,es ESP,GK,Leeds United,34-147,1986,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
85,Timothy Castagne\Timothy-Castagne,be BEL,DF,Leicester City,25-083,1995,14,14,1175,13.1,1,2,1,0,0,1,0,0.08,0.15,0.23,0.08,0.23,0.4,0.4,0.8,1.2,0.03,0.06,0.09,0.03,0.09,Matches
86,Jonny Castro\Jonny-Castro,es ESP,DF,Wolves,26-360,1994,3,3,172,1.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.03,0.03,0.00,0.03,Matches
87,Ivan Cavaleiro\Ivan-Cavaleiro,pt POR,FWMF,Fulham,27-131,1993,23,17,1553,17.3,3,0,2,1,2,2,0,0.17,0.00,0.17,0.12,0.12,4.4,3.6,1.8,5.4,0.25,0.10,0.36,0.21,0.31,Matches
88,Edinson Cavani\Edinson-Cavani,uy URU,FW,Manchester Utd,34-012,1987,17,8,852,9.5,6,2,6,0,0,1,0,0.63,0.21,0.85,0.63,0.85,4.8,4.8,1.6,6.4,0.51,0.17,0.67,0.51,0.67,Matches
89,Dani Ceballos\Dani-Ceballos,es ESP,MF,Arsenal,24-203,1996,18,11,1112,12.4,0,2,0,0,0,3,0,0.00,0.16,0.16,0.00,0.16,0.1,0.1,2.2,2.3,0.01,0.18,0.19,0.01,0.19,Matches
90,Ben Chilwell\Ben-Chilwell,eng ENG,DF,Chelsea,24-067,1996,18,18,1486,16.5,2,4,2,0,0,2,0,0.12,0.24,0.36,0.12,0.36,1.3,1.3,1.1,2.4,0.08,0.07,0.15,0.08,0.15,Matches
91,Hamza Choudhury\Hamza-Choudhury,eng ENG,MF,Leicester City,23-148,1997,7,3,228,2.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.02,0.00,0.02,0.02,0.02,Matches
92,Andreas Christensen\Andreas-Christensen,dk DEN,DF,Chelsea,24-322,1996,8,7,639,7.1,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches
93,Ciaran Clark\Ciaran-Clark,ie IRL,DF,Newcastle Utd,31-153,1989,14,13,1205,13.4,1,0,1,0,0,2,0,0.07,0.00,0.07,0.07,0.07,0.3,0.3,0.1,0.3,0.02,0.01,0.02,0.02,0.02,Matches
94,Nathaniel Clyne\Nathaniel-Clyne,eng ENG,DF,Crystal Palace,29-327,1991,13,13,1145,12.7,0,1,0,0,0,2,0,0.00,0.08,0.08,0.00,0.08,0.1,0.1,0.4,0.5,0.01,0.03,0.04,0.01,0.04,Matches
95,Conor Coady\Conor-Coady,eng ENG,DF,Wolves,28-001,1993,24,24,2133,23.7,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.3,0.01,0.00,0.01,0.01,0.01,Matches
96,Séamus Coleman\Seamus-Coleman,ie IRL,DF,Everton,32-138,1988,15,10,885,9.8,0,1,0,0,0,0,0,0.00,0.10,0.10,0.00,0.10,0.5,0.5,0.8,1.2,0.05,0.08,0.13,0.05,0.13,Matches
97,Aaron Connolly\Aaron-Connolly,ie IRL,FW,Brighton,21-029,2000,14,8,662,7.4,2,1,2,0,0,0,0,0.27,0.14,0.41,0.27,0.41,3.0,3.0,0.2,3.2,0.41,0.02,0.43,0.41,0.43,Matches
98,Liam Cooper\Liam-Cooper,sco SCO,DF,Leeds United,29-180,1991,19,19,1691,18.8,1,0,1,0,0,3,0,0.05,0.00,0.05,0.05,0.05,1.3,1.3,0.0,1.3,0.07,0.00,0.07,0.07,0.07,Matches
99,Jack Cork\Jack-Cork,eng ENG,MF,Burnley,31-246,1989,7,6,565,6.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.04,0.00,0.05,0.04,0.05,Matches
100,Hélder Costa\Helder-Costa,pt POR,MF,Leeds United,27-045,1994,16,8,794,8.8,3,3,3,0,0,0,0,0.34,0.34,0.68,0.34,0.68,1.5,1.5,0.9,2.4,0.17,0.11,0.28,0.17,0.28,Matches
101,Vladimír Coufal\Vladimir-Coufal,cz CZE,DF,West Ham,28-188,1992,21,21,1884,20.9,0,3,0,0,0,2,0,0.00,0.14,0.14,0.00,0.14,0.9,0.9,2.4,3.3,0.04,0.11,0.16,0.04,0.16,Matches
102,Aaron Cresswell\Aaron-Cresswell,eng ENG,DF,West Ham,31-073,1989,25,25,2250,25.0,0,6,0,0,0,1,0,0.00,0.24,0.24,0.00,0.24,0.8,0.8,3.8,4.6,0.03,0.15,0.18,0.03,0.18,Matches
103,Patrick Cutrone\Patrick-Cutrone,it ITA,FWMF,Wolves,23-054,1998,2,0,25,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.61,0.00,0.61,0.61,0.61,Matches
104,Stuart Dallas\Stuart-Dallas,nir NIR,DFMF,Leeds United,29-313,1991,25,25,2240,24.9,5,2,5,0,0,5,0,0.20,0.08,0.28,0.20,0.28,2.6,2.6,1.5,4.1,0.10,0.06,0.16,0.10,0.16,Matches
105,Scott Dann\Scott-Dann,eng ENG,DF,Crystal Palace,34-012,1987,12,12,1080,12.0,1,0,1,0,0,1,0,0.08,0.00,0.08,0.08,0.08,0.3,0.3,0.0,0.4,0.03,0.00,0.03,0.03,0.03,Matches
