,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
339,Lee Peltier\Lee-Peltier,eng ENG,DF,West Brom,34-056,1986,2,1,94,1.0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.01,0.01,0.00,0.01,Matches
340,Nicolas Pépé\Nicolas-Pepe,ci CIV,FWMF,Arsenal,25-252,1995,15,7,721,8.0,4,0,1,1,1,1,0.50,0.00,0.50,0.37,0.37,2.5,1.8,0.4,0.32,0.05,0.37,0.22,0.27,Matches
341,Matheus Pereira\Matheus-Pereira,br BRA,MFFW,West Brom,24-276,1996,18,16,1364,15.2,5,3,2,2,2,1,0.33,0.20,0.53,0.20,0.40,2.8,1.3,2.1,0.18,0.14,0.32,0.08,0.22,Matches
342,Ricardo Pereira\Ricardo-Pereira,pt POR,DF,Leicester City,27-122,1993,3,1,158,1.8,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.02,0.03,0.05,0.02,0.05,Matches
343,Ayoze Pérez\Ayoze-Perez,es ESP,FWMF,Leicester City,27-197,1993,14,10,807,9.0,1,0,0,0,1,0,0.11,0.00,0.11,0.11,0.11,2.2,2.2,1.1,0.24,0.12,0.36,0.24,0.36,Matches
344,Kalvin Phillips\Kalvin-Phillips,eng ENG,MF,Leeds United,25-065,1995,17,17,1485,16.5,0,2,0,0,5,0,0.00,0.12,0.12,0.00,0.12,0.2,0.2,2.1,0.01,0.13,0.14,0.01,0.14,Matches
345,Matt Phillips\Matt-Phillips,sco SCO,MFDF,West Brom,29-329,1991,17,8,761,8.5,1,1,0,0,1,0,0.12,0.12,0.24,0.12,0.24,1.2,1.2,1.2,0.14,0.14,0.28,0.14,0.28,Matches
346,Nathaniel Phillips\Nathaniel-Phillips,eng ENG,DF,Liverpool,23-321,1997,6,5,495,5.5,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.01,0.01,0.00,0.01,Matches
347,Jordan Pickford\Jordan-Pickford,eng ENG,GK,Everton,26-335,1994,17,17,1530,17.0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
348,Erik Pieters\Erik-Pieters,nl NED,DFMF,Burnley,32-182,1988,14,8,850,9.4,0,1,0,0,0,0,0.00,0.11,0.11,0.00,0.11,0.1,0.1,0.2,0.01,0.02,0.03,0.01,0.03,Matches
349,Daniel Podence\Daniel-Podence,pt POR,FWMF,Wolves,25-107,1995,18,17,1316,14.6,3,2,0,0,2,0,0.21,0.14,0.34,0.21,0.34,2.6,2.6,1.0,0.18,0.07,0.24,0.18,0.24,Matches
350,Paul Pogba\Paul-Pogba,fr FRA,MFFW,Manchester Utd,27-327,1993,18,14,1311,14.6,3,0,0,0,3,0,0.21,0.00,0.21,0.21,0.21,1.3,1.3,1.1,0.09,0.08,0.17,0.09,0.17,Matches
351,Nick Pope\Nick-Pope,eng ENG,GK,Burnley,28-292,1992,20,20,1800,20.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.00,0.01,0.01,0.00,0.01,Matches
352,Dennis Praet\Dennis-Praet,be BEL,MFFW,Leicester City,26-267,1994,13,9,654,7.3,1,1,0,0,0,0,0.14,0.14,0.28,0.14,0.28,0.5,0.5,0.8,0.07,0.10,0.18,0.07,0.18,Matches
353,Davy Pröpper\Davy-Propper,nl NED,MF,Brighton,29-156,1991,5,2,197,2.2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.05,0.00,0.05,0.05,0.05,Matches
354,Christian Pulisic\Christian-Pulisic,us USA,FWMF,Chelsea,22-140,1998,15,9,961,10.7,1,1,0,0,2,0,0.09,0.09,0.19,0.09,0.19,2.6,2.6,1.4,0.25,0.13,0.38,0.25,0.38,Matches
355,Aaron Ramsdale\Aaron-Ramsdale,eng ENG,GK,Sheffield Utd,22-267,1998,22,22,1980,22.0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.01,0.01,0.00,0.01,Matches
356,Jacob Ramsey\Jacob-Ramsey,eng ENG,MFFW,Aston Villa,19-253,2001,7,1,152,1.7,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.10,0.02,0.12,0.10,0.12,Matches
357,Kayne Ramsey\Kayne-Ramsey,eng ENG,DF,Southampton,20-118,2000,1,1,90,1.0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
358,Darren Randolph\Darren-Randolph,ie IRL,GK,West Ham,33-269,1987,1,1,90,1.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
359,Marcus Rashford\Marcus-Rashford,eng ENG,FW,Manchester Utd,23-097,1997,22,20,1766,19.6,8,5,0,0,3,0,0.41,0.25,0.66,0.41,0.66,6.5,6.5,1.7,0.33,0.08,0.42,0.33,0.42,Matches
360,Tim Ream\Tim-Ream,us USA,DF,Fulham,33-123,1987,5,5,450,5.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
361,Nathan Redmond\Nathan-Redmond,eng ENG,MFFW,Southampton,26-336,1994,12,4,537,6.0,1,0,0,0,0,0,0.17,0.00,0.17,0.17,0.17,1.4,1.4,0.6,0.23,0.09,0.33,0.23,0.33,Matches
362,Harrison Reed\Harrison-Reed,eng ENG,MF,Fulham,26-009,1995,17,13,1159,12.9,0,2,0,0,4,0,0.00,0.16,0.16,0.00,0.16,0.1,0.1,1.0,0.01,0.08,0.09,0.01,0.09,Matches
363,Sergio Reguilón\Sergio-Reguilon,es ESP,DF,Tottenham,24-051,1996,13,12,1059,11.8,0,3,0,0,2,0,0.00,0.25,0.25,0.00,0.25,0.8,0.8,1.0,0.06,0.09,0.15,0.06,0.15,Matches
364,Bobby Reid\Bobby-Reid,jm JAM,DFFW,Fulham,28-003,1993,19,15,1283,14.3,5,0,0,0,5,0,0.35,0.00,0.35,0.35,0.35,3.9,3.9,0.2,0.28,0.01,0.29,0.28,0.29,Matches
365,Declan Rice\Declan-Rice,eng ENG,MF,West Ham,22-022,1999,22,22,1980,22.0,0,1,0,0,2,0,0.00,0.05,0.05,0.00,0.05,0.8,0.8,1.9,0.04,0.09,0.12,0.04,0.12,Matches
366,Richarlison\Richarlison,br BRA,FWMF,Everton,23-271,1997,16,15,1269,14.1,2,3,1,1,2,1,0.14,0.21,0.35,0.07,0.28,4.7,3.9,1.9,0.33,0.14,0.47,0.28,0.42,Matches
367,Jaïro Riedewald\Jairo-Riedewald,nl NED,MF,Crystal Palace,24-149,1996,18,7,775,8.6,2,0,0,0,0,0,0.23,0.00,0.23,0.23,0.23,0.5,0.5,0.8,0.06,0.10,0.16,0.06,0.16,Matches
368,Matt Ritchie\Matt-Ritchie,sco SCO,DFMF,Newcastle Utd,31-148,1989,8,6,528,5.9,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.7,0.03,0.12,0.15,0.03,0.15,Matches
369,Tyler Roberts\Tyler-Roberts,wal WAL,MFFW,Leeds United,22-024,1999,11,2,324,3.6,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.4,0.08,0.12,0.20,0.08,0.20,Matches
370,Andrew Robertson\Andrew-Robertson,sco SCO,DF,Liverpool,26-331,1994,22,22,1980,22.0,1,5,0,0,1,0,0.05,0.23,0.27,0.05,0.27,1.0,1.0,4.0,0.04,0.18,0.23,0.04,0.23,Matches
371,Antonee Robinson\Antonee-Robinson,us USA,DF,Fulham,23-181,1997,16,16,1393,15.5,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.4,0.4,1.1,0.03,0.07,0.10,0.03,0.10,Matches
372,Callum Robinson\Callum-Robinson,ie IRL,FWMF,West Brom,26-003,1995,21,15,1184,13.2,2,0,0,0,0,0,0.15,0.00,0.15,0.15,0.15,1.7,1.7,0.6,0.13,0.04,0.17,0.13,0.17,Matches
373,Jack Robinson\Jack-Robinson,eng ENG,DF,Sheffield Utd,27-157,1993,8,6,607,6.7,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.05,0.00,0.05,0.05,0.05,Matches
374,Hal Robson-Kanu\Hal-Robson-Kanu,wal WAL,FWMF,West Brom,31-260,1989,9,0,225,2.5,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.05,0.02,0.07,0.05,0.07,Matches
375,Marek Rodák\Marek-Rodak,sk SVK,GK,Fulham,24-054,1996,1,1,90,1.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
376,Joe Rodon\Joe-Rodon,wal WAL,DF,Tottenham,23-106,1997,7,4,372,4.1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
377,Rodri\Rodri,es ESP,MF,Manchester City,24-228,1996,20,19,1632,18.1,0,1,0,0,3,0,0.00,0.06,0.06,0.00,0.06,0.8,0.8,0.9,0.05,0.05,0.10,0.05,0.10,Matches
378,Rodrigo\Rodrigo,es ESP,MF,Leeds United,29-336,1991,18,12,988,11.0,3,1,0,0,1,0,0.27,0.09,0.36,0.27,0.36,3.7,3.7,1.7,0.33,0.16,0.49,0.33,0.49,Matches
379,James Rodríguez\James-Rodriguez,co COL,FWMF,Everton,29-208,1991,14,13,1126,12.5,4,3,0,0,3,0,0.32,0.24,0.56,0.32,0.56,2.5,2.5,3.8,0.20,0.30,0.50,0.20,0.50,Matches
380,Jay Rodriguez\Jay-Rodriguez,eng ENG,FWMF,Burnley,31-191,1989,17,8,764,8.5,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.5,0.07,0.05,0.12,0.07,0.12,Matches
381,Oriol Romeu\Oriol-Romeu,es ESP,MF,Southampton,29-134,1991,16,16,1393,15.5,1,1,0,0,5,0,0.06,0.06,0.13,0.06,0.13,0.4,0.4,1.0,0.03,0.06,0.09,0.03,0.09,Matches
382,Antonio Rüdiger\Antonio-Rudiger,de GER,DF,Chelsea,27-339,1993,7,7,630,7.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.02,0.04,0.06,0.02,0.06,Matches
383,Mathew Ryan\Mathew-Ryan,au AUS,GK,Brighton,28-303,1992,11,11,990,11.0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
384,Allan Saint-Maximin\Allan-Saint-Maximin,fr FRA,FWMF,Newcastle Utd,23-330,1997,12,8,681,7.6,1,1,0,0,0,0,0.13,0.13,0.26,0.13,0.26,0.9,0.9,1.4,0.12,0.18,0.30,0.12,0.30,Matches
385,Romain Saïss\Romain-Saiss,ma MAR,DF,Wolves,30-316,1990,14,14,1237,13.7,3,0,0,0,0,0,0.22,0.00,0.22,0.22,0.22,1.4,1.4,0.1,0.10,0.01,0.11,0.10,0.11,Matches
386,Bukayo Saka\Bukayo-Saka,eng ENG,FWDF,Arsenal,19-153,2001,19,18,1591,17.7,5,2,0,0,0,0,0.28,0.11,0.40,0.28,0.40,5.4,5.4,2.8,0.31,0.16,0.47,0.31,0.47,Matches
387,Mamadou Sakho\Mamadou-Sakho,fr FRA,DF,Crystal Palace,30-358,1990,4,3,276,3.1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches
388,Mohamed Salah\Mohamed-Salah,eg EGY,FW,Liverpool,28-235,1992,21,19,1742,19.4,15,3,5,5,0,0,0.77,0.15,0.93,0.52,0.67,11.2,7.5,3.4,0.58,0.17,0.76,0.39,0.56,Matches
389,Davinson Sánchez\Davinson-Sanchez,co COL,DF,Tottenham,24-238,1996,8,7,586,6.5,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.0,0.11,0.00,0.11,0.11,0.11,Matches
390,Robert Sánchez\Robert-Sanchez,es ESP,GK,Brighton,23-079,1997,11,11,990,11.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
391,Morgan Sanson\Morgan-Sanson,fr FRA,MF,Aston Villa,26-171,1994,1,0,11,0.1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
392,Romaine Sawyers\Romaine-Sawyers,kn SKN,MF,West Brom,29-095,1991,18,16,1410,15.7,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.4,0.01,0.02,0.03,0.01,0.03,Matches
393,Fabian Schär\Fabian-Schar,ch SUI,DF,Newcastle Utd,29-047,1991,15,12,1132,12.6,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.03,0.00,0.03,0.03,0.03,Matches
394,Jeffrey Schlupp\Jeffrey-Schlupp,gh GHA,MF,Crystal Palace,28-044,1992,15,12,976,10.8,2,1,0,0,2,0,0.18,0.09,0.28,0.18,0.28,1.3,1.3,0.9,0.12,0.08,0.20,0.12,0.20,Matches
395,Kasper Schmeichel\Kasper-Schmeichel,dk DEN,GK,Leicester City,34-092,1986,22,22,1980,22.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
396,Nélson Semedo\Nelson-Semedo,pt POR,DF,Wolves,27-081,1993,19,19,1679,18.7,0,1,0,0,4,0,0.00,0.05,0.05,0.00,0.05,0.7,0.7,0.5,0.04,0.03,0.06,0.04,0.06,Matches
397,Jamie Shackleton\Jamie-Shackleton,eng ENG,MFDF,Leeds United,21-120,1999,9,1,302,3.4,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.00,0.08,0.08,0.00,0.08,Matches
398,Xherdan Shaqiri\Xherdan-Shaqiri,ch SUI,MFFW,Liverpool,29-118,1991,8,4,377,4.2,0,2,0,0,2,0,0.00,0.48,0.48,0.00,0.48,0.3,0.3,1.7,0.06,0.40,0.47,0.06,0.47,Matches
399,Billy Sharp\Billy-Sharp,eng ENG,FW,Sheffield Utd,35-000,1986,10,4,407,4.5,3,0,2,2,1,0,0.66,0.00,0.66,0.22,0.22,2.7,1.2,0.1,0.59,0.02,0.61,0.26,0.28,Matches
400,Luke Shaw\Luke-Shaw,eng ENG,DF,Manchester Utd,25-208,1995,18,16,1394,15.5,0,3,0,0,4,0,0.00,0.19,0.19,0.00,0.19,0.2,0.2,3.0,0.01,0.19,0.20,0.01,0.20,Matches
401,Jonjo Shelvey\Jonjo-Shelvey,eng ENG,MF,Newcastle Utd,28-344,1992,14,13,1177,13.1,1,1,0,0,4,0,0.08,0.08,0.15,0.08,0.15,1.2,1.2,1.1,0.09,0.09,0.18,0.09,0.18,Matches
402,Gylfi Sigurðsson\Gylfi-Sigurdsson,is ISL,MF,Everton,31-150,1989,19,12,1084,12.0,3,2,1,1,1,0,0.25,0.17,0.42,0.17,0.33,2.4,1.7,2.0,0.20,0.17,0.37,0.14,0.31,Matches
403,Bernardo Silva\Bernardo-Silva,pt POR,MFFW,Manchester City,26-179,1994,15,13,1122,12.5,1,1,0,0,1,0,0.08,0.08,0.16,0.08,0.16,1.8,1.8,1.2,0.14,0.10,0.24,0.14,0.24,Matches
404,Fábio Silva\Fabio-Silva,pt POR,FW,Wolves,18-201,2002,16,6,708,7.9,2,0,1,1,2,0,0.25,0.00,0.25,0.13,0.13,3.0,2.3,0.3,0.39,0.04,0.43,0.29,0.33,Matches
405,Thiago Silva\Thiago-Silva,br BRA,DF,Chelsea,36-136,1984,17,17,1457,16.2,2,0,0,0,3,0,0.12,0.00,0.12,0.12,0.12,0.8,0.8,0.2,0.05,0.01,0.06,0.05,0.06,Matches
406,Moussa Sissoko\Moussa-Sissoko,fr FRA,MF,Tottenham,31-173,1989,17,14,1329,14.8,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.5,0.02,0.04,0.06,0.02,0.06,Matches
407,Islam Slimani\Islam-Slimani,dz ALG,FW,Leicester City,32-232,1988,1,0,20,0.2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.19,0.13,0.32,0.19,0.32,Matches
408,William Smallbone\William-Smallbone,ie IRL,MF,Southampton,20-350,2000,3,2,172,1.9,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.04,0.00,0.04,0.04,0.04,Matches
409,Emile Smith-Rowe\Emile-Smith-Rowe,eng ENG,MF,Arsenal,20-192,2000,8,8,642,7.1,0,3,0,0,0,0,0.00,0.42,0.42,0.00,0.42,0.7,0.7,1.4,0.10,0.20,0.30,0.10,0.30,Matches
410,Robert Snodgrass\Robert-Snodgrass,sco SCO,FWDF,West Ham,33-151,1987,3,0,5,0.1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
411,Robert Snodgrass\Robert-Snodgrass,sco SCO,MFFW,West Brom,33-151,1987,4,4,328,3.6,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.01,0.05,0.06,0.01,0.06,Matches
412,Cédric Soares\Cedric-Soares,pt POR,DF,Arsenal,29-158,1991,5,4,366,4.1,0,1,0,0,1,0,0.00,0.25,0.25,0.00,0.25,0.1,0.1,0.8,0.02,0.19,0.21,0.02,0.21,Matches
413,Tomáš Souček\Tomas-Soucek,cz CZE,MF,West Ham,25-344,1995,22,22,1980,22.0,8,0,0,0,3,0,0.36,0.00,0.36,0.36,0.36,5.5,5.5,0.6,0.25,0.03,0.28,0.25,0.28,Matches
414,Çağlar Söyüncü\Caglar-Soyuncu,tr TUR,DF,Leicester City,24-258,1996,9,5,559,6.2,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.03,0.01,0.04,0.03,0.04,Matches
415,Zack Steffen\Zack-Steffen,us USA,GK,Manchester City,25-309,1995,1,1,90,1.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
416,Dale Stephens\Dale-Stephens,eng ENG,MF,Burnley,31-238,1989,6,3,251,2.8,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.07,0.00,0.07,0.07,0.07,Matches
417,Jack Stephens\Jack-Stephens,eng ENG,DF,Southampton,27-009,1994,11,10,945,10.5,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.4,0.03,0.04,0.06,0.03,0.06,Matches
418,Raheem Sterling\Raheem-Sterling,eng ENG,FW,Manchester City,26-059,1994,19,17,1529,17.0,7,4,0,1,1,0,0.41,0.24,0.65,0.41,0.65,7.1,6.4,2.2,0.42,0.13,0.55,0.38,0.50,Matches
419,Enda Stevens\Enda-Stevens,ie IRL,DF,Sheffield Utd,30-211,1990,15,15,1350,15.0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.3,0.02,0.02,0.05,0.02,0.05,Matches
420,John Stones\John-Stones,eng ENG,DF,Manchester City,26-253,1994,12,12,1080,12.0,2,0,0,0,0,0,0.17,0.00,0.17,0.17,0.17,1.2,1.2,0.1,0.10,0.01,0.10,0.10,0.10,Matches
421,Pascal Struijk\Pascal-Struijk,nl NED,DFMF,Leeds United,21-178,1999,12,10,920,10.2,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.02,0.01,0.03,0.02,0.03,Matches
422,Matt Targett\Matt-Targett,eng ENG,DF,Aston Villa,25-140,1995,20,20,1784,19.8,0,1,0,0,4,0,0.00,0.05,0.05,0.00,0.05,0.2,0.2,1.2,0.01,0.06,0.07,0.01,0.07,Matches
423,James Tarkowski\James-Tarkowski,eng ENG,DF,Burnley,28-078,1992,19,19,1710,19.0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,1.1,1.1,0.4,0.06,0.02,0.07,0.06,0.07,Matches
424,Percy Tau\Percy-Tau,za RSA,FWMF,Brighton,26-268,1994,2,1,85,0.9,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.02,0.02,0.00,0.02,Matches
425,Charlie Taylor\Charlie-Taylor,eng ENG,DF,Burnley,27-140,1993,16,16,1316,14.6,0,1,0,0,1,0,0.00,0.07,0.07,0.00,0.07,0.1,0.1,0.7,0.00,0.05,0.05,0.00,0.05,Matches
426,Neil Taylor\Neil-Taylor,wal WAL,DF,Aston Villa,31-364,1989,1,0,16,0.2,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
427,Allan Tchaptchet\Allan-Tchaptchet,fr FRA,DF,Southampton,19-046,2001,1,0,13,0.1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
428,Nathan Tella\Nathan-Tella,eng ENG,FWMF,Southampton,21-215,1999,5,0,160,1.8,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.08,0.00,0.08,0.08,0.08,Matches
429,Alex Telles\Alex-Telles,br BRA,DF,Manchester Utd,28-052,1992,7,6,510,5.7,0,2,0,0,0,0,0.00,0.35,0.35,0.00,0.35,0.1,0.1,0.8,0.03,0.14,0.16,0.03,0.16,Matches
430,Kenny Tete\Kenny-Tete,nl NED,DF,Fulham,25-119,1995,8,7,507,5.6,0,1,0,0,1,0,0.00,0.18,0.18,0.00,0.18,0.1,0.1,1.2,0.01,0.21,0.23,0.01,0.23,Matches
431,Luke Thomas\Luke-Thomas,eng ENG,DF,Leicester City,,,4,4,270,3.0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.02,0.01,0.04,0.02,0.04,Matches
432,Youri Tielemans\Youri-Tielemans,be BEL,MF,Leicester City,23-274,1997,22,21,1924,21.4,5,2,2,2,4,0,0.23,0.09,0.33,0.14,0.23,3.2,1.7,1.1,0.15,0.05,0.20,0.08,0.13,Matches
433,Kieran Tierney\Kieran-Tierney,sco SCO,DF,Arsenal,23-245,1997,17,17,1520,16.9,1,1,0,0,3,0,0.06,0.06,0.12,0.06,0.12,0.3,0.3,2.7,0.02,0.16,0.18,0.02,0.18,Matches
434,James Tomkins\James-Tomkins,eng ENG,DF,Crystal Palace,31-313,1989,5,4,388,4.3,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.02,0.00,0.02,0.02,0.02,Matches
435,Fikayo Tomori\Fikayo-Tomori,eng ENG,DF,Chelsea,23-048,1997,1,0,45,0.5,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
436,Ferrán Torres\Ferran-Torres,es ESP,FW,Manchester City,20-342,2000,13,8,717,8.0,2,2,0,0,1,0,0.25,0.25,0.50,0.25,0.50,2.6,2.6,1.2,0.32,0.15,0.47,0.32,0.47,Matches
437,Cenk Tosun\Cenk-Tosun,tr TUR,FW,Everton,29-243,1991,5,0,48,0.5,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.25,0.25,0.00,0.25,Matches
438,Andros Townsend\Andros-Townsend,eng ENG,MF,Crystal Palace,29-204,1991,20,16,1390,15.4,1,3,0,0,0,0,0.06,0.19,0.26,0.06,0.26,1.3,1.3,2.1,0.09,0.14,0.22,0.09,0.22,Matches
439,Conor Townsend\Conor-Townsend,eng ENG,DF,West Brom,27-338,1993,9,9,794,8.8,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.3,0.04,0.03,0.07,0.04,0.07,Matches
440,Adama Traoré\Adama-Traore,es ESP,FWDF,Wolves,25-011,1996,21,13,1333,14.8,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,2.6,0.04,0.18,0.21,0.04,0.21,Matches
441,Bertrand Traoré\Bertrand-Traore,bf BFA,FW,Aston Villa,25-152,1995,18,11,974,10.8,4,2,0,0,0,0,0.37,0.18,0.55,0.37,0.55,2.8,2.8,1.2,0.26,0.11,0.37,0.26,0.37,Matches
442,Trézéguet\Trezeguet,eg EGY,FW,Aston Villa,26-127,1994,12,8,757,8.4,0,1,0,0,0,0,0.00,0.12,0.12,0.00,0.12,2.7,2.7,1.9,0.32,0.22,0.54,0.32,0.54,Matches
443,Leandro Trossard\Leandro-Trossard,be BEL,FWMF,Brighton,26-063,1994,19,16,1437,16.0,2,4,0,0,1,0,0.13,0.25,0.38,0.13,0.38,2.9,2.9,3.1,0.18,0.20,0.38,0.18,0.38,Matches
444,Axel Tuanzebe\Axel-Tuanzebe,eng ENG,DF,Manchester Utd,23-083,1997,5,1,133,1.5,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
445,Cengiz Ünder\Cengiz-Under,tr TUR,MFFW,Leicester City,23-206,1997,8,1,241,2.7,0,2,0,0,0,0,0.00,0.75,0.75,0.00,0.75,0.3,0.3,1.7,0.10,0.63,0.73,0.10,0.73,Matches
446,Yan Valery\Yan-Valery,fr FRA,DFMF,Southampton,21-349,1999,3,1,103,1.1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.27,0.00,0.27,0.27,0.27,Matches
447,Jamie Vardy\Jamie-Vardy,eng ENG,FW,Leicester City,34-025,1987,18,16,1477,16.4,11,5,6,7,1,0,0.67,0.30,0.97,0.30,0.61,12.4,7.1,2.5,0.76,0.15,0.91,0.43,0.58,Matches
448,Joël Veltman\Joel-Veltman,nl NED,DF,Brighton,29-021,1992,16,13,1201,13.3,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.5,0.00,0.04,0.04,0.00,0.04,Matches
449,Jannik Vestergaard\Jannik-Vestergaard,dk DEN,DF,Southampton,28-186,1992,13,12,1125,12.5,3,0,0,0,0,0,0.24,0.00,0.24,0.24,0.24,0.6,0.6,0.4,0.05,0.03,0.08,0.05,0.08,Matches
450,Rúben Vinagre\Ruben-Vinagre,pt POR,DF,Wolves,21-302,1999,2,1,173,1.9,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
451,Carlos Vinícius\Carlos-Vinicius,br BRA,FW,Tottenham,25-317,1995,6,1,162,1.8,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.24,0.06,0.30,0.24,0.30,Matches
452,Vitinha\Vitinha,pt POR,MF,Wolves,20-358,2000,12,2,232,2.6,0,1,0,0,0,0,0.00,0.39,0.39,0.00,0.39,0.4,0.4,0.2,0.16,0.08,0.24,0.16,0.24,Matches
