,,,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
13,Toby Alderweireld\Toby-Alderweireld,be BEL,DF,Tottenham,31-248,1989,4,4,360,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.01,0.02,0.03,0.01,0.03,Matches
14,Trent Alexander-Arnold\Trent-Alexander-Arnold,eng ENG,DF,Liverpool,22-029,1998,7,7,628,0,1,0,0,1,0,0.00,0.14,0.14,0.00,0.14,0.5,0.5,1.2,0.07,0.17,0.24,0.07,0.24,Matches
15,Ezgjan Alioski\Ezgjan-Alioski,mk MKD,DFMF,Leeds United,28-267,1992,5,2,167,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.4,0.15,0.23,0.38,0.15,0.38,Matches
16,Alisson\Alisson,br BRA,GK,Liverpool,28-034,1992,5,5,450,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
17,Allan\Allan,br BRA,MF,Everton,29-302,1991,6,6,540,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.01,0.02,0.00,0.02,Matches
18,Dele Alli\Dele-Alli,eng ENG,MF,Tottenham,24-208,1996,2,1,67,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.25,0.00,0.25,0.25,0.25,Matches
19,Miguel Almirón\Miguel-Almiron,py PAR,MFFW,Newcastle Utd,26-269,1994,6,3,302,0,1,0,0,1,0,0.00,0.30,0.30,0.00,0.30,0.1,0.1,0.8,0.04,0.22,0.27,0.04,0.27,Matches
20,Marcos Alonso\Marcos-Alonso,es ESP,DF,Chelsea,29-313,1990,3,3,225,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.03,0.02,0.05,0.03,0.05,Matches
21,Steven Alzate\Steven-Alzate,co COL,MF,Brighton,22-058,1998,5,4,351,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.3,0.06,0.08,0.15,0.06,0.15,Matches
22,Daniel Amartey\Daniel-Amartey,gh GHA,DF,Leicester City,25-320,1994,2,2,144,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
23,Ethan Ampadu\Ethan-Ampadu,wal WAL,MFDF,Sheffield Utd,20-052,2000,4,3,304,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.03,0.05,0.08,0.03,0.08,Matches
24,Joachim Andersen\Joachim-Andersen,dk DEN,DF,Fulham,24-158,1996,1,1,90,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.04,0.00,0.04,0.04,0.04,Matches
25,Felipe Anderson\Felipe-Anderson,br BRA,FWMF,West Ham,27-204,1993,2,0,3,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
26,Michail Antonio\Michail-Antonio,eng ENG,FW,West Ham,30-222,1990,6,6,481,3,0,0,0,1,0,0.56,0.00,0.56,0.56,0.56,2.8,2.8,0.4,0.52,0.08,0.59,0.52,0.59,Matches
27,Alphonse Areola\Alphonse-Areola,fr FRA,GK,Fulham,27-252,1993,6,6,540,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
28,Stuart Armstrong\Stuart-Armstrong,sco SCO,MF,Southampton,28-220,1992,5,5,422,0,2,0,0,0,0,0.00,0.43,0.43,0.00,0.43,0.3,0.3,0.6,0.07,0.12,0.19,0.07,0.19,Matches
29,Kepa Arrizabalaga\Kepa-Arrizabalaga,es ESP,GK,Chelsea,26-033,1994,3,3,270,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
30,Pierre-Emerick Aubameyang\Pierre-Emerick-Aubameyang,ga GAB,FW,Arsenal,31-140,1989,7,7,626,2,1,1,1,2,0,0.29,0.14,0.43,0.14,0.29,1.7,0.9,1.2,0.24,0.17,0.40,0.13,0.30,Matches
31,Serge Aurier\Serge-Aurier,ci CIV,DF,Tottenham,27-317,1992,2,2,180,1,1,0,0,0,0,0.50,0.50,1.00,0.50,1.00,0.6,0.6,0.4,0.31,0.18,0.49,0.31,0.49,Matches
32,Jordan Ayew\Jordan-Ayew,gh GHA,FW,Crystal Palace,29-055,1991,5,4,360,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.0,0.12,0.00,0.12,0.12,0.12,Matches
33,Luke Ayling\Luke-Ayling,eng ENG,DF,Leeds United,29-072,1991,7,7,630,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,1.1,0.04,0.16,0.19,0.04,0.19,Matches
34,César Azpilicueta\Cesar-Azpilicueta,es ESP,DF,Chelsea,31-069,1989,5,3,321,0,1,0,0,1,0,0.00,0.28,0.28,0.00,0.28,0.1,0.1,0.0,0.01,0.01,0.03,0.01,0.03,Matches
35,Eric Bailly\Eric-Bailly,ci CIV,DF,Manchester Utd,26-207,1994,2,1,98,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
36,Fabián Balbuena\Fabian-Balbuena,py PAR,DF,West Ham,29-074,1991,5,5,450,1,0,0,0,1,0,0.20,0.00,0.20,0.20,0.20,0.3,0.3,0.0,0.06,0.00,0.06,0.06,0.06,Matches
37,George Baldock\George-Baldock,eng ENG,DF,Sheffield Utd,27-241,1993,7,7,630,0,1,0,0,1,0,0.00,0.14,0.14,0.00,0.14,0.3,0.3,0.6,0.04,0.08,0.12,0.04,0.12,Matches
38,Gareth Bale\Gareth-Bale,wal WAL,FW,Tottenham,31-112,1989,2,0,40,1,0,0,0,0,0,2.25,0.00,2.25,2.25,2.25,0.5,0.5,0.1,1.17,0.15,1.33,1.17,1.33,Matches
39,Patrick Bamford\Patrick-Bamford,eng ENG,FW,Leeds United,27-061,1993,7,7,580,6,1,0,0,1,0,0.93,0.16,1.09,0.93,1.09,4.5,4.5,0.4,0.70,0.07,0.77,0.70,0.77,Matches
40,Phil Bardsley\Phil-Bardsley,sco SCO,DF,Burnley,35-130,1985,3,3,270,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.04,0.00,0.04,0.04,0.04,Matches
41,Ross Barkley\Ross-Barkley,eng ENG,MF,Aston Villa,26-336,1993,4,4,360,2,0,0,0,0,0,0.50,0.00,0.50,0.50,0.50,1.2,1.2,0.6,0.31,0.16,0.46,0.31,0.46,Matches
42,Ross Barkley\Ross-Barkley,eng ENG,MF,Chelsea,26-336,1993,2,0,42,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.06,0.16,0.22,0.06,0.22,Matches
43,Ashley Barnes\Ashley-Barnes,eng ENG,FW,Burnley,31-006,1989,4,4,312,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.1,0.23,0.04,0.27,0.23,0.27,Matches
44,Harvey Barnes\Harvey-Barnes,eng ENG,MFFW,Leicester City,22-332,1997,7,7,593,2,1,0,0,0,0,0.30,0.15,0.46,0.30,0.46,2.0,2.0,0.1,0.31,0.01,0.32,0.31,0.32,Matches
45,Kyle Bartley\Kyle-Bartley,eng ENG,DF,West Brom,29-167,1991,4,4,360,1,0,0,0,0,0,0.25,0.00,0.25,0.25,0.25,0.5,0.5,0.0,0.13,0.00,0.13,0.13,0.13,Matches
46,Chris Basham\Chris-Basham,eng ENG,DF,Sheffield Utd,32-108,1988,7,7,562,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.02,0.03,0.06,0.02,0.06,Matches
47,Michy Batshuayi\Michy-Batshuayi,be BEL,FW,Crystal Palace,27-034,1993,5,3,281,0,1,0,0,0,0,0.00,0.32,0.32,0.00,0.32,0.3,0.3,0.8,0.11,0.27,0.38,0.11,0.38,Matches
48,Jan Bednarek\Jan-Bednarek,pl POL,DF,Southampton,24-207,1996,7,7,540,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.05,0.01,0.06,0.05,0.06,Matches
49,Donny van de Beek\Donny-van-de-Beek,nl NED,MFFW,Manchester Utd,23-201,1997,5,0,79,1,0,0,0,0,0,1.14,0.00,1.14,1.14,1.14,0.3,0.3,0.0,0.30,0.04,0.35,0.30,0.35,Matches
50,Héctor Bellerín\Hector-Bellerin,es ESP,DF,Arsenal,25-231,1995,7,7,630,0,2,0,0,3,0,0.00,0.29,0.29,0.00,0.29,0.1,0.1,0.5,0.01,0.07,0.08,0.01,0.08,Matches
51,Saïd Benrahma\Said-Benrahma,dz ALG,MF,West Ham,25-087,1995,1,0,2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
52,Christian Benteke\Christian-Benteke,be BEL,FWMF,Crystal Palace,29-338,1990,3,0,19,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
53,Jóhann Berg Guðmundsson\Johann-Berg-Gudmundsson,is ISL,MF,Burnley,30-009,1990,3,2,174,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.06,0.02,0.09,0.06,0.09,Matches
54,Sander Berge\Sander-Berge,no NOR,MF,Sheffield Utd,22-265,1998,7,6,555,1,0,1,1,2,0,0.16,0.00,0.16,0.00,0.00,0.9,0.1,0.7,0.15,0.12,0.26,0.02,0.14,Matches
55,Steven Bergwijn\Steven-Bergwijn,nl NED,FW,Tottenham,23-028,1997,4,1,154,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.3,0.11,0.15,0.26,0.11,0.26,Matches
56,Bernard\Bernard,br BRA,MFFW,Everton,28-058,1992,2,0,76,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.00,0.28,0.28,0.00,0.28,Matches
57,Bernardo\Bernardo,br BRA,DF,Brighton,25-175,1995,1,0,26,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
58,Ryan Bertrand\Ryan-Bertrand,eng ENG,DF,Southampton,31-092,1989,7,7,618,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.3,0.04,0.05,0.09,0.04,0.09,Matches
59,Yves Bissouma\Yves-Bissouma,ml MLI,MF,Brighton,24-067,1996,6,6,538,1,0,0,0,1,1,0.17,0.00,0.17,0.17,0.17,0.3,0.3,0.0,0.05,0.00,0.05,0.05,0.05,Matches
60,Willy Boly\Willy-Boly,fr FRA,DF,Wolves,29-276,1991,7,7,630,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.03,0.00,0.03,0.03,0.03,Matches
61,Jarrod Bowen\Jarrod-Bowen,eng ENG,MFFW,West Ham,23-321,1996,7,7,590,3,0,0,0,0,0,0.46,0.00,0.46,0.46,0.46,1.6,1.6,0.1,0.24,0.02,0.26,0.24,0.26,Matches
62,Robbie Brady\Robbie-Brady,ie IRL,MFFW,Burnley,28-296,1992,3,1,79,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.08,0.00,0.08,0.08,0.08,Matches
63,Rhian Brewster\Rhian-Brewster,eng ENG,FW,Sheffield Utd,20-218,2000,3,2,170,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.17,0.02,0.19,0.17,0.19,Matches
64,Josh Brownhill\Josh-Brownhill,eng ENG,MF,Burnley,24-322,1995,6,6,540,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.4,0.06,0.06,0.12,0.06,0.12,Matches
65,Joe Bryan\Joe-Bryan,eng ENG,DFFW,Fulham,27-049,1993,5,4,337,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.02,0.04,0.06,0.02,0.06,Matches
66,Oliver Burke\Oliver-Burke,sco SCO,FW,Sheffield Utd,23-212,1997,4,3,255,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.2,0.12,0.06,0.18,0.12,0.18,Matches
67,Dan Burn\Dan-Burn,eng ENG,DF,Brighton,28-180,1992,4,3,294,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches
68,Oskar Buur\Oskar-Buur,dk DEN,DF,Wolves,22-219,1998,1,0,22,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
69,Willy Caballero\Willy-Caballero,ar ARG,GK,Chelsea,39-038,1981,1,1,90,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
70,Gary Cahill\Gary-Cahill,eng ENG,DF,Crystal Palace,34-322,1985,1,1,90,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
71,Tom Cairney\Tom-Cairney,sco SCO,MF,Fulham,29-290,1991,6,6,540,1,0,0,0,2,0,0.17,0.00,0.17,0.17,0.17,0.4,0.4,0.7,0.07,0.12,0.19,0.07,0.19,Matches
72,Dominic Calvert-Lewin\Dominic-Calvert-Lewin,eng ENG,FW,Everton,23-234,1997,7,7,608,8,0,0,0,1,0,1.18,0.00,1.18,1.18,1.18,5.0,5.0,0.3,0.74,0.05,0.79,0.74,0.79,Matches
73,João Cancelo\Joao-Cancelo,pt POR,DFMF,Manchester City,26-162,1994,3,3,270,0,1,0,0,1,0,0.00,0.33,0.33,0.00,0.33,0.1,0.1,0.7,0.02,0.23,0.25,0.02,0.25,Matches
74,Ian Carlo Poveda\Ian-Carlo-Poveda,eng ENG,MFDF,Leeds United,20-270,2000,4,0,135,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.13,0.09,0.21,0.13,0.21,Matches
75,Andy Carroll\Andy-Carroll,eng ENG,FW,Newcastle Utd,31-304,1989,5,2,153,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.15,0.03,0.17,0.15,0.17,Matches
76,Matty Cash\Matty-Cash,eng ENG,DF,Aston Villa,23-090,1997,6,6,505,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.4,0.01,0.08,0.09,0.01,0.09,Matches
77,Timothy Castagne\Timothy-Castagne,be BEL,DF,Leicester City,24-336,1995,6,6,540,1,2,0,0,1,0,0.17,0.33,0.50,0.17,0.50,0.3,0.3,0.5,0.05,0.08,0.13,0.05,0.13,Matches
78,Ivan Cavaleiro\Ivan-Cavaleiro,pt POR,FWMF,Fulham,27-018,1993,6,5,432,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.5,0.02,0.11,0.13,0.02,0.13,Matches
79,Edinson Cavani\Edinson-Cavani,uy URU,FW,Manchester Utd,33-265,1987,2,0,49,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.26,0.00,0.26,0.26,0.26,Matches
80,Dani Ceballos\Dani-Ceballos,es ESP,MF,Arsenal,24-090,1996,6,4,393,0,1,0,0,1,0,0.00,0.23,0.23,0.00,0.23,0.0,0.0,1.6,0.00,0.36,0.36,0.00,0.36,Matches
81,Ben Chilwell\Ben-Chilwell,eng ENG,DF,Chelsea,23-320,1996,4,4,360,1,2,0,0,1,0,0.25,0.50,0.75,0.25,0.75,0.2,0.2,0.6,0.05,0.15,0.19,0.05,0.19,Matches
82,Hamza Choudhury\Hamza-Choudhury,eng ENG,MF,Leicester City,23-035,1997,2,0,15,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
83,Andreas Christensen\Andreas-Christensen,dk DEN,DF,Chelsea,24-209,1996,4,4,314,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches
84,Nathaniel Clyne\Nathaniel-Clyne,eng ENG,DF,Crystal Palace,29-214,1991,2,2,161,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.01,0.05,0.07,0.01,0.07,Matches
85,Conor Coady\Conor-Coady,eng ENG,DF,Wolves,27-254,1993,7,7,630,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.01,0.01,0.00,0.01,Matches
86,Séamus Coleman\Seamus-Coleman,ie IRL,DF,Everton,32-025,1988,5,5,357,0,1,0,0,0,0,0.00,0.25,0.25,0.00,0.25,0.1,0.1,0.5,0.01,0.12,0.13,0.01,0.13,Matches
87,Aaron Connolly\Aaron-Connolly,ie IRL,FW,Brighton,20-282,2000,5,3,287,1,1,0,0,0,0,0.31,0.31,0.63,0.31,0.63,0.5,0.5,0.1,0.17,0.02,0.19,0.17,0.19,Matches
88,Liam Cooper\Liam-Cooper,sco SCO,DF,Leeds United,29-067,1991,4,4,360,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.02,0.00,0.02,0.02,0.02,Matches
89,Hélder Costa\Helder-Costa,pt POR,MFDF,Leeds United,26-298,1994,7,7,577,2,2,0,0,0,0,0.31,0.31,0.62,0.31,0.62,0.6,0.6,0.8,0.09,0.13,0.22,0.09,0.22,Matches
90,Vladimír Coufal\Vladimir-Coufal,cz CZE,DF,West Ham,28-075,1992,4,4,360,0,1,0,0,2,0,0.00,0.25,0.25,0.00,0.25,0.1,0.1,0.2,0.03,0.05,0.08,0.03,0.08,Matches
91,Aaron Cresswell\Aaron-Cresswell,eng ENG,DF,West Ham,30-326,1989,7,7,630,0,3,0,0,0,0,0.00,0.43,0.43,0.00,0.43,0.0,0.0,1.1,0.00,0.16,0.16,0.00,0.16,Matches
92,Stuart Dallas\Stuart-Dallas,nir NIR,DFMF,Leeds United,29-200,1991,7,7,620,1,0,0,0,2,0,0.15,0.00,0.15,0.15,0.15,0.8,0.8,0.2,0.12,0.03,0.15,0.12,0.15,Matches
93,Scott Dann\Scott-Dann,eng ENG,DF,Crystal Palace,33-265,1987,3,3,270,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.08,0.00,0.08,0.08,0.08,Matches
94,Karl Darlow\Karl-Darlow,eng ENG,GK,Newcastle Utd,30-028,1990,7,7,630,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
95,Ben Davies\Ben-Davies,wal WAL,DF,Tottenham,27-195,1993,6,4,384,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.03,0.03,0.06,0.03,0.06,Matches
96,Tom Davies\Tom-Davies,eng ENG,MFDF,Everton,22-128,1998,3,1,92,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
97,Keinan Davis\Keinan-Davis,eng ENG,FW,Aston Villa,22-266,1998,1,0,29,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.08,0.08,0.00,0.08,Matches
98,Leif Davis\Leif-Davis,eng ENG,DF,Leeds United,20-298,2000,1,0,14,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
99,Kevin De Bruyne\Kevin-De-Bruyne,be BEL,MF,Manchester City,29-130,1991,5,4,383,1,2,1,1,0,0,0.23,0.47,0.70,0.00,0.47,1.6,0.9,1.6,0.38,0.37,0.75,0.20,0.57,Matches
100,Liam Delap\Liam-Delap,eng ENG,FW,Manchester City,17-271,2003,1,0,40,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.06,0.00,0.06,0.06,0.06,Matches
101,Fabian Delph\Fabian-Delph,eng ENG,MFDF,Everton,30-350,1989,3,1,156,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.01,0.01,0.03,0.01,0.03,Matches
102,Leander Dendoncker\Leander-Dendoncker,be BEL,MF,Wolves,25-204,1995,6,5,463,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.3,0.09,0.06,0.15,0.09,0.15,Matches
103,Ibrahima Diallo\Ibrahima-Diallo,fr FRA,MF,Southampton,21-242,1999,3,0,21,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.16,0.16,0.00,0.16,Matches
104,Grady Diangana\Grady-Diangana,eng ENG,MFFW,West Brom,22-200,1998,7,7,565,1,0,0,0,0,0,0.16,0.00,0.16,0.16,0.16,0.4,0.4,0.1,0.07,0.02,0.09,0.07,0.09,Matches
105,Raphael Dias Belloli\Raphael-Dias-Belloli,br BRA,MF,Leeds United,23-327,1996,2,0,17,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.58,0.00,0.58,0.58,0.58,Matches
106,Rúben Dias\Ruben-Dias,pt POR,DF,Manchester City,23-175,1997,4,4,360,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.05,0.01,0.05,0.05,0.05,Matches
107,Eric Dier\Eric-Dier,eng ENG,DF,Tottenham,26-295,1994,6,6,540,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.02,0.00,0.02,0.02,0.02,Matches
108,Lucas Digne\Lucas-Digne,fr FRA,DF,Everton,27-108,1993,6,6,521,0,2,0,0,0,1,0.00,0.35,0.35,0.00,0.35,0.1,0.1,1.0,0.02,0.18,0.20,0.02,0.20,Matches
109,Virgil van Dijk\Virgil-van-Dijk,nl NED,DF,Liverpool,29-120,1991,5,5,370,1,0,0,0,1,0,0.24,0.00,0.24,0.24,0.24,0.3,0.3,0.0,0.08,0.00,0.08,0.08,0.08,Matches
110,Issa Diop\Issa-Diop,fr FRA,DF,West Ham,23-301,1997,2,2,180,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
111,Moussa Djenepo\Moussa-Djenepo,ml MLI,MF,Southampton,22-143,1998,4,3,234,1,0,0,0,1,0,0.38,0.00,0.38,0.38,0.38,0.2,0.2,0.2,0.06,0.07,0.13,0.06,0.13,Matches
112,Matt Doherty\Matt-Doherty,ie IRL,DF,Tottenham,28-294,1992,5,5,435,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.07,0.03,0.10,0.07,0.10,Matches
113,Gabriel Dos Santos\Gabriel-Dos-Santos,br BRA,DF,Arsenal,22-322,1997,6,6,540,1,0,0,0,1,0,0.17,0.00,0.17,0.17,0.17,0.3,0.3,0.0,0.04,0.00,0.04,0.04,0.04,Matches
114,Abdoulaye Doucouré\Abdoulaye-Doucoure,fr FRA,MF,Everton,27-309,1993,7,7,558,0,1,0,0,2,0,0.00,0.16,0.16,0.00,0.16,0.3,0.3,1.1,0.05,0.17,0.22,0.05,0.22,Matches
115,Lewis Dunk\Lewis-Dunk,eng ENG,DF,Brighton,28-350,1991,5,5,449,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.09,0.01,0.09,0.09,0.09,Matches
