,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
14,Rúnar Alex Rúnarsson\Runar-Alex-Runarsson,is ISL,GK,Arsenal,26-021,1995,1,0,16,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
15,Trent Alexander-Arnold\Trent-Alexander-Arnold,eng ENG,DF,Liverpool,22-155,1998,26,24,2131,23.7,1,3,1,0,0,1,0,0.04,0.13,0.17,0.04,0.17,1.9,1.9,3.9,5.8,0.08,0.16,0.24,0.08,0.24,Matches
16,Ezgjan Alioski\Ezgjan-Alioski,mk MKD,DFMF,Leeds United,29-027,1992,25,18,1528,17.0,2,0,2,0,0,3,0,0.12,0.00,0.12,0.12,0.12,1.0,1.0,1.9,2.9,0.06,0.11,0.17,0.06,0.17,Matches
17,Alisson\Alisson,br BRA,GK,Liverpool,28-160,1992,23,23,2070,23.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
18,Allan\Allan,br BRA,MF,Everton,30-062,1991,15,14,1241,13.8,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.4,0.01,0.02,0.03,0.01,0.03,Matches
19,Dele Alli\Dele-Alli,eng ENG,MF,Tottenham,24-334,1996,8,2,209,2.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.2,0.7,0.21,0.07,0.29,0.21,0.29,Matches
20,Miguel Almirón\Miguel-Almiron,py PAR,MFFW,Newcastle Utd,27-029,1994,24,18,1583,17.6,4,1,4,0,0,1,0,0.23,0.06,0.28,0.23,0.28,2.4,2.4,2.1,4.5,0.14,0.12,0.26,0.14,0.26,Matches
21,Marcos Alonso\Marcos-Alonso,es ESP,DF,Chelsea,30-073,1990,9,8,704,7.8,1,0,1,0,0,2,0,0.13,0.00,0.13,0.13,0.13,1.0,1.0,1.1,2.1,0.13,0.14,0.26,0.13,0.26,Matches
22,Steven Alzate\Steven-Alzate,co COL,MFDF,Brighton,22-184,1998,12,8,741,8.2,1,0,1,0,0,2,0,0.12,0.00,0.12,0.12,0.12,0.6,0.6,0.4,1.0,0.07,0.05,0.12,0.07,0.12,Matches
23,Daniel Amartey\Daniel-Amartey,gh GHA,DF,Leicester City,26-080,1994,10,6,587,6.5,1,0,1,0,0,1,0,0.15,0.00,0.15,0.15,0.15,0.3,0.3,0.0,0.3,0.05,0.00,0.05,0.05,0.05,Matches
24,Ethan Ampadu\Ethan-Ampadu,wal WAL,DFMF,Sheffield Utd,20-178,2000,21,20,1781,19.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.9,1.3,0.02,0.05,0.06,0.02,0.06,Matches
25,Joachim Andersen\Joachim-Andersen,dk DEN,DF,Fulham,24-284,1996,22,22,1951,21.7,0,1,0,0,0,4,1,0.00,0.05,0.05,0.00,0.05,0.4,0.4,0.5,0.9,0.02,0.02,0.04,0.02,0.04,Matches
26,Elliot Anderson\Elliot-Anderson,sco SCO,MF,Newcastle Utd,18-125,2002,1,0,4,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
27,Felipe Anderson\Felipe-Anderson,br BRA,FWMF,West Ham,27-330,1993,2,0,3,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
28,Michail Antonio\Michail-Antonio,eng ENG,FW,West Ham,30-348,1990,18,16,1331,14.8,7,3,7,0,0,2,0,0.47,0.20,0.68,0.47,0.68,8.1,8.1,1.5,9.6,0.55,0.10,0.65,0.55,0.65,Matches
29,Alphonse Areola\Alphonse-Areola,fr FRA,GK,Fulham,28-012,1993,27,27,2430,27.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
30,Stuart Armstrong\Stuart-Armstrong,sco SCO,MF,Southampton,28-346,1992,23,22,1893,21.0,3,4,3,0,0,3,0,0.14,0.19,0.33,0.14,0.33,1.8,1.8,2.0,3.8,0.08,0.10,0.18,0.08,0.18,Matches
31,Kepa Arrizabalaga\Kepa-Arrizabalaga,es ESP,GK,Chelsea,26-159,1994,4,4,360,4.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
32,Pierre-Emerick Aubameyang\Pierre-Emerick-Aubameyang,ga GAB,FW,Arsenal,31-266,1989,23,20,1853,20.6,9,1,7,2,2,2,0,0.44,0.05,0.49,0.34,0.39,9.0,7.4,1.6,9.1,0.43,0.08,0.51,0.36,0.44,Matches
33,Serge Aurier\Serge-Aurier,ci CIV,DF,Tottenham,28-077,1992,14,14,1155,12.8,2,1,2,0,0,0,0,0.16,0.08,0.23,0.16,0.23,1.0,1.0,1.5,2.6,0.08,0.12,0.20,0.08,0.20,Matches
34,Charlie Austin\Charlie-Austin,eng ENG,FW,West Brom,31-249,1989,5,0,138,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.13,0.00,0.13,0.13,0.13,Matches
35,Jordan Ayew\Jordan-Ayew,gh GHA,FWMF,Crystal Palace,29-181,1991,24,17,1580,17.6,1,3,1,0,0,2,0,0.06,0.17,0.23,0.06,0.23,1.8,1.8,0.6,2.3,0.10,0.03,0.13,0.10,0.13,Matches
36,Luke Ayling\Luke-Ayling,eng ENG,DF,Leeds United,29-198,1991,27,27,2409,26.8,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,1.0,1.0,2.2,3.1,0.04,0.08,0.12,0.04,0.12,Matches
37,César Azpilicueta\Cesar-Azpilicueta,es ESP,DF,Chelsea,31-195,1989,18,16,1491,16.6,1,1,1,0,0,4,0,0.06,0.06,0.12,0.06,0.12,0.8,0.8,1.5,2.3,0.05,0.09,0.14,0.05,0.14,Matches
38,Eric Bailly\Eric-Bailly,ci CIV,DF,Manchester Utd,26-333,1994,8,7,638,7.1,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches
39,Fabián Balbuena\Fabian-Balbuena,py PAR,DF,West Ham,29-200,1991,12,12,1080,12.0,1,0,1,0,0,1,0,0.08,0.00,0.08,0.08,0.08,0.6,0.6,0.0,0.6,0.05,0.00,0.05,0.05,0.05,Matches
40,George Baldock\George-Baldock,eng ENG,DF,Sheffield Utd,28-002,1993,23,23,2023,22.5,0,2,0,0,0,4,0,0.00,0.09,0.09,0.00,0.09,1.1,1.1,1.3,2.3,0.05,0.06,0.10,0.05,0.10,Matches
41,Gareth Bale\Gareth-Bale,wal WAL,FW,Tottenham,31-238,1989,11,5,500,5.6,5,2,5,0,0,1,0,0.90,0.36,1.26,0.90,1.26,3.0,3.0,0.9,3.9,0.54,0.16,0.70,0.54,0.70,Matches
42,Patrick Bamford\Patrick-Bamford,eng ENG,FW,Leeds United,27-187,1993,27,27,2324,25.8,13,5,12,1,1,1,0,0.50,0.19,0.70,0.46,0.66,13.8,13.0,2.8,15.8,0.53,0.11,0.64,0.50,0.61,Matches
43,Phil Bardsley\Phil-Bardsley,sco SCO,DF,Burnley,35-256,1985,4,3,274,3.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.04,0.00,0.04,0.04,0.04,Matches
44,Ross Barkley\Ross-Barkley,eng ENG,MF,Chelsea,27-096,1993,2,0,42,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.06,0.16,0.22,0.06,0.22,Matches
45,Ross Barkley\Ross-Barkley,eng ENG,MF,Aston Villa,27-096,1993,16,14,1119,12.4,3,1,3,0,0,0,0,0.24,0.08,0.32,0.24,0.32,2.9,2.9,2.8,5.7,0.23,0.22,0.46,0.23,0.46,Matches
46,Ashley Barnes\Ashley-Barnes,eng ENG,FW,Burnley,31-132,1989,18,15,1293,14.4,3,0,2,1,1,4,0,0.21,0.00,0.21,0.14,0.14,4.9,4.1,0.7,4.8,0.34,0.05,0.39,0.29,0.33,Matches
47,Harvey Barnes\Harvey-Barnes,eng ENG,FWMF,Leicester City,23-092,1997,25,22,1945,21.6,9,4,9,0,0,0,0,0.42,0.19,0.60,0.42,0.60,6.2,6.2,1.5,7.7,0.29,0.07,0.36,0.29,0.36,Matches
48,Kyle Bartley\Kyle-Bartley,eng ENG,DF,West Brom,29-293,1991,20,18,1690,18.8,3,1,3,0,0,3,0,0.16,0.05,0.21,0.16,0.21,1.8,1.8,0.4,2.2,0.10,0.02,0.12,0.10,0.12,Matches
49,Chris Basham\Chris-Basham,eng ENG,DFMF,Sheffield Utd,32-234,1988,25,25,2036,22.6,0,1,0,0,0,3,0,0.00,0.04,0.04,0.00,0.04,0.6,0.6,0.7,1.3,0.03,0.03,0.06,0.03,0.06,Matches
50,Michy Batshuayi\Michy-Batshuayi,be BEL,FW,Crystal Palace,27-160,1993,16,7,702,7.8,1,1,1,0,0,0,0,0.13,0.13,0.26,0.13,0.26,1.1,1.1,1.4,2.5,0.14,0.18,0.33,0.14,0.33,Matches
51,Jan Bednarek\Jan-Bednarek,pl POL,DF,Southampton,24-333,1996,28,28,2425,26.9,1,1,1,0,0,3,1,0.04,0.04,0.07,0.04,0.07,0.9,0.9,0.3,1.2,0.04,0.01,0.05,0.04,0.05,Matches
52,Donny van de Beek\Donny-van-de-Beek,nl NED,MFFW,Manchester Utd,23-327,1997,13,2,322,3.6,1,0,1,0,0,1,0,0.28,0.00,0.28,0.28,0.28,0.3,0.3,0.1,0.3,0.07,0.02,0.10,0.07,0.10,Matches
53,Héctor Bellerín\Hector-Bellerin,es ESP,DF,Arsenal,25-357,1995,22,22,1910,21.2,1,2,1,0,0,8,0,0.05,0.09,0.14,0.05,0.14,0.6,0.6,2.3,2.9,0.03,0.11,0.14,0.03,0.14,Matches
54,Saïd Benrahma\Said-Benrahma,dz ALG,MFFW,West Ham,25-213,1995,19,10,957,10.6,0,4,0,0,0,0,0,0.00,0.38,0.38,0.00,0.38,1.7,1.7,1.9,3.6,0.16,0.18,0.33,0.16,0.33,Matches
55,Josh Benson\Josh-Benson,eng ENG,MF,Burnley,21-096,1999,6,2,264,2.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.06,0.00,0.06,0.06,0.06,Matches
56,Christian Benteke\Christian-Benteke,be BEL,FW,Crystal Palace,30-098,1990,21,12,1069,11.9,5,1,5,0,0,2,1,0.42,0.08,0.51,0.42,0.51,4.4,4.4,0.9,5.2,0.37,0.07,0.44,0.37,0.44,Matches
57,Jóhann Berg Guðmundsson\Johann-Berg-Gudmundsson,is ISL,MF,Burnley,30-135,1990,14,10,818,9.1,2,0,2,0,0,1,0,0.22,0.00,0.22,0.22,0.22,1.2,1.2,0.2,1.4,0.14,0.02,0.16,0.14,0.16,Matches
58,Sander Berge\Sander-Berge,no NOR,MF,Sheffield Utd,23-025,1998,13,12,1016,11.3,1,1,0,1,1,4,0,0.09,0.09,0.18,0.00,0.09,1.2,0.5,1.2,1.7,0.11,0.11,0.22,0.04,0.15,Matches
59,Steven Bergwijn\Steven-Bergwijn,nl NED,FWMF,Tottenham,23-154,1997,16,11,1021,11.3,0,2,0,0,0,2,0,0.00,0.18,0.18,0.00,0.18,1.7,1.7,1.0,2.7,0.15,0.09,0.24,0.15,0.24,Matches
60,Bernard\Bernard,br BRA,FWMF,Everton,28-184,1992,9,3,395,4.4,1,0,1,0,0,2,0,0.23,0.00,0.23,0.23,0.23,0.2,0.2,0.6,0.8,0.05,0.14,0.18,0.05,0.18,Matches
61,Bernardo\Bernardo,br BRA,DFMF,Brighton,25-301,1995,3,2,206,2.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.2,0.5,0.13,0.09,0.22,0.13,0.22,Matches
62,Ryan Bertrand\Ryan-Bertrand,eng ENG,DF,Southampton,31-218,1989,26,26,2328,25.9,0,1,0,0,0,5,0,0.00,0.04,0.04,0.00,0.04,0.6,0.6,0.7,1.3,0.02,0.03,0.05,0.02,0.05,Matches
63,Yves Bissouma\Yves-Bissouma,ml MLI,MF,Brighton,24-193,1996,25,24,2122,23.6,1,0,1,0,0,6,1,0.04,0.00,0.04,0.04,0.04,0.7,0.7,0.4,1.1,0.03,0.02,0.04,0.03,0.04,Matches
64,Jayden Bogle\Jayden-Bogle,eng ENG,DF,Sheffield Utd,20-227,2000,11,8,806,9.0,2,0,2,0,0,2,0,0.22,0.00,0.22,0.22,0.22,1.4,1.4,0.2,1.5,0.15,0.02,0.17,0.15,0.17,Matches
65,Willy Boly\Willy-Boly,ci CIV,DF,Wolves,30-036,1991,16,16,1440,16.0,1,1,1,0,0,1,0,0.06,0.06,0.12,0.06,0.12,1.0,1.0,0.4,1.4,0.06,0.02,0.09,0.06,0.09,Matches
66,Jarrod Bowen\Jarrod-Bowen,eng ENG,FWMF,West Ham,24-081,1996,27,23,1855,20.6,5,3,5,0,0,0,0,0.24,0.15,0.39,0.24,0.39,4.5,4.5,2.3,6.8,0.22,0.11,0.33,0.22,0.33,Matches
67,Robbie Brady\Robbie-Brady,ie IRL,MF,Burnley,29-056,1992,18,12,1027,11.4,1,1,1,0,0,3,0,0.09,0.09,0.18,0.09,0.18,0.8,0.8,0.9,1.7,0.07,0.08,0.15,0.07,0.15,Matches
68,Rhian Brewster\Rhian-Brewster,eng ENG,FW,Sheffield Utd,20-344,2000,20,9,864,9.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1.4,1.4,1.3,2.7,0.15,0.14,0.28,0.15,0.28,Matches
69,Josh Brownhill\Josh-Brownhill,eng ENG,MF,Burnley,25-082,1995,23,22,1961,21.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1.0,1.0,0.6,1.6,0.04,0.03,0.07,0.04,0.07,Matches
70,Joe Bryan\Joe-Bryan,eng ENG,DFFW,Fulham,27-175,1993,12,5,468,5.2,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.03,0.03,0.06,0.03,0.06,Matches
71,Kean Bryan\Kean-Bryan,eng ENG,DF,Sheffield Utd,24-130,1996,9,8,655,7.3,1,0,1,0,0,0,0,0.14,0.00,0.14,0.14,0.14,0.4,0.4,0.4,0.8,0.06,0.05,0.11,0.06,0.11,Matches
72,Oliver Burke\Oliver-Burke,sco SCO,FW,Sheffield Utd,23-338,1997,18,11,967,10.7,1,1,1,0,0,2,0,0.09,0.09,0.19,0.09,0.19,2.2,2.2,1.7,3.9,0.20,0.16,0.36,0.20,0.36,Matches
73,Dan Burn\Dan-Burn,eng ENG,DF,Brighton,28-306,1992,19,16,1472,16.4,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.4,1.4,0.06,0.03,0.08,0.06,0.08,Matches
74,David Button\David-Button,eng ENG,GK,West Brom,32-012,1989,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
75,Oskar Buur\Oskar-Buur,dk DEN,DF,Wolves,22-345,1998,1,0,22,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
76,Willy Caballero\Willy-Caballero,ar ARG,GK,Chelsea,39-164,1981,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
77,Gary Cahill\Gary-Cahill,eng ENG,DF,Crystal Palace,35-082,1985,13,13,1170,13.0,1,0,1,0,0,2,0,0.08,0.00,0.08,0.08,0.08,0.3,0.3,0.4,0.6,0.02,0.03,0.05,0.02,0.05,Matches
78,Tom Cairney\Tom-Cairney,sco SCO,MF,Fulham,30-050,1991,10,9,759,8.4,1,1,1,0,0,2,0,0.12,0.12,0.24,0.12,0.24,0.7,0.7,1.4,2.1,0.08,0.17,0.25,0.08,0.25,Matches
79,Dominic Calvert-Lewin\Dominic-Calvert-Lewin,eng ENG,FW,Everton,23-360,1997,24,23,2061,22.9,13,0,13,0,0,3,0,0.57,0.00,0.57,0.57,0.57,11.0,11.0,1.0,12.1,0.48,0.05,0.53,0.48,0.53,Matches
80,João Cancelo\Joao-Cancelo,pt POR,DF,Manchester City,26-288,1994,22,21,1857,20.6,1,2,1,0,0,4,0,0.05,0.10,0.15,0.05,0.15,1.7,1.7,3.8,5.4,0.08,0.18,0.26,0.08,0.26,Matches
81,Ian Carlo Poveda\Ian-Carlo-Poveda,eng ENG,MFDF,Leeds United,21-030,2000,10,0,253,2.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.4,0.7,0.13,0.13,0.26,0.13,0.26,Matches
82,Andy Carroll\Andy-Carroll,eng ENG,FW,Newcastle Utd,32-064,1989,15,4,382,4.2,1,0,1,0,0,1,0,0.24,0.00,0.24,0.24,0.24,1.2,1.2,0.1,1.2,0.28,0.02,0.29,0.28,0.29,Matches
83,Matty Cash\Matty-Cash,eng ENG,DF,Aston Villa,23-216,1997,21,21,1822,20.2,0,2,0,0,0,5,0,0.00,0.10,0.10,0.00,0.10,0.3,0.3,1.7,2.0,0.01,0.08,0.10,0.01,0.10,Matches
84,Kiko Casilla\Kiko-Casilla,es ESP,GK,Leeds United,34-160,1986,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
85,Timothy Castagne\Timothy-Castagne,be BEL,DF,Leicester City,25-096,1995,17,17,1445,16.1,1,2,1,0,0,1,0,0.06,0.12,0.19,0.06,0.19,0.6,0.6,1.2,1.8,0.04,0.07,0.11,0.04,0.11,Matches
86,Jonny Castro\Jonny-Castro,es ESP,DF,Wolves,27-008,1994,6,6,405,4.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.01,0.02,0.03,0.01,0.03,Matches
87,Ivan Cavaleiro\Ivan-Cavaleiro,pt POR,FWMF,Fulham,27-144,1993,26,19,1732,19.2,3,0,2,1,2,2,0,0.16,0.00,0.16,0.10,0.10,4.6,3.9,2.2,6.1,0.24,0.12,0.36,0.20,0.32,Matches
88,Edinson Cavani\Edinson-Cavani,uy URU,FW,Manchester Utd,34-025,1987,18,9,927,10.3,6,2,6,0,0,1,0,0.58,0.19,0.78,0.58,0.78,5.0,5.0,1.7,6.7,0.49,0.16,0.65,0.49,0.65,Matches
89,Dani Ceballos\Dani-Ceballos,es ESP,MF,Arsenal,24-216,1996,19,11,1123,12.5,0,2,0,0,0,3,0,0.00,0.16,0.16,0.00,0.16,0.3,0.3,2.2,2.5,0.02,0.17,0.20,0.02,0.20,Matches
90,Calum Chambers\Calum-Chambers,eng ENG,DF,Arsenal,26-050,1995,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.13,0.13,0.00,0.13,Matches
91,Ben Chilwell\Ben-Chilwell,eng ENG,DF,Chelsea,24-080,1996,20,20,1666,18.5,2,4,2,0,0,3,0,0.11,0.22,0.32,0.11,0.32,1.4,1.4,1.4,2.8,0.08,0.07,0.15,0.08,0.15,Matches
92,Hamza Choudhury\Hamza-Choudhury,eng ENG,MF,Leicester City,23-161,1997,9,4,305,3.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.4,0.11,0.00,0.11,0.11,0.11,Matches
93,Andreas Christensen\Andreas-Christensen,dk DEN,DF,Chelsea,24-335,1996,11,10,909,10.1,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.01,0.02,0.03,0.01,0.03,Matches
94,Ciaran Clark\Ciaran-Clark,ie IRL,DF,Newcastle Utd,31-166,1989,16,15,1385,15.4,1,0,1,0,0,3,0,0.06,0.00,0.06,0.06,0.06,0.3,0.3,0.1,0.4,0.02,0.00,0.03,0.02,0.03,Matches
95,Nathaniel Clyne\Nathaniel-Clyne,eng ENG,DF,Crystal Palace,29-340,1991,13,13,1145,12.7,0,1,0,0,0,2,0,0.00,0.08,0.08,0.00,0.08,0.1,0.1,0.4,0.5,0.01,0.03,0.04,0.01,0.04,Matches
96,Conor Coady\Conor-Coady,eng ENG,DF,Wolves,28-014,1993,27,27,2403,26.7,1,0,1,0,0,4,0,0.04,0.00,0.04,0.04,0.04,1.1,1.1,0.1,1.2,0.04,0.00,0.05,0.04,0.05,Matches
97,Séamus Coleman\Seamus-Coleman,ie IRL,DF,Everton,32-151,1988,15,10,885,9.8,0,1,0,0,0,0,0,0.00,0.10,0.10,0.00,0.10,0.5,0.5,0.8,1.2,0.05,0.08,0.13,0.05,0.13,Matches
98,Aaron Connolly\Aaron-Connolly,ie IRL,FW,Brighton,21-042,2000,15,9,722,8.0,2,1,2,0,0,0,0,0.25,0.12,0.37,0.25,0.37,3.3,3.3,0.2,3.5,0.41,0.02,0.43,0.41,0.43,Matches
99,Liam Cooper\Liam-Cooper,sco SCO,DF,Leeds United,29-193,1991,21,21,1871,20.8,1,0,1,0,0,3,0,0.05,0.00,0.05,0.05,0.05,1.3,1.3,0.0,1.3,0.06,0.00,0.06,0.06,0.06,Matches
100,Jack Cork\Jack-Cork,eng ENG,MF,Burnley,31-259,1989,9,8,735,8.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.2,0.4,0.03,0.02,0.05,0.03,0.05,Matches
101,Hélder Costa\Helder-Costa,pt POR,MF,Leeds United,27-058,1994,18,10,902,10.0,3,3,3,0,0,0,0,0.30,0.30,0.60,0.30,0.60,1.6,1.6,0.9,2.5,0.16,0.09,0.25,0.16,0.25,Matches
102,Vladimír Coufal\Vladimir-Coufal,cz CZE,DF,West Ham,28-201,1992,23,23,2064,22.9,0,3,0,0,0,2,0,0.00,0.13,0.13,0.00,0.13,0.9,0.9,2.9,3.8,0.04,0.13,0.17,0.04,0.17,Matches
103,Aaron Cresswell\Aaron-Cresswell,eng ENG,DF,West Ham,31-086,1989,27,27,2430,27.0,0,7,0,0,0,1,0,0.00,0.26,0.26,0.00,0.26,0.8,0.8,4.2,5.1,0.03,0.16,0.19,0.03,0.19,Matches
104,Patrick Cutrone\Patrick-Cutrone,it ITA,FWMF,Wolves,23-067,1998,2,0,25,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.61,0.00,0.61,0.61,0.61,Matches
105,Stuart Dallas\Stuart-Dallas,nir NIR,DFMF,Leeds United,29-326,1991,27,27,2420,26.9,5,2,5,0,0,5,0,0.19,0.07,0.26,0.19,0.26,2.7,2.7,1.6,4.3,0.10,0.06,0.16,0.10,0.16,Matches
106,Scott Dann\Scott-Dann,eng ENG,DF,Crystal Palace,34-025,1987,12,12,1080,12.0,1,0,1,0,0,1,0,0.08,0.00,0.08,0.08,0.08,0.3,0.3,0.0,0.4,0.03,0.00,0.03,0.03,0.03,Matches
