,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
10,Nathan Aké\Nathan-Ake,nl NED,DF,Manchester City,26-070,1995,7,6,527,5.9,1,0,1,0,0,4,0,0.17,0.00,0.17,0.17,0.17,0.1,0.1,0.0,0.1,0.02,0.00,0.02,0.02,0.02,Matches
11,Marc Albrighton\Marc-Albrighton,eng ENG,FWDF,Leicester City,31-162,1989,26,13,1399,15.5,0,4,0,0,0,2,0,0.00,0.26,0.26,0.00,0.26,1.1,1.1,3.5,4.6,0.07,0.23,0.30,0.07,0.30,Matches
12,Thiago Alcántara\Thiago-Alcantara,es ESP,MF,Liverpool,30-018,1991,19,15,1404,15.6,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,1.6,2.1,0.03,0.10,0.13,0.03,0.13,Matches
13,Toby Alderweireld\Toby-Alderweireld,be BEL,DF,Tottenham,32-058,1989,20,20,1790,19.9,1,0,1,0,0,2,0,0.05,0.00,0.05,0.05,0.05,0.7,0.7,0.2,0.9,0.03,0.01,0.05,0.03,0.05,Matches
14,Rúnar Alex Rúnarsson\Runar-Alex-Runarsson,is ISL,GK,Arsenal,26-070,1995,1,0,16,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
15,Trent Alexander-Arnold\Trent-Alexander-Arnold,eng ENG,DF,Liverpool,22-204,1998,31,29,2581,28.7,2,5,2,0,0,1,0,0.07,0.17,0.24,0.07,0.24,2.1,2.1,5.9,8.1,0.07,0.21,0.28,0.07,0.28,Matches
16,Ezgjan Alioski\Ezgjan-Alioski,mk MKD,DF,Leeds United,29-076,1992,31,24,2056,22.8,2,1,2,0,0,7,0,0.09,0.04,0.13,0.09,0.13,1.3,1.3,2.2,3.5,0.06,0.09,0.15,0.06,0.15,Matches
17,Alisson\Alisson,br BRA,GK,Liverpool,28-209,1992,28,28,2520,28.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
18,Allan\Allan,br BRA,MF,Everton,30-111,1991,18,17,1511,16.8,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.5,0.6,0.01,0.03,0.04,0.01,0.04,Matches
19,Dele Alli\Dele-Alli,eng ENG,MF,Tottenham,25-018,1996,10,2,239,2.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.2,0.7,0.19,0.07,0.26,0.19,0.26,Matches
20,Miguel Almirón\Miguel-Almiron,py PAR,MFFW,Newcastle Utd,27-078,1994,29,23,2011,22.3,4,1,4,0,0,2,0,0.18,0.04,0.22,0.18,0.22,3.1,3.1,2.3,5.4,0.14,0.10,0.24,0.14,0.24,Matches
21,Marcos Alonso\Marcos-Alonso,es ESP,DF,Chelsea,30-122,1990,11,10,860,9.6,1,0,1,0,0,2,0,0.10,0.00,0.10,0.10,0.10,1.1,1.1,1.1,2.2,0.12,0.11,0.23,0.12,0.23,Matches
22,Steven Alzate\Steven-Alzate,co COL,MFDF,Brighton,22-233,1998,12,8,741,8.2,1,0,1,0,0,2,0,0.12,0.00,0.12,0.12,0.12,0.6,0.6,0.4,1.0,0.07,0.05,0.12,0.07,0.12,Matches
23,Daniel Amartey\Daniel-Amartey,gh GHA,DF,Leicester City,26-129,1994,12,8,722,8.0,1,0,1,0,0,2,0,0.12,0.00,0.12,0.12,0.12,0.4,0.4,0.0,0.4,0.05,0.00,0.05,0.05,0.05,Matches
24,Ethan Ampadu\Ethan-Ampadu,wal WAL,DFMF,Sheffield Utd,20-227,2000,25,23,2089,23.2,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.9,1.3,0.01,0.04,0.06,0.01,0.06,Matches
25,Joachim Andersen\Joachim-Andersen,dk DEN,DF,Fulham,24-333,1996,27,27,2401,26.7,1,1,1,0,0,6,1,0.04,0.04,0.07,0.04,0.07,0.8,0.8,0.5,1.2,0.03,0.02,0.05,0.03,0.05,Matches
26,Elliot Anderson\Elliot-Anderson,sco SCO,MF,Newcastle Utd,18-174,2002,1,0,4,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
27,Felipe Anderson\Felipe-Anderson,br BRA,FWMF,West Ham,28-014,1993,2,0,3,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
28,Michail Antonio\Michail-Antonio,eng ENG,FW,West Ham,31-032,1990,21,19,1546,17.2,7,5,7,0,0,3,0,0.41,0.29,0.70,0.41,0.70,9.6,9.6,2.0,11.5,0.56,0.11,0.67,0.56,0.67,Matches
29,Alphonse Areola\Alphonse-Areola,fr FRA,GK,Fulham,28-061,1993,32,32,2880,32.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
30,Stuart Armstrong\Stuart-Armstrong,sco SCO,MF,Southampton,29-030,1992,27,26,2237,24.9,4,4,4,0,0,3,0,0.16,0.16,0.32,0.16,0.32,2.6,2.6,2.3,4.8,0.10,0.09,0.19,0.10,0.19,Matches
31,Kepa Arrizabalaga\Kepa-Arrizabalaga,es ESP,GK,Chelsea,26-208,1994,5,5,450,5.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
32,Pierre-Emerick Aubameyang\Pierre-Emerick-Aubameyang,ga GAB,FW,Arsenal,31-315,1989,25,22,2009,22.3,9,1,7,2,2,2,0,0.40,0.04,0.45,0.31,0.36,9.0,7.5,2.0,9.4,0.40,0.09,0.49,0.33,0.42,Matches
33,Serge Aurier\Serge-Aurier,ci CIV,DF,Tottenham,28-126,1992,17,17,1425,15.8,2,1,2,0,0,0,0,0.13,0.06,0.19,0.13,0.19,1.3,1.3,1.5,2.9,0.08,0.10,0.18,0.08,0.18,Matches
34,Charlie Austin\Charlie-Austin,eng ENG,FW,West Brom,31-298,1989,5,0,138,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.13,0.00,0.13,0.13,0.13,Matches
35,Jordan Ayew\Jordan-Ayew,gh GHA,FWMF,Crystal Palace,29-230,1991,28,21,1898,21.1,1,3,1,0,0,2,0,0.05,0.14,0.19,0.05,0.19,1.8,1.8,0.6,2.4,0.09,0.03,0.11,0.09,0.11,Matches
36,Luke Ayling\Luke-Ayling,eng ENG,DF,Leeds United,29-247,1991,33,33,2949,32.8,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,1.0,1.0,2.6,3.6,0.03,0.08,0.11,0.03,0.11,Matches
37,César Azpilicueta\Cesar-Azpilicueta,es ESP,DF,Chelsea,31-244,1989,22,20,1846,20.5,1,1,1,0,0,4,0,0.05,0.05,0.10,0.05,0.10,0.8,0.8,1.9,2.7,0.04,0.09,0.13,0.04,0.13,Matches
38,Eric Bailly\Eric-Bailly,ci CIV,DF,Manchester Utd,27-017,1994,8,7,638,7.1,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches
39,Fabián Balbuena\Fabian-Balbuena,py PAR,DF,West Ham,29-249,1991,14,13,1198,13.3,1,0,1,0,0,1,1,0.08,0.00,0.08,0.08,0.08,0.6,0.6,0.0,0.6,0.05,0.00,0.05,0.05,0.05,Matches
40,George Baldock\George-Baldock,eng ENG,DF,Sheffield Utd,28-051,1993,28,28,2427,27.0,0,2,0,0,0,5,0,0.00,0.07,0.07,0.00,0.07,1.1,1.1,1.4,2.5,0.04,0.05,0.09,0.04,0.09,Matches
41,Gareth Bale\Gareth-Bale,wal WAL,FW,Tottenham,31-287,1989,15,7,650,7.2,6,2,6,0,0,1,0,0.83,0.28,1.11,0.83,1.11,3.2,3.2,1.2,4.4,0.45,0.16,0.61,0.45,0.61,Matches
42,Patrick Bamford\Patrick-Bamford,eng ENG,FW,Leeds United,27-236,1993,33,33,2722,30.2,14,7,13,1,1,3,0,0.46,0.23,0.69,0.43,0.66,15.1,14.3,3.7,18.0,0.50,0.12,0.62,0.47,0.60,Matches
43,Phil Bardsley\Phil-Bardsley,sco SCO,DF,Burnley,35-305,1985,4,3,274,3.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.04,0.00,0.04,0.04,0.04,Matches
44,Ross Barkley\Ross-Barkley,eng ENG,MF,Aston Villa,27-145,1993,21,15,1301,14.5,3,1,3,0,0,0,0,0.21,0.07,0.28,0.21,0.28,3.1,3.1,3.4,6.4,0.21,0.23,0.45,0.21,0.45,Matches
45,Ross Barkley\Ross-Barkley,eng ENG,MF,Chelsea,27-145,1993,2,0,42,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.06,0.16,0.22,0.06,0.22,Matches
46,Ashley Barnes\Ashley-Barnes,eng ENG,FW,Burnley,31-181,1989,18,15,1293,14.4,3,0,2,1,1,4,0,0.21,0.00,0.21,0.14,0.14,4.9,4.1,0.7,4.8,0.34,0.05,0.39,0.29,0.33,Matches
47,Harvey Barnes\Harvey-Barnes,eng ENG,FWMF,Leicester City,23-141,1997,25,22,1945,21.6,9,4,9,0,0,0,0,0.42,0.19,0.60,0.42,0.60,6.2,6.2,1.5,7.7,0.29,0.07,0.35,0.29,0.35,Matches
48,Kyle Bartley\Kyle-Bartley,eng ENG,DF,West Brom,29-342,1991,25,23,2134,23.7,3,1,3,0,0,4,0,0.13,0.04,0.17,0.13,0.17,1.8,1.8,0.2,2.0,0.08,0.01,0.08,0.08,0.08,Matches
49,Chris Basham\Chris-Basham,eng ENG,DFMF,Sheffield Utd,32-283,1988,26,26,2126,23.6,0,1,0,0,0,3,0,0.00,0.04,0.04,0.00,0.04,0.6,0.6,0.7,1.3,0.03,0.03,0.06,0.03,0.06,Matches
50,Michy Batshuayi\Michy-Batshuayi,be BEL,FW,Crystal Palace,27-209,1993,17,7,709,7.9,2,1,2,0,0,0,0,0.25,0.13,0.38,0.25,0.38,1.4,1.4,1.4,2.8,0.17,0.18,0.36,0.17,0.36,Matches
51,Jan Bednarek\Jan-Bednarek,pl POL,DF,Southampton,25-017,1996,32,32,2785,30.9,1,1,1,0,0,3,1,0.03,0.03,0.06,0.03,0.06,0.9,0.9,0.3,1.3,0.03,0.01,0.04,0.03,0.04,Matches
52,Donny van de Beek\Donny-van-de-Beek,nl NED,MFFW,Manchester Utd,24-011,1997,16,2,340,3.8,1,1,1,0,0,1,0,0.26,0.26,0.53,0.26,0.53,0.3,0.3,1.0,1.3,0.07,0.27,0.34,0.07,0.34,Matches
53,Héctor Bellerín\Hector-Bellerin,es ESP,DF,Arsenal,26-041,1995,23,23,1977,22.0,1,2,1,0,0,8,0,0.05,0.09,0.14,0.05,0.14,0.7,0.7,2.3,3.0,0.03,0.11,0.14,0.03,0.14,Matches
54,Saïd Benrahma\Said-Benrahma,dz ALG,MFFW,West Ham,25-262,1995,25,11,1122,12.5,0,4,0,0,0,0,0,0.00,0.32,0.32,0.00,0.32,1.8,1.8,2.8,4.6,0.14,0.23,0.37,0.14,0.37,Matches
55,Josh Benson\Josh-Benson,eng ENG,MF,Burnley,21-145,1999,6,2,264,2.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.06,0.00,0.06,0.06,0.06,Matches
56,Christian Benteke\Christian-Benteke,be BEL,FW,Crystal Palace,30-147,1990,25,16,1415,15.7,6,1,6,0,0,2,1,0.38,0.06,0.45,0.38,0.45,5.2,5.2,0.9,6.1,0.33,0.06,0.39,0.33,0.39,Matches
57,Jóhann Berg Guðmundsson\Johann-Berg-Gudmundsson,is ISL,MF,Burnley,30-184,1990,18,14,1148,12.8,2,0,2,0,0,1,0,0.16,0.00,0.16,0.16,0.16,1.5,1.5,0.4,1.8,0.11,0.03,0.14,0.11,0.14,Matches
58,Sander Berge\Sander-Berge,no NOR,MF,Sheffield Utd,23-074,1998,13,12,1016,11.3,1,1,0,1,1,4,0,0.09,0.09,0.18,0.00,0.09,1.2,0.5,1.2,1.7,0.11,0.11,0.22,0.04,0.15,Matches
59,Steven Bergwijn\Steven-Bergwijn,nl NED,FWMF,Tottenham,23-203,1997,18,11,1054,11.7,0,2,0,0,0,2,0,0.00,0.17,0.17,0.00,0.17,1.7,1.7,1.1,2.8,0.15,0.09,0.24,0.15,0.24,Matches
60,Bernard\Bernard,br BRA,FWMF,Everton,28-233,1992,9,3,395,4.4,1,0,1,0,0,2,0,0.23,0.00,0.23,0.23,0.23,0.2,0.2,0.6,0.8,0.05,0.13,0.18,0.05,0.18,Matches
61,Bernardo\Bernardo,br BRA,DFMF,Brighton,25-350,1995,3,2,206,2.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.2,0.5,0.13,0.09,0.22,0.13,0.22,Matches
62,Ryan Bertrand\Ryan-Bertrand,eng ENG,DF,Southampton,31-267,1989,29,29,2598,28.9,0,1,0,0,0,5,0,0.00,0.03,0.03,0.00,0.03,0.6,0.6,1.2,1.8,0.02,0.04,0.06,0.02,0.06,Matches
63,Yves Bissouma\Yves-Bissouma,ml MLI,MF,Brighton,24-242,1996,31,30,2662,29.6,1,0,1,0,0,6,1,0.03,0.00,0.03,0.03,0.03,1.0,1.0,1.0,2.0,0.03,0.03,0.07,0.03,0.07,Matches
64,Jayden Bogle\Jayden-Bogle,eng ENG,DF,Sheffield Utd,20-276,2000,14,10,976,10.8,2,0,2,0,0,2,0,0.18,0.00,0.18,0.18,0.18,1.6,1.6,0.2,1.8,0.15,0.02,0.16,0.15,0.16,Matches
65,Willy Boly\Willy-Boly,ci CIV,DF,Wolves,30-085,1991,19,19,1710,19.0,1,1,1,0,0,1,0,0.05,0.05,0.11,0.05,0.11,1.1,1.1,0.4,1.5,0.06,0.02,0.08,0.06,0.08,Matches
66,Jarrod Bowen\Jarrod-Bowen,eng ENG,FWMF,West Ham,24-130,1996,33,28,2336,26.0,8,5,8,0,0,0,0,0.31,0.19,0.50,0.31,0.50,5.6,5.6,3.5,9.0,0.21,0.13,0.35,0.21,0.35,Matches
67,Robbie Brady\Robbie-Brady,ie IRL,MF,Burnley,29-105,1992,19,12,1052,11.7,1,1,1,0,0,3,0,0.09,0.09,0.17,0.09,0.17,0.8,0.8,0.9,1.7,0.07,0.08,0.15,0.07,0.15,Matches
68,Rhian Brewster\Rhian-Brewster,eng ENG,FW,Sheffield Utd,21-028,2000,24,11,1047,11.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1.5,1.5,1.6,3.1,0.13,0.14,0.27,0.13,0.27,Matches
69,Nathan Broadhead\Nathan-Broadhead,wal WAL,MF,Everton,23-024,1998,1,0,3,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
70,Josh Brownhill\Josh-Brownhill,eng ENG,MF,Burnley,25-131,1995,28,27,2408,26.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,1.4,1.4,0.8,2.2,0.05,0.03,0.08,0.05,0.08,Matches
71,Joe Bryan\Joe-Bryan,eng ENG,DFFW,Fulham,27-224,1993,13,5,475,5.3,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.03,0.03,0.06,0.03,0.06,Matches
72,Kean Bryan\Kean-Bryan,eng ENG,DF,Sheffield Utd,24-179,1996,12,11,925,10.3,1,0,1,0,0,1,0,0.10,0.00,0.10,0.10,0.10,0.4,0.4,0.4,0.8,0.04,0.04,0.08,0.04,0.08,Matches
73,Oliver Burke\Oliver-Burke,sco SCO,FW,Sheffield Utd,24-022,1997,23,13,1160,12.9,1,1,1,0,0,2,0,0.08,0.08,0.16,0.08,0.16,2.3,2.3,1.7,4.1,0.18,0.13,0.32,0.18,0.32,Matches
74,Dan Burn\Dan-Burn,eng ENG,DF,Brighton,28-355,1992,22,18,1611,17.9,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.8,1.7,0.05,0.04,0.10,0.05,0.10,Matches
75,David Button\David-Button,eng ENG,GK,West Brom,32-061,1989,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
76,Oskar Buur\Oskar-Buur,dk DEN,DF,Wolves,23-029,1998,1,0,22,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
77,Willy Caballero\Willy-Caballero,ar ARG,GK,Chelsea,39-213,1981,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
78,Gary Cahill\Gary-Cahill,eng ENG,DF,Crystal Palace,35-131,1985,16,16,1440,16.0,1,0,1,0,0,3,0,0.06,0.00,0.06,0.06,0.06,0.3,0.3,0.4,0.6,0.02,0.02,0.04,0.02,0.04,Matches
79,Tom Cairney\Tom-Cairney,sco SCO,MF,Fulham,30-099,1991,10,9,759,8.4,1,1,1,0,0,2,0,0.12,0.12,0.24,0.12,0.24,0.7,0.7,1.4,2.1,0.08,0.17,0.25,0.08,0.25,Matches
80,Dominic Calvert-Lewin\Dominic-Calvert-Lewin,eng ENG,FW,Everton,24-044,1997,27,26,2331,25.9,14,0,14,0,0,3,0,0.54,0.00,0.54,0.54,0.54,13.1,13.1,1.2,14.3,0.51,0.05,0.55,0.51,0.55,Matches
81,João Cancelo\Joao-Cancelo,pt POR,DF,Manchester City,26-337,1994,24,23,2037,22.6,1,3,1,0,0,4,0,0.04,0.13,0.18,0.04,0.18,1.8,1.8,4.6,6.3,0.08,0.20,0.28,0.08,0.28,Matches
82,Ian Carlo Poveda\Ian-Carlo-Poveda,eng ENG,MFDF,Leeds United,21-079,2000,12,0,300,3.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.8,1.1,0.11,0.23,0.34,0.11,0.34,Matches
83,Andy Carroll\Andy-Carroll,eng ENG,FW,Newcastle Utd,32-113,1989,17,4,386,4.3,1,0,1,0,0,1,0,0.23,0.00,0.23,0.23,0.23,1.2,1.2,0.1,1.2,0.27,0.02,0.29,0.27,0.29,Matches
84,Matty Cash\Matty-Cash,eng ENG,DF,Aston Villa,23-265,1997,25,25,2148,23.9,0,2,0,0,0,8,1,0.00,0.08,0.08,0.00,0.08,0.3,0.3,1.9,2.2,0.01,0.08,0.09,0.01,0.09,Matches
85,Kiko Casilla\Kiko-Casilla,es ESP,GK,Leeds United,34-209,1986,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
86,Timothy Castagne\Timothy-Castagne,be BEL,DF,Leicester City,25-145,1995,22,22,1895,21.1,2,3,2,0,0,1,0,0.09,0.14,0.24,0.09,0.24,1.0,1.0,2.0,3.0,0.05,0.09,0.14,0.05,0.14,Matches
87,Jonny Castro\Jonny-Castro,es ESP,DF,Wolves,27-057,1994,7,7,495,5.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.01,0.03,0.04,0.01,0.04,Matches
88,Ivan Cavaleiro\Ivan-Cavaleiro,pt POR,FWMF,Fulham,27-193,1993,31,22,2035,22.6,3,0,2,1,2,2,0,0.13,0.00,0.13,0.09,0.09,4.9,4.2,2.6,6.7,0.22,0.11,0.33,0.18,0.30,Matches
89,Edinson Cavani\Edinson-Cavani,uy URU,FW,Manchester Utd,34-074,1987,22,11,1148,12.8,8,2,8,0,0,3,0,0.63,0.16,0.78,0.63,0.78,6.6,6.6,1.9,8.5,0.52,0.15,0.66,0.52,0.66,Matches
90,Dani Ceballos\Dani-Ceballos,es ESP,MF,Arsenal,24-265,1996,23,15,1450,16.1,0,3,0,0,0,3,0,0.00,0.19,0.19,0.00,0.19,0.5,0.5,2.8,3.3,0.03,0.18,0.21,0.03,0.21,Matches
91,Calum Chambers\Calum-Chambers,eng ENG,DF,Arsenal,26-099,1995,5,5,442,4.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.7,1.1,0.09,0.13,0.22,0.09,0.22,Matches
92,Ben Chilwell\Ben-Chilwell,eng ENG,DF,Chelsea,24-129,1996,23,23,1936,21.5,2,5,2,0,0,3,0,0.09,0.23,0.33,0.09,0.33,1.7,1.7,2.0,3.7,0.08,0.09,0.17,0.08,0.17,Matches
93,Hamza Choudhury\Hamza-Choudhury,eng ENG,MF,Leicester City,23-210,1997,9,4,305,3.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.4,0.11,0.00,0.11,0.11,0.11,Matches
94,Andreas Christensen\Andreas-Christensen,dk DEN,DF,Chelsea,25-019,1996,15,13,1237,13.7,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.4,0.5,0.01,0.03,0.03,0.01,0.03,Matches
95,Ciaran Clark\Ciaran-Clark,ie IRL,DF,Newcastle Utd,31-215,1989,21,20,1808,20.1,1,0,1,0,0,3,0,0.05,0.00,0.05,0.05,0.05,0.3,0.3,0.1,0.4,0.02,0.00,0.02,0.02,0.02,Matches
96,Nathaniel Clyne\Nathaniel-Clyne,eng ENG,DF,Crystal Palace,30-024,1991,13,13,1145,12.7,0,1,0,0,0,2,0,0.00,0.08,0.08,0.00,0.08,0.1,0.1,0.4,0.5,0.01,0.03,0.04,0.01,0.04,Matches
97,Conor Coady\Conor-Coady,eng ENG,DF,Wolves,28-063,1993,32,32,2853,31.7,1,0,1,0,0,4,0,0.03,0.00,0.03,0.03,0.03,1.3,1.3,0.1,1.4,0.04,0.00,0.04,0.04,0.04,Matches
98,Séamus Coleman\Seamus-Coleman,ie IRL,DF,Everton,32-200,1988,20,13,1188,13.2,0,3,0,0,0,0,0,0.00,0.23,0.23,0.00,0.23,0.6,0.6,1.8,2.4,0.04,0.14,0.18,0.04,0.18,Matches
99,Aaron Connolly\Aaron-Connolly,ie IRL,FW,Brighton,21-091,2000,16,9,746,8.3,2,1,2,0,0,0,0,0.24,0.12,0.36,0.24,0.36,3.3,3.3,0.2,3.5,0.40,0.02,0.42,0.40,0.42,Matches
100,Liam Cooper\Liam-Cooper,sco SCO,DF,Leeds United,29-242,1991,23,23,2005,22.3,1,0,1,0,0,3,1,0.04,0.00,0.04,0.04,0.04,1.3,1.3,0.0,1.3,0.06,0.00,0.06,0.06,0.06,Matches
101,Jack Cork\Jack-Cork,eng ENG,MF,Burnley,31-308,1989,11,10,915,10.2,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.2,0.5,0.03,0.02,0.05,0.03,0.05,Matches
102,Hélder Costa\Helder-Costa,pt POR,MFFW,Leeds United,27-107,1994,22,13,1156,12.8,3,3,3,0,0,0,0,0.23,0.23,0.47,0.23,0.47,2.0,2.0,0.9,2.9,0.16,0.07,0.23,0.16,0.23,Matches
103,Vladimír Coufal\Vladimir-Coufal,cz CZE,DF,West Ham,28-250,1992,29,29,2604,28.9,0,5,0,0,0,3,0,0.00,0.17,0.17,0.00,0.17,1.0,1.0,3.9,5.0,0.04,0.14,0.17,0.04,0.17,Matches
104,Aaron Cresswell\Aaron-Cresswell,eng ENG,DF,West Ham,31-135,1989,31,31,2752,30.6,0,7,0,0,0,3,0,0.00,0.23,0.23,0.00,0.23,0.8,0.8,4.5,5.3,0.03,0.15,0.17,0.03,0.17,Matches
105,Patrick Cutrone\Patrick-Cutrone,it ITA,FWMF,Wolves,23-116,1998,2,0,25,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.61,0.00,0.61,0.61,0.61,Matches
