,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
43,Phil Bardsley\Phil-Bardsley,sco SCO,DF,Burnley,35-320,1985,4,3,274,3.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.04,0.00,0.04,0.04,0.04,Matches
44,Ross Barkley\Ross-Barkley,eng ENG,MF,Chelsea,27-160,1993,2,0,42,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.06,0.16,0.22,0.06,0.22,Matches
45,Ross Barkley\Ross-Barkley,eng ENG,MF,Aston Villa,27-160,1993,24,18,1531,17.0,3,1,3,0,0,0,0,0.18,0.06,0.24,0.18,0.24,3.2,3.2,3.6,6.8,0.20,0.22,0.42,0.20,0.42,Matches
46,Ashley Barnes\Ashley-Barnes,eng ENG,FW,Burnley,31-196,1989,20,15,1303,14.5,3,0,2,1,1,4,0,0.21,0.00,0.21,0.14,0.14,4.9,4.2,0.7,4.9,0.34,0.05,0.39,0.29,0.34,Matches
47,Harvey Barnes\Harvey-Barnes,eng ENG,FWMF,Leicester City,23-156,1997,25,22,1945,21.6,9,4,9,0,0,0,0,0.42,0.19,0.60,0.42,0.60,6.2,6.2,1.5,7.7,0.29,0.07,0.35,0.29,0.35,Matches
48,Kyle Bartley\Kyle-Bartley,eng ENG,DF,West Brom,29-357,1991,27,25,2314,25.7,3,1,3,0,0,4,0,0.12,0.04,0.16,0.12,0.16,1.8,1.8,0.2,2.0,0.07,0.01,0.08,0.07,0.08,Matches
49,Chris Basham\Chris-Basham,eng ENG,DFMF,Sheffield Utd,32-298,1988,28,28,2306,25.6,0,1,0,0,0,3,0,0.00,0.04,0.04,0.00,0.04,0.7,0.7,0.8,1.4,0.03,0.03,0.06,0.03,0.06,Matches
50,Michy Batshuayi\Michy-Batshuayi,be BEL,FW,Crystal Palace,27-224,1993,18,7,728,8.1,2,1,2,0,0,0,0,0.25,0.12,0.37,0.25,0.37,1.4,1.4,1.4,2.8,0.17,0.18,0.35,0.17,0.35,Matches
51,Jan Bednarek\Jan-Bednarek,pl POL,DF,Southampton,25-032,1996,35,35,3010,33.4,1,1,1,0,0,4,1,0.03,0.03,0.06,0.03,0.06,0.9,0.9,0.3,1.3,0.03,0.01,0.04,0.03,0.04,Matches
52,Donny van de Beek\Donny-van-de-Beek,nl NED,MFFW,Manchester Utd,24-026,1997,17,3,430,4.8,1,1,1,0,0,1,0,0.21,0.21,0.42,0.21,0.42,0.3,0.3,1.0,1.3,0.06,0.21,0.27,0.06,0.27,Matches
53,Héctor Bellerín\Hector-Bellerin,es ESP,DF,Arsenal,26-056,1995,25,24,2089,23.2,1,2,1,0,0,8,0,0.04,0.09,0.13,0.04,0.13,0.8,0.8,2.4,3.2,0.04,0.10,0.14,0.04,0.14,Matches
54,Saïd Benrahma\Said-Benrahma,dz ALG,FWMF,West Ham,25-277,1995,27,13,1271,14.1,0,5,0,0,0,0,0,0.00,0.35,0.35,0.00,0.35,2.1,2.1,3.3,5.4,0.15,0.24,0.38,0.15,0.38,Matches
55,Josh Benson\Josh-Benson,eng ENG,MF,Burnley,21-160,1999,6,2,264,2.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.06,0.00,0.06,0.06,0.06,Matches
56,Christian Benteke\Christian-Benteke,be BEL,FW,Crystal Palace,30-162,1990,28,19,1648,18.3,8,1,8,0,0,2,1,0.44,0.05,0.49,0.44,0.49,7.2,7.2,0.9,8.1,0.39,0.05,0.44,0.39,0.44,Matches
57,Jóhann Berg Guðmundsson\Johann-Berg-Gudmundsson,is ISL,MF,Burnley,30-199,1990,19,14,1164,12.9,2,0,2,0,0,2,0,0.15,0.00,0.15,0.15,0.15,1.5,1.5,0.4,1.9,0.12,0.03,0.15,0.12,0.15,Matches
58,Sander Berge\Sander-Berge,no NOR,MF,Sheffield Utd,23-089,1998,15,13,1120,12.4,1,1,0,1,1,4,0,0.08,0.08,0.16,0.00,0.08,1.2,0.5,1.2,1.7,0.10,0.10,0.20,0.04,0.14,Matches
59,Steven Bergwijn\Steven-Bergwijn,nl NED,FWMF,Tottenham,23-218,1997,19,11,1070,11.9,0,3,0,0,0,2,0,0.00,0.25,0.25,0.00,0.25,1.7,1.7,1.1,2.9,0.14,0.10,0.24,0.14,0.24,Matches
60,Bernard\Bernard,br BRA,FWMF,Everton,28-248,1992,10,3,410,4.6,1,0,1,0,0,2,0,0.22,0.00,0.22,0.22,0.22,0.2,0.2,0.7,0.9,0.05,0.14,0.19,0.05,0.19,Matches
61,Bernardo\Bernardo,br BRA,DFMF,Brighton,26-000,1995,3,2,206,2.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.2,0.5,0.13,0.09,0.22,0.13,0.22,Matches
62,Ryan Bertrand\Ryan-Bertrand,eng ENG,DF,Southampton,31-282,1989,29,29,2598,28.9,0,1,0,0,0,5,0,0.00,0.03,0.03,0.00,0.03,0.6,0.6,1.2,1.8,0.02,0.04,0.06,0.02,0.06,Matches
63,Yves Bissouma\Yves-Bissouma,ml MLI,MF,Brighton,24-257,1996,33,32,2841,31.6,1,0,1,0,0,7,1,0.03,0.00,0.03,0.03,0.03,1.1,1.1,1.0,2.1,0.04,0.03,0.07,0.04,0.07,Matches
64,Jayden Bogle\Jayden-Bogle,eng ENG,DF,Sheffield Utd,20-291,2000,15,11,1021,11.3,2,0,2,0,0,2,0,0.18,0.00,0.18,0.18,0.18,1.6,1.6,0.2,1.8,0.14,0.02,0.16,0.14,0.16,Matches
65,Willy Boly\Willy-Boly,ci CIV,DF,Wolves,30-100,1991,19,19,1710,19.0,1,1,1,0,0,1,0,0.05,0.05,0.11,0.05,0.11,1.1,1.1,0.4,1.5,0.06,0.02,0.08,0.06,0.08,Matches
66,Jarrod Bowen\Jarrod-Bowen,eng ENG,FWMF,West Ham,24-145,1996,35,28,2397,26.6,8,5,8,0,0,0,0,0.30,0.19,0.49,0.30,0.49,6.2,6.2,3.5,9.7,0.23,0.13,0.36,0.23,0.36,Matches
67,Robbie Brady\Robbie-Brady,ie IRL,MF,Burnley,29-120,1992,19,12,1052,11.7,1,1,1,0,0,3,0,0.09,0.09,0.17,0.09,0.17,0.8,0.8,0.9,1.7,0.07,0.08,0.15,0.07,0.15,Matches
68,Rhian Brewster\Rhian-Brewster,eng ENG,FW,Sheffield Utd,21-043,2000,25,12,1092,12.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1.6,1.6,1.7,3.2,0.13,0.14,0.26,0.13,0.26,Matches
69,Nathan Broadhead\Nathan-Broadhead,wal WAL,MF,Everton,23-039,1998,1,0,3,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
70,Josh Brownhill\Josh-Brownhill,eng ENG,MF,Burnley,25-146,1995,30,29,2588,28.8,0,1,0,0,0,2,0,0.00,0.03,0.03,0.00,0.03,1.6,1.6,1.0,2.6,0.06,0.03,0.09,0.06,0.09,Matches
71,Joe Bryan\Joe-Bryan,eng ENG,DFFW,Fulham,27-239,1993,13,5,475,5.3,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.03,0.03,0.06,0.03,0.06,Matches
72,Kean Bryan\Kean-Bryan,eng ENG,DF,Sheffield Utd,24-194,1996,13,12,1004,11.2,1,0,1,0,0,1,0,0.09,0.00,0.09,0.09,0.09,0.4,0.4,0.4,0.8,0.04,0.03,0.07,0.04,0.07,Matches
73,Oliver Burke\Oliver-Burke,sco SCO,FW,Sheffield Utd,24-037,1997,25,14,1269,14.1,1,1,1,0,0,2,0,0.07,0.07,0.14,0.07,0.14,2.4,2.4,1.8,4.2,0.17,0.13,0.30,0.17,0.30,Matches
74,Dan Burn\Dan-Burn,eng ENG,DF,Brighton,29-005,1992,24,20,1791,19.9,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,1.0,1.0,1.0,2.0,0.05,0.05,0.10,0.05,0.10,Matches
75,David Button\David-Button,eng ENG,GK,West Brom,32-076,1989,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
76,Oskar Buur\Oskar-Buur,dk DEN,DF,Wolves,23-044,1998,1,0,22,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
77,Willy Caballero\Willy-Caballero,ar ARG,GK,Chelsea,39-228,1981,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
78,Gary Cahill\Gary-Cahill,eng ENG,DF,Crystal Palace,35-146,1985,17,17,1530,17.0,1,1,1,0,0,3,0,0.06,0.06,0.12,0.06,0.12,0.4,0.4,0.5,0.9,0.02,0.03,0.05,0.02,0.05,Matches
79,Tom Cairney\Tom-Cairney,sco SCO,MF,Fulham,30-114,1991,10,9,759,8.4,1,1,1,0,0,2,0,0.12,0.12,0.24,0.12,0.24,0.7,0.7,1.4,2.1,0.08,0.17,0.25,0.08,0.25,Matches
80,Dominic Calvert-Lewin\Dominic-Calvert-Lewin,eng ENG,FW,Everton,24-059,1997,30,29,2601,28.9,16,0,16,0,0,3,0,0.55,0.00,0.55,0.55,0.55,14.2,14.2,2.0,16.2,0.51,0.07,0.58,0.51,0.58,Matches
81,João Cancelo\Joao-Cancelo,pt POR,DF,Manchester City,26-352,1994,26,25,2217,24.6,1,3,1,0,0,4,0,0.04,0.12,0.16,0.04,0.16,1.9,1.9,4.7,6.6,0.08,0.19,0.27,0.08,0.27,Matches
82,Ian Carlo Poveda\Ian-Carlo-Poveda,eng ENG,MFDF,Leeds United,21-094,2000,13,0,345,3.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.8,1.2,0.09,0.21,0.31,0.09,0.31,Matches
83,Andy Carroll\Andy-Carroll,eng ENG,FW,Newcastle Utd,32-128,1989,17,4,386,4.3,1,0,1,0,0,1,0,0.23,0.00,0.23,0.23,0.23,1.2,1.2,0.1,1.2,0.27,0.02,0.29,0.27,0.29,Matches
84,Fabio Carvalho\Fabio-Carvalho,eng ENG,MF,Fulham,18-257,2002,1,0,13,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
85,Matty Cash\Matty-Cash,eng ENG,DF,Aston Villa,23-280,1997,28,28,2372,26.4,0,2,0,0,0,8,1,0.00,0.08,0.08,0.00,0.08,0.3,0.3,2.2,2.5,0.01,0.08,0.10,0.01,0.10,Matches
86,Kiko Casilla\Kiko-Casilla,es ESP,GK,Leeds United,34-224,1986,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
87,Timothy Castagne\Timothy-Castagne,be BEL,DF,Leicester City,25-160,1995,25,25,2165,24.1,2,3,2,0,0,1,0,0.08,0.12,0.21,0.08,0.21,1.3,1.3,2.0,3.3,0.05,0.08,0.14,0.05,0.14,Matches
88,Jonny Castro\Jonny-Castro,es ESP,DF,Wolves,27-072,1994,7,7,495,5.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.01,0.03,0.04,0.01,0.04,Matches
89,Ivan Cavaleiro\Ivan-Cavaleiro,pt POR,FWMF,Fulham,27-208,1993,33,24,2202,24.5,3,0,2,1,2,2,0,0.12,0.00,0.12,0.08,0.08,5.0,4.2,2.8,7.0,0.20,0.11,0.32,0.17,0.29,Matches
90,Edinson Cavani\Edinson-Cavani,uy URU,FW,Manchester Utd,34-089,1987,25,12,1289,14.3,9,3,9,0,0,4,0,0.63,0.21,0.84,0.63,0.84,7.0,7.0,1.9,8.9,0.53,0.15,0.67,0.53,0.67,Matches
91,Dani Ceballos\Dani-Ceballos,es ESP,MF,Arsenal,24-280,1996,25,17,1615,17.9,0,3,0,0,0,4,0,0.00,0.17,0.17,0.00,0.17,0.7,0.7,2.9,3.6,0.04,0.16,0.20,0.04,0.20,Matches
92,Calum Chambers\Calum-Chambers,eng ENG,DF,Arsenal,26-114,1995,8,6,573,6.4,0,1,0,0,0,0,0,0.00,0.16,0.16,0.00,0.16,0.6,0.6,0.7,1.3,0.09,0.11,0.20,0.09,0.20,Matches
93,Ben Chilwell\Ben-Chilwell,eng ENG,DF,Chelsea,24-144,1996,25,25,2106,23.4,2,5,2,0,0,3,0,0.09,0.21,0.30,0.09,0.30,1.7,1.7,2.0,3.7,0.07,0.08,0.16,0.07,0.16,Matches
94,Hamza Choudhury\Hamza-Choudhury,eng ENG,MF,Leicester City,23-225,1997,10,4,316,3.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.4,0.11,0.00,0.11,0.11,0.11,Matches
95,Andreas Christensen\Andreas-Christensen,dk DEN,DF,Chelsea,25-034,1996,17,15,1371,15.2,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.4,0.5,0.01,0.02,0.03,0.01,0.03,Matches
96,Ciaran Clark\Ciaran-Clark,ie IRL,DF,Newcastle Utd,31-230,1989,22,21,1891,21.0,1,0,1,0,0,3,0,0.05,0.00,0.05,0.05,0.05,0.3,0.3,0.1,0.4,0.02,0.00,0.02,0.02,0.02,Matches
97,Nathaniel Clyne\Nathaniel-Clyne,eng ENG,DF,Crystal Palace,30-039,1991,13,13,1145,12.7,0,1,0,0,0,2,0,0.00,0.08,0.08,0.00,0.08,0.1,0.1,0.4,0.5,0.01,0.03,0.04,0.01,0.04,Matches
98,Conor Coady\Conor-Coady,eng ENG,DF,Wolves,28-078,1993,34,34,3033,33.7,1,0,1,0,0,5,0,0.03,0.00,0.03,0.03,0.03,1.3,1.3,0.1,1.4,0.04,0.00,0.04,0.04,0.04,Matches
99,Séamus Coleman\Seamus-Coleman,ie IRL,DF,Everton,32-215,1988,23,16,1442,16.0,0,3,0,0,0,0,0,0.00,0.19,0.19,0.00,0.19,1.0,1.0,1.9,2.8,0.06,0.12,0.19,0.06,0.19,Matches
100,Aaron Connolly\Aaron-Connolly,ie IRL,FW,Brighton,21-106,2000,16,9,746,8.3,2,1,2,0,0,0,0,0.24,0.12,0.36,0.24,0.36,3.3,3.3,0.2,3.5,0.40,0.02,0.42,0.40,0.42,Matches
101,Liam Cooper\Liam-Cooper,sco SCO,DF,Leeds United,29-257,1991,23,23,2005,22.3,1,0,1,0,0,3,1,0.04,0.00,0.04,0.04,0.04,1.3,1.3,0.0,1.3,0.06,0.00,0.06,0.06,0.06,Matches
102,Jack Cork\Jack-Cork,eng ENG,MF,Burnley,31-323,1989,13,12,1095,12.2,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.2,0.5,0.02,0.02,0.04,0.02,0.04,Matches
103,Hélder Costa\Helder-Costa,pt POR,MFFW,Leeds United,27-122,1994,22,13,1156,12.8,3,3,3,0,0,0,0,0.23,0.23,0.47,0.23,0.47,2.0,2.0,0.9,2.9,0.16,0.07,0.23,0.16,0.23,Matches
104,Vladimír Coufal\Vladimir-Coufal,cz CZE,DF,West Ham,28-265,1992,31,31,2784,30.9,0,6,0,0,0,3,0,0.00,0.19,0.19,0.00,0.19,1.1,1.1,4.3,5.4,0.04,0.14,0.17,0.04,0.17,Matches
105,Aaron Cresswell\Aaron-Cresswell,eng ENG,DF,West Ham,31-150,1989,33,33,2900,32.2,0,7,0,0,0,3,0,0.00,0.22,0.22,0.00,0.22,0.9,0.9,4.8,5.7,0.03,0.15,0.18,0.03,0.18,Matches
