,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
36,Luke Ayling\Luke-Ayling,eng ENG,DF,Leeds United,29-233,1991,31,31,2769,30.8,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,1.0,1.0,2.4,3.4,0.03,0.08,0.11,0.03,0.11,Matches
37,César Azpilicueta\Cesar-Azpilicueta,es ESP,DF,Chelsea,31-230,1989,21,19,1761,19.6,1,1,1,0,0,4,0,0.05,0.05,0.10,0.05,0.10,0.8,0.8,1.8,2.5,0.04,0.09,0.13,0.04,0.13,Matches
38,Eric Bailly\Eric-Bailly,ci CIV,DF,Manchester Utd,27-003,1994,8,7,638,7.1,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches
39,Fabián Balbuena\Fabian-Balbuena,py PAR,DF,West Ham,29-235,1991,13,12,1118,12.4,1,0,1,0,0,1,0,0.08,0.00,0.08,0.08,0.08,0.6,0.6,0.0,0.6,0.05,0.00,0.05,0.05,0.05,Matches
40,George Baldock\George-Baldock,eng ENG,DF,Sheffield Utd,28-037,1993,26,26,2247,25.0,0,2,0,0,0,4,0,0.00,0.08,0.08,0.00,0.08,1.1,1.1,1.3,2.3,0.04,0.05,0.09,0.04,0.09,Matches
41,Gareth Bale\Gareth-Bale,wal WAL,FW,Tottenham,31-273,1989,14,6,568,6.3,5,2,5,0,0,1,0,0.79,0.32,1.11,0.79,1.11,3.0,3.0,0.9,3.9,0.48,0.14,0.62,0.48,0.62,Matches
42,Patrick Bamford\Patrick-Bamford,eng ENG,FW,Leeds United,27-222,1993,31,31,2542,28.2,14,7,13,1,1,2,0,0.50,0.25,0.74,0.46,0.71,14.5,13.7,3.5,17.2,0.51,0.12,0.64,0.49,0.61,Matches
43,Phil Bardsley\Phil-Bardsley,sco SCO,DF,Burnley,35-291,1985,4,3,274,3.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.04,0.00,0.04,0.04,0.04,Matches
44,Ross Barkley\Ross-Barkley,eng ENG,MF,Chelsea,27-131,1993,2,0,42,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.06,0.16,0.22,0.06,0.22,Matches
45,Ross Barkley\Ross-Barkley,eng ENG,MF,Aston Villa,27-131,1993,19,14,1192,13.2,3,1,3,0,0,0,0,0.23,0.08,0.30,0.23,0.30,3.0,3.0,3.0,6.0,0.23,0.23,0.46,0.23,0.46,Matches
46,Ashley Barnes\Ashley-Barnes,eng ENG,FW,Burnley,31-167,1989,18,15,1293,14.4,3,0,2,1,1,4,0,0.21,0.00,0.21,0.14,0.14,4.9,4.2,0.7,4.8,0.34,0.05,0.39,0.29,0.34,Matches
47,Harvey Barnes\Harvey-Barnes,eng ENG,FWMF,Leicester City,23-127,1997,25,22,1945,21.6,9,4,9,0,0,0,0,0.42,0.19,0.60,0.42,0.60,6.2,6.2,1.5,7.7,0.29,0.07,0.35,0.29,0.35,Matches
48,Kyle Bartley\Kyle-Bartley,eng ENG,DF,West Brom,29-328,1991,23,21,1954,21.7,3,1,3,0,0,3,0,0.14,0.05,0.18,0.14,0.18,1.8,1.8,0.2,2.0,0.08,0.01,0.09,0.08,0.09,Matches
49,Chris Basham\Chris-Basham,eng ENG,DFMF,Sheffield Utd,32-269,1988,26,26,2126,23.6,0,1,0,0,0,3,0,0.00,0.04,0.04,0.00,0.04,0.6,0.6,0.7,1.3,0.03,0.03,0.06,0.03,0.06,Matches
50,Michy Batshuayi\Michy-Batshuayi,be BEL,FW,Crystal Palace,27-195,1993,17,7,709,7.9,2,1,2,0,0,0,0,0.25,0.13,0.38,0.25,0.38,1.4,1.4,1.4,2.8,0.18,0.18,0.36,0.18,0.36,Matches
51,Jan Bednarek\Jan-Bednarek,pl POL,DF,Southampton,25-003,1996,31,31,2695,29.9,1,1,1,0,0,3,1,0.03,0.03,0.07,0.03,0.07,0.9,0.9,0.3,1.3,0.03,0.01,0.04,0.03,0.04,Matches
52,Donny van de Beek\Donny-van-de-Beek,nl NED,MFFW,Manchester Utd,23-362,1997,14,2,331,3.7,1,0,1,0,0,1,0,0.27,0.00,0.27,0.27,0.27,0.3,0.3,0.1,0.4,0.07,0.03,0.10,0.07,0.10,Matches
53,Héctor Bellerín\Hector-Bellerin,es ESP,DF,Arsenal,26-027,1995,22,22,1910,21.2,1,2,1,0,0,8,0,0.05,0.09,0.14,0.05,0.14,0.6,0.6,2.3,2.9,0.03,0.11,0.14,0.03,0.14,Matches
54,Saïd Benrahma\Said-Benrahma,dz ALG,FWMF,West Ham,25-248,1995,23,11,1084,12.0,0,4,0,0,0,0,0,0.00,0.33,0.33,0.00,0.33,1.7,1.7,2.8,4.5,0.14,0.23,0.37,0.14,0.37,Matches
55,Josh Benson\Josh-Benson,eng ENG,MF,Burnley,21-131,1999,6,2,264,2.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.06,0.00,0.06,0.06,0.06,Matches
56,Christian Benteke\Christian-Benteke,be BEL,FW,Crystal Palace,30-133,1990,24,15,1325,14.7,6,1,6,0,0,2,1,0.41,0.07,0.48,0.41,0.48,5.1,5.1,0.9,6.0,0.35,0.06,0.41,0.35,0.41,Matches
57,Jóhann Berg Guðmundsson\Johann-Berg-Gudmundsson,is ISL,MF,Burnley,30-170,1990,17,13,1061,11.8,2,0,2,0,0,1,0,0.17,0.00,0.17,0.17,0.17,1.5,1.5,0.4,1.8,0.12,0.03,0.16,0.12,0.16,Matches
58,Sander Berge\Sander-Berge,no NOR,MF,Sheffield Utd,23-060,1998,13,12,1016,11.3,1,1,0,1,1,4,0,0.09,0.09,0.18,0.00,0.09,1.2,0.5,1.2,1.7,0.11,0.11,0.22,0.04,0.15,Matches
59,Steven Bergwijn\Steven-Bergwijn,nl NED,FWMF,Tottenham,23-189,1997,17,11,1046,11.6,0,2,0,0,0,2,0,0.00,0.17,0.17,0.00,0.17,1.7,1.7,1.1,2.8,0.15,0.10,0.24,0.15,0.24,Matches
60,Bernard\Bernard,br BRA,FWMF,Everton,28-219,1992,9,3,395,4.4,1,0,1,0,0,2,0,0.23,0.00,0.23,0.23,0.23,0.2,0.2,0.6,0.8,0.05,0.13,0.18,0.05,0.18,Matches
61,Bernardo\Bernardo,br BRA,DFMF,Brighton,25-336,1995,3,2,206,2.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.2,0.5,0.13,0.09,0.22,0.13,0.22,Matches
62,Ryan Bertrand\Ryan-Bertrand,eng ENG,DF,Southampton,31-253,1989,29,29,2598,28.9,0,1,0,0,0,5,0,0.00,0.03,0.03,0.00,0.03,0.6,0.6,1.2,1.8,0.02,0.04,0.06,0.02,0.06,Matches
63,Yves Bissouma\Yves-Bissouma,ml MLI,MF,Brighton,24-228,1996,29,28,2482,27.6,1,0,1,0,0,6,1,0.04,0.00,0.04,0.04,0.04,0.8,0.8,0.6,1.4,0.03,0.02,0.05,0.03,0.05,Matches
64,Jayden Bogle\Jayden-Bogle,eng ENG,DF,Sheffield Utd,20-262,2000,12,9,878,9.8,2,0,2,0,0,2,0,0.21,0.00,0.21,0.21,0.21,1.5,1.5,0.2,1.6,0.15,0.02,0.17,0.15,0.17,Matches
65,Willy Boly\Willy-Boly,ci CIV,DF,Wolves,30-071,1991,17,17,1530,17.0,1,1,1,0,0,1,0,0.06,0.06,0.12,0.06,0.12,1.0,1.0,0.4,1.4,0.06,0.02,0.08,0.06,0.08,Matches
66,Jarrod Bowen\Jarrod-Bowen,eng ENG,FWMF,West Ham,24-116,1996,31,26,2156,24.0,8,4,8,0,0,0,0,0.33,0.17,0.50,0.33,0.50,5.3,5.3,3.2,8.6,0.22,0.14,0.36,0.22,0.36,Matches
67,Robbie Brady\Robbie-Brady,ie IRL,MF,Burnley,29-091,1992,19,12,1052,11.7,1,1,1,0,0,3,0,0.09,0.09,0.17,0.09,0.17,0.8,0.8,0.9,1.7,0.07,0.08,0.15,0.07,0.15,Matches
68,Rhian Brewster\Rhian-Brewster,eng ENG,FW,Sheffield Utd,21-014,2000,22,9,909,10.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1.4,1.4,1.3,2.8,0.14,0.13,0.27,0.14,0.27,Matches
69,Nathan Broadhead\Nathan-Broadhead,wal WAL,MF,Everton,23-010,1998,1,0,3,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
70,Josh Brownhill\Josh-Brownhill,eng ENG,MF,Burnley,25-117,1995,26,25,2231,24.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,1.3,1.3,0.8,2.1,0.05,0.03,0.09,0.05,0.09,Matches
71,Joe Bryan\Joe-Bryan,eng ENG,DFFW,Fulham,27-210,1993,12,5,468,5.2,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.03,0.03,0.06,0.03,0.06,Matches
72,Kean Bryan\Kean-Bryan,eng ENG,DF,Sheffield Utd,24-165,1996,10,9,745,8.3,1,0,1,0,0,1,0,0.12,0.00,0.12,0.12,0.12,0.4,0.4,0.4,0.8,0.05,0.04,0.09,0.05,0.09,Matches
73,Oliver Burke\Oliver-Burke,sco SCO,FW,Sheffield Utd,24-008,1997,21,13,1118,12.4,1,1,1,0,0,2,0,0.08,0.08,0.16,0.08,0.16,2.3,2.3,1.7,4.1,0.19,0.14,0.33,0.19,0.33,Matches
74,Dan Burn\Dan-Burn,eng ENG,DF,Brighton,28-341,1992,21,17,1521,16.9,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.8,1.7,0.06,0.05,0.10,0.06,0.10,Matches
75,David Button\David-Button,eng ENG,GK,West Brom,32-047,1989,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
76,Oskar Buur\Oskar-Buur,dk DEN,DF,Wolves,23-015,1998,1,0,22,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
77,Willy Caballero\Willy-Caballero,ar ARG,GK,Chelsea,39-199,1981,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
78,Gary Cahill\Gary-Cahill,eng ENG,DF,Crystal Palace,35-117,1985,16,16,1440,16.0,1,0,1,0,0,3,0,0.06,0.00,0.06,0.06,0.06,0.3,0.3,0.4,0.6,0.02,0.02,0.04,0.02,0.04,Matches
79,Tom Cairney\Tom-Cairney,sco SCO,MF,Fulham,30-085,1991,10,9,759,8.4,1,1,1,0,0,2,0,0.12,0.12,0.24,0.12,0.24,0.7,0.7,1.4,2.1,0.08,0.17,0.25,0.08,0.25,Matches
80,Dominic Calvert-Lewin\Dominic-Calvert-Lewin,eng ENG,FW,Everton,24-030,1997,26,25,2241,24.9,14,0,14,0,0,3,0,0.56,0.00,0.56,0.56,0.56,13.0,13.0,1.2,14.1,0.52,0.05,0.57,0.52,0.57,Matches
81,João Cancelo\Joao-Cancelo,pt POR,DF,Manchester City,26-323,1994,24,23,2037,22.6,1,3,1,0,0,4,0,0.04,0.13,0.18,0.04,0.18,1.7,1.7,4.6,6.3,0.08,0.20,0.28,0.08,0.28,Matches
82,Ian Carlo Poveda\Ian-Carlo-Poveda,eng ENG,MFDF,Leeds United,21-065,2000,10,0,253,2.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.4,0.7,0.13,0.13,0.26,0.13,0.26,Matches
83,Andy Carroll\Andy-Carroll,eng ENG,FW,Newcastle Utd,32-099,1989,16,4,385,4.3,1,0,1,0,0,1,0,0.23,0.00,0.23,0.23,0.23,1.2,1.2,0.1,1.2,0.27,0.02,0.29,0.27,0.29,Matches
84,Matty Cash\Matty-Cash,eng ENG,DF,Aston Villa,23-251,1997,24,24,2092,23.2,0,2,0,0,0,6,0,0.00,0.09,0.09,0.00,0.09,0.3,0.3,1.9,2.2,0.01,0.08,0.10,0.01,0.10,Matches
85,Kiko Casilla\Kiko-Casilla,es ESP,GK,Leeds United,34-195,1986,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
86,Timothy Castagne\Timothy-Castagne,be BEL,DF,Leicester City,25-131,1995,20,20,1715,19.1,1,2,1,0,0,1,0,0.05,0.10,0.16,0.05,0.16,0.6,0.6,1.2,1.9,0.03,0.06,0.10,0.03,0.10,Matches
87,Jonny Castro\Jonny-Castro,es ESP,DF,Wolves,27-043,1994,7,7,495,5.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.01,0.03,0.04,0.01,0.04,Matches
88,Ivan Cavaleiro\Ivan-Cavaleiro,pt POR,FWMF,Fulham,27-179,1993,30,21,1952,21.7,3,0,2,1,2,2,0,0.14,0.00,0.14,0.09,0.09,4.9,4.2,2.6,6.7,0.23,0.12,0.34,0.19,0.31,Matches
89,Edinson Cavani\Edinson-Cavani,uy URU,FW,Manchester Utd,34-060,1987,20,11,1098,12.2,7,2,7,0,0,3,0,0.57,0.16,0.74,0.57,0.74,5.7,5.7,1.8,7.5,0.47,0.15,0.62,0.47,0.62,Matches
90,Dani Ceballos\Dani-Ceballos,es ESP,MF,Arsenal,24-251,1996,21,13,1270,14.1,0,3,0,0,0,3,0,0.00,0.21,0.21,0.00,0.21,0.3,0.3,2.7,3.0,0.02,0.19,0.21,0.02,0.21,Matches
91,Calum Chambers\Calum-Chambers,eng ENG,DF,Arsenal,26-085,1995,4,4,360,4.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.5,0.8,0.07,0.13,0.20,0.07,0.20,Matches
92,Ben Chilwell\Ben-Chilwell,eng ENG,DF,Chelsea,24-115,1996,22,22,1846,20.5,2,4,2,0,0,3,0,0.10,0.20,0.29,0.10,0.29,1.7,1.7,1.5,3.3,0.09,0.08,0.16,0.09,0.16,Matches
93,Hamza Choudhury\Hamza-Choudhury,eng ENG,MF,Leicester City,23-196,1997,9,4,305,3.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.4,0.11,0.00,0.11,0.11,0.11,Matches
94,Andreas Christensen\Andreas-Christensen,dk DEN,DF,Chelsea,25-005,1996,13,11,1057,11.7,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.4,0.01,0.03,0.04,0.01,0.04,Matches
95,Ciaran Clark\Ciaran-Clark,ie IRL,DF,Newcastle Utd,31-201,1989,19,18,1655,18.4,1,0,1,0,0,3,0,0.05,0.00,0.05,0.05,0.05,0.3,0.3,0.1,0.4,0.02,0.00,0.02,0.02,0.02,Matches
96,Nathaniel Clyne\Nathaniel-Clyne,eng ENG,DF,Crystal Palace,30-010,1991,13,13,1145,12.7,0,1,0,0,0,2,0,0.00,0.08,0.08,0.00,0.08,0.1,0.1,0.4,0.5,0.01,0.03,0.04,0.01,0.04,Matches
97,Conor Coady\Conor-Coady,eng ENG,DF,Wolves,28-049,1993,30,30,2673,29.7,1,0,1,0,0,4,0,0.03,0.00,0.03,0.03,0.03,1.2,1.2,0.1,1.3,0.04,0.00,0.05,0.04,0.05,Matches
98,Séamus Coleman\Seamus-Coleman,ie IRL,DF,Everton,32-186,1988,18,12,1068,11.9,0,2,0,0,0,0,0,0.00,0.17,0.17,0.00,0.17,0.5,0.5,1.4,1.9,0.04,0.12,0.16,0.04,0.16,Matches
99,Aaron Connolly\Aaron-Connolly,ie IRL,FW,Brighton,21-077,2000,15,9,722,8.0,2,1,2,0,0,0,0,0.25,0.12,0.37,0.25,0.37,3.3,3.3,0.2,3.5,0.41,0.02,0.43,0.41,0.43,Matches
100,Liam Cooper\Liam-Cooper,sco SCO,DF,Leeds United,29-228,1991,23,23,2005,22.3,1,0,1,0,0,3,1,0.04,0.00,0.04,0.04,0.04,1.3,1.3,0.0,1.3,0.06,0.00,0.06,0.06,0.06,Matches
101,Jack Cork\Jack-Cork,eng ENG,MF,Burnley,31-294,1989,9,8,735,8.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.2,0.4,0.03,0.02,0.05,0.03,0.05,Matches
102,Hélder Costa\Helder-Costa,pt POR,MFFW,Leeds United,27-093,1994,20,11,1019,11.3,3,3,3,0,0,0,0,0.26,0.26,0.53,0.26,0.53,1.6,1.6,0.9,2.5,0.14,0.08,0.22,0.14,0.22,Matches
103,Vladimír Coufal\Vladimir-Coufal,cz CZE,DF,West Ham,28-236,1992,27,27,2424,26.9,0,5,0,0,0,3,0,0.00,0.19,0.19,0.00,0.19,1.0,1.0,3.8,4.8,0.04,0.14,0.18,0.04,0.18,Matches
104,Aaron Cresswell\Aaron-Cresswell,eng ENG,DF,West Ham,31-121,1989,31,31,2752,30.6,0,7,0,0,0,3,0,0.00,0.23,0.23,0.00,0.23,0.8,0.8,4.4,5.2,0.03,0.14,0.17,0.03,0.17,Matches
105,Patrick Cutrone\Patrick-Cutrone,it ITA,FWMF,Wolves,23-102,1998,2,0,25,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.61,0.00,0.61,0.61,0.61,Matches
