,,,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
32,Charlie Austin\Charlie-Austin,eng ENG,FW,West Brom,31-170,1989,3,0,80,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.08,0.00,0.08,0.08,0.08,Matches
33,Jordan Ayew\Jordan-Ayew,gh GHA,FW,Crystal Palace,29-102,1991,11,8,707,1,0,0,0,0,0,0.13,0.00,0.13,0.13,0.13,1.2,1.2,0.1,0.15,0.01,0.16,0.15,0.16,Matches
34,Luke Ayling\Luke-Ayling,eng ENG,DF,Leeds United,29-119,1991,14,14,1239,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,1.5,0.04,0.11,0.15,0.04,0.15,Matches
35,César Azpilicueta\Cesar-Azpilicueta,es ESP,DF,Chelsea,31-116,1989,6,4,411,0,1,0,0,1,0,0.00,0.22,0.22,0.00,0.22,0.1,0.1,0.0,0.01,0.01,0.02,0.01,0.02,Matches
36,Eric Bailly\Eric-Bailly,ci CIV,DF,Manchester Utd,26-254,1994,2,1,98,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
37,Fabián Balbuena\Fabian-Balbuena,py PAR,DF,West Ham,29-121,1991,11,11,990,1,0,0,0,1,0,0.09,0.00,0.09,0.09,0.09,0.6,0.6,0.0,0.05,0.00,0.05,0.05,0.05,Matches
38,George Baldock\George-Baldock,eng ENG,DF,Sheffield Utd,27-288,1993,14,14,1260,0,1,0,0,1,0,0.00,0.07,0.07,0.00,0.07,1.0,1.0,1.2,0.07,0.09,0.16,0.07,0.16,Matches
39,Gareth Bale\Gareth-Bale,wal WAL,FW,Tottenham,31-159,1989,4,1,162,1,0,0,0,0,0,0.56,0.00,0.56,0.56,0.56,0.6,0.6,0.2,0.36,0.12,0.48,0.36,0.48,Matches
40,Patrick Bamford\Patrick-Bamford,eng ENG,FW,Leeds United,27-108,1993,14,14,1185,9,1,0,0,1,0,0.68,0.08,0.76,0.68,0.76,9.6,9.6,0.8,0.73,0.06,0.79,0.73,0.79,Matches
41,Phil Bardsley\Phil-Bardsley,sco SCO,DF,Burnley,35-177,1985,3,3,270,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.04,0.00,0.04,0.04,0.04,Matches
42,Ross Barkley\Ross-Barkley,eng ENG,MF,Aston Villa,27-017,1993,6,6,454,2,1,0,0,0,0,0.40,0.20,0.59,0.40,0.59,1.5,1.5,1.7,0.30,0.34,0.64,0.30,0.64,Matches
43,Ross Barkley\Ross-Barkley,eng ENG,MF,Chelsea,27-017,1993,2,0,42,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.06,0.16,0.22,0.06,0.22,Matches
44,Ashley Barnes\Ashley-Barnes,eng ENG,FWMF,Burnley,31-053,1989,10,7,616,1,0,0,0,1,0,0.15,0.00,0.15,0.15,0.15,1.5,1.5,0.4,0.22,0.05,0.27,0.22,0.27,Matches
45,Harvey Barnes\Harvey-Barnes,eng ENG,FWMF,Leicester City,23-013,1997,13,10,920,3,1,0,0,0,0,0.29,0.10,0.39,0.29,0.39,2.8,2.8,0.3,0.27,0.03,0.30,0.27,0.30,Matches
46,Kyle Bartley\Kyle-Bartley,eng ENG,DF,West Brom,29-214,1991,8,8,720,1,0,0,0,1,0,0.12,0.00,0.12,0.12,0.12,1.1,1.1,0.0,0.14,0.00,0.14,0.14,0.14,Matches
47,Chris Basham\Chris-Basham,eng ENG,DFMF,Sheffield Utd,32-155,1988,14,14,1156,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.4,0.04,0.03,0.07,0.04,0.07,Matches
48,Michy Batshuayi\Michy-Batshuayi,be BEL,FW,Crystal Palace,27-081,1993,9,4,412,0,1,0,0,0,0,0.00,0.22,0.22,0.00,0.22,0.6,0.6,0.9,0.13,0.19,0.32,0.13,0.32,Matches
49,Jan Bednarek\Jan-Bednarek,pl POL,DF,Southampton,24-254,1996,14,14,1170,1,1,0,0,1,0,0.08,0.08,0.15,0.08,0.15,0.6,0.6,0.2,0.05,0.01,0.06,0.05,0.06,Matches
50,Donny van de Beek\Donny-van-de-Beek,nl NED,MFFW,Manchester Utd,23-248,1997,10,2,257,1,0,0,0,0,0,0.35,0.00,0.35,0.35,0.35,0.3,0.3,0.1,0.09,0.03,0.12,0.09,0.12,Matches
51,Héctor Bellerín\Hector-Bellerin,es ESP,DF,Arsenal,25-278,1995,12,12,1047,0,2,0,0,5,0,0.00,0.17,0.17,0.00,0.17,0.1,0.1,1.7,0.01,0.14,0.15,0.01,0.15,Matches
52,Saïd Benrahma\Said-Benrahma,dz ALG,MFFW,West Ham,25-134,1995,7,2,276,0,2,0,0,0,0,0.00,0.65,0.65,0.00,0.65,0.4,0.4,0.5,0.13,0.15,0.28,0.13,0.28,Matches
53,Josh Benson\Josh-Benson,eng ENG,MF,Burnley,21-017,1999,3,1,99,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.16,0.00,0.16,0.16,0.16,Matches
54,Christian Benteke\Christian-Benteke,be BEL,FW,Crystal Palace,30-019,1990,9,3,313,3,0,0,0,2,1,0.86,0.00,0.86,0.86,0.86,2.5,2.5,0.4,0.71,0.11,0.82,0.71,0.82,Matches
55,Jóhann Berg Guðmundsson\Johann-Berg-Gudmundsson,is ISL,MF,Burnley,30-056,1990,4,3,240,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.16,0.03,0.19,0.16,0.19,Matches
56,Sander Berge\Sander-Berge,no NOR,MF,Sheffield Utd,22-312,1998,13,12,1016,1,1,1,1,4,0,0.09,0.09,0.18,0.00,0.09,1.2,0.5,1.2,0.11,0.11,0.22,0.04,0.15,Matches
57,Steven Bergwijn\Steven-Bergwijn,nl NED,FWMF,Tottenham,23-075,1997,9,6,562,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.3,0.14,0.04,0.18,0.14,0.18,Matches
58,Bernard\Bernard,br BRA,MFFW,Everton,28-105,1992,4,1,175,1,0,0,0,1,0,0.51,0.00,0.51,0.51,0.51,0.1,0.1,0.4,0.04,0.18,0.22,0.04,0.22,Matches
59,Bernardo\Bernardo,br BRA,DF,Brighton,25-222,1995,1,0,26,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
60,Ryan Bertrand\Ryan-Bertrand,eng ENG,DF,Southampton,31-139,1989,13,13,1158,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.3,0.02,0.03,0.05,0.02,0.05,Matches
61,Yves Bissouma\Yves-Bissouma,ml MLI,MF,Brighton,24-114,1996,13,13,1149,1,0,0,0,4,1,0.08,0.00,0.08,0.08,0.08,0.5,0.5,0.2,0.04,0.01,0.06,0.04,0.06,Matches
62,Jayden Bogle\Jayden-Bogle,eng ENG,MF,Sheffield Utd,20-148,2000,1,0,37,1,0,0,0,0,0,2.43,0.00,2.43,2.43,2.43,0.1,0.1,0.0,0.14,0.00,0.14,0.14,0.14,Matches
63,Willy Boly\Willy-Boly,ci CIV,DF,Wolves,29-323,1991,12,12,1080,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.02,0.00,0.02,0.02,0.02,Matches
64,Jarrod Bowen\Jarrod-Bowen,eng ENG,FWMF,West Ham,24-002,1996,14,14,1155,4,2,0,0,0,0,0.31,0.16,0.47,0.31,0.47,3.3,3.3,1.3,0.26,0.10,0.36,0.26,0.36,Matches
65,Robbie Brady\Robbie-Brady,ie IRL,MF,Burnley,28-343,1992,9,6,518,1,0,0,0,2,0,0.17,0.00,0.17,0.17,0.17,0.3,0.3,0.4,0.05,0.07,0.13,0.05,0.13,Matches
66,Rhian Brewster\Rhian-Brewster,eng ENG,FWMF,Sheffield Utd,20-265,2000,10,4,406,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1.0,1.0,0.4,0.21,0.09,0.31,0.21,0.31,Matches
67,Josh Brownhill\Josh-Brownhill,eng ENG,MF,Burnley,25-003,1995,12,12,1080,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.5,0.05,0.04,0.09,0.05,0.09,Matches
68,Joe Bryan\Joe-Bryan,eng ENG,DFFW,Fulham,27-096,1993,8,4,342,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.02,0.05,0.07,0.02,0.07,Matches
69,Kean Bryan\Kean-Bryan,eng ENG,DF,Sheffield Utd,24-051,1996,2,2,152,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.02,0.02,0.00,0.02,Matches
70,Oliver Burke\Oliver-Burke,sco SCO,FW,Sheffield Utd,23-259,1997,8,6,539,0,1,0,0,1,0,0.00,0.17,0.17,0.00,0.17,1.1,1.1,1.6,0.19,0.26,0.45,0.19,0.45,Matches
71,Dan Burn\Dan-Burn,eng ENG,DF,Brighton,28-227,1992,7,5,485,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.01,0.03,0.04,0.01,0.04,Matches
72,Oskar Buur\Oskar-Buur,dk DEN,DF,Wolves,22-266,1998,1,0,22,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
73,Willy Caballero\Willy-Caballero,ar ARG,GK,Chelsea,39-085,1981,1,1,90,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
74,Gary Cahill\Gary-Cahill,eng ENG,DF,Crystal Palace,35-003,1985,5,5,450,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.4,0.02,0.07,0.09,0.02,0.09,Matches
75,Tom Cairney\Tom-Cairney,sco SCO,MF,Fulham,29-337,1991,10,9,759,1,1,0,0,2,0,0.12,0.12,0.24,0.12,0.24,0.7,0.7,1.4,0.08,0.17,0.25,0.08,0.25,Matches
76,Dominic Calvert-Lewin\Dominic-Calvert-Lewin,eng ENG,FW,Everton,23-281,1997,14,14,1236,11,0,0,0,2,0,0.80,0.00,0.80,0.80,0.80,8.2,8.2,0.5,0.60,0.04,0.64,0.60,0.64,Matches
77,João Cancelo\Joao-Cancelo,pt POR,DFMF,Manchester City,26-209,1994,9,9,810,0,1,0,0,2,0,0.00,0.11,0.11,0.00,0.11,0.2,0.2,1.5,0.03,0.16,0.19,0.03,0.19,Matches
78,Ian Carlo Poveda\Ian-Carlo-Poveda,eng ENG,MFDF,Leeds United,20-317,2000,7,0,186,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.4,0.17,0.18,0.35,0.17,0.35,Matches
79,Andy Carroll\Andy-Carroll,eng ENG,FW,Newcastle Utd,31-351,1989,7,2,183,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.0,0.26,0.02,0.28,0.26,0.28,Matches
80,Matty Cash\Matty-Cash,eng ENG,DF,Aston Villa,23-137,1997,11,11,952,0,1,0,0,5,0,0.00,0.09,0.09,0.00,0.09,0.1,0.1,0.7,0.01,0.07,0.08,0.01,0.08,Matches
81,Timothy Castagne\Timothy-Castagne,be BEL,DF,Leicester City,25-017,1995,7,7,599,1,2,0,0,1,0,0.15,0.30,0.45,0.15,0.45,0.3,0.3,0.5,0.04,0.07,0.12,0.04,0.12,Matches
82,Ivan Cavaleiro\Ivan-Cavaleiro,pt POR,FWMF,Fulham,27-065,1993,12,10,879,1,0,1,2,1,0,0.10,0.00,0.10,0.00,0.00,2.5,1.7,1.2,0.25,0.13,0.38,0.18,0.30,Matches
83,Edinson Cavani\Edinson-Cavani,uy URU,FW,Manchester Utd,33-312,1987,7,1,196,3,1,0,0,1,0,1.38,0.46,1.84,1.38,1.84,1.9,1.9,0.6,0.85,0.27,1.12,0.85,1.12,Matches
84,Dani Ceballos\Dani-Ceballos,es ESP,MF,Arsenal,24-137,1996,13,8,851,0,1,0,0,2,0,0.00,0.11,0.11,0.00,0.11,0.1,0.1,1.8,0.01,0.19,0.20,0.01,0.20,Matches
85,Ben Chilwell\Ben-Chilwell,eng ENG,DF,Chelsea,24-001,1996,11,11,900,2,3,0,0,1,0,0.20,0.30,0.50,0.20,0.50,0.9,0.9,1.0,0.09,0.10,0.19,0.09,0.19,Matches
86,Hamza Choudhury\Hamza-Choudhury,eng ENG,MF,Leicester City,23-082,1997,2,0,15,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
87,Andreas Christensen\Andreas-Christensen,dk DEN,DF,Chelsea,24-256,1996,4,4,314,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches
88,Ciaran Clark\Ciaran-Clark,ie IRL,DF,Newcastle Utd,31-087,1989,5,5,450,1,0,0,0,1,0,0.20,0.00,0.20,0.20,0.20,0.1,0.1,0.0,0.01,0.01,0.02,0.01,0.02,Matches
89,Nathaniel Clyne\Nathaniel-Clyne,eng ENG,DF,Crystal Palace,29-261,1991,8,8,701,0,1,0,0,1,0,0.00,0.13,0.13,0.00,0.13,0.0,0.0,0.3,0.01,0.04,0.04,0.01,0.04,Matches
90,Conor Coady\Conor-Coady,eng ENG,DF,Wolves,27-301,1993,13,13,1170,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.00,0.01,0.00,0.01,Matches
91,Séamus Coleman\Seamus-Coleman,ie IRL,DF,Everton,32-072,1988,7,6,455,0,1,0,0,0,0,0.00,0.20,0.20,0.00,0.20,0.1,0.1,0.5,0.01,0.11,0.12,0.01,0.12,Matches
92,Aaron Connolly\Aaron-Connolly,ie IRL,FW,Brighton,20-329,2000,10,6,536,1,1,0,0,0,0,0.17,0.17,0.34,0.17,0.34,1.8,1.8,0.2,0.31,0.03,0.33,0.31,0.33,Matches
93,Liam Cooper\Liam-Cooper,sco SCO,DF,Leeds United,29-114,1991,11,11,971,1,0,0,0,3,0,0.09,0.00,0.09,0.09,0.09,0.5,0.5,0.0,0.04,0.00,0.04,0.04,0.04,Matches
94,Hélder Costa\Helder-Costa,pt POR,MF,Leeds United,26-345,1994,10,8,669,2,2,0,0,0,0,0.27,0.27,0.54,0.27,0.54,1.0,1.0,0.8,0.13,0.11,0.24,0.13,0.24,Matches
95,Vladimír Coufal\Vladimir-Coufal,cz CZE,DF,West Ham,28-122,1992,11,11,984,0,2,0,0,2,0,0.00,0.18,0.18,0.00,0.18,0.2,0.2,1.6,0.02,0.15,0.17,0.02,0.17,Matches
96,Aaron Cresswell\Aaron-Cresswell,eng ENG,DF,West Ham,31-007,1989,14,14,1260,0,4,0,0,0,0,0.00,0.29,0.29,0.00,0.29,0.3,0.3,2.2,0.02,0.15,0.17,0.02,0.17,Matches
97,Stuart Dallas\Stuart-Dallas,nir NIR,DFMF,Leeds United,29-247,1991,14,14,1250,3,0,0,0,3,0,0.22,0.00,0.22,0.22,0.22,1.8,1.8,0.6,0.13,0.04,0.17,0.13,0.17,Matches
98,Scott Dann\Scott-Dann,eng ENG,DF,Crystal Palace,33-312,1987,7,7,630,1,0,0,0,1,0,0.14,0.00,0.14,0.14,0.14,0.3,0.3,0.0,0.04,0.00,0.05,0.04,0.05,Matches
99,Karl Darlow\Karl-Darlow,eng ENG,GK,Newcastle Utd,30-075,1990,13,13,1170,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
100,Ben Davies\Ben-Davies,wal WAL,DF,Tottenham,27-242,1993,10,5,502,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.02,0.02,0.05,0.02,0.05,Matches
101,Tom Davies\Tom-Davies,eng ENG,MFDF,Everton,22-175,1998,7,3,264,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.5,0.00,0.17,0.17,0.00,0.17,Matches
102,Keinan Davis\Keinan-Davis,eng ENG,FW,Aston Villa,22-313,1998,2,0,40,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.06,0.06,0.00,0.06,Matches
103,Leif Davis\Leif-Davis,eng ENG,DF,Leeds United,20-345,2000,2,0,33,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
104,Kevin De Bruyne\Kevin-De-Bruyne,be BEL,MF,Manchester City,29-177,1991,12,11,1013,2,7,2,3,1,0,0.18,0.62,0.80,0.00,0.62,5.8,3.5,4.9,0.51,0.44,0.95,0.31,0.75,Matches
105,Liam Delap\Liam-Delap,eng ENG,FW,Manchester City,17-318,2003,1,0,40,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.06,0.00,0.06,0.06,0.06,Matches
106,Fabian Delph\Fabian-Delph,eng ENG,MFDF,Everton,31-031,1989,5,2,214,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,Matches
107,Leander Dendoncker\Leander-Dendoncker,be BEL,MF,Wolves,25-251,1995,12,11,947,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,2.0,2.0,0.4,0.19,0.04,0.22,0.19,0.22,Matches
108,Ibrahima Diallo\Ibrahima-Diallo,fr FRA,MF,Southampton,21-289,1999,6,0,28,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.12,0.12,0.00,0.12,Matches
109,Grady Diangana\Grady-Diangana,eng ENG,MFFW,West Brom,22-247,1998,12,11,862,1,0,0,0,0,0,0.10,0.00,0.10,0.10,0.10,0.4,0.4,0.1,0.05,0.01,0.06,0.05,0.06,Matches
110,Raphael Dias Belloli\Raphael-Dias-Belloli,br BRA,MF,Leeds United,24-008,1996,9,6,596,1,2,0,0,2,0,0.15,0.30,0.45,0.15,0.45,2.0,2.0,1.6,0.30,0.24,0.55,0.30,0.55,Matches
111,Rúben Dias\Ruben-Dias,pt POR,DF,Manchester City,23-222,1997,11,11,969,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.0,0.08,0.00,0.08,0.08,0.08,Matches
112,Eric Dier\Eric-Dier,eng ENG,DF,Tottenham,26-342,1994,13,13,1170,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.03,0.00,0.03,0.03,0.03,Matches
113,Lucas Digne\Lucas-Digne,fr FRA,DF,Everton,27-155,1993,8,8,701,0,4,0,0,0,1,0.00,0.51,0.51,0.00,0.51,0.2,0.2,1.7,0.02,0.22,0.24,0.02,0.24,Matches
114,Virgil van Dijk\Virgil-van-Dijk,nl NED,DF,Liverpool,29-167,1991,5,5,370,1,0,0,0,1,0,0.24,0.00,0.24,0.24,0.24,0.3,0.3,0.0,0.08,0.00,0.08,0.08,0.08,Matches
115,Issa Diop\Issa-Diop,fr FRA,DF,West Ham,23-348,1997,4,3,298,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
