,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
23,Daniel Amartey\Daniel-Amartey,gh GHA,DF,Leicester City,26-059,1994,6,4,370,4.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.01,0.00,0.01,0.01,0.01,Matches
24,Ethan Ampadu\Ethan-Ampadu,wal WAL,DFMF,Sheffield Utd,20-157,2000,17,16,1421,15.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.8,1.1,0.02,0.05,0.07,0.02,0.07,Matches
25,Joachim Andersen\Joachim-Andersen,dk DEN,DF,Fulham,24-263,1996,18,18,1591,17.7,0,1,0,0,0,4,1,0.00,0.06,0.06,0.00,0.06,0.0,0.0,0.3,0.4,0.00,0.02,0.02,0.00,0.02,Matches
26,Elliot Anderson\Elliot-Anderson,sco SCO,MF,Newcastle Utd,18-104,2002,1,0,4,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
27,Felipe Anderson\Felipe-Anderson,br BRA,FWMF,West Ham,27-309,1993,2,0,3,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
28,Michail Antonio\Michail-Antonio,eng ENG,FW,West Ham,30-327,1990,15,13,1068,11.9,5,3,5,0,0,1,0,0.42,0.25,0.67,0.42,0.67,5.9,5.9,1.3,7.2,0.49,0.11,0.61,0.49,0.61,Matches
29,Alphonse Areola\Alphonse-Areola,fr FRA,GK,Fulham,27-357,1993,23,23,2070,23.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
30,Stuart Armstrong\Stuart-Armstrong,sco SCO,MF,Southampton,28-325,1992,19,18,1552,17.2,3,3,3,0,0,1,0,0.17,0.17,0.35,0.17,0.35,1.5,1.5,1.5,3.1,0.09,0.09,0.18,0.09,0.18,Matches
31,Kepa Arrizabalaga\Kepa-Arrizabalaga,es ESP,GK,Chelsea,26-138,1994,4,4,360,4.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
32,Pierre-Emerick Aubameyang\Pierre-Emerick-Aubameyang,ga GAB,FW,Arsenal,31-245,1989,20,18,1666,18.5,8,1,6,2,2,2,0,0.43,0.05,0.49,0.32,0.38,8.1,6.6,1.6,8.2,0.44,0.09,0.53,0.36,0.45,Matches
33,Serge Aurier\Serge-Aurier,ci CIV,DF,Tottenham,28-056,1992,13,13,1075,11.9,2,1,2,0,0,0,0,0.17,0.08,0.25,0.17,0.25,1.0,1.0,1.3,2.3,0.09,0.11,0.19,0.09,0.19,Matches
34,Charlie Austin\Charlie-Austin,eng ENG,FW,West Brom,31-228,1989,5,0,138,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.13,0.00,0.13,0.13,0.13,Matches
35,Jordan Ayew\Jordan-Ayew,gh GHA,FWMF,Crystal Palace,29-160,1991,20,13,1220,13.6,1,2,1,0,0,1,0,0.07,0.15,0.22,0.07,0.22,1.7,1.7,0.5,2.2,0.13,0.03,0.16,0.13,0.16,Matches
36,Luke Ayling\Luke-Ayling,eng ENG,DF,Leeds United,29-177,1991,23,23,2049,22.8,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,1.9,2.7,0.03,0.08,0.12,0.03,0.12,Matches
37,César Azpilicueta\Cesar-Azpilicueta,es ESP,DF,Chelsea,31-174,1989,14,12,1131,12.6,1,1,1,0,0,4,0,0.08,0.08,0.16,0.08,0.16,0.7,0.7,0.6,1.3,0.06,0.05,0.11,0.06,0.11,Matches
38,Eric Bailly\Eric-Bailly,ci CIV,DF,Manchester Utd,26-312,1994,7,6,548,6.1,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches
39,Fabián Balbuena\Fabian-Balbuena,py PAR,DF,West Ham,29-179,1991,12,12,1080,12.0,1,0,1,0,0,1,0,0.08,0.00,0.08,0.08,0.08,0.6,0.6,0.0,0.6,0.05,0.00,0.05,0.05,0.05,Matches
40,George Baldock\George-Baldock,eng ENG,DF,Sheffield Utd,27-346,1993,19,19,1663,18.5,0,1,0,0,0,3,0,0.00,0.05,0.05,0.00,0.05,1.0,1.0,1.3,2.3,0.06,0.07,0.13,0.06,0.13,Matches
41,Gareth Bale\Gareth-Bale,wal WAL,FW,Tottenham,31-217,1989,7,2,251,2.8,1,0,1,0,0,0,0,0.36,0.00,0.36,0.36,0.36,0.9,0.9,0.3,1.2,0.32,0.10,0.42,0.32,0.42,Matches
42,Patrick Bamford\Patrick-Bamford,eng ENG,FW,Leeds United,27-166,1993,23,23,1964,21.8,12,5,11,1,1,1,0,0.55,0.23,0.78,0.50,0.73,12.2,11.4,2.6,14.0,0.56,0.12,0.68,0.52,0.64,Matches
43,Phil Bardsley\Phil-Bardsley,sco SCO,DF,Burnley,35-235,1985,4,3,274,3.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.04,0.00,0.04,0.04,0.04,Matches
44,Ross Barkley\Ross-Barkley,eng ENG,MF,Aston Villa,27-075,1993,13,13,991,11.0,3,1,3,0,0,0,0,0.27,0.09,0.36,0.27,0.36,2.9,2.9,2.7,5.5,0.26,0.24,0.50,0.26,0.50,Matches
45,Ross Barkley\Ross-Barkley,eng ENG,MF,Chelsea,27-075,1993,2,0,42,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.06,0.16,0.22,0.06,0.22,Matches
46,Ashley Barnes\Ashley-Barnes,eng ENG,FW,Burnley,31-111,1989,18,15,1293,14.4,3,0,2,1,1,4,0,0.21,0.00,0.21,0.14,0.14,4.9,4.1,0.7,4.8,0.34,0.05,0.39,0.29,0.33,Matches
47,Harvey Barnes\Harvey-Barnes,eng ENG,FWMF,Leicester City,23-071,1997,23,20,1805,20.1,8,3,8,0,0,0,0,0.40,0.15,0.55,0.40,0.55,5.6,5.6,1.3,6.9,0.28,0.06,0.34,0.28,0.34,Matches
48,Kyle Bartley\Kyle-Bartley,eng ENG,DF,West Brom,29-272,1991,16,14,1330,14.8,2,1,2,0,0,3,0,0.14,0.07,0.20,0.14,0.20,1.5,1.5,0.0,1.5,0.10,0.00,0.10,0.10,0.10,Matches
49,Chris Basham\Chris-Basham,eng ENG,DFMF,Sheffield Utd,32-213,1988,24,24,1986,22.1,0,1,0,0,0,3,0,0.00,0.05,0.05,0.00,0.05,0.6,0.6,0.7,1.3,0.03,0.03,0.06,0.03,0.06,Matches
50,Michy Batshuayi\Michy-Batshuayi,be BEL,FW,Crystal Palace,27-139,1993,16,7,702,7.8,1,1,1,0,0,0,0,0.13,0.13,0.26,0.13,0.26,1.1,1.1,1.4,2.5,0.14,0.18,0.33,0.14,0.33,Matches
51,Jan Bednarek\Jan-Bednarek,pl POL,DF,Southampton,24-312,1996,23,23,1975,21.9,1,1,1,0,0,3,1,0.05,0.05,0.09,0.05,0.09,0.9,0.9,0.2,1.1,0.04,0.01,0.05,0.04,0.05,Matches
52,Donny van de Beek\Donny-van-de-Beek,nl NED,MFFW,Manchester Utd,23-306,1997,13,2,322,3.6,1,0,1,0,0,1,0,0.28,0.00,0.28,0.28,0.28,0.3,0.3,0.1,0.3,0.07,0.02,0.10,0.07,0.10,Matches
53,Héctor Bellerín\Hector-Bellerin,es ESP,DF,Arsenal,25-336,1995,21,21,1820,20.2,1,2,1,0,0,7,0,0.05,0.10,0.15,0.05,0.15,0.6,0.6,2.3,2.9,0.03,0.12,0.15,0.03,0.15,Matches
54,Saïd Benrahma\Said-Benrahma,dz ALG,MFFW,West Ham,25-192,1995,16,9,852,9.5,0,4,0,0,0,0,0,0.00,0.42,0.42,0.00,0.42,1.6,1.6,1.8,3.4,0.17,0.19,0.36,0.17,0.36,Matches
55,Josh Benson\Josh-Benson,eng ENG,MF,Burnley,21-075,1999,6,2,264,2.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.06,0.00,0.06,0.06,0.06,Matches
56,Christian Benteke\Christian-Benteke,be BEL,FW,Crystal Palace,30-077,1990,17,9,800,8.9,3,1,3,0,0,2,1,0.34,0.11,0.45,0.34,0.45,3.8,3.8,0.8,4.7,0.43,0.09,0.53,0.43,0.53,Matches
57,Jóhann Berg Guðmundsson\Johann-Berg-Gudmundsson,is ISL,MF,Burnley,30-114,1990,13,9,751,8.3,2,0,2,0,0,1,0,0.24,0.00,0.24,0.24,0.24,1.2,1.2,0.2,1.4,0.15,0.02,0.17,0.15,0.17,Matches
58,Sander Berge\Sander-Berge,no NOR,MF,Sheffield Utd,23-004,1998,13,12,1016,11.3,1,1,0,1,1,4,0,0.09,0.09,0.18,0.00,0.09,1.2,0.5,1.2,1.7,0.11,0.11,0.22,0.04,0.15,Matches
59,Steven Bergwijn\Steven-Bergwijn,nl NED,FWMF,Tottenham,23-133,1997,16,11,1021,11.3,0,2,0,0,0,2,0,0.00,0.18,0.18,0.00,0.18,1.7,1.7,1.0,2.7,0.15,0.09,0.24,0.15,0.24,Matches
60,Bernard\Bernard,br BRA,FWMF,Everton,28-163,1992,7,2,297,3.3,1,0,1,0,0,2,0,0.30,0.00,0.30,0.30,0.30,0.2,0.2,0.6,0.7,0.05,0.17,0.22,0.05,0.22,Matches
61,Bernardo\Bernardo,br BRA,DFMF,Brighton,25-280,1995,3,2,206,2.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.2,0.5,0.13,0.09,0.22,0.13,0.22,Matches
62,Ryan Bertrand\Ryan-Bertrand,eng ENG,DF,Southampton,31-197,1989,21,21,1878,20.9,0,1,0,0,0,5,0,0.00,0.05,0.05,0.00,0.05,0.6,0.6,0.6,1.2,0.03,0.03,0.06,0.03,0.06,Matches
63,Yves Bissouma\Yves-Bissouma,ml MLI,MF,Brighton,24-172,1996,22,21,1853,20.6,1,0,1,0,0,6,1,0.05,0.00,0.05,0.05,0.05,0.6,0.6,0.3,1.0,0.03,0.02,0.05,0.03,0.05,Matches
64,Jayden Bogle\Jayden-Bogle,eng ENG,DF,Sheffield Utd,20-206,2000,9,7,705,7.8,2,0,2,0,0,1,0,0.26,0.00,0.26,0.26,0.26,0.9,0.9,0.2,1.1,0.12,0.02,0.14,0.12,0.14,Matches
65,Willy Boly\Willy-Boly,ci CIV,DF,Wolves,30-015,1991,16,16,1440,16.0,1,1,1,0,0,1,0,0.06,0.06,0.12,0.06,0.12,1.0,1.0,0.4,1.4,0.06,0.02,0.09,0.06,0.09,Matches
66,Jarrod Bowen\Jarrod-Bowen,eng ENG,FWMF,West Ham,24-060,1996,24,22,1766,19.6,5,3,5,0,0,0,0,0.25,0.15,0.41,0.25,0.41,4.5,4.5,1.9,6.4,0.23,0.09,0.32,0.23,0.32,Matches
67,Robbie Brady\Robbie-Brady,ie IRL,MF,Burnley,29-035,1992,17,12,1004,11.2,1,1,1,0,0,3,0,0.09,0.09,0.18,0.09,0.18,0.8,0.8,0.9,1.7,0.07,0.08,0.15,0.07,0.15,Matches
68,Rhian Brewster\Rhian-Brewster,eng ENG,FW,Sheffield Utd,20-323,2000,18,7,738,8.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1.3,1.3,1.1,2.4,0.16,0.13,0.29,0.16,0.29,Matches
69,Josh Brownhill\Josh-Brownhill,eng ENG,MF,Burnley,25-061,1995,19,18,1601,17.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.6,1.4,0.05,0.03,0.08,0.05,0.08,Matches
70,Joe Bryan\Joe-Bryan,eng ENG,DFFW,Fulham,27-154,1993,11,5,452,5.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.03,0.03,0.06,0.03,0.06,Matches
71,Kean Bryan\Kean-Bryan,eng ENG,DF,Sheffield Utd,24-109,1996,5,4,295,3.3,1,0,1,0,0,0,0,0.31,0.00,0.31,0.31,0.31,0.3,0.3,0.0,0.3,0.09,0.01,0.10,0.09,0.10,Matches
72,Oliver Burke\Oliver-Burke,sco SCO,FW,Sheffield Utd,23-317,1997,16,11,904,10.0,1,1,1,0,0,2,0,0.10,0.10,0.20,0.10,0.20,2.0,2.0,1.7,3.8,0.20,0.17,0.37,0.20,0.37,Matches
73,Dan Burn\Dan-Burn,eng ENG,DF,Brighton,28-285,1992,16,13,1202,13.4,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.2,1.1,0.07,0.01,0.09,0.07,0.09,Matches
74,David Button\David-Button,eng ENG,GK,West Brom,31-357,1989,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
75,Oskar Buur\Oskar-Buur,dk DEN,DF,Wolves,22-324,1998,1,0,22,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
76,Willy Caballero\Willy-Caballero,ar ARG,GK,Chelsea,39-143,1981,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
77,Gary Cahill\Gary-Cahill,eng ENG,DF,Crystal Palace,35-061,1985,9,9,810,9.0,1,0,1,0,0,1,0,0.11,0.00,0.11,0.11,0.11,0.3,0.3,0.4,0.6,0.03,0.04,0.07,0.03,0.07,Matches
78,Tom Cairney\Tom-Cairney,sco SCO,MF,Fulham,30-029,1991,10,9,759,8.4,1,1,1,0,0,2,0,0.12,0.12,0.24,0.12,0.24,0.7,0.7,1.4,2.1,0.08,0.17,0.25,0.08,0.25,Matches
79,Dominic Calvert-Lewin\Dominic-Calvert-Lewin,eng ENG,FW,Everton,23-339,1997,20,20,1762,19.6,13,0,13,0,0,3,0,0.66,0.00,0.66,0.66,0.66,10.2,10.2,0.9,11.0,0.52,0.04,0.56,0.52,0.56,Matches
80,João Cancelo\Joao-Cancelo,pt POR,DF,Manchester City,26-267,1994,19,18,1613,17.9,1,2,1,0,0,3,0,0.06,0.11,0.17,0.06,0.17,1.2,1.2,3.4,4.6,0.07,0.19,0.26,0.07,0.26,Matches
81,Ian Carlo Poveda\Ian-Carlo-Poveda,eng ENG,MFDF,Leeds United,21-009,2000,10,0,253,2.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.4,0.7,0.13,0.13,0.26,0.13,0.26,Matches
82,Andy Carroll\Andy-Carroll,eng ENG,FW,Newcastle Utd,32-043,1989,14,4,381,4.2,1,0,1,0,0,1,0,0.24,0.00,0.24,0.24,0.24,1.1,1.1,0.1,1.2,0.27,0.02,0.29,0.27,0.29,Matches
83,Matty Cash\Matty-Cash,eng ENG,DF,Aston Villa,23-195,1997,21,21,1822,20.2,0,2,0,0,0,5,0,0.00,0.10,0.10,0.00,0.10,0.3,0.3,1.7,2.0,0.01,0.08,0.10,0.01,0.10,Matches
84,Kiko Casilla\Kiko-Casilla,es ESP,GK,Leeds United,34-139,1986,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
85,Timothy Castagne\Timothy-Castagne,be BEL,DF,Leicester City,25-075,1995,13,13,1085,12.1,1,2,1,0,0,1,0,0.08,0.17,0.25,0.08,0.25,0.4,0.4,0.7,1.2,0.03,0.06,0.10,0.03,0.10,Matches
86,Jonny Castro\Jonny-Castro,es ESP,DF,Wolves,26-352,1994,2,2,113,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.04,0.04,0.00,0.04,Matches
87,Ivan Cavaleiro\Ivan-Cavaleiro,pt POR,FWMF,Fulham,27-123,1993,22,16,1476,16.4,3,0,2,1,2,2,0,0.18,0.00,0.18,0.12,0.12,4.3,3.5,1.7,5.2,0.26,0.10,0.36,0.22,0.32,Matches
88,Edinson Cavani\Edinson-Cavani,uy URU,FW,Manchester Utd,34-004,1987,17,8,852,9.5,6,2,6,0,0,1,0,0.63,0.21,0.85,0.63,0.85,4.8,4.8,1.6,6.4,0.51,0.17,0.67,0.51,0.67,Matches
89,Dani Ceballos\Dani-Ceballos,es ESP,MF,Arsenal,24-195,1996,17,11,1107,12.3,0,2,0,0,0,3,0,0.00,0.16,0.16,0.00,0.16,0.1,0.1,2.2,2.3,0.01,0.18,0.19,0.01,0.19,Matches
90,Ben Chilwell\Ben-Chilwell,eng ENG,DF,Chelsea,24-059,1996,18,18,1486,16.5,2,4,2,0,0,2,0,0.12,0.24,0.36,0.12,0.36,1.3,1.3,1.1,2.4,0.08,0.07,0.15,0.08,0.15,Matches
91,Hamza Choudhury\Hamza-Choudhury,eng ENG,MF,Leicester City,23-140,1997,6,3,225,2.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.02,0.00,0.02,0.02,0.02,Matches
92,Andreas Christensen\Andreas-Christensen,dk DEN,DF,Chelsea,24-314,1996,8,7,639,7.1,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches
93,Ciaran Clark\Ciaran-Clark,ie IRL,DF,Newcastle Utd,31-145,1989,13,12,1115,12.4,1,0,1,0,0,2,0,0.08,0.00,0.08,0.08,0.08,0.3,0.3,0.1,0.3,0.02,0.01,0.03,0.02,0.03,Matches
94,Nathaniel Clyne\Nathaniel-Clyne,eng ENG,DF,Crystal Palace,29-319,1991,13,13,1145,12.7,0,1,0,0,0,2,0,0.00,0.08,0.08,0.00,0.08,0.1,0.1,0.4,0.5,0.01,0.03,0.04,0.01,0.04,Matches
95,Conor Coady\Conor-Coady,eng ENG,DF,Wolves,27-359,1993,23,23,2043,22.7,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.3,0.01,0.00,0.01,0.01,0.01,Matches
96,Séamus Coleman\Seamus-Coleman,ie IRL,DF,Everton,32-130,1988,14,9,795,8.8,0,1,0,0,0,0,0,0.00,0.11,0.11,0.00,0.11,0.3,0.3,0.8,1.0,0.03,0.09,0.12,0.03,0.12,Matches
97,Aaron Connolly\Aaron-Connolly,ie IRL,FW,Brighton,21-021,2000,14,8,662,7.4,2,1,2,0,0,0,0,0.27,0.14,0.41,0.27,0.41,3.0,3.0,0.2,3.2,0.41,0.02,0.43,0.41,0.43,Matches
98,Liam Cooper\Liam-Cooper,sco SCO,DF,Leeds United,29-172,1991,17,17,1511,16.8,1,0,1,0,0,3,0,0.06,0.00,0.06,0.06,0.06,0.7,0.7,0.0,0.7,0.04,0.00,0.04,0.04,0.04,Matches
99,Jack Cork\Jack-Cork,eng ENG,MF,Burnley,31-238,1989,6,5,475,5.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.3,0.05,0.00,0.05,0.05,0.05,Matches
100,Hélder Costa\Helder-Costa,pt POR,MF,Leeds United,27-037,1994,14,8,739,8.2,3,2,3,0,0,0,0,0.37,0.24,0.61,0.37,0.61,1.2,1.2,0.8,2.0,0.14,0.10,0.24,0.14,0.24,Matches
101,Vladimír Coufal\Vladimir-Coufal,cz CZE,DF,West Ham,28-180,1992,20,20,1794,19.9,0,3,0,0,0,2,0,0.00,0.15,0.15,0.00,0.15,1.0,1.0,2.4,3.4,0.05,0.12,0.17,0.05,0.17,Matches
102,Aaron Cresswell\Aaron-Cresswell,eng ENG,DF,West Ham,31-065,1989,24,24,2160,24.0,0,6,0,0,0,1,0,0.00,0.25,0.25,0.00,0.25,0.8,0.8,3.8,4.6,0.03,0.16,0.19,0.03,0.19,Matches
103,Patrick Cutrone\Patrick-Cutrone,it ITA,FWMF,Wolves,23-046,1998,2,0,25,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.61,0.00,0.61,0.61,0.61,Matches
104,Stuart Dallas\Stuart-Dallas,nir NIR,DFMF,Leeds United,29-305,1991,23,23,2060,22.9,4,2,4,0,0,5,0,0.17,0.09,0.26,0.17,0.26,2.4,2.4,1.2,3.7,0.11,0.05,0.16,0.11,0.16,Matches
105,Scott Dann\Scott-Dann,eng ENG,DF,Crystal Palace,34-004,1987,12,12,1080,12.0,1,0,1,0,0,1,0,0.08,0.00,0.08,0.08,0.08,0.3,0.3,0.0,0.4,0.03,0.00,0.03,0.03,0.03,Matches
106,Karl Darlow\Karl-Darlow,eng ENG,GK,Newcastle Utd,30-133,1990,24,24,2160,24.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
