id,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,team_name,games played,adjusted points,xG,xG_points,xG_week1,goals_week1,xPoints week 1,bonus_week1,clean_sheet_points,xGA_week1,cleansheet_week1,xA,xA_points,xA_week1,assists_week1,adjusted points per game,gameweek,xPoints,form 5,form 10,form 15,form 20,gameweek 2 prediction,gameweek 3 prediction,gameweek 4 prediction,gameweek 5 prediction,gameweek 6 prediction,gameweek 7 prediction,gameweek 8 prediction,gameweek 9 prediction,gameweek 10 prediction,gameweek 11 prediction,xPoints_next10,value,value form 5,value form 10,valuePoints metric,xG+xA,xG+xA per game
122,,,82263,0,0,0,0,1,2,2.6,3.1,15,Marcos,15.0,True,,,55,82263.jpg,15.0,Alonso,5.8,False,,a,6,8,15,182057,182057,14328,14328,2.7,2.7,Alonso,85,1,0,1,0,0,0,0,0,0,0,3,46,56.0,35.5,29.0,12.1,7,1,17,5,39,8,11,2,6.0,,2.0,,,,Chelsea,1.0,9.16327288272687,0.1,0.6000000000000001,0.1,1.0,9.16327288272687,3.0,2.9632728827268715,0.3,1.0,0.2,0.6000000000000001,0.2,0.0,9.16327288272687,1,9.16327288272687,,,,,4.855157852172852,3.706247329711914,3.4574036598205566,3.817432403564453,3.857099771499634,3.4167401790618896,4.822350978851318,3.746466636657715,3.939138412475586,3.939138412475586,39.557175636291504,1.6660496150412492,,,3.9072326855186166,0.30000000000000004,0.30000000000000004
123,,,85955,0,0,0,0,0,3,2.1,2.6,3,Jorge Luiz,3.0,False,,,60,85955.jpg,3.0,Frello Filho,5.3,False,,a,6,8,3,27974,27974,35192,35192,0.5,0.5,Jorginho,90,0,0,1,0,0,0,0,0,0,0,0,14,19.6,21.4,2.0,4.3,99,38,53,36,174,94,98,56,,,,,1.0,,Chelsea,1.0,2.7408182206817178,0.0,0.0,0.0,0.0,2.7408182206817178,0.0,0.7408182206817179,0.3,1.0,0.0,0.0,0.0,0.0,2.7408182206817178,1,2.7408182206817178,,,,,3.301421880722046,2.597467422485352,2.4163780212402344,2.753434658050537,2.707076072692871,2.3567378520965576,2.907777070999145,2.6031460762023926,2.820619821548462,2.820619821548462,27.28467869758606,0.4568030367802863,,,1.118934353065518,0.0,0.0
124,,,88894,0,0,0,0,0,3,1.9,2.4,0,Ross,0.0,False,,,55,88894.jpg,0.0,Barkley,0.1,False,,a,6,8,0,440,440,1711,1711,0.0,0.0,Barkley,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,483,193,486,197,472,192,490,196,,,,,,,Chelsea,,,,,,,,,,,,,,,,,1,,,,,,3.320747375488281,2.692355155944824,2.511265993118286,2.772760391235352,2.995896816253662,2.4516258239746094,3.121035575866699,2.7603759765625,3.109440565109253,3.109440565109253,28.84494423866272,,,,,,
125,,,91651,0,0,0,0,0,3,1.4,1.9,6,Mateo,6.0,False,,,50,91651.jpg,6.0,Kovacic,0.7,False,,a,6,8,6,21641,21641,5595,5595,1.2,1.2,Kovacic,90,0,1,1,0,0,0,0,0,0,0,0,24,24.6,28.5,4.0,5.7,67,27,35,24,130,73,62,36,,,,,,,Chelsea,1.0,3.811818220681718,0.0,0.0,0.0,0.0,3.811818220681718,0.0,0.7408182206817179,0.3,1.0,0.1,0.3,0.1,1.0,3.811818220681718,1,3.811818220681718,,,,,4.555995941162109,3.9249825477600098,3.8115389347076416,3.995579957962036,4.043625831604004,3.720028162002564,4.241650104522705,3.832762479782105,4.161153793334961,4.161153793334961,40.448471546173096,0.7623636441363436,,,1.7046969318633232,0.1,0.1
126,0.0,,94245,0,0,0,0,0,4,0.0,2.1,0,Michy,0.0,False,Joined Besiktas on a season-long loan - Expected back 01 Jul,2021-08-18T17:00:13.253920Z,55,94245.jpg,0.0,Batshuayi,0.2,False,,n,6,8,0,1380,1380,3083,3083,0.0,0.0,Batshuayi,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,486,52,488,56,474,50,492,56,,,,,,,Chelsea,,,,,,,,,,,,,,,,,1,,,,,,3.4421329498291016,2.7836780548095703,2.5060322284698486,2.8941457271575928,3.133017301559448,2.446392059326172,3.2424211502075195,2.897496461868286,3.26226544380188,3.26226544380188,29.8698468208313,,,,,,
127,,,102380,0,0,0,0,0,2,2.6,3.1,6,Antonio,6.0,False,,,55,102380.jpg,6.0,Rüdiger,7.5,False,,a,6,8,6,37780,37780,24961,24961,1.1,1.1,Rüdiger,90,0,0,1,0,0,0,0,0,0,0,0,22,14.6,3.4,0.0,1.8,128,50,147,42,480,182,191,62,,,,,,,Chelsea,1.0,4.963272882726871,0.0,0.0,0.0,0.0,4.963272882726871,0.0,2.9632728827268715,0.3,1.0,0.0,0.0,0.0,0.0,4.963272882726871,1,4.963272882726871,,,,,4.673492431640625,3.5623035430908203,3.3091535568237305,3.735064268112183,3.555665969848633,3.034308433532715,3.989438772201538,3.532413482666016,3.6377041339874263,3.6377041339874263,36.66724872589111,0.9024132514048856,,,2.1163466681314893,0.0,0.0
128,,,103192,0,0,0,0,0,2,2.6,3.1,0,Kurt,0.0,False,,,55,103192.jpg,0.0,Zouma,1.3,False,,a,6,8,0,1005,1005,15518,15518,0.0,0.0,Zouma,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,490,185,494,185,481,183,496,185,,,,,,,Chelsea,,,,,,,,,,,,,,,,,1,,,,,,3.751833915710449,2.852222681045532,2.4937312602996826,3.2038469314575195,3.4096839427948,2.393427610397339,3.740166902542114,3.1093883514404297,3.3823580741882324,3.3823580741882324,31.71901774406433,,,,,,
129,,,109745,0,0,0,0,0,1,2.6,3.1,0,Kepa,0.0,False,,,50,109745.jpg,0.0,Arrizabalaga,0.3,False,,a,6,8,0,815,815,3117,3117,0.0,0.0,Arrizabalaga,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,438,56,439,47,406,47,447,56,,,,,,,Chelsea,,,,,,,,,,,,,,,,,1,,,,,,4.136059284210205,3.4332661628723145,3.4703562259674072,3.7071785926818848,3.901265144348145,3.4107160568237305,3.959526300430298,3.746421813964844,3.8159255981445312,3.8159255981445312,37.39664077758789,,,,,,
130,75.0,75.0,116594,0,0,0,0,0,3,1.1,1.5,0,N'Golo,0.0,False,Knock - 75% chance of playing,2021-08-13T13:30:14.495722Z,50,116594.jpg,0.0,Kanté,3.9,False,,d,6,8,0,8830,8830,69313,69313,0.0,0.0,Kanté,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,439,172,441,177,408,163,448,176,,,,,,,Chelsea,,,,,,,,,,,,,,,,,1,,,,,,3.320747375488281,2.692355155944824,2.511265993118286,2.772760391235352,2.995896816253662,2.4516258239746094,3.121035575866699,2.7603759765625,3.109440565109253,3.109440565109253,28.84494423866272,,,,,,
131,0.0,0.0,124183,-1,1,-1,1,0,3,0.0,0.0,0,Hakim,0.0,False,Shoulder injury - Expected back 28 Aug,2021-08-12T06:30:05.630938Z,74,124183.jpg,0.0,Ziyech,0.3,False,,i,6,8,0,397,397,14703,14703,0.0,0.0,Ziyech,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,544,230,546,231,543,230,546,231,4.0,,6.0,,,,Chelsea,,,,,,,,,,,,,,,,,1,,,,,,3.320747375488281,2.692355155944824,2.511265993118286,2.772760391235352,2.995896816253662,2.4516258239746094,3.121035575866699,2.7603759765625,3.109440565109253,3.109440565109253,28.84494423866272,,,,,,
132,25.0,,126187,0,0,0,0,0,3,0.5,2.4,0,Ruben,0.0,False,Illness - 25% chance of playing,2021-08-17T07:00:07.292415Z,55,126187.jpg,0.0,Loftus-Cheek,0.1,False,,d,6,8,0,107,107,1099,1099,0.0,0.0,Loftus-Cheek,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,492,197,496,200,485,196,498,199,,,,,,,Chelsea,,,,,,,,,,,,,,,,,1,,,,,,3.320747375488281,2.692355155944824,2.511265993118286,2.772760391235352,2.995896816253662,2.4516258239746094,3.121035575866699,2.7603759765625,3.109440565109253,3.109440565109253,28.84494423866272,,,,,,
133,,,135363,0,0,0,0,0,2,2.2,2.7,7,Andreas,7.0,False,,,50,135363.jpg,7.0,Christensen,1.2,False,,a,6,8,7,17981,17981,5612,5612,1.4,1.4,Christensen,90,0,0,1,0,0,0,0,0,0,0,1,27,18.6,1.3,0.0,2.0,102,36,185,54,411,159,183,59,,,,,,,Chelsea,1.0,5.963272882726871,0.0,0.0,0.0,0.0,5.963272882726871,1.0,2.9632728827268715,0.3,1.0,0.0,0.0,0.0,0.0,5.963272882726871,1,5.963272882726871,,,,,5.4540557861328125,4.161925792694092,3.8292555809021,4.273110389709473,4.2533721923828125,3.7885921001434326,4.848564624786377,4.230119705200195,4.335410118103027,4.335410118103027,43.50981640815735,1.1926545765453742,,,2.666856706831683,0.0,0.0
134,,,165153,0,0,0,0,0,4,2.9,3.4,2,Timo,2.0,False,,,90,165153.jpg,2.0,Werner,4.3,False,,a,6,8,2,12905,12905,68393,68393,0.2,0.2,Werner,90,0,0,1,0,0,0,0,0,0,0,0,6,1.2,12.8,26.0,4.0,251,29,94,11,46,11,106,17,,,,,3.0,,Chelsea,1.0,2.4,0.1,0.4,0.1,0.0,2.4,0.0,0.0,0.3,1.0,0.0,0.0,0.0,0.0,2.4,1,2.4,,,,,3.003724813461304,2.6887903213500977,2.411144495010376,2.8748199939727783,2.844196557998657,2.351504325866699,3.029162645339966,2.7402665615081787,2.973444700241089,2.973444700241089,27.890499114990234,0.26666666666666666,,,0.8,0.1,0.1
135,,,172850,0,0,0,0,0,2,2.9,3.4,0,Benjamin,0.0,False,,,60,172850.jpg,0.0,Chilwell,11.1,False,,a,6,8,0,7674,7674,142859,142859,0.0,0.0,Chilwell,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,525,189,528,189,520,189,529,189,3.0,,,,,,Chelsea,,,,,,,,,,,,,,,,,1,,,,,,3.751833915710449,2.852222681045532,2.4937312602996826,3.2038469314575195,3.4096839427948,2.393427610397339,3.740166902542114,3.1093883514404297,3.3823580741882324,3.3823580741882324,31.71901774406433,,,,,,
136,0.0,,173879,0,0,0,0,0,4,0.0,2.6,0,Tammy,0.0,False,Joined AS Roma on 17 August,2021-08-17T11:30:11.736405Z,65,173879.jpg,0.0,Abraham,0.5,False,,u,6,8,0,2438,2438,14654,14654,0.0,0.0,Abraham,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,537,67,539,68,536,66,539,68,,,,,,,Chelsea,,,,,,,,,,,,,,,,,1,,,,,,3.4421329498291016,2.7836780548095703,2.5060322284698486,2.8941457271575928,3.133017301559448,2.446392059326172,3.2424211502075195,2.897496461868286,3.26226544380188,3.26226544380188,29.8698468208313,,,,,,
137,,,176413,0,0,0,0,0,3,2.7,3.2,8,Christian,8.0,False,,,80,176413.jpg,8.0,Pulisic,2.1,False,,a,6,8,8,26032,26032,11655,11655,1.0,1.0,Pulisic,81,1,0,1,0,0,0,0,0,0,0,0,21,36.8,3.4,42.0,8.2,31,17,148,88,22,12,33,18,,,,,,,Chelsea,1.0,4.740818220681718,0.4,2.0,0.4,1.0,4.740818220681718,0.0,0.7408182206817179,0.3,1.0,0.0,0.0,0.0,0.0,4.740818220681718,1,4.740818220681718,,,,,3.962885618209839,3.514454126358032,3.662373542785645,3.631949424743652,4.556812286376953,3.428192138671875,4.775676250457764,4.210983753204346,4.648096561431885,4.648096561431885,41.03952026367188,0.5926022775852148,,,1.6761323561083925,0.4,0.4
138,,,184341,0,0,0,0,0,3,2.5,3.0,6,Mason,6.0,False,,,75,184341.jpg,6.0,Mount,20.4,False,,a,6,8,6,50811,50811,104631,104631,0.8,0.8,Mount,90,0,1,1,0,0,0,0,0,0,0,0,19,14.2,18.5,29.0,6.2,131,51,62,44,40,23,56,32,1.0,,1.0,,2.0,,Chelsea,1.0,4.511818220681718,0.2,1.0,0.2,0.0,4.511818220681718,0.0,0.7408182206817179,0.3,1.0,0.0,0.0,0.0,1.0,4.511818220681718,1,4.511818220681718,,,,,4.010436058044434,3.5620040893554688,3.709923505783081,3.679499387741089,4.604362487792969,3.4757421016693115,4.823226451873779,4.258533477783203,4.6956467628479,4.6956467628479,41.515021085739136,0.6015757627575624,,,1.6474830765534658,0.2,0.2
139,,,199598,0,0,0,0,0,2,1.7,2.2,0,Ethan,0.0,False,,,45,199598.jpg,0.0,Ampadu,0.1,False,,a,6,8,0,411,411,969,969,0.0,0.0,Ampadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,360,144,359,143,308,124,372,144,,,,,,,Chelsea,,,,,,,,,,,,,,,,,1,,,,,,3.751833915710449,2.852222681045532,2.4937312602996826,3.2038469314575195,3.4096839427948,2.393427610397339,3.740166902542114,3.1093883514404297,3.3823580741882324,3.3823580741882324,31.71901774406433,,,,,,
140,,,209046,0,0,0,0,0,3,1.9,2.4,0,Callum,0.0,False,,,55,209046.jpg,0.0,Hudson-Odoi,0.2,False,,a,6,8,0,839,839,2910,2910,0.0,0.0,Hudson-Odoi,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,508,208,511,210,501,206,514,210,5.0,,,,,,Chelsea,,,,,,,,,,,,,,,,,1,,,,,,3.320747375488281,2.692355155944824,2.511265993118286,2.772760391235352,2.995896816253662,2.4516258239746094,3.121035575866699,2.7603759765625,3.109440565109253,3.109440565109253,28.84494423866272,,,,,,
141,,,219847,0,0,0,0,0,3,2.8,3.3,1,Kai,1.0,False,,,85,219847.jpg,1.0,Havertz,10.0,False,,a,6,8,1,12621,12621,169609,169609,0.1,0.1,Havertz,8,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.8,2.0,0.2,551,232,213,120,179,98,268,126,,,3.0,,,,Chelsea,1.0,1.7408182206817178,0.0,0.0,0.0,0.0,1.0,0.0,0.7408182206817179,0.3,0.0,0.0,0.0,0.0,0.0,1.7408182206817178,1,1.7408182206817178,,,,,3.1773874759674072,2.54899525642395,2.367905855178833,2.629400491714477,2.852536916732788,2.308265686035156,2.977675676345825,2.617016077041626,2.966080665588379,2.966080665588379,27.41134476661682,0.20480214360961385,,,0.5970957236744286,0.0,0.0
142,,,225796,0,0,0,0,0,2,2.6,3.1,1,Reece,1.0,False,,,55,225796.jpg,1.0,James,6.2,False,,a,6,8,1,6440,6440,52476,52476,0.2,0.2,James,23,0,0,0,0,0,0,0,0,0,0,0,4,2.2,2.1,2.0,0.6,240,88,165,46,171,53,248,84,2.0,,4.0,,,,Chelsea,1.0,3.963272882726872,0.0,0.0,0.0,0.0,1.0,0.0,2.9632728827268715,0.3,0.0,0.0,0.0,0.0,0.0,3.963272882726872,1,3.963272882726872,,,,,4.200723648071289,3.351781129837036,3.076263666152954,3.5886847972869877,3.249772548675537,2.944089412689209,3.56873631477356,3.220067262649536,3.331810712814331,3.331810712814331,33.86374020576477,0.7205950695867039,,,1.6899452354202686,0.0,0.0
143,,,228286,0,0,0,0,0,1,4.0,4.5,6,Edouard,6.0,False,,,60,228286.jpg,6.0,Mendy,10.1,False,,a,6,8,6,23294,23294,25808,25808,1.0,1.0,Mendy,90,0,0,1,0,0,0,0,0,0,1,0,20,11.2,0.0,0.0,1.1,157,18,532,57,525,57,226,18,,,,,,,Chelsea,1.0,4.963272882726871,0.0,0.0,0.0,0.0,4.963272882726871,0.0,2.9632728827268715,0.3,1.0,0.0,0.0,0.0,0.0,4.963272882726871,1,4.963272882726871,,,,,4.658949851989746,3.6810412406921382,3.823472738265991,3.79204773902893,3.622855663299561,3.5892910957336426,3.92799973487854,3.599603176116944,3.689643383026123,3.689643383026123,38.07454800605774,0.8272121471211452,,,2.0262476694788942,0.0,0.0
501,,,204727,0,0,0,0,0,2,2.2,2.7,0,Malang,0.0,False,,,50,204727.jpg,0.0,Sarr,0.1,False,,a,6,8,0,167,167,491,491,0.0,0.0,Sarr,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,456,177,460,177,434,170,465,176,,,,,,,Chelsea,,,,,,,,,,,,,,,,,1,,,,,,3.751833915710449,2.852222681045532,2.4937312602996826,3.2038469314575195,3.4096839427948,2.393427610397339,3.740166902542114,3.1093883514404297,3.3823580741882324,3.3823580741882324,31.71901774406433,,,,,,
527,,,180736,0,0,0,0,1,2,2.2,2.7,14,Trevoh,14.0,True,,,50,180736.jpg,14.0,Chalobah,2.5,False,,a,6,8,14,104144,104144,11220,11220,2.8,2.8,Chalobah,90,1,0,1,0,0,0,0,0,0,0,2,37,45.4,7.0,11.0,6.3,17,6,127,37,91,19,51,13,,,,,,,Chelsea,1.0,6.963272882726871,0.0,0.0,,,,,2.9632728827268715,0.3,1.0,0.0,0.0,,,6.963272882726871,1,6.963272882726871,,,,,5.432164669036865,4.116739273071289,3.904372930526733,4.251219749450684,4.208185195922852,3.8637094497680655,4.826673984527588,4.184932708740234,4.290223598480225,4.290223598480225,43.36844515800476,1.3926545765453742,,,3.114070302331641,0.0,0.0
529,100.0,0.0,66749,0,0,0,0,0,4,3.7,0.0,0,Romelu,0.0,False,,2021-08-13T13:30:15.492655Z,115,66749.jpg,0.0,Lukaku,12.2,False,,a,6,8,0,261358,261358,49128,49128,0.0,0.0,Lukaku,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,554,74,554,74,554,74,554,74,,,,,,,Chelsea,,,,,,,,,,,,,,,,,1,,,,,,3.4421329498291016,2.7836780548095703,2.5060322284698486,2.8941457271575928,3.133017301559448,2.446392059326172,3.2424211502075195,2.897496461868286,3.26226544380188,3.26226544380188,29.8698468208313,,,,,,
539,,,109533,0,0,0,0,0,2,1.7,2.2,1,Emerson,1.0,False,,,45,109533.jpg,1.0,Palmieri dos Santos,0.0,False,,a,6,8,1,777,777,155,155,0.2,0.2,Emerson,4,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.1,2.0,0.2,329,126,252,87,152,42,265,89,,,,,,,Chelsea,1.0,3.963272882726872,0.0,0.0,,,,,2.9632728827268715,0.3,0.0,0.0,0.0,,,3.963272882726872,1,3.963272882726872,,,,,4.233863830566406,3.3849215507507324,3.1094040870666504,3.621825218200684,3.2829129695892334,2.9772298336029053,3.601876735687256,3.2532076835632324,3.364951133728028,3.364951133728028,34.195144176483154,0.8807273072726383,,,1.8683047540459519,0.0,0.0
144,100.0,0.0,232787,0,0,0,0,0,3,2.4,0.0,0,Conor,0.0,False,,2021-08-04T10:30:07.874717Z,55,232787.jpg,0.0,Gallagher,0.0,False,,a,7,31,0,366,366,232,232,0.0,0.0,Gallagher,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,513,210,515,212,507,208,518,212,,,,,,,Crystal Palace,,,,,,,,,,,,,,,,,1,,,,,,2.68768310546875,2.6712186336517334,2.2813639640808105,2.9067394733428955,2.2813639640808105,2.408041715621948,2.635927438735962,2.4624531269073486,3.0073790550231934,2.2813639640808105,25.623534440994263,,,,,,
146,,,40836,0,0,0,0,0,1,2.3,1.3,2,Vicente,2.0,False,,,45,40836.jpg,2.0,Guaita,5.2,False,,a,7,31,2,9012,9012,12875,12875,0.4,0.4,Guaita,90,0,0,0,3,0,0,0,0,0,3,0,20,24.0,0.0,0.0,2.4,68,10,301,24,236,23,161,11,,,,,,,Crystal Palace,1.0,3.626278638962397,0.0,0.0,0.0,0.0,3.626278638962397,0.0,1.6262786389623964,0.9,0.0,0.0,0.0,0.0,0.0,3.626278638962397,1,3.626278638962397,,,,,4.0351409912109375,3.598670959472656,3.549269199371338,3.628376245498657,3.549269199371338,3.6800529956817623,3.8423593044281006,3.69490909576416,3.7890758514404297,3.5173985958099365,36.88452243804932,0.8058396975471993,,,1.7094441440548231,0.0,0.0
147,,,49413,0,0,0,0,0,2,2.2,1.2,0,James,0.0,False,,,45,49413.jpg,0.0,Tomkins,0.1,False,,a,7,31,0,289,289,917,917,0.0,0.0,Tomkins,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,312,116,305,113,241,85,325,117,,,,,,,Crystal Palace,,,,,,,,,,,,,,,,,1,,,,,,3.118769645690918,3.020231008529663,2.263829231262207,3.320526599884033,2.263829231262207,2.854863166809082,3.06701397895813,2.6223206520080566,3.280296564102173,2.22316575050354,28.03484582901001,,,,,,
148,,,50471,0,0,0,0,0,3,1.5,0.5,2,James,2.0,False,,,45,50471.jpg,2.0,McArthur,0.3,False,,a,7,31,2,4715,4715,1858,1858,0.4,0.4,McArthur,90,0,0,0,3,0,0,0,0,0,0,0,22,24.8,26.0,4.0,5.5,65,26,36,25,125,72,67,40,,,,,,,Crystal Palace,1.0,2.406569659740599,0.0,0.0,0.0,0.0,2.406569659740599,0.0,0.4065696597405991,0.9,0.0,0.0,0.0,0.0,0.0,2.406569659740599,1,2.406569659740599,,,,,2.702909469604492,2.5485410690307617,2.2210285663604736,2.65247106552124,2.2210285663604736,2.4232685565948486,2.651154041290283,2.402117729187012,2.753110647201538,2.2210285663604736,24.7966582775116,0.5347932577201332,,,1.1344678172002534,0.0,0.0
149,,,54861,0,0,0,0,0,4,2.6,1.6,1,Christian,1.0,False,,,65,54861.jpg,1.0,Benteke,1.4,False,,a,7,31,1,4880,4880,11948,11948,0.2,0.2,Benteke,33,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.3,4.0,0.1,536,66,245,35,144,26,275,35,,,,,,,Crystal Palace,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0,,,,,2.562016010284424,2.5612869262695312,2.0290777683258057,2.7968077659606934,2.0290777683258057,2.298110008239746,2.510260581970215,2.3067238330841064,2.913151741027832,2.0290777683258057,24.035590171813965,0.15384615384615385,,,0.3922322702763681,0.0,0.0
150,,,55037,0,0,0,0,0,2,2.2,1.2,1,Cheikhou,1.0,False,,,45,55037.jpg,1.0,Kouyaté,0.5,False,,a,7,31,1,2300,2300,2321,2321,0.2,0.2,Kouyaté,90,0,0,0,3,0,0,0,0,0,0,0,16,16.4,0.6,0.0,1.7,112,42,216,67,243,87,194,63,,,,,,,Crystal Palace,1.0,2.6262786389623964,0.0,0.0,0.0,0.0,2.6262786389623964,0.0,1.6262786389623964,0.9,0.0,0.0,0.0,0.0,0.0,2.6262786389623964,1,2.6262786389623964,,,,,3.0670881271362305,2.8975534439086914,2.20349383354187,3.066258430480957,2.20349383354187,2.8031818866729736,3.015332698822021,2.56198525428772,3.0260281562805176,2.162830352783203,27.00724601745605,0.583617475324977,,,1.2380396232637914,0.0,0.0
151,,,58786,0,0,0,0,0,2,1.5,0.5,0,Martin,0.0,False,,,40,58786.jpg,0.0,Kelly,1.2,False,,a,7,31,0,2714,2714,5255,5255,0.0,0.0,Kelly,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,271,95,262,92,195,61,284,96,,,,,,,Crystal Palace,,,,,,,,,,,,,,,,,1,,,,,,3.118769645690918,3.020231008529663,2.263829231262207,3.320526599884033,2.263829231262207,2.854863166809082,3.06701397895813,2.6223206520080566,3.280296564102173,2.22316575050354,28.03484582901001,,,,,,
152,0.0,0.0,66975,0,0,0,0,0,3,0.0,0.0,0,Luka,0.0,False,Personal Reasons - Unknown return date,2021-08-13T13:00:14.777540Z,55,66975.jpg,0.0,Milivojevic,0.1,False,,i,7,31,0,27,27,2537,2537,0.0,0.0,Milivojevic,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,479,192,483,196,468,190,487,195,2.0,,1.0,,1.0,,Crystal Palace,,,,,,,,,,,,,,,,,1,,,,,,2.68768310546875,2.6712186336517334,2.2813639640808105,2.9067394733428955,2.2813639640808105,2.408041715621948,2.635927438735962,2.4624531269073486,3.0073790550231934,2.2813639640808105,25.623534440994263,,,,,,
153,,,80146,0,0,0,0,0,4,2.3,1.3,2,Jordan,2.0,False,,,60,80146.jpg,2.0,Ayew,0.8,False,,a,7,31,2,8558,8558,6821,6821,0.3,0.3,Ayew,90,0,0,0,3,0,0,0,0,0,0,0,0,14.8,11.9,19.0,4.6,127,14,104,13,67,15,87,15,,,,,4.0,,Crystal Palace,1.0,2.6,0.0,0.0,0.0,0.0,2.6,0.0,0.0,0.9,0.0,0.2,0.6000000000000001,0.2,0.0,2.6,1,2.6,,,,,2.5656228065490723,2.6150221824646,1.979923248291016,2.900110006332397,1.979923248291016,2.3017165660858154,2.5138673782348637,2.2347681522369385,3.016453981399536,1.979923248291016,24.08733081817627,0.43333333333333335,,,1.0614455552060438,0.2,0.2
154,,,82403,0,0,0,0,0,3,2.9,1.9,2,Wilfried,2.0,False,,,70,82403.jpg,2.0,Zaha,6.6,False,,a,7,31,2,24501,24501,46947,46947,0.3,0.3,Zaha,90,0,0,0,3,0,0,0,0,0,0,0,1,1.0,3.0,22.0,2.6,255,116,152,92,56,33,155,79,,,,,3.0,,Crystal Palace,1.0,3.406569659740599,0.2,1.0,0.2,0.0,3.406569659740599,0.0,0.4065696597405991,0.9,0.0,0.0,0.0,0.0,0.0,3.406569659740599,1,3.406569659740599,,,,,3.019866704940796,3.4851229190826416,3.1417839527130127,3.830950736999512,3.1417839527130127,2.7724273204803467,2.968111038208008,2.758944034576416,3.906795978546143,3.0840506553649902,32.10983729362488,0.4866528085343713,,,1.287562306213078,0.2,0.2
155,,,86417,0,0,0,0,0,3,2.4,1.4,1,Jeffrey,1.0,False,,,55,86417.jpg,1.0,Schlupp,0.1,False,,a,7,31,1,247,247,527,527,0.2,0.2,Schlupp,56,0,0,0,2,0,0,0,0,0,0,0,3,1.0,1.4,4.0,0.6,254,115,179,109,136,77,246,115,,,,,,,Crystal Palace,1.0,1.4065696597405992,0.0,0.0,0.0,0.0,1.0,0.0,0.4065696597405991,0.9,0.0,0.0,0.0,0.0,0.0,1.4065696597405992,1,1.4065696597405992,,,,,2.4406309127807617,2.424166440963745,2.034311294555664,2.6596872806549072,2.034311294555664,2.16098952293396,2.3888752460479736,2.2154009342193604,2.760326862335205,2.034311294555664,23.153011083602905,0.2557399381346544,,,0.599763318121526,0.0,0.0
156,,,105666,0,0,0,0,0,1,2.3,1.3,0,Jack,0.0,False,,,45,105666.jpg,0.0,Butland,0.5,False,,a,7,31,0,661,661,1809,1809,0.0,0.0,Butland,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,325,45,321,29,262,28,338,45,,,,,,,Crystal Palace,,,,,,,,,,,,,,,,,1,,,,,,3.5029938220977783,3.657264471054077,3.051528215408325,3.812107801437378,3.051528215408325,3.1339545249938965,3.310213088989258,3.203364133834839,3.713864088058472,3.051528215408325,33.488346576690674,,,,,,
