id,adjusted points,adjusted points per game,assists,assists_week1,assists_week10,assists_week11,assists_week12,assists_week13,assists_week14,assists_week15,assists_week16,assists_week17,assists_week18,assists_week19,assists_week2,assists_week20,assists_week21,assists_week22,assists_week23,assists_week24,assists_week25,assists_week26,assists_week3,assists_week4,assists_week5,assists_week6,assists_week7,assists_week8,assists_week9,bonus,bonus_week1,bonus_week10,bonus_week11,bonus_week12,bonus_week13,bonus_week14,bonus_week15,bonus_week16,bonus_week17,bonus_week18,bonus_week19,bonus_week2,bonus_week20,bonus_week21,bonus_week22,bonus_week23,bonus_week24,bonus_week25,bonus_week26,bonus_week3,bonus_week4,bonus_week5,bonus_week6,bonus_week7,bonus_week8,bonus_week9,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheet_points,clean_sheets,cleansheet_week1,cleansheet_week10,cleansheet_week11,cleansheet_week12,cleansheet_week13,cleansheet_week14,cleansheet_week15,cleansheet_week16,cleansheet_week17,cleansheet_week18,cleansheet_week19,cleansheet_week2,cleansheet_week20,cleansheet_week21,cleansheet_week22,cleansheet_week23,cleansheet_week24,cleansheet_week25,cleansheet_week26,cleansheet_week3,cleansheet_week4,cleansheet_week5,cleansheet_week6,cleansheet_week7,cleansheet_week8,cleansheet_week9,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,form 10,form 15,form 20,form 5,games played,gameweek,gameweek 10 prediction,gameweek 11 prediction,gameweek 12 prediction,gameweek 13 prediction,gameweek 14 prediction,gameweek 15 prediction,gameweek 16 prediction,gameweek 17 prediction,gameweek 18 prediction,gameweek 19 prediction,gameweek 2 prediction,gameweek 20 prediction,gameweek 21 prediction,gameweek 22 prediction,gameweek 23 prediction,gameweek 24 prediction,gameweek 25 prediction,gameweek 26 prediction,gameweek 27 prediction,gameweek 28 prediction,gameweek 29 prediction,gameweek 3 prediction,gameweek 30 prediction,gameweek 31 prediction,gameweek 32 prediction,gameweek 33 prediction,gameweek 34 prediction,gameweek 35 prediction,gameweek 4 prediction,gameweek 5 prediction,gameweek 6 prediction,gameweek 7 prediction,gameweek 8 prediction,gameweek 9 prediction,goals_conceded,goals_scored,goals_week1,goals_week10,goals_week11,goals_week12,goals_week13,goals_week14,goals_week15,goals_week16,goals_week17,goals_week18,goals_week19,goals_week2,goals_week20,goals_week21,goals_week22,goals_week23,goals_week24,goals_week25,goals_week26,goals_week3,goals_week4,goals_week5,goals_week6,goals_week7,goals_week8,goals_week9,ict_index,ict_index_rank,ict_index_rank_type,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,team_name,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value,value form 10,value form 5,valuePoints metric,value_form,value_next10,value_season,web_name,xA,xA_points,xA_week1,xA_week10,xA_week11,xA_week12,xA_week13,xA_week14,xA_week15,xA_week16,xA_week17,xA_week18,xA_week19,xA_week2,xA_week20,xA_week21,xA_week22,xA_week23,xA_week24,xA_week25,xA_week26,xA_week3,xA_week4,xA_week5,xA_week6,xA_week7,xA_week8,xA_week9,xG,xG+xA,xG+xA per game,xGA_week1,xGA_week10,xGA_week11,xGA_week12,xGA_week13,xGA_week14,xGA_week15,xGA_week16,xGA_week17,xGA_week18,xGA_week19,xGA_week2,xGA_week20,xGA_week21,xGA_week22,xGA_week23,xGA_week24,xGA_week25,xGA_week26,xGA_week3,xGA_week4,xGA_week5,xGA_week6,xGA_week7,xGA_week8,xGA_week9,xG_points,xG_week1,xG_week10,xG_week11,xG_week12,xG_week13,xG_week14,xG_week15,xG_week16,xG_week17,xG_week18,xG_week19,xG_week2,xG_week20,xG_week21,xG_week22,xG_week23,xG_week24,xG_week25,xG_week26,xG_week3,xG_week4,xG_week5,xG_week6,xG_week7,xG_week8,xG_week9,xPoints,xPoints week 1,xPoints week 10,xPoints week 11,xPoints week 12,xPoints week 13,xPoints week 14,xPoints week 15,xPoints week 16,xPoints week 17,xPoints week 18,xPoints week 19,xPoints week 2,xPoints week 20,xPoints week 21,xPoints week 22,xPoints week 23,xPoints week 24,xPoints week 25,xPoints week 26,xPoints week 3,xPoints week 4,xPoints week 5,xPoints week 6,xPoints week 7,xPoints week 8,xPoints week 9,xPoints_next10,yellow_cards,gameweek 36 prediction
666,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,229415,,,0,0,0,0,0.0,515,37,,,0,1,-0.5,-1.5,0,Jon,0.0,,,,,,26,,,,,,,,,,,,,,,,,,,3.1283552646636963,3.306482553482056,3.81685733795166,,2.631770372390747,3.3661227226257324,3.457995891571045,2.985182046890259,3.69260311126709,3.378025770187378,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,531,58,False,0.0,527,58,0,,,40,0,0,,0,,229415.jpg,0.0,0,0,McCracken,0.0,False,,a,15,45,Norwich City,0.0,476,24,0,56765,247,52000,257,,,,,0.0,8.20802754163742,0.0,McCracken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.83211016654968,0,3.0687150955200195
683,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,497605,,,0,0,0,0,0.0,659,268,,,0,3,-0.5,-1.5,0,Liam,0.0,,,,,,26,,,,,,,,,,,,,,,,,,,2.209270000457764,2.258370876312256,2.845556259155273,,1.968341588973999,2.3796916007995605,2.39613676071167,2.1630873680114746,2.711421012878418,2.375802993774414,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,663,267,False,0.0,663,267,0,,,45,0,0,,0,,497605.jpg,0.0,0,0,Gibbs,0.1,False,,a,15,45,Norwich City,0.0,643,266,0,14628,110,5885,185,,,,,0.0,5.2264419661627874,0.0,Gibbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.518988847732544,0,2.211310386657715
332,17.675426152073328,1.9639362391192587,0,0.0,,,0.0,,,,,0.0,,0.0,0.0,,,,,0.0,,,,,,,0.0,0.0,0.0,0,0.0,,,0.0,,,,,0.0,,0.0,0.0,,,,,0.0,,,,,,,0.0,0.0,0.0,28,100.0,100.0,2.175426152073328,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20467,,,0,0,-2,2,19.2,375,186,,,0,3,0.8,0.3,0,Theo,0.3,1.388432962740529,1.5413247220553967,1.959158646330802,1.0,9.0,26,,,,,,,,,,,,,,,,,,,2.1243855953216557,3.7807562351226807,1.9201966524124143,,1.860559701919556,2.098383665084839,1.3757641315460205,1.4709383249282837,1.7227940559387207,1.7227940559387207,,,,,,,8,0,0.0,,,0.0,,,,,0.0,,0.0,0.0,,,,,0.0,,,,,,,0.0,0.0,0.0,9.7,404,179,False,13.6,449,190,376,,2022-01-14T12:00:15.363770Z,58,0,0,,0,,20467.jpg,1.3,0,0,Walcott,0.1,False,,a,16,20,Southampton,70.0,284,147,12,6708,70,21374,80,0.3386096963998722,0.23938499357595328,0.1724137931034483,0.8154801368990412,0.1,3.413683874853726,2.1,Walcott,0.0,0.0,0.0,,,0.0,,,,,0.0,,0.0,0.0,,,,,0.0,,,,,,,0.0,0.0,0.0,0.7,0.7,0.07777777777777778,2.4,1.3000000000000007,0.5999999999999996,0.7999999999999989,2.400000000000002,1.5,1.1999999999999993,1.5,1.1999999999999993,0.0,1.8000000000000007,1.5,2.3999999999999986,0.8000000000000007,2.1000000000000014,1.599999999999998,1.400000000000002,2.1000000000000014,0.2999999999999971,1.4,0.6000000000000005,1.0999999999999996,0.9000000000000004,3.6999999999999993,0.3000000000000007,0.5999999999999996,3.5,0.0,,,0.2,,,,,0.0,,0.0,0.0,,,,,0.0,,,,,,,0.5,0.0,0.0999999999999999,,2.0907179532894125,,,2.0000000000000004,,,,,1.0,,2.1652988882215864,1.0,,,,,1.0,,,,,,,3.5,1.0,3.0488116360940265,19.79936647415161,0,1.7227940559387207
333,30.734848540705165,3.8418560675881457,0,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,4,,,,,,,,,,,0.0,,3.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,136,100.0,100.0,7.734848540705166,1,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,40383,,,0,0,-1,1,0.0,571,60,,,0,1,4.2,3.7,6,Fraser,3.7,3.944785182376083,3.944785182376083,3.944785182376083,3.347379647299156,8.0,26,,,,,,,,,,,,,,,,,,,4.507411956787109,8.432998657226562,4.277403831481934,,4.306668758392334,4.467997550964356,3.1341328620910645,3.517183780670166,3.91463565826416,3.91463565826416,,,,,,,11,0,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,23.2,337,23,False,232.0,214,23,720,,2021-12-03T11:30:09.455361Z,44,0,0,,0,,40383.jpg,3.4,0,29,Forster,1.0,False,,a,16,20,Southampton,0.0,539,48,27,67349,8364,87138,1175,0.8731491062700331,0.8965420869036552,0.7607681016588991,1.8315330168557413,0.8,10.092430602420457,6.1,Forster,0.0,0.0,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,1.8000000000000007,,2.3999999999999986,0.8000000000000007,2.1000000000000014,1.599999999999998,1.400000000000002,2.1000000000000014,0.2999999999999971,,,,,,,,0.0,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,4.96327288272688,,,,,,,,,,,1.6611955528863458,,8.36287181315765,4.797315856468885,1.489825713011927,3.807586071978623,0.9863878557664238,5.489825713011927,4.96327288272688,,,,,,,,44.40669465065002,1,3.9336259365081783
334,47.50284101382218,3.1668560675881454,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,1.0,2.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260,0.0,0.0,14.502841013822186,5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,58376,,,0,0,-1,1,10.0,413,8,,,0,1,0.0,0.0,0,Alex,0.0,,2.5643712894672666,3.755585823040617,,15.0,26,,,,,,,,,,,,,,,,,,,4.276166915893555,8.050551414489746,3.890148401260376,,4.099528789520264,3.966416120529175,3.2789368629455566,3.3015294075012207,3.697287559509277,3.697287559509277,,,,,,,21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.7,299,18,False,305.8,147,18,1350,Hamstring injury - Unknown return date,2021-12-04T19:30:17.005432Z,44,0,0,,0,,58376.jpg,3.5,0,39,McCarthy,1.4,False,,i,16,20,Southampton,0.0,541,49,53,470092,50,507976,2625,0.7197400153609421,,,1.5097393929853538,0.0,9.535259225151755,12.0,McCarthy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,1.3000000000000007,0.5999999999999996,0.7999999999999989,2.400000000000002,1.5,1.1999999999999993,1.5,1.1999999999999993,0.0,1.8000000000000007,1.5,2.3999999999999986,0.8000000000000007,2.1000000000000014,1.599999999999998,1.400000000000002,2.1000000000000014,0.2999999999999971,1.4,0.6000000000000005,1.0999999999999996,0.9000000000000004,3.6999999999999993,0.3000000000000007,0.5999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.36287181315765,5.09012717213605,7.195246544376106,2.797315856468888,0.3628718131576492,2.892520640593719,4.204776847648809,,,,,2.892520640593719,,,,,,,,1.9863878557664256,5.195246544376104,3.331484334792319,3.626278638962396,3.098894105881357,3.963272882726869,4.195246544376106,41.955140590667725,1,3.697287559509277
335,56.53042238863184,2.457844451679645,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310,100.0,100.0,5.559422388631838,5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,78056,,,0,0,0,0,342.2,65,47,,,0,3,2.8,2.3,3,Oriol,2.3,3.152630827921869,2.8071181594035184,2.6718302779539025,2.966844911824789,23.0,26,,,,,,,,,,,,,,,,,,,3.1601834297180176,5.949446201324463,2.965179920196533,,2.9842662811279297,2.748775005340576,2.0895094871521,2.538115262985229,2.8591208457946777,2.8591208457946777,,,,,,,30,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.2,105,63,False,331.0,125,48,1999,,2021-12-04T19:30:17.028860Z,45,0,0,,0,,78056.jpg,2.1,0,0,Romeu Vidal,0.4,False,,a,16,20,Southampton,165.0,178,97,48,71755,969,85140,464,0.54618765592881,0.700584628427082,0.6592988692943975,1.1586389859229391,0.5,6.903049310048421,10.7,Romeu,1.9,5.699999999999999,0.0,0.1,0.0,0.0,0.0,0.0999999999999999,0.1999999999999999,,0.0,,0.0,0.0,,0.4000000000000001,0.3999999999999999,0.0,0.0,0.1999999999999999,0.1999999999999999,0.0,0.0,0.0,0.2,0.0,0.0,0.0999999999999999,0.9,2.8,0.1217391304347826,2.4,1.3000000000000007,0.5999999999999996,0.7999999999999989,2.400000000000002,1.5,1.1999999999999993,1.5,1.1999999999999993,0.0,1.8000000000000007,1.5,2.3999999999999986,0.8000000000000007,2.1000000000000014,1.599999999999998,1.400000000000002,2.1000000000000014,0.2999999999999971,1.4,0.6000000000000005,1.0999999999999996,0.9000000000000004,3.6999999999999993,0.3000000000000007,0.5999999999999996,4.5,0.0,0.1999999999999999,0.0,0.1,0.0,0.0,0.0,,0.0,,0.0999999999999999,0.0,,0.1999999999999999,0.1,0.0,0.0,0.0999999999999999,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,3.34081822068172,2.0907179532894125,3.572531793034013,1.5488116360940265,2.949328964117222,2.0907179532894125,1.5231301601484295,1.901194211912202,,2.301194211912202,,2.6652988882215864,2.22313016014843,,5.420328964117221,3.822456428252982,2.201896517994656,1.246596963941606,4.222456428252982,3.34081822068172,2.7465969639416064,0.0,2.3328710836980795,3.006569659740599,1.0247235264703394,2.7408182206817173,2.8488116360940263,31.063721895217896,6,2.9100046157836914
336,65.7185663210437,3.458871911633879,6,0.0,0.0,,,0.0,1.0,1.0,0.0,0.0,,0.0,,0.0,0.0,1.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,3.0,0.0,228,100.0,75.0,4.592566321043693,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,83283,3.0,,0,0,-1,1,411.3,42,31,2.0,,0,3,0.5,0.0,0,Nathan,0.0,2.430046415417332,2.836973302471305,3.764187014356654,2.482228214126491,19.0,26,,,,,,,,,,,,,,,,,,,3.617511987686157,6.845091342926025,3.3433430194854736,,3.4408743381500244,2.9981493949890137,2.3201775550842285,2.5208382606506348,3.144140243530273,3.144140243530273,,,,,,,21,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.9,94,56,False,236.8,208,81,1337,,2022-02-10T01:00:15.511363Z,59,0,0,,0,,83283.jpg,3.1,0,0,Redmond,0.1,False,,a,16,20,Southampton,240.0,127,70,59,53995,46,56995,333,0.586249476548115,0.4118722737995478,0.4207166464621171,1.423995030764623,0.0,5.850577394841081,10.0,Redmond,3.5,10.5,0.0,0.1,,,0.0,0.5,0.3999999999999999,0.1,0.0,,0.2000000000000001,,0.0,0.1999999999999997,0.1,0.0,,,,0.5,0.0,0.0999999999999999,0.0,0.0,1.0,0.2999999999999998,1.8,5.3,0.2789473684210526,2.4,1.3000000000000007,0.5999999999999996,0.7999999999999989,2.400000000000002,1.5,1.1999999999999993,1.5,1.1999999999999993,0.0,1.8000000000000007,1.5,2.3999999999999986,0.8000000000000007,2.1000000000000014,1.599999999999998,1.400000000000002,2.1000000000000014,0.2999999999999971,1.4,0.6000000000000005,1.0999999999999996,0.9000000000000004,3.6999999999999993,0.3000000000000007,0.5999999999999996,9.0,0.0,0.1,,,0.0,0.0999999999999998,0.0,0.0,0.0,,0.1,,0.0,0.0,0.0,0.0,,,,0.0,0.1,0.1,0.2,0.0,0.1999999999999999,0.9,,1.0,3.072531793034013,,,1.0,4.994130160148429,5.272194211912202,2.52313016014843,2.301194211912202,,3.2652988882215874,,1.0,3.0493289641172203,3.1934564282529823,1.771,,,,2.5,3.048811636094026,3.13287108369808,3.4065696597405988,2.02472352647034,10.511818220681718,8.719811636094025,34.51840662956238,0,3.144140243530273
338,14.66799247311702,2.0954274961595742,0,0.0,,,,,,,0.0,,,,0.0,,,,,,0.0,,0.0,0.0,0.0,,,,,0,0.0,,,,,,,0.0,,,,0.0,,,,,,0.0,,0.0,0.0,0.0,,,,,88,100.0,100.0,6.767992473117021,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,88900,,,0,0,-1,1,46.6,310,101,,,0,2,0.8,0.3,0,Jack,0.3,1.0,1.5962603202968595,1.5962603202968595,1.0,7.0,26,,,,,,,,,,,,,,,,,,,3.0455214977264404,5.698920249938965,2.8956193923950195,,2.803300619125366,2.714284896850586,1.8739458322525024,2.0815558433532715,2.5404090881347656,2.5404090881347656,,,,,,,9,0,0.0,,,,,,,0.0,,,,0.0,,,,,,0.0,,0.0,0.0,0.0,,,,,18.2,365,130,False,130.2,306,116,531,,2021-12-26T18:30:18.191525Z,44,0,0,,0,,88900.jpg,1.6,0,0,Stephens,0.1,False,,a,16,20,Southampton,4.0,412,155,11,3351,41,9339,16,0.47623352185444867,0.22727272727272727,0.22727272727272727,0.9989558630323581,0.1,6.530539908192374,2.5,Stephens,0.3,0.8999999999999999,0.0,,,,,,,0.0999999999999999,,,,0.0,,,,,,0.0,,0.2,0.0,0.0,,,,,0.0,0.3,0.04285714285714286,2.4,1.3000000000000007,0.5999999999999996,0.7999999999999989,2.400000000000002,1.5,1.1999999999999993,1.5,1.1999999999999993,0.0,1.8000000000000007,1.5,2.3999999999999986,0.8000000000000007,2.1000000000000014,1.599999999999998,1.400000000000002,2.1000000000000014,0.2999999999999971,1.4,0.6000000000000005,1.0999999999999996,0.9000000000000004,3.6999999999999993,0.3000000000000007,0.5999999999999996,0.0,0.0,,,,,,,0.0,,,,0.0,,,,,,0.0,,0.0,0.0,0.0,,,,,,1.36287181315765,,,,,,,2.192520640593719,,,,1.8925206405937192,,,,,,1.0,,2.586387855766426,3.1952465443761047,1.0,,,,,28.734375596046448,2,2.5404090881347656
339,28.90056820276444,2.408380683563703,0,,0.0,0.0,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,2,,0.0,0.0,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,0.0,0.0,99,100.0,100.0,2.900568202764437,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,0.0,0.0,91047,,,0,0,-2,2,143.8,180,110,,,0,3,5.2,4.7,10,Stuart,4.7,2.662810760520047,2.662810760520047,2.2835405070133645,3.282353626174193,12.0,26,,,,,,,,,,,,,,,,,,,3.1030142307281494,5.644566535949707,2.831146717071533,,2.813419818878174,3.022742509841919,2.20692777633667,2.446808338165283,2.704947233200073,2.704947233200073,,,,,,,6,1,,0.0,0.0,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,0.0,0.0,38.6,264,123,False,108.0,339,143,603,,2021-12-23T15:00:19.510488Z,58,0,0,,0,,91047.jpg,2.0,0,0,Armstrong,0.2,False,,a,16,20,Southampton,132.0,202,109,24,14890,4070,33934,400,0.41523804889029364,0.4591053035379391,0.5659230389955505,1.0000256476851301,0.8,5.216093392207705,4.1,S.Armstrong,0.5,1.5,,0.0,0.1,,,,,,,,0.0,,0.0999999999999999,0.0,0.0,0.1,0.0999999999999999,0.0,0.0,,,,,,0.0,0.1,1.3,1.8,0.15,,1.3000000000000007,0.5999999999999996,0.7999999999999989,2.400000000000002,1.5,1.1999999999999993,1.5,1.1999999999999993,0.0,1.8000000000000007,,2.3999999999999986,0.8000000000000007,2.1000000000000014,1.599999999999998,1.400000000000002,2.1000000000000014,0.2999999999999971,,,,,,0.3000000000000007,0.5999999999999996,6.5,,0.0,0.3,,,,,,,,0.1,,0.0,0.0,0.1999999999999999,0.0,0.0999999999999999,0.5,0.1,,,,,,0.0,0.0,5.24081822068172,,1.0,2.8,,,,,,,,1.5000000000000002,,2.3907179532894123,1.0,2.0,1.501896517994656,3.0465969639416057,4.622456428252982,5.24081822068172,,,,,,1.0,1.3,30.253341674804688,1,2.774821281433105
341,93.20342238863184,4.052322712549211,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,3.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,,,483,100.0,100.0,5.559422388631838,5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,101178,1.0,,1,-1,0,0,716.9,3,2,1.0,,2,3,6.2,5.7,4,James,5.7,5.502751619629374,4.622304716162863,4.2916666459928505,4.695244911824789,23.0,26,,,,,,,,,,,,,,,,,,,5.226319789886475,9.292163848876951,4.530144691467285,,4.913094997406006,4.517889022827148,2.754739761352539,3.8757832050323486,3.94626522064209,3.94626522064209,,,,,,,35,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,163.6,20,14,False,645.6,7,3,2045,,2021-11-08T16:30:12.002318Z,65,0,0,1.0,0,,101178.jpg,4.4,1,0,Ward-Prowse,6.0,False,,a,16,20,Southampton,273.0,107,62,102,647607,101394,515477,8479,0.6234342634691094,0.846577172250673,0.7223453710499675,1.589451737435667,0.9,7.254449734321008,15.7,Ward-Prowse,4.5,13.5,0.2,0.0999999999999999,0.1999999999999999,0.3,0.1,0.2999999999999998,0.0,0.1,0.2000000000000001,,0.0999999999999996,0.2,0.0,0.2000000000000001,0.1,0.1,0.5999999999999996,0.0,1.2000000000000002,0.0999999999999999,0.3,0.0,0.0,0.0,,,3.5,8.0,0.34782608695652173,2.4,1.3000000000000007,0.5999999999999996,0.7999999999999989,2.400000000000002,1.5,1.1999999999999993,1.5,1.1999999999999993,0.0,1.8000000000000007,1.5,2.3999999999999986,0.8000000000000007,2.1000000000000014,1.599999999999998,1.400000000000002,2.1000000000000014,0.2999999999999971,1.4,0.6000000000000005,1.0999999999999996,0.9000000000000004,3.6999999999999993,0.3000000000000007,0.5999999999999996,16.06,0.0,0.0,0.0999999999999998,0.1,0.0,0.0,0.1,0.1,0.1999999999999997,,0.7000000000000002,0.1,0.1,0.0,0.0999999999999996,0.0,0.1,0.1,0.0,0.9,0.0,0.0,0.0,0.8,,,7.34081822068172,2.6907179532894125,1.5725317930340124,3.6488116360940257,3.8493289641172224,2.3907179532894127,3.1231301601484294,2.801194211912202,3.0231301601484306,5.901194211912201,,9.736298888221588,3.32313016014843,4.5907179532894125,5.820328964117222,1.92245642825298,2.501896517994656,9.088596963941605,2.622456428252982,7.34081822068172,8.046596963941607,3.4488116360940264,2.3328710836980795,2.4065696597405988,3.02472352647034,,,47.15392327308655,3,4.151257514953613
