id,adjusted points,adjusted points per game,assists,assists_week1,assists_week10,assists_week11,assists_week12,assists_week13,assists_week14,assists_week15,assists_week16,assists_week17,assists_week18,assists_week19,assists_week2,assists_week20,assists_week21,assists_week22,assists_week23,assists_week24,assists_week25,assists_week26,assists_week3,assists_week4,assists_week5,assists_week6,assists_week7,assists_week8,assists_week9,bonus,bonus_week1,bonus_week10,bonus_week11,bonus_week12,bonus_week13,bonus_week14,bonus_week15,bonus_week16,bonus_week17,bonus_week18,bonus_week19,bonus_week2,bonus_week20,bonus_week21,bonus_week22,bonus_week23,bonus_week24,bonus_week25,bonus_week26,bonus_week3,bonus_week4,bonus_week5,bonus_week6,bonus_week7,bonus_week8,bonus_week9,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheet_points,clean_sheets,cleansheet_week1,cleansheet_week10,cleansheet_week11,cleansheet_week12,cleansheet_week13,cleansheet_week14,cleansheet_week15,cleansheet_week16,cleansheet_week17,cleansheet_week18,cleansheet_week19,cleansheet_week2,cleansheet_week20,cleansheet_week21,cleansheet_week22,cleansheet_week23,cleansheet_week24,cleansheet_week25,cleansheet_week26,cleansheet_week3,cleansheet_week4,cleansheet_week5,cleansheet_week6,cleansheet_week7,cleansheet_week8,cleansheet_week9,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,form 10,form 15,form 20,form 5,games played,gameweek,gameweek 10 prediction,gameweek 11 prediction,gameweek 12 prediction,gameweek 13 prediction,gameweek 14 prediction,gameweek 15 prediction,gameweek 16 prediction,gameweek 17 prediction,gameweek 18 prediction,gameweek 19 prediction,gameweek 2 prediction,gameweek 20 prediction,gameweek 21 prediction,gameweek 22 prediction,gameweek 23 prediction,gameweek 24 prediction,gameweek 25 prediction,gameweek 26 prediction,gameweek 27 prediction,gameweek 28 prediction,gameweek 29 prediction,gameweek 3 prediction,gameweek 30 prediction,gameweek 31 prediction,gameweek 32 prediction,gameweek 33 prediction,gameweek 34 prediction,gameweek 35 prediction,gameweek 4 prediction,gameweek 5 prediction,gameweek 6 prediction,gameweek 7 prediction,gameweek 8 prediction,gameweek 9 prediction,goals_conceded,goals_scored,goals_week1,goals_week10,goals_week11,goals_week12,goals_week13,goals_week14,goals_week15,goals_week16,goals_week17,goals_week18,goals_week19,goals_week2,goals_week20,goals_week21,goals_week22,goals_week23,goals_week24,goals_week25,goals_week26,goals_week3,goals_week4,goals_week5,goals_week6,goals_week7,goals_week8,goals_week9,ict_index,ict_index_rank,ict_index_rank_type,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,team_name,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value,value form 10,value form 5,valuePoints metric,value_form,value_next10,value_season,web_name,xA,xA_points,xA_week1,xA_week10,xA_week11,xA_week12,xA_week13,xA_week14,xA_week15,xA_week16,xA_week17,xA_week18,xA_week19,xA_week2,xA_week20,xA_week21,xA_week22,xA_week23,xA_week24,xA_week25,xA_week26,xA_week3,xA_week4,xA_week5,xA_week6,xA_week7,xA_week8,xA_week9,xG,xG+xA,xG+xA per game,xGA_week1,xGA_week10,xGA_week11,xGA_week12,xGA_week13,xGA_week14,xGA_week15,xGA_week16,xGA_week17,xGA_week18,xGA_week19,xGA_week2,xGA_week20,xGA_week21,xGA_week22,xGA_week23,xGA_week24,xGA_week25,xGA_week26,xGA_week3,xGA_week4,xGA_week5,xGA_week6,xGA_week7,xGA_week8,xGA_week9,xG_points,xG_week1,xG_week10,xG_week11,xG_week12,xG_week13,xG_week14,xG_week15,xG_week16,xG_week17,xG_week18,xG_week19,xG_week2,xG_week20,xG_week21,xG_week22,xG_week23,xG_week24,xG_week25,xG_week26,xG_week3,xG_week4,xG_week5,xG_week6,xG_week7,xG_week8,xG_week9,xPoints,xPoints week 1,xPoints week 10,xPoints week 11,xPoints week 12,xPoints week 13,xPoints week 14,xPoints week 15,xPoints week 16,xPoints week 17,xPoints week 18,xPoints week 19,xPoints week 2,xPoints week 20,xPoints week 21,xPoints week 22,xPoints week 23,xPoints week 24,xPoints week 25,xPoints week 26,xPoints week 3,xPoints week 4,xPoints week 5,xPoints week 6,xPoints week 7,xPoints week 8,xPoints week 9,xPoints_next10,yellow_cards,gameweek 36 prediction
70,39.830225174759214,2.3429544220446594,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,1.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,,,2.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,238,100.0,100.0,5.05922517475921,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,227127,,,0,0,-1,1,117.0,204,122,5.0,,0,3,1.7,2.2,2,Yves,1.7,2.357603768439273,2.330493004839097,2.208469799693623,2.8443273291822484,17.0,26,,,,,,,,,,,,,,,,,,,2.6694536209106445,2.8298282623291016,4.635871887207031,,1.9866338968276975,2.8401200771331787,2.45603084564209,2.4948673248291016,2.5040903091430664,2.7258224487304688,,,,,,,20,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,51.0,223,106,False,287.4,163,59,1416,,2022-01-01T17:00:18.661727Z,44,0,0,,0,,227127.jpg,2.1,0,0,Bissouma,5.2,False,,a,4,36,Brighton,106.0,232,125,35,1137875,2215,1709391,3652,0.5324896413737862,0.535819038281653,0.6464380293596018,1.1169596948635556,0.4,6.281269544904881,8.0,Bissouma,0.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0999999999999999,0.0,,0.0,,,0.4,0.0999999999999999,0.0,,,,0.0,-0.0999999999999999,0.0,0.0,0.0,,,,,0.7,1.2,0.07058823529411765,1.1,1.200000000000001,0.1999999999999993,0.5999999999999996,1.0,1.5,1.400000000000002,0.0,1.1999999999999993,0.0,0.8000000000000007,0.7999999999999998,1.099999999999998,1.8000000000000007,1.1000000000000014,2.299999999999997,0.0,2.5,0.9000000000000021,1.6,0.7000000000000002,1.7999999999999998,1.2999999999999998,0.4000000000000003,1.1000000000000003,3.899999999999999,3.5,0.0,0.0,0.0999999999999999,0.0,0.1,0.0,0.0,,0.0,,,0.0,0.0999999999999999,0.0999999999999999,,,,0.0999999999999999,0.0,0.1,0.0,0.1,,,,,2.1065696597405985,2.3328710836980795,1.0,2.3187307530779826,3.5488116360940265,1.8678794411714423,2.5231301601484297,1.246596963941606,,1.3011942119122022,,,6.420328964117222,2.13287108369808,2.6652988882215864,,,,3.5820849986238987,2.1065696597405985,1.7018965179946557,2.4965853037914094,2.6652988882215864,,,,,27.63758599758148,6,2.4948673248291016
71,60.7693066225096,3.376072590139422,2,,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,1.0,0.0,,,,,,0.0,0.0,5,,0.0,0.0,0.0,2.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,3.0,0.0,,,,,,0.0,0.0,208,100.0,100.0,21.4273066225096,4,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,0.0,0.0,232792,,,0,0,0,0,272.2,91,18,,,1,2,4.3,4.8,1,Tariq,4.3,3.58633500089504,3.817902680999051,3.430609699018784,4.189275742062576,18.0,26,,,,,,,,,,,,,,,,,,,3.4960741996765137,3.9482922554016113,5.568565368652344,,2.4325358867645264,4.067637920379639,3.054839849472046,2.974362134933472,3.199890613555908,3.5678365230560303,,,,,,,12,0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,0.0,0.0,58.8,186,55,False,199.8,243,94,1018,,2021-07-27T10:00:07.150819Z,45,0,0,,0,,232792.jpg,2.9,0,0,Lamptey,2.7,False,,a,4,36,Brighton,117.0,215,51,52,386393,6889,195454,4142,0.750238353364316,0.7969633335322311,0.9309501649027947,1.5914958815104112,1.0,7.867491351233588,11.6,Lamptey,1.6,4.800000000000001,,0.0,0.2,0.0,0.6000000000000001,0.0,0.0999999999999999,,0.0,,0.0,,0.0,0.0,0.0,0.2999999999999999,,0.1999999999999999,0.2000000000000001,,,,,,0.0,0.0,0.5,2.1,0.11666666666666667,,1.200000000000001,0.1999999999999993,0.5999999999999996,1.0,1.5,1.400000000000002,0.0,1.1999999999999993,0.0,0.8000000000000007,,1.099999999999998,1.8000000000000007,1.1000000000000014,2.299999999999997,0.0,2.5,0.9000000000000021,,,,,,1.1000000000000003,3.899999999999999,3.0,,0.0,0.2,0.0999999999999999,0.0,0.0,0.0,,0.0,,0.0,,0.1,0.0,0.0,0.0999999999999999,,0.0,0.0,,,,,,0.0,0.0,3.2262786389623934,,0.0,7.074923012311929,4.795246544376106,7.27151776468577,1.771,3.2863878557664234,,3.204776847648809,,3.797315856468885,,3.931484334792321,1.0,4.331484334792316,2.5,,6.699339994495595,3.2262786389623934,,,,,,1.0,1.0,35.40371108055115,2,3.0936763286590576
72,8.2,2.05,0,,,,,,,0.0,,0.0,,,0.0,,,,,,,,,,,0.0,,,,0,,,,,,,0.0,,0.0,,,0.0,,,,,,,,,,,0.0,,,,12,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233425,,,0,0,-2,2,13.1,395,53,,,0,4,0.0,0.0,0,Aaron,0.0,2.0,2.3,2.3,,4.0,26,,,,,,,,,,,,,,,,,,,1.9841512441635127,2.291346311569214,3.2781615257263184,,1.5302181243896484,2.301638126373291,1.7115143537521362,1.750350832939148,1.763550877571106,2.0405197143554688,,,,,,,1,0,,,,,,,0.0,,0.0,,,0.0,,,,,,,,,,,0.0,,,,3.1,448,55,False,2.4,482,60,154,Joined Middlesbrough on a season-long loan - Expected back 01 Jul,2022-01-03T09:00:17.268994Z,53,0,0,,0,,233425.jpg,1.2,0,0,Connolly,0.1,False,,u,4,36,Brighton,18.0,380,57,5,19775,0,32120,124,0.38679245283018865,0.37735849056603776,,0.8904630976642921,0.0,3.8493965931658476,0.9,Connolly,0.4,1.2000000000000002,,,,,,,0.4,,0.0,,,0.0,,,,,,,,,,,0.0,,,,0.5,0.9,0.225,,1.200000000000001,0.1999999999999993,0.5999999999999996,1.0,1.5,1.400000000000002,0.0,1.1999999999999993,0.0,0.8000000000000007,0.7999999999999998,1.099999999999998,1.8000000000000007,1.1000000000000014,2.299999999999997,0.0,2.5,0.9000000000000021,1.6,0.7000000000000002,1.7999999999999998,1.2999999999999998,0.4000000000000003,1.1000000000000003,3.899999999999999,2.0,,,,,,,0.0999999999999999,,0.0,,,0.4,,,,,,,,,,,0.0,,,,,,,,,,,2.6,,2.0,,,2.6,,,,,,,,,,,1.0,,,,20.40180194377899,0,1.750350832939148
73,13.18321036607732,1.8833157665824745,0,0.0,,,,,,,,,,0.0,,0.0,,0.0,0.0,,0.0,,,,,0.0,,,,0,0.0,,,,,,,,,,0.0,,0.0,,0.0,0.0,,0.0,,,,,0.0,,,,54,100.0,100.0,2.0832103660773216,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235382,,,0,0,-2,2,34.2,341,174,,,0,3,0.3,0.8,0,Steven,0.3,1.6466259854841767,1.6466259854841767,1.6466259854841767,1.9110433091402947,7.0,26,,,,,,,,,,,,,,,,,,,2.3307387828826904,2.519087553024292,4.176922798156738,,1.9246889352798464,2.529379367828369,2.1973063945770264,2.236142873764038,2.245365858078003,2.3871071338653564,,,,,,,4,0,0.0,,,,,,,,,,0.0,,0.0,,0.0,0.0,,0.0,,,,,0.0,,,,11.4,396,174,False,58.2,383,160,278,,2021-09-27T22:30:16.564180Z,48,0,0,,0,,235382.jpg,1.4,0,0,Alzate,0.0,False,,a,4,36,Brighton,21.0,368,179,10,3257,23,5920,29,0.39235745137134886,0.3430470803092035,0.39813402273756143,0.8596121068852961,0.1,5.163100535670917,2.1,Alzate,0.2,0.6000000000000001,0.1,,,,,,,,,,0.0,,0.0,,0.1,0.0,,0.0,,,,,0.0,,,,0.1,0.30000000000000004,0.042857142857142864,1.1,1.200000000000001,0.1999999999999993,0.5999999999999996,1.0,1.5,1.400000000000002,0.0,1.1999999999999993,0.0,0.8000000000000007,0.7999999999999998,1.099999999999998,1.8000000000000007,1.1000000000000014,2.299999999999997,0.0,2.5,0.9000000000000021,1.6,0.7000000000000002,1.7999999999999998,1.2999999999999998,0.4000000000000003,1.1000000000000003,3.899999999999999,0.5,0.0,,,,,,,,,,0.1,,0.0,,0.0,0.0,,0.0,,,,,0.0,,,,,2.63287108369808,,,,,,,,,,1.5,,1.0,,2.63287108369808,2.100258843722804,,1.0,,,,,1.0,,,,24.7828825712204,0,2.236142873764038
74,60.01402961736378,3.000701480868189,2,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,1.0,,,0.0,0.0,0.0,8,3.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,3.0,2.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,262,100.0,100.0,5.952029617363777,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243016,1.0,,0,0,-2,2,300.0,77,52,1.0,,1,3,1.3,1.8,2,Alexis,1.3,4.292535440227783,3.815587057980252,3.0957345372730187,4.473196146446345,20.0,26,,,,,,,,,,,,,,,,,,,3.619711399078369,4.029740810394287,6.350454807281494,,2.946893215179444,4.717961311340332,3.3549277782440186,3.2250938415527344,3.4275569915771484,3.6732239723205566,,,,,,,15,4,1.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,97.3,74,48,False,348.0,115,44,1045,,2022-02-03T16:00:17.821804Z,53,0,0,4.0,0,,243016.jpg,3.1,0,0,Mac Allister,0.8,False,,a,4,36,Brighton,328.0,81,48,63,152285,1012,117573,2475,0.566170090729847,0.8099123472127893,0.8439992729144047,1.3034214321071789,0.2,7.309307242339511,11.9,Mac Allister,1.0,3.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.1,0.3,0.1999999999999999,0.3,0.0999999999999999,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,3.0,4.0,0.2,1.1,1.200000000000001,0.1999999999999993,0.5999999999999996,1.0,1.5,1.400000000000002,0.0,1.1999999999999993,0.0,0.8000000000000007,0.7999999999999998,1.099999999999998,1.8000000000000007,1.1000000000000014,2.299999999999997,0.0,2.5,0.9000000000000021,1.6,0.7000000000000002,1.7999999999999998,1.2999999999999998,0.4000000000000003,1.1000000000000003,3.899999999999999,14.52,0.2,0.0,0.0,0.0,,,,,0.0999999999999998,,0.1,0.3999999999999999,0.0999999999999998,0.5,0.1,0.3999999999999999,,0.0,0.1,0.0999999999999999,0.1,,,0.0,0.0,0.8,2.9065696597405988,5.0,1.0,1.0,0.0,,,,,1.4999999999999991,,2.949328964117222,4.749328964117222,3.73287108369808,8.265298888221587,8.50387108369808,4.400258843722804,,2.0820849986238987,2.9065696597405988,1.5,2.271,,,1.0,1.0,5.0,38.73932838439941,2,3.3937642574310303
75,65.75543554083653,2.739809814201522,3,1.0,0.0,,0.0,0.0,0.0,1.0,,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204,,,7.142435540836532,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,243505,4.0,,0,0,0,0,250.0,105,69,2.0,,0,3,2.0,2.5,1,Jakub,2.0,3.4962011482215365,3.5400358685988493,3.2753161047673696,4.303803731511197,24.0,26,,,,,,,,,,,,,,,,,,,2.960453748703003,3.1419332027435303,5.207942962646484,,2.3315088748931885,3.2612788677215576,2.8229734897613525,2.7424957752227783,2.871032953262329,2.978703737258911,,,,,,,20,0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.1,117,68,False,212.8,232,90,1557,,,45,0,0,,0,,243505.jpg,2.2,0,0,Moder,0.8,False,,a,4,36,Brighton,344.0,75,43,53,155616,1211,130862,1469,0.608846625378116,0.7769335884936748,0.9564008292247104,1.291558732522234,0.4,6.928918573591444,11.8,Moder,1.6,4.800000000000001,0.4,0.0,,0.0,0.1,0.0999999999999999,0.0,,0.2999999999999999,,0.0,0.0,0.0,0.0,0.0,0.0,,0.4000000000000001,0.0,0.0,0.0,0.0,0.0999999999999999,0.0999999999999999,0.0,0.0999999999999999,2.5,4.1,0.1708333333333333,1.1,1.200000000000001,0.1999999999999993,0.5999999999999996,1.0,1.5,1.400000000000002,0.0,1.1999999999999993,0.0,0.8000000000000007,0.7999999999999998,1.099999999999998,1.8000000000000007,1.1000000000000014,2.299999999999997,0.0,2.5,0.9000000000000021,1.6,0.7000000000000002,1.7999999999999998,1.2999999999999998,0.4000000000000003,1.1000000000000003,3.899999999999999,12.5,0.2,0.0,,0.0,0.5,0.4,0.0999999999999998,,0.0,,0.1,0.0,0.1,0.0,0.3999999999999999,0.1,,0.3999999999999999,0.0,0.0,0.0,0.0,0.0,0.0999999999999999,0.1,0.0,1.0,3.971,2.3011942119122017,,2.5488116360940265,5.167879441171444,4.52313016014843,2.270999999999999,,3.201194211912202,,3.720328964117221,1.0,2.832871083698081,1.0,6.33287108369808,2.6002588437228047,,7.282084998623899,1.0,2.2018965179946552,1.0,1.0,1.2999999999999998,3.470320046035639,2.8328710836980795,1.3202419114458044,31.1801335811615,1,2.8618099689483643
447,29.1,2.4250000000000003,0,,,,,,,,,,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,6,,,,,,,,,,,0.0,,1.0,,0.0,2.0,,0.0,0.0,0.0,0.0,3.0,0.0,,,,103,100.0,100.0,0.0,2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,50175,,,0,0,-1,1,58.9,285,43,,,0,4,1.7,2.2,2,Danny,1.7,2.9166666666666665,2.9166666666666665,2.9166666666666665,3.5250000000000004,12.0,26,,,,,,,,,,,,,,,,,,,2.7464559078216557,2.925091505050659,4.662729740142822,,2.1884121894836426,3.158360481262207,2.4712929725646973,2.4592456817626958,2.526164054870605,2.7647058963775635,,,,,,,6,3,,,,,,,,,,,0.0,,1.0,,0.0,1.0,,0.0,0.0,0.0,0.0,1.0,0.0,,,,35.8,278,43,False,134.2,302,37,549,,2021-09-27T22:30:17.364816Z,59,0,0,3.0,0,,50175.jpg,3.0,0,0,Welbeck,0.4,False,,a,4,36,Brighton,167.0,177,45,36,71263,1536,56552,2211,0.4110169491525424,0.49435028248587565,0.5974576271186441,0.9983567006310498,0.3,4.815692861201399,6.1,Welbeck,0.1,0.3,,,,,,,,,,,0.0,,0.0,,0.1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.2,1.3,0.10833333333333334,,1.200000000000001,0.1999999999999993,0.5999999999999996,1.0,1.5,1.400000000000002,0.0,1.1999999999999993,0.0,0.8000000000000007,,1.099999999999998,1.8000000000000007,1.1000000000000014,2.299999999999997,0.0,2.5,0.9000000000000021,1.6,0.7000000000000002,1.7999999999999998,1.2999999999999998,0.4000000000000003,1.1000000000000003,3.899999999999999,4.8,,,,,,,,,,,0.0,,0.0999999999999999,,0.1999999999999999,0.3,,0.1999999999999999,0.0,0.0,0.1,0.1,0.2,,,,2.0,,,,,,,,,,,1.0,,2.4,,4.1,4.2,,3.8,2.0,1.0,2.4,5.4,2.8,,,,28.412587881088257,0,2.510129451751709
462,33.65761628955008,3.059783299050007,4,0.0,0.0,0.0,,,,0.0,,0.0,,1.0,0.0,0.0,2.0,,,,,,,,0.0,,,,1.0,2,0.0,2.0,0.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.0,,,,0.0,120,25.0,0.0,3.273616289550077,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,423649,,,0,0,-1,1,85.9,245,143,,,0,3,0.0,0.0,0,Enock,0.0,4.382205516062752,4.155083805638523,3.730951655013103,,11.0,26,,,,,,,,,,,,,,,,,,,2.4321887493133545,2.74444842338562,3.9041576385498047,,1.885979533195496,2.7547402381896973,2.0008974075317383,2.03973388671875,2.0461220741271973,2.542070150375366,,,,,,,8,1,0.0,1.0,0.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.0,,,,0.0,33.2,289,135,False,140.6,296,125,635,Hamstring injury - 25% chance of playing,2022-01-09T17:30:20.526386Z,59,0,0,,0,,423649.jpg,3.2,0,0,Mwepu,0.1,False,,d,4,36,Brighton,109.0,226,123,35,13492,27,21587,136,0.518607338822035,0.7427466976377546,,1.2596928491074446,0.0,4.133910506458605,5.9,Mwepu,1.1,3.3000000000000003,0.0,0.0,0.0,,,,0.0,,0.2,,0.2,0.0,0.0,0.7000000000000001,,,,,,,,0.0,,,,0.0,1.4,2.5,0.22727272727272727,1.1,1.200000000000001,0.1999999999999993,0.5999999999999996,1.0,1.5,1.400000000000002,0.0,1.1999999999999993,0.0,0.8000000000000007,0.7999999999999998,1.099999999999998,1.8000000000000007,1.1000000000000014,2.299999999999997,0.0,2.5,0.9000000000000021,1.6,0.7000000000000002,1.7999999999999998,1.2999999999999998,0.4000000000000003,1.1000000000000003,3.899999999999999,7.0,0.0,0.4,0.0,,,,0.1999999999999999,,0.7999999999999999,,0.0,0.0,0.0,0.0,,,,,,,,0.0,,,,0.0,,1.0,6.301194211912202,1.0,,,,3.246596963941606,,6.901194211912202,,3.8203289641172216,0.0,1.0,5.807298888221587,,,,,,,,1.0,,,,1.771,24.39007198810577,1,2.03973388671875
476,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,240514,,,0,0,0,0,0.0,624,72,,,0,1,0.0,0.0,0,Kjell,0.0,,,,,,26,,,,,,,,,,,,,,,,,,,3.353083610534668,3.7273011207580566,5.5940656661987305,,2.689868211746216,3.737592935562134,2.987048387527466,3.025884866714477,3.069624185562134,3.469092607498169,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,630,81,False,0.0,628,81,0,Joined Oostende on loan until the end of the season - Expected back 01 Jul,2022-02-01T00:00:16.327709Z,45,0,0,,0,,240514.jpg,0.0,0,0,Scherpen,0.0,False,,u,4,36,Brighton,0.0,607,63,0,4293,0,5571,63,,,,,0.0,7.693290286593967,0.0,Scherpen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.61980628967285,0,2.966244697570801
500,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,93284,,,0,0,0,0,0.0,681,83,,,0,4,0.0,0.0,0,Florin,0.0,,,,,,26,,,,,,,,,,,,,,,,,,,2.540050745010376,2.994945526123047,4.259953498840332,,2.0053439140319824,3.005237340927124,2.337460517883301,2.3762969970703125,2.368842601776123,2.656059503555298,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,681,81,False,0.0,681,81,0,Joined Cadiz on a season-long loan - Expected back 01 Jul,2021-08-23T23:00:15.913951Z,50,0,0,,0,,93284.jpg,0.0,0,0,Andone,0.0,False,,u,4,36,Brighton,0.0,673,81,0,3828,0,16412,10,,,,,0.0,5.372169494628906,0.0,Andone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.86084747314453,0,2.316656827926636
535,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,204676,,,0,0,0,0,0.0,608,74,,,0,4,0.0,0.0,0,Andi,0.0,,,,,,26,,,,,,,,,,,,,,,,,,,2.540050745010376,2.994945526123047,4.259953498840332,,2.0053439140319824,3.005237340927124,2.337460517883301,2.3762969970703125,2.368842601776123,2.656059503555298,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,614,71,False,0.0,612,69,0,Joined Augsburg on a season-long loan - Expected back 01 Jul,2021-08-30T12:00:08.393270Z,45,0,0,,0,,204676.jpg,0.0,0,0,Zeqiri,0.3,False,,u,4,36,Brighton,0.0,589,69,0,77446,0,84396,110,,,,,0.0,5.96907721625434,0.0,Zeqiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.86084747314453,0,2.316656827926636
