id,adjusted points,adjusted points per game,assists,assists_week1,assists_week10,assists_week11,assists_week12,assists_week13,assists_week14,assists_week2,assists_week3,assists_week4,assists_week5,assists_week6,assists_week7,assists_week8,assists_week9,bonus,bonus_week1,bonus_week10,bonus_week11,bonus_week12,bonus_week13,bonus_week14,bonus_week2,bonus_week3,bonus_week4,bonus_week5,bonus_week6,bonus_week7,bonus_week8,bonus_week9,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheet_points,clean_sheets,cleansheet_week1,cleansheet_week10,cleansheet_week11,cleansheet_week12,cleansheet_week13,cleansheet_week14,cleansheet_week2,cleansheet_week3,cleansheet_week4,cleansheet_week5,cleansheet_week6,cleansheet_week7,cleansheet_week8,cleansheet_week9,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,form 10,form 15,form 20,form 5,games played,gameweek,gameweek 10 prediction,gameweek 11 prediction,gameweek 12 prediction,gameweek 13 prediction,gameweek 14 prediction,gameweek 15 prediction,gameweek 16 prediction,gameweek 17 prediction,gameweek 18 prediction,gameweek 19 prediction,gameweek 2 prediction,gameweek 20 prediction,gameweek 21 prediction,gameweek 22 prediction,gameweek 23 prediction,gameweek 3 prediction,gameweek 4 prediction,gameweek 5 prediction,gameweek 6 prediction,gameweek 7 prediction,gameweek 8 prediction,gameweek 9 prediction,goals_conceded,goals_scored,goals_week1,goals_week10,goals_week11,goals_week12,goals_week13,goals_week14,goals_week2,goals_week3,goals_week4,goals_week5,goals_week6,goals_week7,goals_week8,goals_week9,ict_index,ict_index_rank,ict_index_rank_type,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,team_name,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value,value form 10,value form 5,valuePoints metric,value_form,value_next10,value_season,web_name,xA,xA_points,xA_week1,xA_week10,xA_week11,xA_week12,xA_week13,xA_week14,xA_week2,xA_week3,xA_week4,xA_week5,xA_week6,xA_week7,xA_week8,xA_week9,xG,xG+xA,xG+xA per game,xGA_week1,xGA_week10,xGA_week11,xGA_week12,xGA_week13,xGA_week14,xGA_week2,xGA_week3,xGA_week4,xGA_week5,xGA_week6,xGA_week7,xGA_week8,xGA_week9,xG_points,xG_week1,xG_week10,xG_week11,xG_week12,xG_week13,xG_week14,xG_week2,xG_week3,xG_week4,xG_week5,xG_week6,xG_week7,xG_week8,xG_week9,xPoints,xPoints week 1,xPoints week 10,xPoints week 11,xPoints week 12,xPoints week 13,xPoints week 14,xPoints week 2,xPoints week 3,xPoints week 4,xPoints week 5,xPoints week 6,xPoints week 7,xPoints week 8,xPoints week 9,xPoints_next10,yellow_cards,gameweek 24 prediction
343,37.7447788604926,3.4313435327720545,0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,10,,2.0,2.0,0.0,0.0,3.0,0.0,,,3.0,0.0,0.0,0.0,0.0,204,0.0,,11.244778860492604,4,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,171771,,,0,0,-1,1,28.1,285,90,,,1,2,0.0,4.2,10,Jan,4.2,3.969038672031381,3.6991260654830738,3.6991260654830738,4.295042042714953,11.0,14,,,,,,3.5294077396392822,3.476172924041748,3.521467924118042,3.2338051795959477,2.902194738388061,,3.5294077396392822,4.192036151885986,3.5294077396392822,2.3184561729431152,,,,,,,,14,1,,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,34.5,178,53,False,228.6,90,34,894,Calf injury - Unknown return date,2021-12-02T00:00:16.096730Z,44,0,0,,0,,171771.jpg,4.0,0,0,Bednarek,0.8,False,,i,16,20,Southampton,86.0,178,42,44,60500,1526,84258,3158,0.7798508029027396,0.9020542436434956,0.9761459187988528,1.6358288446739804,1.0,7.673128193075006,10.0,Bednarek,0.1,0.3,,0.0,0.0,0.0,0.0,0.1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.7,0.7999999999999999,0.07272727272727272,,1.3000000000000007,0.5999999999999996,0.7999999999999989,2.400000000000002,1.5,1.5,1.4,0.6000000000000005,1.0999999999999996,0.9000000000000004,3.6999999999999993,0.3000000000000007,0.5999999999999996,4.199999999999999,,0.1,0.0,0.1,0.0,0.4999999999999999,0.0,,,0.0,0.0,0.0,0.0,0.0,8.19252064059372,,5.69012717213605,6.195246544376106,2.397315856468889,-1.0,8.19252064059372,1.0,,,6.331484334792319,3.626278638962396,1.0988941058813575,3.963272882726869,3.1952465443761064,33.76176404953003,3,3.5294077396392822
344,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,0.0,0.0,,0,,,,,,,,,,,,,,,200088,,,0,0,0,0,0.0,534,67,,,0,4,0.0,0.0,0,Daniel,0.0,,,,,,14,,,,,,2.405277967453003,2.6071009635925293,2.46491813659668,2.291816234588623,2.341885805130005,,2.405277967453003,2.9834539890289307,2.46491813659668,1.9134294986724851,,,,,,,,0,0,,,,,,,,,,,,,,,0.0,545,65,False,0.0,542,64,0,Joined Lincoln City on a season-long loan - Expected back 01 Jul,2021-07-14T19:01:37.238557Z,45,0,0,,0,,200088.jpg,0.0,0,0,N'Lundulu,0.0,False,,u,16,20,Southampton,0.0,515,62,0,0,0,1541,8,,,,,0.0,5.409554852379692,0.0,Nlundulu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.342996835708615,0,2.46491813659668
345,42.042,3.822,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,,,0.0,7,0.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,,0.0,0.0,,,0.0,151,100.0,100.0,0.0,3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,200439,,,0,0,-2,2,133.0,116,18,,,0,4,5.2,5.2,9,Che,5.2,3.825,3.822,3.822,4.76,11.0,14,,,,,,3.5845842361450195,4.288822174072266,3.5766444206237797,3.479529619216919,3.3529865741729736,,3.5845842361450195,4.527468204498291,3.5845842361450195,2.972947597503662,,,,,,,,12,3,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,,,0.0,58.5,69,19,False,175.8,142,19,767,,2021-10-11T10:30:11.352465Z,68,0,0,,0,,200439.jpg,4.1,0,0,Adams,1.4,False,,a,16,20,Southampton,277.0,49,20,45,185508,26472,226964,2612,0.5620588235294118,0.5625,0.7,1.465670093687325,0.8,5.373049343333525,6.6,Adams,1.3,3.9,0.4,0.0999999999999998,0.1,0.0,0.0,0.0,0.4,0.0999999999999999,,0.0,0.2,,,0.0,2.4,3.7,0.33636363636363636,2.4,1.3000000000000007,0.5999999999999996,0.7999999999999989,2.400000000000002,1.5,1.5,1.4,0.6000000000000005,1.0999999999999996,0.9000000000000004,3.6999999999999993,0.3000000000000007,0.5999999999999996,9.6,0.0,0.7000000000000001,0.0999999999999998,0.3,0.0,0.7,0.3,0.0,,0.1,0.1999999999999999,,,0.0,7.8,3.971,6.1000000000000005,2.7,6.2,1.0,7.8,5.171,2.3,,2.4000000000000004,3.4,,,1.0,36.53673553466797,0,3.5845842361450195
346,11.077815779601432,2.215563155920287,0,0.0,,,,0.0,0.0,,,,,,0.0,0.0,,0,0.0,,,,0.0,0.0,,,,,,0.0,0.0,,25,,,1.2778157796014322,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203389,,,0,0,-3,3,45.4,246,142,,,0,3,0.8,0.8,2,Nathan,0.8,2.261963421654692,2.0277143279816365,2.0277143279816365,3.011565080074215,5.0,14,,,,,,2.083876848220825,2.272747278213501,2.083876848220825,2.011385440826416,1.9367181062698364,,2.083876848220825,2.4597089290618896,2.083876848220825,1.7802238464355469,,,,,,,,5,0,0.0,,,,0.0,0.0,,,,,,0.0,0.0,,11.3,334,151,False,23.4,369,159,192,,,47,0,0,,0,,203389.jpg,1.4,0,0,Tella,0.1,False,,a,16,20,Southampton,43.0,263,135,7,4116,203,10321,127,0.4713964161532525,0.4812688131180196,0.6407585276753648,1.0219630773477157,0.2,4.4425889025343235,1.5,Tella,0.6,1.7999999999999998,0.0,,,,0.5,0.0999999999999999,,,,,,0.0,0.0,,0.2,0.8,0.16,2.4,1.3000000000000007,0.5999999999999996,0.7999999999999989,2.400000000000002,1.5,1.5,1.4,0.6000000000000005,1.0999999999999996,0.9000000000000004,3.6999999999999993,0.3000000000000007,0.5999999999999996,1.0,0.0,,,,0.0,0.2,,,,,,0.0,0.0,,3.5231301601484297,1.0,,,,2.5,3.5231301601484297,,,,,,2.02472352647034,1.0,,20.88016784191132,0,2.083876848220825
347,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,100.0,100.0,,0,,,,,,,,,,,,,,,214466,,,0,0,0,0,0.0,537,209,,,0,3,0.0,0.0,0,William,0.0,,,,,,14,,,,,,2.294236421585083,2.4960591793060303,2.35387659072876,2.180774688720703,2.215139865875244,,2.294236421585083,2.747286558151245,2.35387659072876,1.9134294986724851,,,,,,,,0,0,,,,,,,,,,,,,,,0.0,548,209,False,0.0,545,207,0,,2021-06-22T11:30:10.599194Z,45,0,0,,0,,214466.jpg,0.0,0,0,Smallbone,0.0,False,,a,16,20,Southampton,0.0,518,204,0,2415,80,2293,84,,,,,0.0,5.156176090240479,0.0,Smallbone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.202792406082157,0,2.35387659072876
348,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,0.0,0.0,,0,,,,,,,,,,,,,,,220598,,,0,0,0,0,0.0,545,70,,,0,4,0.0,0.0,0,Michael,0.0,,,,,,14,,,,,,2.405277967453003,2.6071009635925293,2.46491813659668,2.291816234588623,2.341885805130005,,2.405277967453003,2.9834539890289307,2.46491813659668,1.9134294986724851,,,,,,,,0,0,,,,,,,,,,,,,,,0.0,556,68,False,0.0,553,67,0,Transferred to Swansea City - Unknown return date,2021-08-31T22:30:15.617506Z,45,0,0,,0,,220598.jpg,0.0,0,0,Obafemi,3.0,False,,u,16,20,Southampton,0.0,526,65,0,256598,0,946740,3960,,,,,0.0,5.409554852379692,0.0,Obafemi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.342996835708615,0,2.46491813659668
349,19.026631559202865,1.9026631559202865,1,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,76,100.0,100.0,2.5556315592028644,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,240143,,,0,0,0,0,61.8,218,129,,,0,3,0.8,0.8,0,Ibrahima,0.8,2.118326470148828,1.8300676774182376,1.8300676774182376,1.683109654705741,10.0,14,,,,,,2.43546724319458,2.475714683532715,2.43546724319458,2.3634519577026367,2.300244092941284,,2.43546724319458,2.658942937850952,2.43546724319458,2.061635732650757,,,,,,,,8,0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,16.3,298,138,False,61.4,317,134,408,,2021-11-27T19:00:16.044546Z,45,0,0,,0,,240143.jpg,1.7,0,0,Diallo,0.2,False,,a,16,20,Southampton,41.0,265,136,17,20234,160,16290,634,0.42281403464895256,0.47073921558862847,0.3740243677123869,0.8969240132433547,0.2,5.341627915700276,3.8,Diallo,0.4,1.2000000000000002,0.0,0.0,0.0,0.2,,,0.0,0.0,0.0,,,0.1,0.0,0.1,0.3,0.7,0.06999999999999999,2.4,1.3000000000000007,0.5999999999999996,0.7999999999999989,2.400000000000002,1.5,1.5,1.4,0.6000000000000005,1.0999999999999996,0.9000000000000004,3.6999999999999993,0.3000000000000007,0.5999999999999996,1.5,0.2,0.0,0.0,0.0,,,0.0,0.0,0.0999999999999999,,,0.0,0.0,0.0,,2.0,1.0,1.0,3.049328964117222,,,1.0,1.0,1.5,,,1.3,2.7408182206817173,3.619811636094026,24.037325620651245,0,2.43546724319458
350,16.888942091442008,2.412706013063144,0,0.0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0,0.0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,11,,,1.7889420914420051,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,431131,,,0,0,-2,2,75.7,195,114,,,0,3,0.0,0.0,0,Moussa,0.0,0.9333333333333336,2.2803799642188385,2.2803799642188385,,7.0,14,,,,,,2.490875720977783,2.896135807037353,2.490875720977783,2.2353198528289795,2.1819448471069336,,2.490875720977783,3.2465157508850098,2.490875720977783,2.0466582775115967,,,,,,,,7,0,0.0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,23.4,255,117,False,44.8,335,144,407,,,53,0,0,,0,,431131.jpg,1.1,0,0,Djenepo,0.1,False,,a,16,20,Southampton,113.0,140,73,8,4100,37,7060,108,0.4552275496345555,0.17610062893081765,,1.0480125220221812,0.0,4.72848172457713,1.5,Djenepo,0.2,0.6000000000000001,0.0,,,,,,0.0,0.0,0.1,,0.0,0.0,0.1,,1.5,1.7,0.24285714285714285,2.4,1.3000000000000007,0.5999999999999996,0.7999999999999989,2.400000000000002,1.5,1.5,1.4,0.6000000000000005,1.0999999999999996,0.9000000000000004,3.6999999999999993,0.3000000000000007,0.5999999999999996,7.5,0.0,,,,,,0.0,1.3,0.0999999999999998,,0.0,0.0,0.1,,,2.0907179532894125,,,,,,1.22313016014843,6.5,3.348811636094025,,1.0,0.0,1.8000000000000005,,25.06095314025879,3,2.490875720977783
351,35.91153673153604,2.5651097665382885,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,231,,,14.31153673153604,4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,450527,,,0,0,0,0,56.1,228,60,,,0,2,1.8,1.8,1,Mohammed,1.8,2.682177419867914,2.8042000751837888,2.8042000751837888,2.4276164053464826,14.0,14,,,,,,3.143465280532837,3.1329262256622314,3.1355254650115967,2.827789545059204,2.6884865760803223,,3.143465280532837,3.7197108268737793,3.143465280532837,1.974720120429993,,,,,,,,20,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.1,113,26,False,300.4,34,9,1223,,,45,0,0,,0,,450527.jpg,2.4,0,0,Salisu,0.3,False,,a,16,20,Southampton,105.0,152,32,34,31925,1223,23572,921,0.5700243925640641,0.5960394266373142,0.5394703122992184,1.209204340271377,0.4,6.678448862499661,7.6,Salisu,0.2,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.5,0.7,0.049999999999999996,2.4,1.3000000000000007,0.5999999999999996,0.7999999999999989,2.400000000000002,1.5,1.5,1.4,0.6000000000000005,1.0999999999999996,0.9000000000000004,3.6999999999999993,0.3000000000000007,0.5999999999999996,3.0,0.0,0.0,0.0999999999999999,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,3.09252064059372,1.36287181315765,2.0901271721360497,3.795246544376106,2.797315856468888,0.3628718131576492,3.09252064059372,3.892520640593719,1.9863878557664256,5.195246544376104,1.0,3.926278638962396,0.0988941058813576,6.463272882726869,3.1952465443761064,30.053019881248478,4,3.143465280532837
460,18.05576836576802,2.579395480824003,0,0.0,,,,0.0,,0.0,,0.0,0.0,,,0.0,0.0,1,0.0,,,,0.0,,0.0,,0.0,0.0,,,1.0,0.0,79,,,7.1557683657680204,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,244560,3.0,,0,0,-2,2,47.3,242,68,,,0,2,0.0,0.0,0,Romain,0.0,2.780347810065156,2.838861462626871,2.838861462626871,0.9628718131576492,7.0,14,,,,,,2.92205023765564,2.8349602222442627,2.92205023765564,2.606374502182007,2.467071533203125,,2.92205023765564,3.4586966037750244,2.92205023765564,2.1437137126922607,,,,,,,,10,0,0.0,,,,0.0,,0.0,,0.0,0.0,,,0.0,0.0,14.1,315,105,False,61.8,316,120,521,,,48,0,0,,0,,244560.jpg,2.6,0,0,Perraud,0.1,False,,a,16,20,Southampton,33.0,282,87,18,6596,57,10754,177,0.5373740585050006,0.5792391270969076,0.2005982944078436,1.1773275746451588,0.0,5.8585557838281,3.8,Perraud,0.1,0.3,0.0,,,,0.0,,0.0,,0.1,0.0,,,0.0,0.0,0.1,0.2,0.028571428571428574,2.4,1.3000000000000007,0.5999999999999996,0.7999999999999989,2.400000000000002,1.5,1.5,1.4,0.6000000000000005,1.0999999999999996,0.9000000000000004,3.6999999999999993,0.3000000000000007,0.5999999999999996,0.6000000000000001,0.0,,,,0.1,,0.0,,0.0,0.0,,,0.0,0.0,,1.36287181315765,,,,0.9628718131576492,,2.892520640593719,,4.495246544376104,1.0,,,5.963272882726869,3.1952465443761064,28.12106776237488,0,2.92205023765564
491,42.38253673153604,3.0273240522525744,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,253,100.0,100.0,14.31153673153604,5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,441191,,,-1,1,5,-5,179.1,79,15,,,0,2,2.0,2.0,1,Tino,2.0,3.3624258533471463,3.361520384811812,3.361520384811812,2.5276164053464827,14.0,14,,,,,,3.3771958351135254,3.3695383071899414,3.369256019592285,3.069762945175171,2.8022892475128174,,3.3771958351135254,4.223898887634277,3.3771958351135254,2.1353635787963867,,,,,,,,20,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,54.0,85,16,False,248.8,79,28,1255,,2021-11-08T16:30:12.285160Z,45,0,0,,0,,441191.jpg,3.6,0,0,Livramento,22.0,False,,a,16,20,Southampton,112.0,142,27,50,2233564,20369,563993,34330,0.6727386782783499,0.7472057451882548,0.5616925345214406,1.427094244131289,0.4,7.217531628078884,11.1,Livramento,1.3,3.9,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.9,0.0999999999999999,0.0,0.0,0.0,0.0,0.1999999999999999,0.4,1.7000000000000002,0.12142857142857144,2.4,1.3000000000000007,0.5999999999999996,0.7999999999999989,2.400000000000002,1.5,1.5,1.4,0.6000000000000005,1.0999999999999996,0.9000000000000004,3.6999999999999993,0.3000000000000007,0.5999999999999996,2.4000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.3,1.8925206405937192,1.36287181315765,3.0901271721360497,4.195246544376106,2.797315856468888,0.6628718131576494,1.8925206405937192,2.892520640593719,4.6863878557664265,4.495246544376104,2.331484334792319,4.226278638962396,1.8698941058813567,4.963272882726869,7.595246544376106,32.47889232635498,1,3.3771958351135254
517,36.11119471512315,3.2828358831930133,0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,0.0,0.0,0.0,,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,59,,,2.811194715123151,5,,1.0,1.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,1.0,0.0,96787,,,0,0,0,0,120.6,129,80,,,0,3,1.2,1.2,1,Mohamed,1.2,2.81671266992694,3.358711148125281,3.358711148125281,2.4303358572820093,11.0,14,,,,,,3.2887930870056152,3.3310387134552,3.2887930870056152,2.9204914569854736,2.730085611343384,,3.2887930870056152,3.845106601715088,3.2887930870056152,2.615960121154785,,,,,,,,7,1,,0.0,0.0,0.0,,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,86,49,False,102.8,246,101,760,,,55,0,0,,0,,96787.jpg,2.6,0,0,Elyounoussi,0.1,False,,a,16,20,Southampton,317.0,36,19,29,30287,166,24907,811,0.5968792514896388,0.5121295763503527,0.4418792467785471,1.399805923949307,0.2,5.797572352669456,5.3,Elyounoussi,0.6,1.7999999999999998,,0.1,0.0,0.1999999999999999,,0.0,,0.1,0.0,0.1,0.0,0.0,0.0,0.0999999999999999,2.5,3.1,0.2818181818181818,,1.3000000000000007,0.5999999999999996,0.7999999999999989,2.400000000000002,1.5,,1.4,0.6000000000000005,1.0999999999999996,0.9000000000000004,3.6999999999999993,0.3000000000000007,0.5999999999999996,12.5,,0.0,0.1,0.1999999999999997,,0.1,,1.0,0.1,0.0999999999999998,0.1,0.0,0.8,0.0,1.5000000000000004,,2.572531793034013,3.048811636094027,2.5999999999999988,,1.5000000000000004,,8.546596963941607,3.0488116360940265,3.1328710836980784,2.906569659740599,1.0,6.740818220681717,1.8488116360940263,31.886647939682007,1,3.2887930870056152
518,26.6,2.66,0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,4,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,2.0,2.0,69,100.0,100.0,0.0,1,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,440323,,,0,0,0,0,22.9,305,42,,,0,4,1.2,1.2,1,Armando,1.2,2.875,2.66,2.66,1.45,10.0,14,,,,,,3.082509756088257,3.003131628036499,3.082509756088257,2.8684003353118896,2.9282443523406982,,3.082509756088257,3.297225952148437,3.082509756088257,2.606333017349243,,,,,,,,8,2,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,1.0,1.0,28.7,225,37,False,81.4,284,34,398,,2021-11-14T17:30:14.345391Z,50,0,0,,0,,440323.jpg,2.5,0,0,Broja,1.8,False,,a,16,20,Southampton,183.0,84,32,25,235241,13512,156345,8947,0.532,0.575,0.29,1.1895881640298882,0.2,6.023176813125611,5.0,Broja,0.8,2.4000000000000004,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.8,1.8,2.6,0.26,,1.3000000000000007,0.5999999999999996,0.7999999999999989,2.400000000000002,1.5,,1.4,0.6000000000000005,1.0999999999999996,0.9000000000000004,3.6999999999999993,0.3000000000000007,0.5999999999999996,7.2,,,0.0,0.0,0.1999999999999999,0.0,,0.0,0.4,0.0,0.0,,0.9,0.3,1.0,,,1.0,1.0,2.8,1.0,,1.0,2.6,1.0,1.0,,7.6,7.6,30.11588406562805,0,3.082509756088257
519,2.2,2.2,0,,,,,,,,,,,0.0,,,,0,,,,,,,,,,,0.0,,,,2,100.0,100.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,20452,,,0,0,-1,1,0.1,424,64,,,0,4,0.0,0.0,0,Shane,0.0,2.2,2.2,2.2,,1.0,14,,,,,,1.7956851720809937,2.6194119453430176,1.7956851720809937,1.7423105239868164,1.6889352798461914,,1.7956851720809937,2.856395483016968,1.7956851720809937,1.617043137550354,,,,,,,,0,0,,,,,,,,,,,0.0,,,,2.4,399,53,False,6.0,414,51,16,,2021-09-16T14:00:09.427478Z,54,0,0,,0,,20452.jpg,1.0,0,0,Long,0.2,False,,a,16,20,Southampton,18.0,316,53,1,16664,516,25691,526,0.40740740740740744,0.40740740740740744,,0.9467292624062575,0.0,3.6115781907682063,0.2,Long,0.0,0.0,,,,,,,,,,,0.0,,,,0.3,0.3,0.3,,1.3000000000000007,0.5999999999999996,0.7999999999999989,2.400000000000002,1.5,,,,,0.9000000000000004,3.6999999999999993,0.3000000000000007,0.5999999999999996,1.2,,,,,,,,,,,0.3,,,,,,,,,,,,,,,2.2,,,,19.502522230148315,0,1.7956851720809937
525,50.213,3.862538461538461,3,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,3,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,129,,,0.0,4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,155511,,,0,0,0,0,162.3,92,10,,,1,4,4.5,4.5,2,Adam,4.5,3.904666666666666,3.8625384615384624,3.8625384615384624,5.1684,13.0,14,,,,,,3.3927929401397705,4.073202133178711,3.3848531246185303,3.28773832321167,3.1611952781677246,,3.3927929401397705,4.311848163604736,3.3927929401397705,2.7457821369171143,,,,,,,,18,2,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,81.2,33,11,False,170.0,147,20,1037,,,60,0,0,,0,,155511.jpg,3.5,0,0,Armstrong,4.0,False,,a,16,20,Southampton,479.0,11,6,45,757028,17707,562678,18206,0.6437564102564102,0.6507777777777777,0.8614,1.5768747237739962,0.8,5.755965153376262,7.5,A.Armstrong,1.7,5.1,,0.7000000000000001,0.0,0.3,0.0,0.0999999999999998,0.1,0.3,0.0999999999999999,0.0,0.0999999999999999,0.0,,0.0,3.7,5.4,0.4153846153846154,2.4,1.3000000000000007,0.5999999999999996,0.7999999999999989,2.400000000000002,1.5,1.5,1.4,0.6000000000000005,1.0999999999999996,0.9000000000000004,3.6999999999999993,0.3000000000000007,0.5999999999999996,14.8,,1.0000000000000002,0.0999999999999996,0.2000000000000001,0.7000000000000002,0.0,0.3,0.3,0.0999999999999998,0.1999999999999999,0.2000000000000001,0.0999999999999998,,0.0,2.3,,8.871,5.399999999999999,4.471000000000001,4.800000000000001,2.3,3.5,4.871,2.7,2.8,3.1000000000000005,2.3999999999999995,,1.0,34.53579092025757,0,3.3927929401397705
546,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,213482,,,0,0,0,0,0.0,449,165,,,0,2,0.0,0.0,0,Yan,0.0,,,,,,14,,,,,,2.7149789333343506,2.88376784324646,2.774619102478028,2.452160120010376,2.410430431365967,,2.7149789333343506,3.4811999797821045,2.774619102478028,1.8604649305343628,,,,,,,,0,0,,,,,,,,,,,,,,,0.0,466,164,False,0.0,461,163,0,,,40,0,0,,0,,213482.jpg,0.0,0,0,Valery,0.5,False,,a,16,20,Southampton,0.0,411,151,0,47946,235,33304,488,,,,,0.0,6.710459619760513,0.0,Valery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.841838479042053,0,2.774619102478028
