id,adjusted points,adjusted points per game,assists,assists_week1,assists_week10,assists_week11,assists_week12,assists_week13,assists_week14,assists_week15,assists_week16,assists_week17,assists_week18,assists_week19,assists_week2,assists_week20,assists_week21,assists_week22,assists_week23,assists_week24,assists_week25,assists_week26,assists_week27,assists_week3,assists_week4,assists_week5,assists_week6,assists_week7,assists_week8,assists_week9,bonus,bonus_week1,bonus_week10,bonus_week11,bonus_week12,bonus_week13,bonus_week14,bonus_week15,bonus_week16,bonus_week17,bonus_week18,bonus_week19,bonus_week2,bonus_week20,bonus_week21,bonus_week22,bonus_week23,bonus_week24,bonus_week25,bonus_week26,bonus_week27,bonus_week3,bonus_week4,bonus_week5,bonus_week6,bonus_week7,bonus_week8,bonus_week9,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheet_points,clean_sheets,cleansheet_week1,cleansheet_week10,cleansheet_week11,cleansheet_week12,cleansheet_week13,cleansheet_week14,cleansheet_week15,cleansheet_week16,cleansheet_week17,cleansheet_week18,cleansheet_week19,cleansheet_week2,cleansheet_week20,cleansheet_week21,cleansheet_week22,cleansheet_week23,cleansheet_week24,cleansheet_week25,cleansheet_week26,cleansheet_week27,cleansheet_week3,cleansheet_week4,cleansheet_week5,cleansheet_week6,cleansheet_week7,cleansheet_week8,cleansheet_week9,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,form 10,form 15,form 20,form 5,games played,gameweek,gameweek 10 prediction,gameweek 11 prediction,gameweek 12 prediction,gameweek 13 prediction,gameweek 14 prediction,gameweek 15 prediction,gameweek 16 prediction,gameweek 17 prediction,gameweek 18 prediction,gameweek 19 prediction,gameweek 2 prediction,gameweek 20 prediction,gameweek 21 prediction,gameweek 22 prediction,gameweek 23 prediction,gameweek 24 prediction,gameweek 25 prediction,gameweek 26 prediction,gameweek 27 prediction,gameweek 28 prediction,gameweek 29 prediction,gameweek 3 prediction,gameweek 30 prediction,gameweek 31 prediction,gameweek 32 prediction,gameweek 33 prediction,gameweek 34 prediction,gameweek 35 prediction,gameweek 36 prediction,gameweek 4 prediction,gameweek 5 prediction,gameweek 6 prediction,gameweek 7 prediction,gameweek 8 prediction,gameweek 9 prediction,goals_conceded,goals_scored,goals_week1,goals_week10,goals_week11,goals_week12,goals_week13,goals_week14,goals_week15,goals_week16,goals_week17,goals_week18,goals_week19,goals_week2,goals_week20,goals_week21,goals_week22,goals_week23,goals_week24,goals_week25,goals_week26,goals_week27,goals_week3,goals_week4,goals_week5,goals_week6,goals_week7,goals_week8,goals_week9,ict_index,ict_index_rank,ict_index_rank_type,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,team_name,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value,value form 10,value form 5,valuePoints metric,value_form,value_next10,value_season,web_name,xA,xA_points,xA_week1,xA_week10,xA_week11,xA_week12,xA_week13,xA_week14,xA_week15,xA_week16,xA_week17,xA_week18,xA_week19,xA_week2,xA_week20,xA_week21,xA_week22,xA_week23,xA_week24,xA_week25,xA_week26,xA_week27,xA_week3,xA_week4,xA_week5,xA_week6,xA_week7,xA_week8,xA_week9,xG,xG+xA,xG+xA per game,xGA_week1,xGA_week10,xGA_week11,xGA_week12,xGA_week13,xGA_week14,xGA_week15,xGA_week16,xGA_week17,xGA_week18,xGA_week19,xGA_week2,xGA_week20,xGA_week21,xGA_week22,xGA_week23,xGA_week24,xGA_week25,xGA_week26,xGA_week27,xGA_week3,xGA_week4,xGA_week5,xGA_week6,xGA_week7,xGA_week8,xGA_week9,xG_points,xG_week1,xG_week10,xG_week11,xG_week12,xG_week13,xG_week14,xG_week15,xG_week16,xG_week17,xG_week18,xG_week19,xG_week2,xG_week20,xG_week21,xG_week22,xG_week23,xG_week24,xG_week25,xG_week26,xG_week27,xG_week3,xG_week4,xG_week5,xG_week6,xG_week7,xG_week8,xG_week9,xPoints,xPoints week 1,xPoints week 10,xPoints week 11,xPoints week 12,xPoints week 13,xPoints week 14,xPoints week 15,xPoints week 16,xPoints week 17,xPoints week 18,xPoints week 19,xPoints week 2,xPoints week 20,xPoints week 21,xPoints week 22,xPoints week 23,xPoints week 24,xPoints week 25,xPoints week 26,xPoints week 27,xPoints week 3,xPoints week 4,xPoints week 5,xPoints week 6,xPoints week 7,xPoints week 8,xPoints week 9,xPoints_next10,yellow_cards,gameweek 37 prediction
247,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,219937,,,0,0,-1,1,0.0,582,229,,,0,2,0.0,0.0,0,Rhys,0.0,,,,,,27,,,,,,,,,,,,,,,,,,,,1.7060368061065674,4.007810592651367,,0.0,2.904448747634888,1.354106307029724,2.232558488845825,2.09019422531128,2.744699716567993,1.4924567937850952,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,592,229,False,0.0,589,229,0,Joined Swansea City on a season-long loan - Expected back 01 Jul,2021-08-31T17:30:14.206064Z,44,0,0,,0,,219937.jpg,0.0,0,0,Williams,0.0,False,,u,11,14,Liverpool,0.0,555,224,0,468,0,4463,10,,,,,0.0,4.641387787732211,0.0,R.Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.42210626602173,0,1.8897945880889893
248,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,152898,,,0,0,0,0,0.0,509,190,,,0,2,0.0,0.0,0,Ben,0.0,,,,,,27,,,,,,,,,,,,,,,,,,,,1.7060368061065674,4.007810592651367,,0.0,2.904448747634888,1.354106307029724,2.232558488845825,2.09019422531128,2.744699716567993,1.4924567937850952,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,527,190,False,0.0,523,190,0,Joined Sheffield United on a season-long loan - Expected back 01 Jul,2021-08-17T07:00:07.417581Z,40,0,0,,0,,152898.jpg,0.0,0,0,Davies,0.1,False,,u,11,14,Liverpool,0.0,471,179,0,1080,0,24759,32,,,,,0.0,5.105526566505432,0.0,Davies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.42210626602173,0,1.8897945880889893
506,14.318887526323648,2.8637775052647294,0,,,,,,,,,,,,0.0,,,,,0.0,,,,0.0,0.0,,,,,,0,,,,,,,,,,,,0.0,,,,,0.0,,,,0.0,0.0,,,,,,39,100.0,100.0,1.918887526323647,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,444884,5.0,,0,0,-2,2,94.2,238,139,,,0,3,0.7,0.0,0,Harvey,0.2,1.0,1.0,1.0,1.0,5.0,27,,,,,,,,,,,,,,,,,,,,1.6010246276855469,3.954336166381836,,0.0,2.73211407661438,1.7377811670303345,2.4066755771636963,2.3082165718078613,2.48838472366333,1.549627423286438,,,,,,,1,0,,,,,,,,,,,,0.0,,,,,0.0,,,,0.0,0.0,,,,,,20.8,358,161,False,30.6,426,182,280,,2021-09-12T22:00:15.178405Z,53,0,0,,0,,444884.jpg,2.0,0,0,Elliott,0.1,False,,a,11,14,Liverpool,83.0,271,140,10,41709,250,46936,818,0.5403353783518358,0.18867924528301888,0.18867924528301888,1.2439454577362683,0.0,3.910087077122815,1.9,Elliott,0.3,0.8999999999999999,,,,,,,,,,,,0.2,,,,,0.0,,,,0.0999999999999999,0.0,,,,,,0.7,1.0,0.2,1.4,1.0999999999999996,1.0,0.3000000000000007,1.0999999999999996,0.5999999999999996,0.200000000000001,0.2999999999999989,0.4000000000000003,3.299999999999999,0.0,0.7000000000000002,0.6000000000000014,1.3000000000000007,0.5,2.2,0.3000000000000007,0.8000000000000007,0.7999999999999972,0.0,0.7999999999999998,1.3000000000000005,0.8999999999999995,1.9000000000000004,1.0999999999999996,0.5,1.5,3.5,,,,,,,,,,,,0.1,,,,,0.0,,,,0.1999999999999999,0.3999999999999999,,,,,,,,,,,,,,,,,,3.596585303791409,,,,,1.0,,,,3.749328964117221,4.2725317930340125,,,,,,20.72346150875092,0,1.945301175117493
553,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,182436,,,0,0,0,0,0.0,606,232,,,0,3,0.0,0.0,0,Ben,0.0,,,,,,27,,,,,,,,,,,,,,,,,,,,1.5391087532043457,3.5257396697998047,,0.0,2.33975887298584,1.4667460918426514,1.855913758277893,1.6978143453598022,2.3165063858032227,1.5356552600860596,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,614,233,False,0.0,612,232,0,Joined Hearts on a season-long loan - Expected back 01 Jul,2021-08-23T23:30:16.182158Z,45,0,0,,0,,182436.jpg,0.0,0,0,Woodburn,0.0,False,,u,11,14,Liverpool,0.0,588,230,0,2273,0,3136,2,,,,,0.0,4.000024371676975,0.0,Woodburn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.000109672546387,0,1.7228665351867676
620,1.7675550105294588,0.8837775052647294,0,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,0,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,4,,,0.7675550105294587,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,440148,,,0,0,0,0,2.4,437,206,,,0,3,0.5,0.0,0,Tyler,0.0,0.0,0.0,0.5,,2.0,27,,,,,,,,,,,,,,,,,,,,0.9880282282829284,2.353689432144165,,0.0,1.6665416955947876,0.917128324508667,1.2945845127105713,1.1961252689361572,1.6432892084121704,0.9366313815116882,,,,,,,1,0,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,0.6,489,213,False,2.8,481,209,65,,,45,0,0,,0,,440148.jpg,0.5,0,0,Morton,0.0,False,,a,11,14,Liverpool,0.0,622,249,1,733,12,611,19,0.19639500116993988,0.0,,0.4166167113552133,0.0,2.690703100628323,0.2,Morton,0.0,0.0,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.3000000000000007,1.0999999999999996,0.5999999999999996,0.200000000000001,0.2999999999999989,0.4000000000000003,3.299999999999999,0.0,,0.6000000000000014,1.3000000000000007,0.5,2.2,0.3000000000000007,0.8000000000000007,0.7999999999999972,0.0,,,,,,,,0.0,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,0.0,,,,,,,,,,,,,,,,,,12.108163952827454,1,1.1121459007263184
625,3.383777505264729,3.383777505264729,0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,-3,,,0.3837775052647293,0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,496185,,,0,0,0,0,0.6,460,213,,,0,3,0.5,0.0,0,Kaide,0.0,3.0,3.0,3.0,,1.0,27,,,,,,,,,,,,,,,,,,,,1.6158819198608398,3.763200283050537,,0.0,3.165276288986206,1.7920924425125122,2.3302135467529297,2.290989398956299,3.1389400959014893,1.5104113817214966,,,,,,,0,0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,1.4,476,207,False,4.0,476,205,8,,,45,0,0,,0,,496185.jpg,1.0,0,0,Gordon,0.0,False,,a,11,14,Liverpool,9.0,399,191,1,615,18,478,26,0.7519505567254954,0.6666666666666666,,1.5951280133327923,0.0,4.805866400400798,0.2,Gordon,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.4,0.4,0.4,,,,,,,,,,,,,,,0.5,2.2,0.3000000000000007,0.8000000000000007,0.7999999999999972,0.0,,,,,,,,2.0,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,21.62639880180359,0,2.01939344406128
626,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,492777,,,0,0,0,0,0.0,548,217,,,0,2,0.5,0.0,0,Conor,0.0,,,,,,27,,,,,,,,,,,,,,,,,,,,1.7060368061065674,4.007810592651367,,0.0,2.904448747634888,1.354106307029724,2.232558488845825,2.09019422531128,2.744699716567993,1.4924567937850952,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,566,217,False,0.0,562,217,0,,,40,0,0,,0,,492777.jpg,0.0,0,0,Bradley,0.0,False,,a,11,14,Liverpool,0.0,512,208,0,582,19,522,31,,,,,0.0,5.105526566505432,0.0,Bradley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.42210626602173,0,1.8897945880889893
627,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,430992,,,0,0,0,0,0.0,525,199,,,0,2,0.5,0.0,0,Owen,0.0,,,,,,27,,,,,,,,,,,,,,,,,,,,1.7060368061065674,4.007810592651367,,0.0,2.904448747634888,1.354106307029724,2.232558488845825,2.09019422531128,2.744699716567993,1.4924567937850952,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,543,199,False,0.0,539,199,0,,,40,0,0,,0,,430992.jpg,0.0,0,0,Beck,0.0,False,,a,11,14,Liverpool,0.0,487,188,0,21077,15,21027,20,,,,,0.0,5.105526566505432,0.0,Beck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.42210626602173,0,1.8897945880889893
656,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,443629,,,0,0,0,0,0.0,530,42,,,0,1,0.5,0.0,0,Marcelo,0.0,,,,,,27,,,,,,,,,,,,,,,,,,,,2.4126429557800293,5.343310832977295,,0.0,3.2646212577819824,2.21715784072876,2.861453056335449,2.75498104095459,3.241368770599365,2.379704475402832,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,548,63,False,0.0,544,63,0,,,40,0,0,,0,,443629.jpg,0.0,0,0,de Araújo Pitaluga Filho,0.0,False,,a,11,14,Liverpool,0.0,493,29,0,761,41,557,27,,,,,0.0,6.767910182476043,0.0,Pitaluga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.07164072990417,0,2.596400499343872
660,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,441428,,,0,0,0,0,0.0,528,201,,,0,2,0.5,0.0,0,Jarell,0.0,,,,,,27,,,,,,,,,,,,,,,,,,,,1.7060368061065674,4.007810592651367,,0.0,2.904448747634888,1.354106307029724,2.232558488845825,2.09019422531128,2.744699716567993,1.4924567937850952,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,546,201,False,0.0,542,201,0,,,40,0,0,,0,,441428.jpg,0.0,0,0,Quansah,0.0,False,,a,11,14,Liverpool,0.0,491,191,0,189,11,170,16,,,,,0.0,5.105526566505432,0.0,Quansah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.42210626602173,0,1.8897945880889893
696,18.25133251579419,6.08377750526473,0,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,2,,,,,,,,,,,,,,,,,0.0,,2.0,,,,,,,,,55,100.0,100.0,1.151332515794188,2,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,,,,,,,,244731,,,0,0,0,0,99.8,231,135,,,0,3,4.3,0.0,0,Luis,3.8,9.14507359239947,9.14507359239947,9.14507359239947,9.14507359239947,3.0,27,,,,,,,,,,,,,,,,,,,,5.756819248199463,11.74953842163086,,0.0,6.240416049957275,5.016142845153809,6.066738605499268,6.066738605499268,6.217163562774658,5.856784820556641,,,,,,,1,1,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,34.5,291,136,False,68.8,379,157,262,,2022-02-07T12:00:14.605752Z,80,0,0,,0,,244731.jpg,5.0,0,0,Díaz,1.8,False,,a,11,14,Liverpool,176.0,179,99,15,227351,29683,67987,15049,0.7604721881580913,1.1431341990499337,1.1431341990499337,2.1509401646014337,0.5,7.38392972946167,1.9,Luis Díaz,0.7,2.1,,,,,,,,,,,,,,,,,0.0,,0.7,,,,,,,,,1.4,2.0999999999999996,0.6999999999999998,,,,,,,,,,,,,,,,,0.3000000000000007,0.8000000000000007,0.7999999999999972,0.0,,,,,,,,7.0,,,,,,,,,,,,,,,,,0.4,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,4.740818220681717,,13.549328964117224,,,,,,,,,59.07143783569336,0,6.101095676422119
33,70.57700460724372,4.151588506308454,2,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,,,,1.0,0.0,0.0,0.0,0.0,,1.0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,233,100.0,100.0,8.135004607243733,11,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,114283,6.0,,0,0,-5,5,475.1,27,20,,,0,3,0.7,1.2,0,Jack,0.2,2.8700549910231072,3.637546679874722,3.988584984411083,1.91643554184904,17.0,27,,,,,,,,,,,,,,,,,,,,3.3155574798583984,2.9908463954925537,,0.0,3.7495598793029785,2.757504940032959,3.621803045272827,3.800514698028565,3.875686883926392,3.7772622108459473,,,,,,,4,2,0.0,0.0,,,,0.0,0.0,0.0,1.0,,,1.0,0.0,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,136.4,31,20,False,270.4,183,67,1264,,2022-02-12T18:30:10.756521Z,75,0,0,,0,,114283.jpg,3.4,0,0,Grealish,7.2,False,,a,12,43,Manchester City,617.0,26,14,58,1243709,488,2555164,3324,0.5535451341744605,0.38267399880308095,0.2555247389132053,1.5159457829228793,0.0,4.101931444803873,7.7,Grealish,3.3,9.9,0.1,0.2999999999999998,,,,0.0,0.1,0.1,0.1,,,0.1,0.0,,0.0999999999999996,0.0,0.0,,,,0.9000000000000001,0.2999999999999998,0.2000000000000001,0.0,0.0,,1.0,4.0,7.3,0.4294117647058823,1.3,1.0,0.6999999999999993,0.200000000000001,0.1999999999999993,0.9000000000000004,0.6999999999999993,0.200000000000001,0.0999999999999996,0.4000000000000003,2.3999999999999986,0.0999999999999998,0.3000000000000007,0.9000000000000004,0.5,1.0999999999999996,0.6999999999999993,0.6000000000000014,1.8000000000000007,0.7999999999999972,0.1,0.7999999999999998,0.4000000000000003,0.2999999999999998,1.0,1.0,1.4000000000000004,20.0,0.2,0.0,,,,0.0,0.7000000000000002,0.5,0.2999999999999998,,,0.8,0.0,,0.3999999999999999,0.1,0.0,,,,0.0,0.1999999999999999,0.0,0.5,0.0,,0.3,,2.5725317930340124,3.267879441171442,,,,1.0,6.296585303791412,5.6187307530779815,4.704837418035959,,,7.20483741803596,2.7408182206817173,,4.906530659712632,2.83287108369808,1.0,,,,6.375837418035959,4.3493289641172215,3.27032004603564,5.240818220681718,2.3678794411714423,,7.517596963941606,30.764485836029053,1,2.8757503032684326
249,68.96789969785875,4.310493731116172,2,,0.0,0.0,0.0,0.0,,1.0,,,,,0.0,,,0.0,0.0,,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,5,,0.0,2.0,1.0,0.0,,0.0,,,,,0.0,,,0.0,0.0,,1.0,0.0,,0.0,0.0,0.0,1.0,0.0,,0.0,329,100.0,100.0,30.62589969785876,8,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,58621,,,0,0,-1,1,210.2,141,33,,,0,2,3.3,3.8,0,Kyle,2.8,4.221262267726325,4.686218883063812,4.573648314631264,4.152975477351589,16.0,27,,,,,,,,,,,,,,,,,,,,4.338266849517822,4.434667587280273,,0.0,5.136096000671387,3.634850263595581,5.056476593017578,4.906000137329102,4.810479640960693,4.882747650146484,,,,,,,11,0,,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,53.7,220,71,False,230.0,224,86,1395,,2021-12-24T11:00:15.922367Z,54,0,0,,0,,58621.jpg,4.4,0,0,Walker,5.3,False,,a,12,43,Manchester City,97.0,254,70,70,782750,2526,911189,12756,0.7982395798363281,0.7817152347641342,0.7690695328428868,1.8549411593938228,0.5,7.675584378065886,13.0,Walker,1.2,3.6,,0.0,0.2,0.0999999999999999,0.0,,0.1999999999999999,,,,,0.0,,,0.0,0.0,,0.2,0.2999999999999999,,0.0,0.0,0.1,0.1,0.0,,0.0,0.2,1.4,0.0875,,1.0,0.6999999999999993,0.200000000000001,0.1999999999999993,0.9000000000000004,0.6999999999999993,0.200000000000001,0.0999999999999996,0.4000000000000003,2.3999999999999986,0.0999999999999998,0.3000000000000007,0.9000000000000004,0.5,1.0999999999999996,0.6999999999999993,0.6000000000000014,1.8000000000000007,0.7999999999999972,0.1,0.7999999999999998,0.4000000000000003,0.2999999999999998,1.0,1.0,1.4000000000000004,1.2000000000000002,,0.0,0.0,0.0,0.1,,0.0,,,,,0.0,,,0.0,0.0,,0.0,0.0,,0.0,0.1,0.0,0.0,0.0,,0.0,,,2.4715177646857693,6.586341215165639,6.574923012311923,5.87492301231193,,5.35734121516564,,,,,5.619349672143839,,,4.426122638850534,3.331484334792319,,6.566246544376103,2.5611955528863457,,1.0,4.397315856468886,4.981280184142556,6.263272882726872,2.4715177646857693,,1.9863878557664247,41.448155641555786,1,4.248570919036865
250,91.27606397280182,4.804003366989569,4,0.0,,0.0,0.0,1.0,,1.0,0.0,2.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,6,0.0,,0.0,0.0,3.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,2.0,337,100.0,100.0,9.09206397280182,10,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,59859,4.0,,0,0,-4,4,472.8,28,21,3.0,,1,3,4.0,4.5,3,Ilkay,3.5,3.0934510631031773,4.350315772599239,4.651099037100188,4.015859872108209,19.0,27,,,,,,,,,,,,,,,,,,,,4.098496437072754,3.776678323745728,,0.0,4.7818603515625,3.33851957321167,4.689278602600098,4.545928955078125,4.880452156066895,4.522676467895508,,,,,,,8,5,0.0,,0.0,0.0,1.0,,0.0,0.0,0.0,,1.0,0.0,,0.0,0.0,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,1.0,142.0,28,19,False,374.8,102,39,1336,,2021-12-11T22:30:16.837568Z,71,0,0,5.0,0,,59859.jpg,4.5,0,0,Gündogan,2.8,False,,a,12,43,Manchester City,572.0,34,18,85,696126,3037,1134832,7203,0.6766201925337422,0.43569733283143347,0.5656140664941139,1.802910336956674,0.5,5.387548728727959,12.0,Gündogan,3.2,9.6,0.0,,0.0,0.1,0.3,,0.1999999999999997,0.0,0.1,,0.0,0.2,,0.0,0.0,,0.0,0.7000000000000002,0.1,0.0,0.4999999999999999,0.6000000000000001,0.0999999999999998,,,,0.3,6.3,9.5,0.5,1.3,1.0,0.6999999999999993,0.200000000000001,0.1999999999999993,0.9000000000000004,0.6999999999999993,0.200000000000001,0.0999999999999996,0.4000000000000003,2.3999999999999986,0.0999999999999998,0.3000000000000007,0.9000000000000004,0.5,1.0999999999999996,0.6999999999999993,0.6000000000000014,1.8000000000000007,0.7999999999999972,0.1,0.7999999999999998,0.4000000000000003,0.2999999999999998,1.0,1.0,1.4000000000000004,31.5,0.1,,0.3000000000000002,0.1,0.8999999999999999,,0.6999999999999997,0.2000000000000001,0.4000000000000003,,0.2999999999999998,0.0,,0.0,0.0,,0.0,0.5,0.5999999999999996,0.0,0.4,0.7,0.1999999999999999,,,,0.8999999999999999,2.449328964117223,2.7725317930340125,,3.996585303791412,3.6187307530779815,11.989730753077982,,7.367585303791406,2.000000000000001,4.842000000000002,,3.590717953289412,2.50483741803596,,1.0,1.0,,1.0,7.148811636094027,5.465298888221584,2.449328964117223,7.404837418035959,7.749328964117222,3.97032004603564,,,,9.646596963941606,38.251595973968506,1,3.6177051067352295
