id,adjusted points,adjusted points per game,assists,assists_week1,assists_week10,assists_week11,assists_week12,assists_week13,assists_week14,assists_week15,assists_week16,assists_week17,assists_week18,assists_week19,assists_week2,assists_week20,assists_week21,assists_week22,assists_week23,assists_week3,assists_week4,assists_week5,assists_week6,assists_week7,assists_week8,assists_week9,bonus,bonus_week1,bonus_week10,bonus_week11,bonus_week12,bonus_week13,bonus_week14,bonus_week15,bonus_week16,bonus_week17,bonus_week18,bonus_week19,bonus_week2,bonus_week20,bonus_week21,bonus_week22,bonus_week23,bonus_week3,bonus_week4,bonus_week5,bonus_week6,bonus_week7,bonus_week8,bonus_week9,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheet_points,clean_sheets,cleansheet_week1,cleansheet_week10,cleansheet_week11,cleansheet_week12,cleansheet_week13,cleansheet_week14,cleansheet_week15,cleansheet_week16,cleansheet_week17,cleansheet_week18,cleansheet_week19,cleansheet_week2,cleansheet_week20,cleansheet_week21,cleansheet_week22,cleansheet_week23,cleansheet_week3,cleansheet_week4,cleansheet_week5,cleansheet_week6,cleansheet_week7,cleansheet_week8,cleansheet_week9,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,form 10,form 15,form 20,form 5,games played,gameweek,gameweek 10 prediction,gameweek 11 prediction,gameweek 12 prediction,gameweek 13 prediction,gameweek 14 prediction,gameweek 15 prediction,gameweek 16 prediction,gameweek 17 prediction,gameweek 18 prediction,gameweek 19 prediction,gameweek 2 prediction,gameweek 20 prediction,gameweek 21 prediction,gameweek 22 prediction,gameweek 23 prediction,gameweek 24 prediction,gameweek 25 prediction,gameweek 26 prediction,gameweek 27 prediction,gameweek 28 prediction,gameweek 29 prediction,gameweek 3 prediction,gameweek 30 prediction,gameweek 31 prediction,gameweek 32 prediction,gameweek 4 prediction,gameweek 5 prediction,gameweek 6 prediction,gameweek 7 prediction,gameweek 8 prediction,gameweek 9 prediction,goals_conceded,goals_scored,goals_week1,goals_week10,goals_week11,goals_week12,goals_week13,goals_week14,goals_week15,goals_week16,goals_week17,goals_week18,goals_week19,goals_week2,goals_week20,goals_week21,goals_week22,goals_week23,goals_week3,goals_week4,goals_week5,goals_week6,goals_week7,goals_week8,goals_week9,ict_index,ict_index_rank,ict_index_rank_type,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,team_name,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value,value form 10,value form 5,valuePoints metric,value_form,value_next10,value_season,web_name,xA,xA_points,xA_week1,xA_week10,xA_week11,xA_week12,xA_week13,xA_week14,xA_week15,xA_week16,xA_week17,xA_week18,xA_week19,xA_week2,xA_week20,xA_week21,xA_week22,xA_week23,xA_week3,xA_week4,xA_week5,xA_week6,xA_week7,xA_week8,xA_week9,xG,xG+xA,xG+xA per game,xGA_week1,xGA_week10,xGA_week11,xGA_week12,xGA_week13,xGA_week14,xGA_week15,xGA_week16,xGA_week17,xGA_week18,xGA_week19,xGA_week2,xGA_week20,xGA_week21,xGA_week22,xGA_week23,xGA_week3,xGA_week4,xGA_week5,xGA_week6,xGA_week7,xGA_week8,xGA_week9,xG_points,xG_week1,xG_week10,xG_week11,xG_week12,xG_week13,xG_week14,xG_week15,xG_week16,xG_week17,xG_week18,xG_week19,xG_week2,xG_week20,xG_week21,xG_week22,xG_week23,xG_week3,xG_week4,xG_week5,xG_week6,xG_week7,xG_week8,xG_week9,xPoints,xPoints week 1,xPoints week 10,xPoints week 11,xPoints week 12,xPoints week 13,xPoints week 14,xPoints week 15,xPoints week 16,xPoints week 17,xPoints week 18,xPoints week 19,xPoints week 2,xPoints week 20,xPoints week 21,xPoints week 22,xPoints week 23,xPoints week 3,xPoints week 4,xPoints week 5,xPoints week 6,xPoints week 7,xPoints week 8,xPoints week 9,xPoints_next10,yellow_cards,gameweek 33 prediction
12,11.147209461459784,1.5924584944942548,1,,,0.0,0.0,0.0,1.0,,,,,0.0,,,0.0,,,0.0,,,,,,,0,,,0.0,0.0,0.0,0.0,,,,,0.0,,,0.0,,,0.0,,,,,,,42,75.0,0.0,1.7762094614597843,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153256,,,0,0,-1,1,49.3,277,156,,,0,3,0.4,0.0,0,Mohamed Naser,0.0,1.6454329627405289,1.4227164813702646,1.4227164813702646,1.0,7.0,23,,,,,,,,,,,,,,,,1.9938867092132568,0.0,3.873612642288208,0.0,2.0473110675811768,1.8458774089813232,,1.9375176429748533,1.7662640810012815,1.8797259330749512,,,,,,,6,0,,,0.0,0.0,0.0,0.0,,,,,0.0,,,0.0,,,0.0,,,,,,,10.1,384,172,False,44.4,386,162,171,International Duty - 75% chance of playing,2022-01-01T17:00:18.558719Z,44,0,0,,0,,153256.jpg,1.6,0,0,El Sayed Elneny,0.3,False,,d,1,3,Arsenal,7.0,394,192,11,34889,45,70729,529,0.3619223851123306,0.3739620369864838,0.22727272727272727,0.7591747997133149,0.0,3.8887408104809844,2.5,Elneny,0.2,0.6000000000000001,,,0.1,0.0,0.1,0.0,,,,,0.0,,,0.0,,,0.0,,,,,,,0.0,0.2,0.028571428571428574,,1.200000000000001,0.5999999999999996,4.399999999999999,0.2000000000000028,1.7999999999999972,1.0,0.6000000000000014,0.3999999999999986,1.5,0.2000000000000028,,0.0,1.6999999999999993,0.0,0.5,3.8,0.6999999999999993,1.200000000000001,1.0999999999999996,1.4000000000000004,0.7999999999999989,1.5,0.0,,,0.0,0.0,0.0,0.0,,,,,0.0,,,0.0,,,0.0,,,,,,,,,,1.3,1.0,1.3,2.936298888221587,,,,,1.0,,,1.0,,,1.0,,,,,,,17.110459566116333,0,1.7662640810012815
13,12.929953670239756,1.616244208779969,0,,,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0,,,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,44,0.0,0.0,2.029953670239754,2,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,154043,,,0,0,-3,3,41.3,303,160,,,0,3,0.0,0.0,0,Ainsley,0.0,,1.6162705453646755,1.563628134269348,,8.0,23,,,,,,,,,,,,,,,,2.165257215499878,0.0,4.216353416442871,0.0,2.218681812286377,2.0172479152679443,,2.1088883876800537,1.937634825706482,2.0510964393615723,,,,,,,4,0,,,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,9.3,392,176,False,42.6,391,167,263,Season-long loan to Roma,2022-01-10T11:28:00.855474Z,52,0,0,,0,,154043.jpg,1.5,0,0,Maitland-Niles,0.0,False,,u,1,3,Arsenal,9.0,386,187,12,4745,0,9433,107,0.3108161939961479,,,0.7087699722345082,0.0,3.587075930375319,2.3,Maitland-Niles,0.3,0.8999999999999999,,,0.2,-0.1,,,,,,,,,,,,,0.0,0.2,0.0,0.0,0.0,,0.0,0.0,0.3,0.0375,,1.200000000000001,0.5999999999999996,4.399999999999999,0.2000000000000028,1.7999999999999972,1.0,0.6000000000000014,0.3999999999999986,1.5,0.2000000000000028,,0.0,1.6999999999999993,0.0,0.5,3.8,0.6999999999999993,1.200000000000001,1.0999999999999996,1.4000000000000004,0.7999999999999989,1.5,0.0,,,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,3.1488116360940266,0.7,,,,,,,,,,,,,1.0,3.09658530379141,1.0,1.0,1.0,,1.0,18.65279483795166,0,1.937634825706482
14,12.28986101071926,2.04831016845321,0,,,,,,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,,,,,,,0,,,,,,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,,,,,,,75,100.0,100.0,6.089861010719261,2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156074,,,0,0,-4,4,3.4,416,157,,,0,2,6.5,7.0,6,Rob,6.0,2.8252614127906126,2.8252614127906126,2.8252614127906126,3.433681883720817,6.0,23,,,,,,,,,,,,,,,,2.955112934112549,0.0,5.753871917724609,0.0,3.067203998565674,2.607329845428467,,2.8987441062927246,2.586494445800781,2.766896724700928,,,,,,,8,0,,,,,,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,,,,,,,14.1,370,132,False,107.2,321,123,408,,2021-09-11T17:30:15.865590Z,41,0,0,,0,,156074.jpg,2.2,0,0,Holding,0.6,False,,a,1,3,Arsenal,30.0,336,117,13,59795,3444,172835,1287,0.4995878459641976,0.6890881494611251,0.83748338627337,1.011588288249771,1.5,6.159514741199773,3.2,Holding,0.0,0.0,,,,,,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,,,,,,,0.2,0.2,0.03333333333333333,,1.200000000000001,0.5999999999999996,4.399999999999999,0.2000000000000028,1.7999999999999972,1.0,0.6000000000000014,0.3999999999999986,1.5,0.2000000000000028,2.9000000000000004,0.0,1.6999999999999993,0.0,0.5,3.8,0.6999999999999993,1.200000000000001,1.0999999999999996,1.4000000000000004,0.7999999999999989,1.5,1.2000000000000002,,,,,,,,0.0,,,0.0,0.1,,0.0,,0.1,0.0,,,,,,,5.026122638850533,,,,,,,,1.0,,,5.274923012311918,0.8200928802256289,,0.0,,5.026122638850533,0.0894830874246624,,,,,,,25.254010438919067,2,2.618356466293335
15,42.65990734047951,2.666244208779969,0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,1.0,204,100.0,0.0,4.059907340479508,7,,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,167199,,,0,0,0,0,160.0,154,93,3.0,,0,3,0.5,0.0,0,Thomas,0.0,2.6966934926859767,2.9756533558039564,2.766386133594539,2.550707138565357,16.0,23,,,,,,,,,,,,,,,,2.726684331893921,0.0,5.362504005432129,0.0,2.741887331008911,2.2984087467193604,,2.670315742492676,2.361146926879883,2.635819435119629,,,,,,,16,1,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,1.0,58.3,158,84,False,212.2,199,71,1323,,2022-01-20T22:30:17.159532Z,50,0,0,,0,,167199.jpg,2.6,0,0,Partey,0.2,False,,a,1,3,Arsenal,209.0,124,68,41,63390,301,58767,600,0.5332488417559939,0.5393386985371953,0.5101414277130714,1.1923806590894306,0.0,4.6315826892852785,8.2,Partey,0.7,2.1,,0.0,,0.0,0.0,0.0,0.0,0.0999999999999999,0.0,0.0,0.0,,,0.1999999999999999,,,,0.0,0.0,0.1,0.1999999999999999,0.1,0.0,1.5,2.2,0.1375,,1.200000000000001,0.5999999999999996,4.399999999999999,0.2000000000000028,1.7999999999999972,1.0,0.6000000000000014,0.3999999999999986,1.5,0.2000000000000028,,0.0,1.6999999999999993,0.0,0.5,,0.6999999999999993,1.200000000000001,1.0999999999999996,1.4000000000000004,0.7999999999999989,1.5,7.5,,0.0,,0.1,0.0,0.0999999999999998,0.0,0.0,0.1,0.0999999999999998,0.1,,,0.0,,,,0.1,0.0,0.1,0.0999999999999999,0.1,0.6,,,2.3011942119122017,,2.512277339903069,2.8187307530779795,2.665298888221586,2.3678794411714423,2.848811636094025,3.1703200460356404,2.723130160148429,2.31873075307798,,,2.782683524052735,,,,0.5,2.3011942119122017,3.13287108369808,2.3465969639416064,3.2493289641172223,6.22313016014843,23.15791344642639,3,2.361146926879883
16,59.73765252679814,3.9825101684532096,3,0.0,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,11,0.0,,,,,,3.0,3.0,1.0,0.0,1.0,0.0,,0.0,,2.0,0.0,1.0,0.0,0.0,0.0,0.0,,320,100.0,100.0,15.224652526798154,8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,192895,,,1,-1,1,-1,245.1,89,17,,,3,2,8.5,9.0,8,Kieran,8.0,5.997906411595936,5.997906411595936,5.065970915917802,5.667593249124463,15.0,23,,,,,,,,,,,,,,,,4.151105880737305,0.0,8.28396224975586,0.0,4.476634502410889,4.056540489196777,,4.310443878173828,3.905964374542236,3.977964162826538,,,,,,,15,1,0.0,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,67.6,121,26,False,259.0,154,64,1286,,2021-10-22T22:30:11.717934Z,51,0,0,,0,,192895.jpg,5.5,0,0,Tierney,12.1,False,,a,1,3,Arsenal,170.0,154,26,82,1426385,54035,993645,26256,0.7808843467555313,1.1760600807050856,1.1112927939459734,1.7634851434984775,1.6,7.3399374999252025,16.1,Tierney,1.2,3.6,0.6,,,,,,0.0999999999999999,0.0999999999999999,0.0,0.0,0.0,0.0,,0.1999999999999999,,0.0,0.0999999999999999,0.1,0.0,0.0,0.0,0.0,,0.6,1.7999999999999998,0.11999999999999998,1.3,1.200000000000001,0.5999999999999996,4.399999999999999,0.2000000000000028,1.7999999999999972,1.0,0.6000000000000014,0.3999999999999986,1.5,0.2000000000000028,2.9000000000000004,0.0,1.6999999999999993,0.0,0.5,3.8,0.6999999999999993,1.200000000000001,1.0999999999999996,1.4000000000000004,0.7999999999999989,1.5,3.6,0.1,,,,,,0.0,0.0,0.0,0.1,0.1999999999999999,0.0,,0.0,,0.0,0.0,0.1,0.0,0.0,0.0,0.0999999999999999,,6.426122638850534,4.4901271721360505,,,,,,7.542517764685769,8.266246544376102,5.681280184142561,3.4925206405937192,7.474923012311917,1.2200928802256288,,3.1017340962109388,,6.426122638850534,0.3894830874246623,5.88634121516564,3.204776847648807,3.331484334792319,2.9863878557664254,3.397315856468888,,37.43368124961853,0,4.271065711975098
17,31.39669787901973,3.4885219865577475,3,0.0,0.0,,,,,,0.0,,,1.0,0.0,,,,,,1.0,0.0,,0.0,1.0,,0,0.0,0.0,,,,,,0.0,,,0.0,0.0,,,,,,0.0,0.0,,0.0,0.0,,79,100.0,0.0,2.283697879019723,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,195735,1.0,,0,0,-6,6,189.0,125,79,2.0,,0,3,0.5,0.0,0,Nicolas,0.0,1.3855,1.257,3.480015497117262,1.771,9.0,23,,,,,,,,,,,,,,,,3.0485482215881348,0.0,5.947673320770264,0.0,3.2756385803222656,2.695063591003418,,2.9918341636657715,2.7940704822540283,2.899125099182129,,,,,,,6,0,0.0,0.0,,,,,,0.0,,,0.0,0.0,,,,,,0.0,0.0,,0.0,0.0,,52.5,187,91,False,78.4,343,143,501,,2022-01-01T17:00:18.580071Z,69,0,0,3.0,0,,195735.jpg,2.8,0,0,Pépé,0.7,False,,a,1,3,Arsenal,256.0,95,51,25,123857,329,344427,811,0.505582896602572,0.20079710144927534,0.25666666666666665,1.3280576233076729,0.0,3.8378175099690752,3.6,Pépé,1.6,4.800000000000001,0.2,0.0,,,,,,0.0,,,0.0,0.0,,,,,,0.3,0.1999999999999999,,0.0,0.1,,1.6,3.2,0.35555555555555557,1.3,1.200000000000001,0.5999999999999996,4.399999999999999,0.2000000000000028,1.7999999999999972,1.0,0.6000000000000014,0.3999999999999986,1.5,0.2000000000000028,2.9000000000000004,0.0,1.6999999999999993,0.0,0.5,3.8,0.6999999999999993,1.200000000000001,1.0999999999999996,1.4000000000000004,0.7999999999999989,1.5,8.0,0.3,0.0,,,,,,0.0,,,0.0,0.0,,,,,,1.2,0.3999999999999999,,0.0,0.2000000000000001,,,4.372531793034012,1.0,,,,,,1.0,,,1.771,2.055023220056407,,,,,,10.167585303791409,4.901194211912202,,1.0,4.520328964117223,,26.48094081878662,0,2.8289873600006104
18,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,198849,,,0,0,0,0,0.0,586,223,,,0,3,0.0,0.0,0,Lucas,0.0,,,,,,23,,,,,,,,,,,,,,,,2.468037366867065,0.0,4.702633857727051,0.0,2.60952091217041,2.4574785232543945,,2.411668539047241,2.24041485786438,2.294236421585083,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0.0,595,223,False,0.0,594,222,0,Joined Fiorentina on a season-long loan - Expected back 01 Jul,2021-08-25T22:00:08.179808Z,45,0,0,,0,,198849.jpg,0.0,0,0,Torreira,0.1,False,,u,1,3,Arsenal,0.0,568,221,0,6292,0,33586,82,,,,,0.0,4.760978963640001,0.0,Torreira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.424405336380005,0,2.24041485786438
20,6.1,1.525,0,,,,,,0.0,0.0,,0.0,,,,,,,0.0,,,,,,,,0,,,,,,0.0,0.0,,0.0,,,,,,,0.0,,,,,,,,14,100.0,100.0,0.0,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,205533,,,0,0,-1,1,35.1,321,47,,,0,4,1.5,2.0,1,Edward,1.0,1.525,1.525,1.525,1.0,4.0,23,,,,,,,,,,,,,,,,1.9051114320755005,0.0,3.63057279586792,0.0,1.893046736717224,1.5603604316711426,,1.8487427234649656,1.6119993925094604,1.725461483001709,,,,,,,2,0,,,,,,0.0,0.0,,0.0,,,,,,,0.0,,,,,,,,6.9,414,51,False,12.0,445,51,51,,2021-08-08T18:00:05.173437Z,54,0,0,,0,,205533.jpg,1.0,0,0,Nketiah,0.2,False,,a,1,3,Arsenal,21.0,357,54,4,42964,1397,37607,1251,0.2824074074074074,0.2824074074074074,0.18518518518518517,0.6562555114407012,0.2,2.923573034780997,0.7,Nketiah,0.3,0.8999999999999999,,,,,,0.0,0.3,,0.0,,,,,,,0.0,,,,,,,,0.3,0.6,0.15,,,,,,1.7999999999999972,1.0,0.6000000000000014,0.3999999999999986,1.5,0.2000000000000028,,0.0,1.6999999999999993,0.0,0.5,,,,,,,,1.2,,,,,,0.0,0.3,,0.0,,,,,,,0.0,,,,,,,,1.0,,,,,,1.0,3.1,,1.0,,,,,,,1.0,,,,,,,,15.787294387817385,0,1.6119993925094604
21,69.06313996681942,3.634902103516811,2,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,329,100.0,100.0,4.821139966819415,6,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,209289,4.0,,0,0,4,-4,325.4,57,40,,,1,3,3.5,4.0,3,Emile,3.0,2.8786382579890364,3.6679066953699926,3.771747804546189,3.33551021990421,19.0,23,,,,,,,,,,,,,,,,3.9931790828704834,0.0,7.860230922698975,0.0,4.557377815246582,3.992973566055298,,4.079135894775391,3.730135202407837,3.8351898193359375,,,,,,,21,8,0.0,1.0,1.0,0.0,0.0,1.0,,,1.0,1.0,1.0,0.0,,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,115.6,33,22,False,440.6,36,15,1277,,2022-01-10T00:00:11.929210Z,59,0,0,,0,,209289.jpg,4.8,0,0,Smith Rowe,16.4,False,,a,1,3,Arsenal,391.0,49,29,91,3520966,18744,2746455,63047,0.6160851022909849,0.48790478948966715,0.5653407152380017,1.4964655138902703,0.5,6.09962831109257,15.4,Smith Rowe,1.9,5.699999999999999,0.4,0.2999999999999999,0.0,0.0,0.3,0.1,,,0.1,0.0,0.0,0.0,,0.0,,0.2999999999999998,0.0,0.0999999999999999,0.0,0.0999999999999999,0.0,0.0999999999999999,0.2,3.6,5.5,0.2894736842105263,1.3,1.200000000000001,0.5999999999999996,4.399999999999999,0.2000000000000028,1.7999999999999972,1.0,0.6000000000000014,0.3999999999999986,1.5,0.2000000000000028,2.9000000000000004,0.0,1.6999999999999993,0.0,0.5,3.8,0.6999999999999993,1.200000000000001,1.0999999999999996,1.4000000000000004,0.7999999999999989,1.5,18.0,0.1,0.2000000000000001,0.2999999999999998,0.0,0.3000000000000002,0.0,,,0.1999999999999997,0.3000000000000002,0.6999999999999997,0.1,,0.0,,0.2000000000000001,0.0,0.2,0.5,0.2,0.0999999999999998,0.1999999999999999,0.0,4.506530659712634,3.9725317930340127,5.201194211912202,4.048811636094026,2.0122773399030685,5.218730753077981,2.465298888221587,,,2.2999999999999985,2.5000000000000013,4.499999999999998,2.555023220056407,,1.0,,4.506530659712634,2.0223707718561656,2.3,4.801194211912202,6.40387108369808,2.746596963941605,3.749328964117222,6.5941301601484295,35.98780703544617,0,3.939584732055664
22,82.98362838437936,3.951601351637113,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,0.0,,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,308,100.0,100.0,5.328628384379353,10,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,223340,3.0,,0,0,-1,1,482.9,14,11,,,2,3,3.5,4.0,3,Bukayo,3.0,4.682510777536611,4.602710024725277,4.419693215820661,4.502648312281116,21.0,23,,,,,,,,,,,,,,,,3.99960994720459,0.0,8.000616073608398,0.0,5.0500898361206055,4.561684608459473,,4.177196979522705,3.8640894889831534,3.969144105911255,,,,,,,16,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,,1.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,156.4,12,10,False,412.2,46,18,1570,,2022-01-13T23:00:13.665796Z,64,0,0,,0,,223340.jpg,4.6,0,0,Saka,15.1,False,,a,1,3,Arsenal,671.0,13,7,96,2213817,69920,2071671,41798,0.6174377111932988,0.7316423089900954,0.7035387987939243,1.562007584521652,0.5,5.903244204819202,15.0,Saka,3.1,9.3,0.0,0.1999999999999999,0.1999999999999999,0.0,0.2000000000000001,0.0,0.2999999999999998,0.3999999999999999,0.4000000000000003,0.0999999999999996,0.3000000000000002,0.1,,0.0,,0.0,0.0,0.3,0.0,0.1999999999999999,0.0,0.0999999999999999,0.3,4.7,7.800000000000001,0.37142857142857144,1.3,1.200000000000001,0.5999999999999996,4.399999999999999,0.2000000000000028,1.7999999999999972,1.0,0.6000000000000014,0.3999999999999986,1.5,0.2000000000000028,2.9000000000000004,0.0,1.6999999999999993,0.0,0.5,3.8,0.6999999999999993,1.200000000000001,1.0999999999999996,1.4000000000000004,0.7999999999999989,1.5,23.5,0.0,0.0999999999999998,0.0,0.1999999999999999,0.3999999999999999,0.1,0.0,0.3999999999999999,0.3000000000000002,0.9999999999999996,0.3000000000000007,0.0,,0.0999999999999996,,0.2000000000000001,0.1,0.4,0.0999999999999999,0.2,0.0999999999999999,0.0,0.7000000000000001,3.606530659712634,1.0,4.172194211912201,3.1488116360940266,3.0122773399030685,5.41873075307798,1.5000000000000004,3.267879441171442,5.519811636094026,6.141320046035643,7.523130160148427,8.218730753077983,2.355023220056407,,1.682683524052733,,3.606530659712634,1.5,5.39658530379141,3.572194211912202,7.703871083698081,2.7465969639416064,0.2999999999999999,6.62313016014843,37.780762910842896,3,4.158331871032715
23,56.56958303215779,3.142754612897655,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,8,,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,,2.0,1.0,0.0,0.0,0.0,0.0,376,100.0,100.0,18.269583032157783,10,,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,,0.0,0.0,0.0,1.0,,1.0,1.0,0.0,1.0,0.0,0.0,226597,,,0,0,3,-3,47.3,283,84,,,2,2,6.5,7.0,6,Gabriel,6.0,3.0753507922308683,3.586106364799213,3.712538269568436,2.233681883720817,18.0,23,,,,,,,,,,,,,,,,3.860682964324951,0.0,7.511499404907227,0.0,3.784006834030152,3.0717597007751465,,3.75080156326294,3.3595094680786133,3.618954181671143,,,,,,,16,2,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,63.8,140,38,False,374.4,69,22,1566,,2021-08-04T10:30:07.822243Z,53,0,0,,0,,226597.jpg,4.7,1,0,Magalhães,5.6,False,,a,1,3,Arsenal,217.0,115,14,84,845401,11329,415328,15999,0.5929725684712557,0.5802548664586544,0.42144941202279573,1.3651253696583363,1.1,6.103506718041762,15.8,Gabriel,0.3,0.8999999999999999,,0.0,0.0,0.0,0.0,0.0,0.1999999999999999,0.0,0.0,0.0,0.0,,,0.0,,0.0,,0.0,0.0,0.1,0.0,0.0,0.0,0.9,1.2,0.06666666666666667,,1.200000000000001,0.5999999999999996,4.399999999999999,0.2000000000000028,1.7999999999999972,1.0,0.6000000000000014,0.3999999999999986,1.5,0.2000000000000028,,0.0,1.6999999999999993,0.0,0.5,,0.6999999999999993,1.200000000000001,1.0999999999999996,1.4000000000000004,0.7999999999999989,1.5,5.4,,0.1999999999999999,0.1,0.0,0.0999999999999999,0.0,0.0,0.1999999999999999,0.1,0.0999999999999999,0.0,,,0.0,,0.0,,0.1,0.0,0.0,0.0,0.0,0.0,4.426122638850534,,7.404776847648806,3.795246544376107,0.0491093596122738,7.874923012311918,1.661195552886348,3.071517764685769,4.395246544376102,5.281280184142561,3.492520640593719,5.274923012311918,,,-3.0,,4.426122638850534,,6.586341215165639,4.204776847648807,3.631484334792319,2.9863878557664254,2.797315856468888,2.892520640593719,32.34858560562134,2,3.391371488571167
