id,adjusted points,adjusted points per game,assists,assists_week1,assists_week10,assists_week11,assists_week12,assists_week13,assists_week14,assists_week15,assists_week16,assists_week17,assists_week18,assists_week19,assists_week2,assists_week20,assists_week21,assists_week22,assists_week23,assists_week3,assists_week4,assists_week5,assists_week6,assists_week7,assists_week8,assists_week9,bonus,bonus_week1,bonus_week10,bonus_week11,bonus_week12,bonus_week13,bonus_week14,bonus_week15,bonus_week16,bonus_week17,bonus_week18,bonus_week19,bonus_week2,bonus_week20,bonus_week21,bonus_week22,bonus_week23,bonus_week3,bonus_week4,bonus_week5,bonus_week6,bonus_week7,bonus_week8,bonus_week9,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheet_points,clean_sheets,cleansheet_week1,cleansheet_week10,cleansheet_week11,cleansheet_week12,cleansheet_week13,cleansheet_week14,cleansheet_week15,cleansheet_week16,cleansheet_week17,cleansheet_week18,cleansheet_week19,cleansheet_week2,cleansheet_week20,cleansheet_week21,cleansheet_week22,cleansheet_week23,cleansheet_week3,cleansheet_week4,cleansheet_week5,cleansheet_week6,cleansheet_week7,cleansheet_week8,cleansheet_week9,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,form 10,form 15,form 20,form 5,games played,gameweek,gameweek 10 prediction,gameweek 11 prediction,gameweek 12 prediction,gameweek 13 prediction,gameweek 14 prediction,gameweek 15 prediction,gameweek 16 prediction,gameweek 17 prediction,gameweek 18 prediction,gameweek 19 prediction,gameweek 2 prediction,gameweek 20 prediction,gameweek 21 prediction,gameweek 22 prediction,gameweek 23 prediction,gameweek 24 prediction,gameweek 25 prediction,gameweek 26 prediction,gameweek 27 prediction,gameweek 28 prediction,gameweek 29 prediction,gameweek 3 prediction,gameweek 30 prediction,gameweek 31 prediction,gameweek 32 prediction,gameweek 4 prediction,gameweek 5 prediction,gameweek 6 prediction,gameweek 7 prediction,gameweek 8 prediction,gameweek 9 prediction,goals_conceded,goals_scored,goals_week1,goals_week10,goals_week11,goals_week12,goals_week13,goals_week14,goals_week15,goals_week16,goals_week17,goals_week18,goals_week19,goals_week2,goals_week20,goals_week21,goals_week22,goals_week23,goals_week3,goals_week4,goals_week5,goals_week6,goals_week7,goals_week8,goals_week9,ict_index,ict_index_rank,ict_index_rank_type,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,team_name,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value,value form 10,value form 5,valuePoints metric,value_form,value_next10,value_season,web_name,xA,xA_points,xA_week1,xA_week10,xA_week11,xA_week12,xA_week13,xA_week14,xA_week15,xA_week16,xA_week17,xA_week18,xA_week19,xA_week2,xA_week20,xA_week21,xA_week22,xA_week23,xA_week3,xA_week4,xA_week5,xA_week6,xA_week7,xA_week8,xA_week9,xG,xG+xA,xG+xA per game,xGA_week1,xGA_week10,xGA_week11,xGA_week12,xGA_week13,xGA_week14,xGA_week15,xGA_week16,xGA_week17,xGA_week18,xGA_week19,xGA_week2,xGA_week20,xGA_week21,xGA_week22,xGA_week23,xGA_week3,xGA_week4,xGA_week5,xGA_week6,xGA_week7,xGA_week8,xGA_week9,xG_points,xG_week1,xG_week10,xG_week11,xG_week12,xG_week13,xG_week14,xG_week15,xG_week16,xG_week17,xG_week18,xG_week19,xG_week2,xG_week20,xG_week21,xG_week22,xG_week23,xG_week3,xG_week4,xG_week5,xG_week6,xG_week7,xG_week8,xG_week9,xPoints,xPoints week 1,xPoints week 10,xPoints week 11,xPoints week 12,xPoints week 13,xPoints week 14,xPoints week 15,xPoints week 16,xPoints week 17,xPoints week 18,xPoints week 19,xPoints week 2,xPoints week 20,xPoints week 21,xPoints week 22,xPoints week 23,xPoints week 3,xPoints week 4,xPoints week 5,xPoints week 6,xPoints week 7,xPoints week 8,xPoints week 9,xPoints_next10,yellow_cards,gameweek 33 prediction
175,21.033214032305345,2.3370237813672605,0,0.0,,,,,,0.0,,,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0,0.0,,,,,,0.0,,,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,,98,100.0,100.0,8.833214032305348,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,164511,,,0,0,-1,1,3.5,415,156,,,0,2,1.5,1.0,1,Yerry,1.0,1.862113738388544,1.862113738388544,2.742718728845624,2.293170607582816,9.0,23,,,,,,,,,,,,,,,,3.198822498321533,2.530382871627808,2.333659410476685,1.907636284828186,1.9914026260375977,2.8471357822418213,,3.073150396347046,2.093820095062256,2.1863551139831543,,,,,,,8,0,0.0,,,,,,0.0,,,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,,15.8,362,130,False,114.0,313,118,613,,2021-10-22T13:00:14.269301Z,49,0,0,,0,,164511.jpg,1.7,0,0,Mina,0.3,False,,a,8,11,Everton,41.0,309,99,15,25497,1298,62542,253,0.4769436288504613,0.38002321191602934,0.4679940015475134,1.055759727871417,0.2,4.999188671306688,3.1,Mina,0.0,0.0,0.0,,,,,,0.0,,,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.2,0.2,0.022222222222222223,0.7,1.5999999999999996,0.8000000000000007,2.299999999999999,1.1999999999999993,2.0,1.3000000000000007,1.6000000000000014,2.599999999999998,0.0,0.0,1.5000000000000002,0.0,1.400000000000002,0.5999999999999979,0.7000000000000028,1.0,1.2000000000000002,1.3999999999999997,0.6000000000000005,0.8999999999999995,1.5000000000000009,3.2,1.2000000000000002,0.0,,,,,,0.0,,,,,0.0,,,0.0,0.1,,0.0,0.0,0.0,0.1,,,3.5863412151656324,1.0,,,,,,1.0,,,,,0.8925206405937192,,,1.0,3.5863412151656324,,3.204776847648808,1.9863878557664263,4.195246544376104,4.226278638962397,,,24.49602448940277,2,2.333659410476685
176,11.72683528226463,2.3453670564529263,0,,,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0,,,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,39,0.0,0.0,1.2268352822646316,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,173807,,,0,0,-2,2,8.0,401,192,,,0,3,0.0,0.0,0,Tom,0.0,,3.520381101989184,2.1081524407956733,,5.0,23,,,,,,,,,,,,,,,,3.028810977935791,2.6537389755249023,2.1765358448028564,1.94139301776886,1.975307583808899,2.5280022621154785,,3.2399559020996094,1.99048376083374,2.4004950523376465,,,,,,,5,1,,,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,1.0,15.0,366,163,False,51.4,374,155,154,Not included in Everton's 25-man Premier League squad - Unknown return date,2022-01-12T11:00:13.849463Z,48,0,0,,0,,173807.jpg,2.2,0,0,Davies,0.1,False,,n,8,11,Everton,90.0,235,124,11,6029,10,11075,103,0.48861813676102633,,,1.0705087020406334,0.0,5.023179004589717,2.3,Davies,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.9,0.9,0.18,,1.5999999999999996,0.8000000000000007,2.299999999999999,1.1999999999999993,2.0,1.3000000000000007,1.6000000000000014,2.599999999999998,0.0,0.0,,0.0,1.400000000000002,0.5999999999999979,0.7000000000000028,,,1.3999999999999997,0.6000000000000005,0.8999999999999995,1.5000000000000009,3.2,4.5,,,0.0999999999999999,,,,,,,,,,,,,,,,0.0,0.1,0.0,,0.7000000000000001,,,,1.5,,,,,,,,,,,,,,,,1.0,1.5,1.0,,5.540762203978367,24.11125922203064,0,2.1765358448028564
177,34.660000000000004,5.776666666666667,0,0.0,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,,,,,,,5,1.0,,,,,,,,,,,1.0,,0.0,0.0,0.0,3.0,,,,,,,81,100.0,100.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,177815,,,0,0,-1,1,67.8,259,39,,,0,4,2.0,1.5,1,Dominic,1.5,3.2,3.2,3.2,3.2,6.0,23,,,,,,,,,,,,,,,,5.043385982513428,4.472015857696533,3.7727556228637695,3.2652149200439453,3.520676851272583,3.983175277709961,,4.667147636413574,3.7727556228637695,4.570226669311523,,,,,,,9,3,1.0,,,,,,,,,,,1.0,,0.0,0.0,0.0,1.0,,,,,,,46.3,210,37,False,135.6,281,36,518,,2022-02-03T16:00:18.091729Z,79,0,1,1.0,0,,177815.jpg,4.3,0,0,Calvert-Lewin,4.7,False,,a,8,11,Everton,259.0,93,34,26,1288373,24399,1778897,31970,0.7312236286919832,0.4050632911392405,0.4050632911392405,2.055245766750055,0.2,5.169634185259855,3.3,Calvert-Lewin,0.3,0.8999999999999999,0.0,,,,,,,,,,,0.1,,0.0,0.0,0.1999999999999999,0.0,,,,,,,5.3,5.6,0.9333333333333332,0.7,1.5999999999999996,0.8000000000000007,2.299999999999999,1.1999999999999993,2.0,1.3000000000000007,1.6000000000000014,2.599999999999998,0.0,0.0,1.5000000000000002,0.0,1.400000000000002,0.5999999999999979,0.7000000000000028,1.0,1.2000000000000002,1.3999999999999997,0.6000000000000005,0.8999999999999995,1.5000000000000009,3.2,19.76,1.6,,,,,,,,,,,1.4,,1.1000000000000003,0.0999999999999996,0.2999999999999998,0.7999999999999998,,,,,,,2.7999999999999994,9.4,,,,,,,,,,,8.9,,4.400000000000002,2.3999999999999986,2.7999999999999994,8.2,,,,,,,40.840110063552856,1,3.7727556228637695
178,19.033214032305345,2.114801559145038,0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,,,,,,,0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,,,,,,,82,100.0,100.0,8.833214032305348,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,194164,,,0,0,-3,3,3.3,418,159,,,0,2,1.5,1.0,2,Mason,1.0,2.0154818911536028,1.5835707896780906,1.5835707896780906,2.986364535466028,9.0,23,,,,,,,,,,,,,,,,3.0436689853668213,2.510502815246582,2.31377911567688,1.8925493955612185,1.9763154983520508,2.6919820308685303,,2.917996644973755,2.1203818321228027,2.212916851043701,,,,,,,12,0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,,,,,,,12.1,372,133,False,114.0,312,117,697,,2021-11-07T23:30:11.755458Z,42,0,0,,0,,194164.jpg,1.4,1,0,Holgate,0.4,False,,a,8,11,Everton,4.0,402,150,13,70809,1370,106871,837,0.5035241807488186,0.4798766407508578,0.711039175110959,1.0319174979206571,0.2,5.712826734497433,3.1,Holgate,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,,,,,,,0.2,0.2,0.022222222222222223,0.7,1.5999999999999996,0.8000000000000007,2.299999999999999,1.1999999999999993,2.0,1.3000000000000007,1.6000000000000014,2.599999999999998,0.0,0.0,1.5000000000000002,0.0,1.400000000000002,0.5999999999999979,0.7000000000000028,1.0,1.2000000000000002,1.3999999999999997,0.6000000000000005,0.8999999999999995,1.5000000000000009,3.2,1.2000000000000002,0.0,0.2,0.0,,,,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,,,,,,,3.986341215165632,3.986341215165638,3.007586071978622,-2.0,,,,1.0,1.8075860719786203,1.2970943128573362,,,,,1.986387855766424,,3.986341215165632,3.4715177646857693,,,,,,,23.99387228488922,1,2.31377911567688
179,45.78495983879899,2.6932329316940584,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,223,0.0,100.0,16.684959838798992,2,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,198826,,,0,0,-2,2,150.0,164,38,,,0,2,0.0,1.5,1,Ben,1.5,2.6148749007466603,2.381490606010636,2.840182223498534,3.5559918717693884,17.0,23,,,,,,,,,,,,,,,,3.6556434631347656,2.9948480129241943,2.7724571228027344,1.928315281867981,2.292593240737915,3.2444870471954346,,3.3822450637817383,2.540074348449707,2.6087799072265625,,,,,,,32,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,65.4,133,35,False,308.0,120,48,1489,Hamstring injury - Expected back 12 Mar,2022-02-05T20:30:16.550187Z,48,0,0,,0,,198826.jpg,1.7,0,0,Godfrey,0.5,False,,i,8,11,Everton,194.0,140,24,29,42074,799,81942,2676,0.5610901941029288,0.5447656043222209,0.7408316399519559,1.229287024420505,0.3,5.873312627275785,6.0,Godfrey,0.7,2.1,,0.0,0.0999999999999999,0.0,0.0,0.0,0.0,0.1,0.0,,,,,0.0999999999999999,0.1999999999999999,0.0,,0.0,0.1,0.0,0.1,0.0,0.0,1.0,1.7,0.09999999999999999,,1.5999999999999996,0.8000000000000007,2.299999999999999,1.1999999999999993,2.0,1.3000000000000007,1.6000000000000014,2.599999999999998,0.0,0.0,,0.0,1.400000000000002,0.5999999999999979,0.7000000000000028,,1.2000000000000002,1.3999999999999997,0.6000000000000005,0.8999999999999995,1.5000000000000009,3.2,6.0,,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0999999999999999,,,,,0.0,0.0,0.0999999999999999,,0.0,0.0,0.6,0.0,0.0999999999999999,0.0,3.586341215165632,,2.4075860719786224,4.097315856468885,1.4010353748912154,2.204776847648809,0.5413411329464508,2.0901271721360497,2.107586071978621,2.897094312857336,,,,,2.286387855766424,4.79524654437611,3.586341215165632,,3.204776847648808,1.2863878557664266,7.795246544376104,3.9262786389623976,3.4925206405937184,0.1630488159134649,28.191900610923767,4,2.7724571228027344
180,45.342,3.487846153846154,2,1.0,0.0,0.0,0.0,,1.0,0.0,0.0,,,,0.0,,,0.0,0.0,0.0,0.0,,,,,0.0,8,3.0,0.0,0.0,0.0,,0.0,3.0,0.0,,,,0.0,,,2.0,0.0,0.0,0.0,,,,,0.0,147,100.0,100.0,0.0,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,212319,,,0,0,-1,1,166.6,146,23,,,0,4,5.0,4.5,2,Richarlison,4.5,4.0542,3.2634444444444446,3.1371,3.9,13.0,23,,,,,,,,,,,,,,,,4.271529674530029,3.8240697383880615,3.4347634315490723,2.71077823638916,2.938314199447632,3.5487215518951416,,4.174087524414063,3.1576032638549805,3.7075679302215576,,,,,,,20,4,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,,,,0.0,,,1.0,0.0,0.0,0.0,,,,,1.0,75.6,99,25,False,239.4,173,19,1011,,2021-12-12T23:00:17.420584Z,74,0,0,2.0,0,,212319.jpg,3.7,0,0,de Andrade,4.2,False,,a,8,11,Everton,356.0,59,25,48,1147010,49130,1772214,7028,0.4713305613305613,0.5478648648648649,0.527027027027027,1.2821577459606703,0.6,4.741445232082057,6.5,Richarlison,1.8,5.4,0.8,0.0,0.0,0.0,,0.1999999999999999,0.5,0.0,,,,0.0999999999999999,,,0.0,0.0,0.0999999999999999,0.0,,,,,0.1,3.1,4.9,0.37692307692307697,0.7,1.5999999999999996,0.8000000000000007,2.299999999999999,1.1999999999999993,2.0,1.3000000000000007,1.6000000000000014,2.599999999999998,0.0,0.0,1.5000000000000002,0.0,1.400000000000002,0.5999999999999979,0.7000000000000028,1.0,1.2000000000000002,1.3999999999999997,0.6000000000000005,0.8999999999999995,1.5000000000000009,3.2,12.4,0.4,0.5999999999999999,0.0,0.1,,0.1,0.2999999999999998,0.0,,,,0.1999999999999999,,,0.3000000000000002,0.3999999999999999,0.2,0.0,,,,,0.5,3.6,8.770999999999999,4.4,1.0,1.4000000000000004,,3.771,7.699999999999999,1.0,,,,3.1,,,4.200000000000001,3.6,2.1,2.0,,,,,2.3000000000000003,35.08669471740723,5,3.3192591667175293
181,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,222627,,,0,0,0,0,0.0,498,33,,,0,1,0.0,0.0,0,João,0.0,,,,,,23,,,,,,,,,,,,,,,,3.7273011207580566,3.4059572219848637,3.230990171432495,2.5846850872039795,2.669482469558716,3.409452438354492,,3.5003018379211426,2.89685320854187,2.9734678268432617,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0.0,518,57,False,0.0,515,57,0,Joined Sporting Lisbon on a season-long loan - Expected back 01 Jul,2021-08-25T16:30:13.873098Z,40,0,0,,0,,222627.jpg,0.0,0,0,Virgínia,0.9,False,,u,8,11,Everton,0.0,462,23,0,5871,0,105156,720,,,,,0.0,7.892460346221923,0.0,Virgínia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.56984138488769,0,3.1713500022888184
282,15.96293645162341,1.9953670564529264,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,,0.0,,,,,,1,,,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,,0.0,,,,,,48,,,1.962936451623411,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,180184,,,0,0,-3,3,35.4,320,166,,,0,3,0.8,0.3,0,Donny,0.3,1.0,1.8571428571428568,1.75,1.0,8.0,23,,,,,,,,,,,,,,,,2.3105874061584477,2.100329875946045,1.991955041885376,1.692273736000061,1.771908402442932,2.178606986999512,,2.1728217601776123,1.853561282157898,1.92252254486084,,,,,,,2,1,,,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,,0.0,,,,,,15.3,363,161,False,63.4,362,152,69,,,57,0,0,,0,,180184.jpg,1.8,0,0,van de Beek,0.5,False,,a,8,11,Everton,55.0,299,156,14,57460,23309,40956,2561,0.35006439586893445,0.17543859649122806,0.17543859649122806,0.8357672900718045,0.1,3.506407382195456,2.5,van de Beek,0.5,1.5,,,0.0,0.5,0.0,0.0,0.0,0.0,,,,,,,0.0,,,0.0,,,,,,0.7,1.2,0.15,,0.5999999999999996,2.1,2.2,2.7,1.5,0.9000000000000021,0.8000000000000007,0.0999999999999978,0.0,1.1999999999999993,,0.9000000000000021,0.3999999999999986,4.300000000000001,0.7000000000000028,,0.6999999999999997,1.6,1.2000000000000002,1.2000000000000002,3.1,3.8000000000000007,3.5,,,0.0,0.7,0.0,0.0,0.0,0.0,,,,,,,0.0,,,0.0,,,,,,,,,1.0,7.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,,1.0,,,,,,19.9865220785141,0,1.991955041885376
363,28.873670564529263,2.887367056452926,0,0.0,0.0,,0.0,,,,,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,1,0.0,0.0,,0.0,,,,,,0.0,,1.0,0.0,,,,0.0,0.0,0.0,0.0,,,,74,,,2.453670564529263,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,108823,,,0,0,-3,3,47.5,282,158,,,0,3,0.5,0.0,0,Bamidele,0.0,4.6467251030920345,2.823362551546017,2.43339096838516,2.6703200460356404,10.0,23,,,,,,,,,,,,,,,,2.8317110538482666,2.375629186630249,2.281280517578125,1.8151142597198489,1.876079797744751,2.5857837200164795,,3.2810683250427246,1.891256332397461,2.074164390563965,,,,,,,13,1,0.0,0.0,,0.0,,,,,,0.0,,1.0,0.0,,,,0.0,0.0,0.0,0.0,,,,25.7,308,141,False,132.8,287,120,655,,,62,0,0,,0,,108823.jpg,2.5,0,0,Alli,1.2,False,,a,8,11,Everton,75.0,252,134,25,360543,18015,416499,2899,0.4657043639440203,0.7494717908212959,0.43069678161865166,1.1595945146896514,0.0,3.756994855019354,4.0,Dele,0.8,2.4000000000000004,0.0,0.0,,0.0,,,,,,0.8,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,1.5,2.3,0.22999999999999998,1.9,1.1999999999999993,0.5999999999999996,1.0999999999999996,0.0,0.3000000000000007,1.6000000000000014,0.0,0.0,1.5,0.1999999999999993,1.4,0.3999999999999986,0.1999999999999993,1.5,0.7000000000000028,0.6000000000000001,2.4,1.9,0.8000000000000007,1.0999999999999996,0.4000000000000003,1.3000000000000007,7.02,0.0,0.0,,0.0,,,,,,0.3999999999999999,,0.8,0.0,,,,0.1999999999999999,0.0,0.1,0.0,,,,,2.149568619222636,1.0,,1.0,,,,,,6.623130160148429,,7.246596963941607,2.6703200460356404,,,,2.5488116360940265,2.0907179532894125,2.649568619222636,1.0,,,,23.293368101119995,1,2.281280517578125
481,1.981468225811705,1.981468225811705,0,,,,,,,,,,,,,,,,,,,0.0,,,,,0,,,,,,,,,,,,,,,,,,,0.0,,,,,9,,,0.9814682258117052,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,40349,,,0,0,0,0,0.0,483,23,,,0,1,0.5,0.0,0,Asmir,0.0,,,1.9863878557664263,,1.0,23,,,,,,,,,,,,,,,,3.133913993835449,2.8535399436950684,2.717136144638061,2.2480854988098145,2.1846764087677,2.914268732070923,,2.9069149494171143,2.372593879699707,2.472987174987793,,,,,,,3,0,,,,,,,,,,,,,,,,,,,0.0,,,,,1.0,468,37,False,10.4,449,37,90,,,40,0,0,,0,,40349.jpg,1.0,0,1,Begović,2.7,False,,a,8,11,Everton,0.0,447,13,1,209305,655,172006,4040,0.4953670564529262,,,0.9907341129058524,0.0,6.630313217639922,0.2,Begović,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,0.0,,1.5999999999999996,0.8000000000000007,2.299999999999999,1.1999999999999993,2.0,1.3000000000000007,1.6000000000000014,2.599999999999998,0.0,0.0,,0.0,1.400000000000002,0.5999999999999979,0.7000000000000028,,,1.3999999999999997,0.6000000000000005,0.8999999999999995,1.5000000000000009,3.2,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,1.9863878557664263,,,,,26.52125287055969,0,2.717136144638061
482,60.43323995969975,3.554896468217632,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,0.0,0.0,3.0,0.0,2.0,3.0,0.0,0.0,240,100.0,100.0,4.171239959699748,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,60252,1.0,,0,0,-3,3,465.4,18,14,2.0,,3,3,1.0,0.5,1,Andros,0.5,2.3274408985663206,2.378133815110059,3.6786076405591,1.3000000000000005,17.0,23,,,,,,,,,,,,,,,,3.454362154006958,2.897773504257202,2.918045282363892,2.2843916416168213,2.4414610862731934,3.1698477268218994,,3.080479860305786,2.7247328758239746,2.655359506607056,,,,,,,26,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,100.5,47,30,False,342.8,90,33,1320,,2021-12-14T19:00:13.139779Z,52,0,0,4.0,0,,60252.jpg,3.6,0,0,Townsend,2.6,False,,a,8,11,Everton,198.0,135,74,61,1517832,2534,1437685,5536,0.6836339361956985,0.44758478818583086,0.2500000000000001,1.558925227628255,0.1,5.494551062583923,11.7,Townsend,2.4,7.199999999999999,0.7,0.1999999999999999,0.0,0.0,0.3,0.1,0.1,0.0999999999999996,,,,0.0,,,,0.1,0.1,0.1999999999999999,0.1999999999999999,0.0,0.1,0.1999999999999999,0.0,2.2,4.6,0.27058823529411763,0.7,1.5999999999999996,0.8000000000000007,2.299999999999999,1.1999999999999993,2.0,1.3000000000000007,1.6000000000000014,2.599999999999998,0.0,0.0,1.5000000000000002,0.0,1.400000000000002,0.5999999999999979,0.7000000000000028,1.0,1.2000000000000002,1.3999999999999997,0.6000000000000005,0.8999999999999995,1.5000000000000009,3.2,10.52,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.2000000000000001,,,,0.0,,,,0.0,0.1,0.1,0.0999999999999999,0.8999999999999999,0.6000000000000001,0.0,0.0999999999999998,1.3000000000000005,5.367585303791409,2.801896517994656,2.449328964117221,2.100258843722804,2.2011942119122025,1.9353352832366133,2.572531793034013,3.501896517994655,,,,1.0,,,,1.3000000000000005,3.1678794411714426,6.172194211912203,3.3465969639416064,9.048811636094026,8.7065696597406,2.823130160148429,2.5407622039783653,28.5716655254364,3,2.945211887359619
