id,adjusted points,adjusted points per game,assists,assists_week1,assists_week10,assists_week11,assists_week12,assists_week13,assists_week14,assists_week15,assists_week16,assists_week17,assists_week18,assists_week19,assists_week2,assists_week20,assists_week21,assists_week22,assists_week23,assists_week24,assists_week25,assists_week3,assists_week4,assists_week5,assists_week6,assists_week7,assists_week8,assists_week9,bonus,bonus_week1,bonus_week10,bonus_week11,bonus_week12,bonus_week13,bonus_week14,bonus_week15,bonus_week16,bonus_week17,bonus_week18,bonus_week19,bonus_week2,bonus_week20,bonus_week21,bonus_week22,bonus_week23,bonus_week24,bonus_week25,bonus_week3,bonus_week4,bonus_week5,bonus_week6,bonus_week7,bonus_week8,bonus_week9,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheet_points,clean_sheets,cleansheet_week1,cleansheet_week10,cleansheet_week11,cleansheet_week12,cleansheet_week13,cleansheet_week14,cleansheet_week15,cleansheet_week16,cleansheet_week17,cleansheet_week18,cleansheet_week19,cleansheet_week2,cleansheet_week20,cleansheet_week21,cleansheet_week22,cleansheet_week23,cleansheet_week24,cleansheet_week25,cleansheet_week3,cleansheet_week4,cleansheet_week5,cleansheet_week6,cleansheet_week7,cleansheet_week8,cleansheet_week9,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,form 10,form 15,form 20,form 5,games played,gameweek,gameweek 10 prediction,gameweek 11 prediction,gameweek 12 prediction,gameweek 13 prediction,gameweek 14 prediction,gameweek 15 prediction,gameweek 16 prediction,gameweek 17 prediction,gameweek 18 prediction,gameweek 19 prediction,gameweek 2 prediction,gameweek 20 prediction,gameweek 21 prediction,gameweek 22 prediction,gameweek 23 prediction,gameweek 24 prediction,gameweek 25 prediction,gameweek 26 prediction,gameweek 27 prediction,gameweek 28 prediction,gameweek 29 prediction,gameweek 3 prediction,gameweek 30 prediction,gameweek 31 prediction,gameweek 32 prediction,gameweek 33 prediction,gameweek 34 prediction,gameweek 4 prediction,gameweek 5 prediction,gameweek 6 prediction,gameweek 7 prediction,gameweek 8 prediction,gameweek 9 prediction,goals_conceded,goals_scored,goals_week1,goals_week10,goals_week11,goals_week12,goals_week13,goals_week14,goals_week15,goals_week16,goals_week17,goals_week18,goals_week19,goals_week2,goals_week20,goals_week21,goals_week22,goals_week23,goals_week24,goals_week25,goals_week3,goals_week4,goals_week5,goals_week6,goals_week7,goals_week8,goals_week9,ict_index,ict_index_rank,ict_index_rank_type,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,team_name,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value,value form 10,value form 5,valuePoints metric,value_form,value_next10,value_season,web_name,xA,xA_points,xA_week1,xA_week10,xA_week11,xA_week12,xA_week13,xA_week14,xA_week15,xA_week16,xA_week17,xA_week18,xA_week19,xA_week2,xA_week20,xA_week21,xA_week22,xA_week23,xA_week24,xA_week25,xA_week3,xA_week4,xA_week5,xA_week6,xA_week7,xA_week8,xA_week9,xG,xG+xA,xG+xA per game,xGA_week1,xGA_week10,xGA_week11,xGA_week12,xGA_week13,xGA_week14,xGA_week15,xGA_week16,xGA_week17,xGA_week18,xGA_week19,xGA_week2,xGA_week20,xGA_week21,xGA_week22,xGA_week23,xGA_week24,xGA_week25,xGA_week3,xGA_week4,xGA_week5,xGA_week6,xGA_week7,xGA_week8,xGA_week9,xG_points,xG_week1,xG_week10,xG_week11,xG_week12,xG_week13,xG_week14,xG_week15,xG_week16,xG_week17,xG_week18,xG_week19,xG_week2,xG_week20,xG_week21,xG_week22,xG_week23,xG_week24,xG_week25,xG_week3,xG_week4,xG_week5,xG_week6,xG_week7,xG_week8,xG_week9,xPoints,xPoints week 1,xPoints week 10,xPoints week 11,xPoints week 12,xPoints week 13,xPoints week 14,xPoints week 15,xPoints week 16,xPoints week 17,xPoints week 18,xPoints week 19,xPoints week 2,xPoints week 20,xPoints week 21,xPoints week 22,xPoints week 23,xPoints week 24,xPoints week 25,xPoints week 3,xPoints week 4,xPoints week 5,xPoints week 6,xPoints week 7,xPoints week 8,xPoints week 9,xPoints_next10,yellow_cards,gameweek 35 prediction
185,31.179582099863985,2.2271130071331418,2,0.0,,,,,,1.0,0.0,0.0,0.0,,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,3,0.0,,,,,,3.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,226,100.0,100.0,9.337582099863988,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66588,,,0,0,-2,2,105.4,212,54,,,0,2,1.1,1.3,1,Luke,1.3,1.67723564534064,2.317822547490099,2.317822547490099,2.5181613125243016,14.0,25,,,,,,,,,,,,,,,,,,4.532952308654785,2.28771710395813,2.5529353618621826,3.1974246501922607,,2.783393144607544,2.6143834590911865,3.0518386363983154,1.9801002740859983,2.8055827617645264,,,,,,,38,1,1.0,,,,,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,59.2,170,47,False,381.8,77,29,1258,,2021-09-17T23:00:12.419851Z,43,0,0,,0,,66588.jpg,2.1,0,0,Ayling,2.9,False,,a,10,2,Leeds United,106.0,219,55,29,564375,1707,1234288,3657,0.5179332574728237,0.3900548012420093,0.5856189098893725,1.0740092618523194,0.3,6.416592431622884,6.7,Ayling,0.1,0.3,0.0,,,,,,0.0,0.0,0.1,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.5,0.6,0.04285714285714286,1.5,0.9000000000000004,1.0,1.8999999999999984,2.0,1.1000000000000014,1.0,2.8000000000000007,3.5,3.2,0.0,2.1,0.0,1.0,2.0,1.3999999999999986,1.7000000000000028,2.1000000000000014,1.4,4.0,1.3000000000000007,2.0,0.1999999999999993,2.2,0.9000000000000004,3.0,0.1,,,,,,0.2,0.0,0.0,0.0,,0.0,,0.0,0.0999999999999999,0.0,0.0,0.0,0.0,0.1,0.0,,,,,1.489825713011927,1.4925206405937188,,,,,,7.442517764685768,1.2432402505008715,-0.5792104663107259,0.1630488159134649,,1.4898257130119277,,3.4715177646857693,2.912341132946451,2.986387855766427,1.7307340962109363,1.489825713011927,2.986387855766426,1.6732625555549367,3.0901271721360497,,,,,27.591347455978397,0,1.7850197553634644
186,50.44336567495628,2.802409204164238,2,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,1.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0.0,0.0,4,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,3.0,,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,180,100.0,75.0,3.001365674956281,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,72222,,,0,0,-3,3,323.1,66,47,,,1,3,1.9,1.3,1,Mateusz,1.7,2.505532177047595,2.00402340148916,2.425779751386553,3.1206990424804792,18.0,25,,,,,,,,,,,,,,,,,,4.869726181030273,2.4043095111846924,2.6199538707733154,3.0339162349700928,,2.891641139984131,2.658414602279663,2.9479665756225586,2.1742329597473145,2.772326946258545,,,,,,,31,1,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,87.2,89,53,False,222.8,209,79,1243,,2022-02-10T01:00:15.054010Z,52,0,0,3.0,0,,72222.jpg,2.4,0,0,Klich,0.3,False,,a,10,2,Leeds United,330.0,72,40,43,89709,305,112726,307,0.5389248469546611,0.4818331109706913,0.600134431246246,1.2289377329460374,0.3,5.465408930411705,8.3,Klich,1.8,5.4,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.3,,0.1,,0.3,0.0,0.0,0.0,0.0,,,0.4,0.3,0.3999999999999999,0.0,0.0,1.9,3.7,0.20555555555555557,1.5,0.9000000000000004,1.0,1.8999999999999984,2.0,1.1000000000000014,1.0,2.8000000000000007,3.5,3.2,0.0,2.1,0.0,1.0,2.0,1.3999999999999986,1.7000000000000028,2.1000000000000014,1.4,4.0,1.3000000000000007,2.0,0.1999999999999993,2.2,0.9000000000000004,9.5,0.1,,,0.0,,0.0,0.0,0.1,0.0,0.0,,0.4,,0.0,0.3,0.0999999999999998,0.1999999999999999,0.0,,,0.3,0.3,0.0999999999999998,0.0,0.0,1.0,2.72313016014843,,,1.0,,1.0,0.0,0.5000000000000004,1.0,2.940762203978366,,6.3,,5.038879441171443,3.635335283236613,2.746596963941606,3.182683524052734,1.0,,,4.972531793034013,5.306335283236613,4.518730753077982,2.110803158362334,2.4065696597405988,28.42012643814087,2,2.047638416290283
187,48.26200000000001,3.0163750000000005,2,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,1.0,0.0,,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,168,100.0,100.0,0.0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,80954,3.0,,0,0,-3,3,354.3,55,6,,,0,4,5.1,3.3,2,Rodrigo,3.3,1.9855,2.5345714285714283,3.2285,1.9855,16.0,25,,,,,,,,,,,,,,,,,,5.358031749725342,2.6877377033233643,3.060996532440185,3.747520923614502,,3.225860595703125,2.7731637954711914,3.492311477661133,2.523252248764038,3.109729528427124,,,,,,,17,2,0.0,1.0,0.0,,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,92.8,70,18,False,229.0,203,24,1192,,2021-12-09T12:30:14.339729Z,62,0,0,4.0,0,,80954.jpg,2.5,0,0,Moreno,1.2,False,,a,10,2,Leeds United,344.0,69,30,40,259321,10024,324297,4410,0.4865120967741936,0.320241935483871,0.320241935483871,1.2114053516091376,0.5,5.2163597460716,6.5,Rodrigo,3.2,9.6,0.0,0.0,0.0999999999999996,,0.2999999999999998,0.0,,,,,,,,,0.0,0.0,0.2000000000000001,0.0,0.4,0.1999999999999999,0.7000000000000001,0.0999999999999998,0.7000000000000002,0.0,0.6000000000000001,2.9,6.1,0.38125,1.5,0.9000000000000004,1.0,1.8999999999999984,2.0,1.1000000000000014,1.0,2.8000000000000007,3.5,3.2,0.0,2.1,0.0,1.0,2.0,1.3999999999999986,1.7000000000000028,2.1000000000000014,1.4,4.0,1.3000000000000007,2.0,0.1999999999999993,2.2,0.9000000000000004,11.12,0.0,0.1,0.3,,0.0,0.6000000000000001,,,,,,,,,0.0,0.0999999999999996,0.0,0.1,0.0,0.3,0.3,0.2,0.0999999999999999,0.0,0.7999999999999999,2.4000000000000004,1.0,2.4000000000000004,3.499999999999999,,2.8999999999999995,3.4000000000000004,,,,,,,,,1.0,1.3999999999999986,3.1420000000000003,2.4000000000000004,2.2,2.8,4.300000000000001,3.1,4.5,2.0,9.0,32.34143042564392,6,2.362825870513916
188,64.80607836244414,2.817655580975832,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,349,75.0,100.0,3.835078362444137,3,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,87873,2.0,,0,0,-6,6,365.1,53,38,,,0,3,0.4,1.0,1,Stuart,1.0,2.4455331078035374,2.632138363917578,2.9942115136159244,2.786499042480479,23.0,25,,,,,,,,,,,,,,,,,,4.71959400177002,2.402228593826294,2.556605815887451,3.2115042209625244,,3.062065601348877,2.7077789306640625,3.1255545616149902,2.065497636795044,3.012578010559082,,,,,,,43,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.1,54,36,False,442.6,47,17,1975,Knock - 75% chance of playing,2022-02-12T18:30:11.001883Z,49,0,0,,0,,87873.jpg,2.5,0,0,Dallas,3.1,False,,d,10,2,Leeds United,219.0,132,75,58,288636,352,1129709,8208,0.5750317512195575,0.49908838934766064,0.568673273975608,1.2728870425383756,0.2,5.878242838139436,11.8,Dallas,1.9,5.699999999999999,0.0,0.3,0.1999999999999999,0.3,0.0,0.0999999999999998,0.0,0.0,0.0,0.0,,0.1,,0.4000000000000001,0.0,0.0,0.0999999999999998,0.0,0.1,0.0,0.0,0.0999999999999999,0.1,0.0,0.0999999999999999,1.5,3.4,0.14782608695652175,1.5,0.9000000000000004,1.0,1.8999999999999984,2.0,1.1000000000000014,1.0,2.8000000000000007,3.5,3.2,0.0,2.1,0.0,1.0,2.0,1.3999999999999986,1.7000000000000028,2.1000000000000014,1.4,4.0,1.3000000000000007,2.0,0.1999999999999993,2.2,0.9000000000000004,7.5,0.0,0.0999999999999999,0.0,0.0,0.0,0.1,0.0,0.0,0.0999999999999998,0.0,,0.0,,0.1,0.1999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.7,0.0,0.0,1.0,2.99413016014843,3.806569659740599,2.9678794411714424,5.049568619222636,2.135335283236613,2.13287108369808,2.3678794411714423,2.060810062625218,2.5301973834223177,1.0407622039783662,,2.422456428252982,,7.067879441171443,3.135335283236613,1.2465969639416068,1.4826835240527336,1.0,2.5465969639416066,2.018315638888734,2.2725317930340125,3.4353352832366126,6.618730753077982,2.110803158362334,3.706569659740599,28.80338990688324,4,1.939982533454895
189,27.142,4.523666666666666,2,0.0,,,,,,0.0,,,,,1.0,,,,,,,0.0,0.0,1.0,,,,,2,0.0,,,,,,0.0,,,,,0.0,,,,,,,2.0,0.0,0.0,,,,,82,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106617,,,0,0,-3,3,43.9,304,44,,,0,4,0.0,0.0,0,Patrick,0.0,,2.0,2.0,,6.0,25,,,,,,,,,,,,,,,,,,6.227211952209473,3.0492568016052246,4.094708442687988,4.413744449615479,,3.427452802658081,3.4417617321014404,4.24105978012085,2.7457878589630127,3.4155497550964355,,,,,,,12,2,0.0,,,,,,1.0,,,,,0.0,,,,,,,1.0,0.0,0.0,,,,,44.1,236,39,False,124.8,309,38,458,Foot injury - Unknown return date,2021-12-08T12:30:16.874775Z,77,0,0,1.0,0,,106617.jpg,4.2,0,0,Bamford,2.9,False,,i,10,2,Leeds United,273.0,99,35,25,877811,58,2014753,1176,0.5874891774891774,,,1.6302163074988572,0.0,4.907302732591505,3.2,Bamford,0.6,1.7999999999999998,0.0,,,,,,0.0,,,,,0.5,,,,,,,0.0,0.0,0.0999999999999999,,,,,3.2,3.8000000000000003,0.6333333333333334,1.5,0.9000000000000004,1.0,1.8999999999999984,2.0,1.1000000000000014,1.0,2.8000000000000007,3.5,3.2,0.0,2.1,0.0,1.0,2.0,1.3999999999999986,1.7000000000000028,2.1000000000000014,1.4,4.0,1.3000000000000007,2.0,0.1999999999999993,2.2,0.9000000000000004,12.8,0.2,,,,,,0.5,,,,,0.6000000000000001,,,,,,,0.8999999999999999,0.4000000000000001,0.8999999999999999,,,,,,2.8,,,,,,2.0,,,,,5.671,,,,,,,7.6,3.6000000000000005,6.670999999999999,,,,,37.78623104095459,2,2.7296974658966064
190,39.438492549834834,2.3199113264608724,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,4,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,3.0,0.0,0.0,264,100.0,100.0,11.33849254983484,3,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,149915,,,0,0,0,0,35.0,330,114,,,1,2,4.5,3.0,1,Diego,3.0,1.6737492023108675,2.159693698896914,2.835154907436807,2.669616357418765,17.0,25,,,,,,,,,,,,,,,,,,4.75351619720459,2.4044718742370605,2.577157735824585,3.430931329727173,,3.016900062561035,2.638606071472168,3.2472264766693115,2.065537214279175,3.0159623622894287,,,,,,,28,2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,1.0,0.0,0.0,0.0,,,1.0,0.0,0.0,44.6,232,74,False,311.4,130,54,1447,,2022-01-02T21:00:20.601772Z,45,0,0,,0,,149915.jpg,2.8,0,0,Llorente,0.4,False,,a,10,2,Leeds United,98.0,234,60,47,95548,1031,84810,2070,0.5155358503246383,0.3719442671801928,0.5932480794263921,1.0936166871279742,0.7,6.4373369216918945,10.4,Llorente,0.1,0.3,,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.8,0.9,0.052941176470588235,,0.9000000000000004,1.0,1.8999999999999984,2.0,1.1000000000000014,1.0,2.8000000000000007,3.5,3.2,0.0,,0.0,1.0,2.0,1.3999999999999986,1.7000000000000028,2.1000000000000014,1.4,4.0,1.3000000000000007,2.0,0.1999999999999993,2.2,0.9000000000000004,4.800000000000001,,0.0999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.5,0.0,0.0,0.0,,,0.1,0.0,0.1,1.489825713011927,,4.226278638962396,3.4715177646857693,1.598274476890541,1.5413411329464508,4.331484334792316,2.771517764685769,0.2432402505008717,-0.879210466310726,,,,,2.4715177646857693,,1.9863878557664272,4.730734096210936,1.489825713011927,2.986387855766426,0.0,,,8.87492301231193,1.4432126334493358,4.226278638962396,28.968016147613525,6,1.817706823348999
191,25.87191044997085,2.155992537497571,1,,1.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,129,0.0,0.0,2.000910449970854,2,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,155405,,,0,0,-3,3,111.2,204,123,2.0,,0,3,0.0,0.0,0,Kalvin,0.0,,1.930063828818432,2.285244355018419,,12.0,25,,,,,,,,,,,,,,,,,,3.452223062515259,1.7518672943115234,1.8522404432296755,2.2111833095550537,,2.0786356925964355,1.9102332592010496,2.120917797088623,1.6803834438323977,2.044405698776245,,,,,,,14,0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,35.6,269,124,False,162.2,264,106,999,Hamstring injury - Expected back 05 Mar,2021-12-06T00:00:17.294104Z,47,0,0,,0,,155405.jpg,2.1,0,0,Phillips,0.9,False,,i,10,2,Leeds United,81.0,258,135,25,99481,40,227094,645,0.45872181648884486,,,0.9944852000594476,0.0,4.426389222449444,5.3,Phillips,0.2,0.6000000000000001,,0.0,0.0,0.0,0.0,0.1,0.0,,,,,0.1,,,,,,,0.0,0.0,0.0,0.0,0.0,,,0.5,0.7,0.05833333333333333,,0.9000000000000004,1.0,1.8999999999999984,2.0,1.1000000000000014,1.0,2.8000000000000007,3.5,3.2,0.0,2.1,0.0,1.0,2.0,1.3999999999999986,1.7000000000000028,2.1000000000000014,1.4,4.0,1.3000000000000007,2.0,0.1999999999999993,2.2,0.9000000000000004,2.5,,0.0,0.2,0.0,0.0,0.0999999999999999,0.0,,,,,0.0,,,,,,,0.1,0.0,0.0,0.1,0.0,,,,,3.177569659740599,3.3678794411714423,1.149568619222635,1.0,3.13287108369808,1.0,,,,,2.422456428252982,,,,,,,1.7465969639416066,2.018315638888734,2.2725317930340125,2.635335283236613,2.8187307530779826,,,20.80402934551239,2,1.701939344406128
192,1.166742537497571,1.166742537497571,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.1667425374975711,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165808,,,0,0,-1,1,0.4,459,212,,,0,3,0.0,0.0,0,Hélder Wander,0.0,,,,,1.0,25,,,,,,,,,,,,,,,,,,2.835866689682007,1.3854036331176758,1.5729610919952393,1.9728742837905884,,1.7531418800354004,1.543769598007202,1.882608413696289,1.4304908514022827,1.718912124633789,,,,,,,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,688,282,False,0.0,688,282,21,Joined Valencia on a season-long loan - Expected back 01 Jul,2021-09-01T07:00:13.695322Z,54,0,0,,0,,165808.jpg,1.0,0,0,Sousa de Azevedo e Costa,0.0,False,,u,10,2,Leeds United,1.0,431,205,1,1668,0,14994,14,0.21606343286992055,,,0.5020860463377639,0.0,3.2460975646972656,0.2,Costa,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.5,0.9000000000000004,1.0,1.8999999999999984,2.0,1.1000000000000014,1.0,2.8000000000000007,3.5,3.2,0.0,2.1,0.0,1.0,2.0,1.3999999999999986,1.7000000000000028,2.1000000000000014,1.4,4.0,1.3000000000000007,2.0,0.1999999999999993,2.2,0.9000000000000004,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,17.528926849365234,0,1.4328982830047607
193,44.172593287449,2.103456823211857,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,100.0,100.0,3.5015932874489946,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173821,,,0,0,-2,2,177.4,151,93,,,0,3,-0.1,0.7,1,Tyler,0.7,2.3504616083376506,2.463956379535948,2.11964520832861,1.7,21.0,25,,,,,,,,,,,,,,,,,,3.479989528656006,1.730940341949463,1.892994046211243,2.185034275054932,,2.052486658096313,1.907379984855652,2.094768524169922,1.6673963069915771,1.97987163066864,,,,,,,23,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.3,160,84,False,157.4,271,111,917,,2022-01-15T16:00:16.444048Z,48,0,0,,0,,173821.jpg,1.5,0,0,Roberts,0.1,False,,a,10,2,Leeds United,296.0,89,51,32,21683,120,21989,254,0.4382201715024702,0.4896795017370106,0.3541666666666667,0.960092292342742,0.1,4.2898522317409515,6.7,Roberts,1.3,3.9,0.3,0.0,0.0,0.0,0.0,0.0999999999999999,0.0,0.2,0.0,0.0,,0.0,,0.1999999999999999,,0.0,,0.0,0.0,0.0,0.1,0.1999999999999999,0.0,0.0999999999999999,0.1,2.6,3.9000000000000004,0.18571428571428572,1.5,0.9000000000000004,1.0,1.8999999999999984,2.0,1.1000000000000014,1.0,2.8000000000000007,3.5,3.2,0.0,2.1,0.0,1.0,2.0,1.3999999999999986,1.7000000000000028,2.1000000000000014,1.4,4.0,1.3000000000000007,2.0,0.1999999999999993,2.2,0.9000000000000004,13.0,0.0,0.0,0.0,0.0,0.6,0.1,0.5,0.0,0.0999999999999998,0.2000000000000001,,0.0,,0.5,,0.0,,0.0,0.0,0.3,0.0,0.0,0.2,0.0,0.0999999999999999,1.0,1.9,1.0,1.0,1.0,4.0,2.13287108369808,4.867879441171443,3.4318100626252184,2.5301973834223177,3.040762203978367,,1.0,,3.1,,1.0,,1.0,1.0,2.5,1.3,0.5999999999999999,2.0,1.410803158362334,1.8000000000000005,20.591290712356567,5,1.6004294157028198
194,11.168791049931992,1.5955415785617133,0,0.0,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,0.0,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,75,100.0,100.0,4.668791049931993,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193645,,,0,0,-2,2,25.7,356,125,,,0,2,1.1,1.3,1,Robin,1.3,1.8138092297558293,1.8138092297558293,1.8138092297558293,2.3439613125243026,7.0,25,,,,,,,,,,,,,,,,,,4.391836166381836,2.186497211456299,2.400831699371338,3.1232426166534424,,2.7462706565856934,2.462280035018921,2.9765970706939697,2.058542013168335,2.745332956314087,,,,,,,19,0,0.0,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,14.2,379,138,False,69.2,368,141,630,,2021-08-21T18:00:14.706157Z,43,0,0,,0,,193645.jpg,0.7,0,0,Koch,0.1,False,,a,10,2,Leeds United,47.0,315,102,5,134917,103,149353,121,0.3710561810608636,0.4218160999432161,0.545107281982396,0.769438473735835,0.3,6.28847036250802,1.2,Koch,0.1,0.3,0.0,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.1,0.0,,,,,,,,0.2,0.30000000000000004,0.042857142857142864,1.5,0.9000000000000004,1.0,1.8999999999999984,2.0,1.1000000000000014,1.0,2.8000000000000007,3.5,3.2,0.0,2.1,0.0,1.0,2.0,1.3999999999999986,1.7000000000000028,2.1000000000000014,1.4,4.0,1.3000000000000007,2.0,0.1999999999999993,2.2,0.9000000000000004,1.2000000000000002,0.0,,,,,,,,,0.0,,,,0.0,0.0,0.1,0.0,0.1,,,,,,,,2.089825713011927,0.8925206405937193,,,,,,,,,-0.836951184086535,,,,3.4715177646857693,0.5413411329464508,3.586387855766428,2.030734096210937,2.089825713011927,,,,,,,,27.040422558784485,2,1.948992133140564
