id,adjusted points,adjusted points per game,assists,assists_week1,assists_week10,assists_week11,assists_week12,assists_week13,assists_week14,assists_week15,assists_week16,assists_week17,assists_week18,assists_week19,assists_week2,assists_week20,assists_week21,assists_week22,assists_week23,assists_week24,assists_week25,assists_week3,assists_week4,assists_week5,assists_week6,assists_week7,assists_week8,assists_week9,bonus,bonus_week1,bonus_week10,bonus_week11,bonus_week12,bonus_week13,bonus_week14,bonus_week15,bonus_week16,bonus_week17,bonus_week18,bonus_week19,bonus_week2,bonus_week20,bonus_week21,bonus_week22,bonus_week23,bonus_week24,bonus_week25,bonus_week3,bonus_week4,bonus_week5,bonus_week6,bonus_week7,bonus_week8,bonus_week9,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheet_points,clean_sheets,cleansheet_week1,cleansheet_week10,cleansheet_week11,cleansheet_week12,cleansheet_week13,cleansheet_week14,cleansheet_week15,cleansheet_week16,cleansheet_week17,cleansheet_week18,cleansheet_week19,cleansheet_week2,cleansheet_week20,cleansheet_week21,cleansheet_week22,cleansheet_week23,cleansheet_week24,cleansheet_week25,cleansheet_week3,cleansheet_week4,cleansheet_week5,cleansheet_week6,cleansheet_week7,cleansheet_week8,cleansheet_week9,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,form 10,form 15,form 20,form 5,games played,gameweek,gameweek 10 prediction,gameweek 11 prediction,gameweek 12 prediction,gameweek 13 prediction,gameweek 14 prediction,gameweek 15 prediction,gameweek 16 prediction,gameweek 17 prediction,gameweek 18 prediction,gameweek 19 prediction,gameweek 2 prediction,gameweek 20 prediction,gameweek 21 prediction,gameweek 22 prediction,gameweek 23 prediction,gameweek 24 prediction,gameweek 25 prediction,gameweek 26 prediction,gameweek 27 prediction,gameweek 28 prediction,gameweek 29 prediction,gameweek 3 prediction,gameweek 30 prediction,gameweek 31 prediction,gameweek 32 prediction,gameweek 33 prediction,gameweek 34 prediction,gameweek 4 prediction,gameweek 5 prediction,gameweek 6 prediction,gameweek 7 prediction,gameweek 8 prediction,gameweek 9 prediction,goals_conceded,goals_scored,goals_week1,goals_week10,goals_week11,goals_week12,goals_week13,goals_week14,goals_week15,goals_week16,goals_week17,goals_week18,goals_week19,goals_week2,goals_week20,goals_week21,goals_week22,goals_week23,goals_week24,goals_week25,goals_week3,goals_week4,goals_week5,goals_week6,goals_week7,goals_week8,goals_week9,ict_index,ict_index_rank,ict_index_rank_type,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,team_name,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value,value form 10,value form 5,valuePoints metric,value_form,value_next10,value_season,web_name,xA,xA_points,xA_week1,xA_week10,xA_week11,xA_week12,xA_week13,xA_week14,xA_week15,xA_week16,xA_week17,xA_week18,xA_week19,xA_week2,xA_week20,xA_week21,xA_week22,xA_week23,xA_week24,xA_week25,xA_week3,xA_week4,xA_week5,xA_week6,xA_week7,xA_week8,xA_week9,xG,xG+xA,xG+xA per game,xGA_week1,xGA_week10,xGA_week11,xGA_week12,xGA_week13,xGA_week14,xGA_week15,xGA_week16,xGA_week17,xGA_week18,xGA_week19,xGA_week2,xGA_week20,xGA_week21,xGA_week22,xGA_week23,xGA_week24,xGA_week25,xGA_week3,xGA_week4,xGA_week5,xGA_week6,xGA_week7,xGA_week8,xGA_week9,xG_points,xG_week1,xG_week10,xG_week11,xG_week12,xG_week13,xG_week14,xG_week15,xG_week16,xG_week17,xG_week18,xG_week19,xG_week2,xG_week20,xG_week21,xG_week22,xG_week23,xG_week24,xG_week25,xG_week3,xG_week4,xG_week5,xG_week6,xG_week7,xG_week8,xG_week9,xPoints,xPoints week 1,xPoints week 10,xPoints week 11,xPoints week 12,xPoints week 13,xPoints week 14,xPoints week 15,xPoints week 16,xPoints week 17,xPoints week 18,xPoints week 19,xPoints week 2,xPoints week 20,xPoints week 21,xPoints week 22,xPoints week 23,xPoints week 24,xPoints week 25,xPoints week 3,xPoints week 4,xPoints week 5,xPoints week 6,xPoints week 7,xPoints week 8,xPoints week 9,xPoints_next10,yellow_cards,gameweek 35 prediction
12,11.18568182452124,1.5979545463601774,1,,,0.0,0.0,0.0,1.0,,,,,0.0,,,0.0,,,,,0.0,,,,,,,0,,,0.0,0.0,0.0,0.0,,,,,0.0,,,0.0,,,,,0.0,,,,,,,42,100.0,100.0,1.8146818245212408,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153256,,,0,0,-1,1,49.3,290,160,,,0,3,1.0,0.0,0,Mohamed Naser,0.0,1.0,1.4227164813702646,1.4227164813702646,1.0,7.0,25,,,,,,,,,,,,,,,,,,3.8959200382232666,0.0,2.105103015899658,1.836012601852417,,1.9375176429748533,1.920283317565918,1.920283317565918,1.8068209886550903,1.668427348136902,,,,,,,6,0,,,0.0,0.0,0.0,0.0,,,,,0.0,,,0.0,,,,,0.0,,,,,,,10.1,391,174,False,44.4,396,165,171,,2022-01-01T17:00:18.558719Z,44,0,0,,0,,153256.jpg,1.6,0,0,El Sayed Elneny,0.3,False,,a,1,3,Arsenal,7.0,404,197,11,35363,251,71496,261,0.3631714878091312,0.22727272727272727,0.22727272727272727,0.7617949396346703,0.0,4.277846135876395,2.5,Elneny,0.2,0.6000000000000001,,,0.1,0.0,0.1,0.0,,,,,0.0,,,0.0,,,,,0.0,,,,,,,0.0,0.2,0.028571428571428574,,1.200000000000001,0.5999999999999996,4.399999999999999,0.2000000000000028,1.7999999999999972,1.0,0.6000000000000014,0.3999999999999986,1.5,0.2000000000000028,,0.0,1.6999999999999993,0.0,0.5,0.8999999999999986,0.0,3.8,0.6999999999999993,1.200000000000001,1.0999999999999996,1.4000000000000004,0.7999999999999989,1.5,0.0,,,0.0,0.0,0.0,0.0,,,,,0.0,,,0.0,,,,,0.0,,,,,,,,,,1.3,1.0,1.3,2.936298888221587,,,,,1.0,,,1.0,,,,,1.0,,,,,,,18.82252299785614,0,1.7321547269821167
13,12.973922085167134,1.6217402606458915,0,,,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0,,,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,44,0.0,0.0,2.0739220851671325,2,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,154043,,,0,0,-3,3,41.3,313,164,,,0,3,0.0,0.0,0,Ainsley,0.0,,1.9244058180470127,1.3697623272188053,,8.0,25,,,,,,,,,,,,,,,,,,4.23866081237793,0.0,2.2764737606048584,2.007383108139038,,2.1088883876800537,2.09165358543396,2.09165358543396,1.978191614151001,1.839798092842102,,,,,,,4,0,,,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,9.3,400,176,False,42.6,399,168,263,Season-long loan to Roma,2022-01-10T11:28:00.855474Z,52,0,0,,0,,154043.jpg,1.5,0,0,Maitland-Niles,0.0,False,,u,1,3,Arsenal,9.0,396,192,12,4745,0,9523,31,0.3118731270472868,,,0.7111801504162754,0.0,3.9492746958365808,2.3,Maitland-Niles,0.3,0.8999999999999999,,,0.2,-0.1,,,,,,,,,,,,,,,0.0,0.2,0.0,0.0,0.0,,0.0,0.0,0.3,0.0375,,1.200000000000001,0.5999999999999996,4.399999999999999,0.2000000000000028,1.7999999999999972,1.0,0.6000000000000014,0.3999999999999986,1.5,0.2000000000000028,,0.0,1.6999999999999993,0.0,0.5,0.8999999999999986,0.0,3.8,0.6999999999999993,1.200000000000001,1.0999999999999996,1.4000000000000004,0.7999999999999989,1.5,0.0,,,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,3.1488116360940266,0.7,,,,,,,,,,,,,,,1.0,3.09658530379141,1.0,1.0,1.0,,1.0,20.53622841835022,0,1.903525471687317
14,14.458727298084964,2.0655324711549947,0,,,,,,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,,,,,0,,,,,,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,,,,,83,100.0,100.0,7.258727298084963,2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156074,,,0,0,-4,4,3.4,424,158,,,0,2,8.0,0.0,0,Rob,3.5,2.46020913023249,2.46020913023249,2.46020913023249,2.008707546283511,7.0,25,,,,,,,,,,,,,,,,,,5.7122416496276855,0.0,3.1103525161743164,2.4758858680725098,,2.8784236907958984,2.79569935798645,2.79569935798645,2.573850631713867,2.38045334815979,,,,,,,8,0,,,,,,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,,,,,16.2,365,132,False,128.2,303,113,427,,2021-09-11T17:30:15.865590Z,41,0,0,,0,,156074.jpg,2.0,0,0,Holding,0.6,False,,a,1,3,Arsenal,30.0,348,124,14,66904,2647,176642,1228,0.5037884075987793,0.6000510073737781,0.48992866982524663,1.0200937773002765,0.9,6.623696117866332,3.4,Holding,0.0,0.0,,,,,,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,,,,,0.2,0.2,0.028571428571428574,,1.200000000000001,0.5999999999999996,4.399999999999999,0.2000000000000028,1.7999999999999972,1.0,0.6000000000000014,0.3999999999999986,1.5,0.2000000000000028,2.9000000000000004,0.0,1.6999999999999993,0.0,0.5,0.8999999999999986,0.0,3.8,0.6999999999999993,1.200000000000001,1.0999999999999996,1.4000000000000004,0.7999999999999989,1.5,1.2000000000000002,,,,,,,,0.0,,,0.0,0.1,,0.0,,0.1,0.0,,0.0,,,,,,,,,,,,,,,1.0,,,5.274923012311918,0.8200928802256289,,0.0,,5.026122638850533,1.0,,0.0894830874246624,,,,,,,27.157154083251957,2,2.4345476627349854
15,44.50708443098016,2.6180637900576564,0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,214,100.0,100.0,4.407084430980157,8,,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,167199,,,0,0,0,0,161.7,163,99,3.0,,0,3,3.0,0.0,0,Thomas,1.0,2.625040963191568,2.6114432201523488,2.8911702390227347,2.344626591896668,17.0,25,,,,,,,,,,,,,,,,,,5.361515045166016,0.0,2.776383399963379,2.392638683319092,,2.670315742492676,2.653080701828003,2.653080701828003,2.378408193588257,2.2865710258483887,,,,,,,16,1,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,63.6,159,83,False,229.0,202,76,1413,,2022-01-20T22:30:17.159532Z,50,0,0,,0,,167199.jpg,2.5,0,0,Partey,0.2,False,,a,1,3,Arsenal,243.0,116,64,43,64944,1016,59920,387,0.5236127580115313,0.5250081926383137,0.4689253183793336,1.1708337207999315,0.2,5.098028612136841,8.6,Partey,0.7,2.1,,0.0,,0.0,0.0,0.0,0.0,0.0999999999999999,0.0,0.0,0.0,,,0.1999999999999999,,,0.0,,,0.0,0.0,0.1,0.1999999999999999,0.1,0.0,1.6,2.3,0.13529411764705881,,1.200000000000001,0.5999999999999996,4.399999999999999,0.2000000000000028,1.7999999999999972,1.0,0.6000000000000014,0.3999999999999986,1.5,0.2000000000000028,,0.0,1.6999999999999993,0.0,0.5,0.8999999999999986,0.0,,0.6999999999999993,1.200000000000001,1.0999999999999996,1.4000000000000004,0.7999999999999989,1.5,8.0,,0.0,,0.1,0.0,0.0999999999999998,0.0,0.0,0.1,0.0999999999999998,0.1,,,0.0,,,0.1,,,0.1,0.0,0.1,0.0999999999999999,0.1,0.6,,,2.3011942119122017,,2.512277339903069,2.8187307530779795,2.665298888221586,2.3678794411714423,2.848811636094025,3.1703200460356404,2.723130160148429,2.31873075307798,,,2.782683524052735,,,1.9065696597406,,,0.5,2.3011942119122017,3.13287108369808,2.3465969639416064,3.2493289641172223,6.22313016014843,25.490143060684204,4,2.31814956665039
16,63.10437668133706,3.944023542583566,3,0.0,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,11,0.0,,,,,,3.0,3.0,1.0,0.0,1.0,0.0,,0.0,,2.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,344,100.0,100.0,16.59137668133706,9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,192895,,,0,0,1,-1,246.5,100,18,,,3,2,15.0,0.0,0,Kieran,7.0,5.43844367934974,5.701452940016743,5.029710142469234,4.3847117913412905,16.0,25,,,,,,,,,,,,,,,,,,7.854554176330566,0.0,4.37009334564209,3.8866868019104,,4.06199836730957,3.869267463684082,3.869267463684082,4.042069911956787,3.644873857498169,,,,,,,15,1,0.0,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,69.0,145,37,False,269.8,162,66,1376,,2021-10-22T22:30:11.717934Z,51,0,0,,0,,192895.jpg,5.5,0,0,Tierney,13.3,False,,a,1,3,Arsenal,172.0,162,31,88,1598327,107119,1103360,14867,0.7733379495261895,1.0663615057548512,0.8597474100669198,1.746442979116293,1.4,7.671904470406327,17.3,Tierney,1.2,3.6,0.6,,,,,,0.0999999999999999,0.0999999999999999,0.0,0.0,0.0,0.0,,0.1999999999999999,,0.0,0.0,,0.0999999999999999,0.1,0.0,0.0,0.0,0.0,,0.6,1.7999999999999998,0.11249999999999999,1.3,1.200000000000001,0.5999999999999996,4.399999999999999,0.2000000000000028,1.7999999999999972,1.0,0.6000000000000014,0.3999999999999986,1.5,0.2000000000000028,2.9000000000000004,0.0,1.6999999999999993,0.0,0.5,0.8999999999999986,0.0,3.8,0.6999999999999993,1.200000000000001,1.0999999999999996,1.4000000000000004,0.7999999999999989,1.5,3.6,0.1,,,,,,0.0,0.0,0.0,0.1,0.1999999999999999,0.0,,0.0,,0.0,0.0,,0.0,0.1,0.0,0.0,0.0,0.0999999999999999,,,4.4901271721360505,,,,,,7.542517764685769,8.266246544376102,5.681280184142561,3.4925206405937192,7.474923012311917,1.2200928802256288,,3.1017340962109388,,6.426122638850534,3.626278638962399,,0.3894830874246623,5.88634121516564,3.204776847648807,3.331484334792319,2.9863878557664254,3.397315856468888,,39.126712799072266,0,3.5279014110565186
17,31.446162345813025,3.494018038423669,3,0.0,0.0,,,,,,0.0,,,1.0,0.0,,,,,,,,1.0,0.0,,0.0,1.0,,0,0.0,0.0,,,,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,79,100.0,100.0,2.333162345813024,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,195735,1.0,,0,0,-6,6,189.0,143,89,2.0,,0,3,1.0,0.0,0,Nicolas,0.0,1.3855,1.3855,1.8582657928234447,,9.0,25,,,,,,,,,,,,,,,,,,5.950361251831055,0.0,3.2372047901153564,2.7735495567321777,,2.9066171646118164,2.920747756958008,2.920747756958008,2.8506100177764893,2.509244203567505,,,,,,,6,0,0.0,0.0,,,,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,52.5,204,98,False,78.4,353,146,501,,2022-01-01T17:00:18.580071Z,69,0,0,3.0,0,,195735.jpg,2.8,0,0,Pépé,0.8,False,,a,1,3,Arsenal,256.0,108,60,25,125665,1311,345551,459,0.5063794258585027,0.20079710144927534,,1.3301499344946905,0.0,4.165560749993808,3.6,Pépé,1.6,4.800000000000001,0.2,0.0,,,,,,0.0,,,0.0,0.0,,,,,,,,0.3,0.1999999999999999,,0.0,0.1,,1.6,3.2,0.35555555555555557,1.3,1.200000000000001,0.5999999999999996,4.399999999999999,0.2000000000000028,1.7999999999999972,1.0,0.6000000000000014,0.3999999999999986,1.5,0.2000000000000028,2.9000000000000004,0.0,1.6999999999999993,0.0,0.5,0.8999999999999986,0.0,3.8,0.6999999999999993,1.200000000000001,1.0999999999999996,1.4000000000000004,0.7999999999999989,1.5,8.0,0.3,0.0,,,,,,0.0,,,0.0,0.0,,,,,,,,1.2,0.3999999999999999,,0.0,0.2000000000000001,,,4.372531793034012,1.0,,,,,,1.0,,,1.771,2.055023220056407,,,,,,,,10.167585303791409,4.901194211912202,,1.0,4.520328964117223,,28.742369174957275,0,2.6732866764068604
18,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,198849,,,0,0,0,0,0.0,599,231,,,0,3,0.0,0.0,0,Lucas,0.0,,,,,,25,,,,,,,,,,,,,,,,,,4.724940299987793,0.0,2.6673130989074707,2.4476139545440674,,2.411668539047241,2.3944334983825684,2.334793329238892,2.2809717655181885,2.132329225540161,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,606,231,False,0.0,604,230,0,Joined Fiorentina on a season-long loan - Expected back 01 Jul,2021-08-25T22:00:08.179808Z,45,0,0,,0,,198849.jpg,0.0,0,0,Torreira,0.1,False,,u,1,3,Arsenal,0.0,579,228,0,6292,0,33689,41,,,,,0.0,5.255502329932319,0.0,Torreira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.649760484695435,0,2.2556967735290527
20,7.1,1.42,0,,,,,,0.0,0.0,,0.0,,,,,,,0.0,0.0,,,,,,,,,0,,,,,,0.0,0.0,,0.0,,,,,,,0.0,0.0,,,,,,,,,16,100.0,100.0,0.0,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,205533,,,0,0,-1,1,35.1,329,49,,,0,4,3.0,0.0,0,Edward,1.0,1.0,1.42,1.42,1.0,5.0,25,,,,,,,,,,,,,,,,,,3.984532356262207,0.0,2.2759313583374023,1.9345399141311648,,2.014568567276001,1.9318445920944212,1.9318445920944212,1.818382740020752,1.6731774806976318,,,,,,,2,0,,,,,,0.0,0.0,,0.0,,,,,,,0.0,0.0,,,,,,,,,6.9,420,53,False,12.0,447,52,60,,2021-08-08T18:00:05.173437Z,54,0,0,,0,,205533.jpg,1.0,0,0,Nketiah,0.2,False,,a,1,3,Arsenal,21.0,368,54,5,46076,1241,40515,860,0.26296296296296295,0.18518518518518517,0.18518518518518517,0.6110707057349479,0.2,3.578563376709267,0.9,Nketiah,0.3,0.8999999999999999,,,,,,0.0,0.3,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.3,0.6,0.12,,,,,,1.7999999999999972,1.0,0.6000000000000014,0.3999999999999986,1.5,0.2000000000000028,,0.0,1.6999999999999993,0.0,0.5,0.8999999999999986,0.0,,,,,,,,1.2,,,,,,0.0,0.3,,0.0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,1.0,3.1,,1.0,,,,,,,1.0,1.0,,,,,,,,,19.32424223423004,0,1.75942063331604
21,70.92680521291784,3.5463402606458923,2,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,3.0,334,100.0,100.0,5.184805212917832,6,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,209289,3.0,,0,0,3,-3,325.6,65,46,,,1,3,5.0,0.0,0,Emile,2.0,2.634421776618772,2.9551649277009293,3.6164513773884552,2.1688435532375445,20.0,25,,,,,,,,,,,,,,,,,,7.55605411529541,0.0,4.158892631530762,3.683509826660156,,3.852134943008423,3.691732168197632,3.691732168197632,3.7961270809173584,3.4430339336395264,,,,,,,21,8,0.0,1.0,1.0,0.0,0.0,1.0,,,1.0,1.0,1.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,116.0,40,27,False,442.6,48,18,1299,,2022-01-10T00:00:11.929210Z,58,0,0,,0,,209289.jpg,4.6,0,0,Smith Rowe,14.0,False,,a,1,3,Arsenal,393.0,56,31,92,3605175,61046,3049167,44228,0.6114379759734297,0.4542106511411676,0.37393854366164564,1.4725376433498771,0.3,6.426484708128305,15.9,Smith Rowe,1.9,5.699999999999999,0.4,0.2999999999999999,0.0,0.0,0.3,0.1,,,0.1,0.0,0.0,0.0,,0.0,,0.2999999999999998,0.0,,0.0,0.0999999999999999,0.0,0.0999999999999999,0.0,0.0999999999999999,0.2,3.7,5.6,0.27999999999999997,1.3,1.200000000000001,0.5999999999999996,4.399999999999999,0.2000000000000028,1.7999999999999972,1.0,0.6000000000000014,0.3999999999999986,1.5,0.2000000000000028,2.9000000000000004,0.0,1.6999999999999993,0.0,0.5,0.8999999999999986,0.0,3.8,0.6999999999999993,1.200000000000001,1.0999999999999996,1.4000000000000004,0.7999999999999989,1.5,18.5,0.1,0.2000000000000001,0.2999999999999998,0.0,0.3000000000000002,0.0,,,0.1999999999999997,0.3000000000000002,0.6999999999999997,0.1,,0.0,,0.2000000000000001,0.0,,0.0,0.2,0.5,0.2,0.0999999999999998,0.1999999999999999,0.0,,3.9725317930340127,5.201194211912202,4.048811636094026,2.0122773399030685,5.218730753077981,2.465298888221587,,,2.2999999999999985,2.5000000000000013,4.499999999999998,2.555023220056407,,1.0,,4.506530659712634,1.0,,2.0223707718561656,2.3,4.801194211912202,6.40387108369808,2.746596963941605,3.749328964117222,6.5941301601484295,37.273611307144165,0,3.4003944396972656
22,86.25828573420962,3.920831169736801,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,3.0,0.0,0.0,0.0,316,100.0,100.0,5.703285734209614,11,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,223340,4.0,,0,0,-1,1,507.6,14,12,,,2,3,7.0,0.0,0,Bukayo,3.0,5.142682348408863,4.362206300759047,4.34660400169464,2.865261281168656,22.0,25,,,,,,,,,,,,,,,,,,8.132987976074219,0.0,4.693929672241211,4.358336925506592,,4.149411201477051,4.024900436401367,4.024900436401367,4.214089393615723,3.880100727081299,,,,,,,16,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,,1.0,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,161.3,15,11,False,418.0,58,22,1640,,2022-01-13T23:00:13.665796Z,64,0,0,,0,,223340.jpg,4.5,0,0,Saka,17.6,False,,a,1,3,Arsenal,689.0,15,8,99,2596564,323663,2317689,26422,0.612629870271375,0.8035441169388848,0.4476970751826025,1.5498446021688175,0.5,6.45128421485424,15.5,Saka,3.4,10.2,0.0,0.1999999999999999,0.1999999999999999,0.0,0.2000000000000001,0.0,0.2999999999999998,0.3999999999999999,0.4000000000000003,0.0999999999999996,0.3000000000000002,0.1,,0.0,,0.0,0.2999999999999998,,0.0,0.3,0.0,0.1999999999999999,0.0,0.0999999999999999,0.3,4.7,8.1,0.36818181818181817,1.3,1.200000000000001,0.5999999999999996,4.399999999999999,0.2000000000000028,1.7999999999999972,1.0,0.6000000000000014,0.3999999999999986,1.5,0.2000000000000028,2.9000000000000004,0.0,1.6999999999999993,0.0,0.5,0.8999999999999986,0.0,3.8,0.6999999999999993,1.200000000000001,1.0999999999999996,1.4000000000000004,0.7999999999999989,1.5,23.5,0.0,0.0999999999999998,0.0,0.1999999999999999,0.3999999999999999,0.1,0.0,0.3999999999999999,0.3000000000000002,0.9999999999999996,0.3000000000000007,0.0,,0.0999999999999996,,0.2000000000000001,0.0,,0.1,0.4,0.0999999999999999,0.2,0.0999999999999999,0.0,0.7000000000000001,,1.0,4.172194211912201,3.1488116360940266,3.0122773399030685,5.41873075307798,1.5000000000000004,3.267879441171442,5.519811636094026,6.141320046035643,7.523130160148427,8.218730753077983,2.355023220056407,,1.682683524052733,,3.606530659712634,3.306569659740599,,1.5,5.39658530379141,3.572194211912202,7.703871083698081,2.7465969639416064,0.2999999999999999,6.62313016014843,41.28821897506714,3,3.809562206268311
