id,assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,in_dreamteam,influence,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards,games played,adjusted points,adjusted points per game,form 4,value,valuePoints metric
89,0,0,0,100.0,100.0,0,83312,0,0,-1,1,0.0,0,2,-0.5,-1.0,0,Ben,0.0,0,0,0.0,False,0.0,0,,2019-07-31T00:00:11.168991Z,39,0,0,0,83312.jpg,0.0,0,0,Gibson,2.7,False,,a,5,90,0.0,0,90476,4993,125150,3597,0.0,0.0,Gibson,0,,,,,,
90,0,6,156,75.0,100.0,6,44699,0,0,-2,2,47.3,1,4,2.8,3.2,1,Ashley,4.2,17,6,67.0,False,216.0,1058,Groin Injury - 75% chance of playing,2019-12-05T14:00:19.737750Z,63,0,0,0,44699.jpg,3.9,0,0,Barnes,3.9,False,,d,5,90,429.0,54,1117827,1829,1051687,39130,0.7,8.6,Barnes,3,13.846153846153848,53.9,3.8927777777777774,2.9599999999999995,0.6179012345679012,1.5509197899270548
91,0,5,145,100.0,100.0,5,60689,0,0,-3,3,115.7,1,4,3.5,3.0,1,Chris,4.0,14,6,85.1,False,250.6,1067,,2019-10-24T13:30:12.436735Z,62,1,0,0,60689.jpg,3.9,0,0,Wood,1.1,False,,a,5,90,489.0,51,160567,2446,194106,11399,0.6,8.2,Wood,1,13.076923076923075,54.2,4.144705882352942,3.7,0.6685009487666035,1.6645539386608845
92,1,0,18,100.0,100.0,0,81183,0,0,-2,2,11.0,0,4,-0.5,-1.0,0,Matej,0.0,0,0,4.4,False,18.0,58,,2019-11-21T14:00:21.258493Z,53,0,0,0,81183.jpg,1.8,0,0,Vydra,0.1,False,,a,5,90,15.0,7,3686,36,6264,107,0.0,1.3,Vydra,0,3.888888888888889,5.0368,1.295177142857143,,0.24437304582210245,0.5625890003183215
93,0,6,295,100.0,100.0,5,98747,0,0,2,-2,30.3,1,1,4.5,4.0,1,Nick,5.0,24,0,36.1,False,329.4,1350,,2019-07-31T00:00:11.182051Z,47,0,0,0,98747.jpg,3.7,0,46,Pope,14.9,False,,a,5,90,2.0,56,972296,14396,412093,28071,1.1,11.9,Pope,0,15.135135135135135,58.11829420153059,3.8399587240297,3.5629465330457366,0.8170124944744042,1.7712408802300876
95,0,0,0,,,0,15749,0,0,-2,2,0.0,0,1,-0.5,-1.0,0,Joe,0.0,0,0,0.0,False,0.0,0,,,43,0,0,0,15749.jpg,0.0,0,0,Hart,1.2,False,,a,5,90,0.0,0,18721,240,81190,1235,0.0,0.0,Hart,0,,,,,,
96,0,1,58,0.0,0.0,3,60586,0,0,-1,1,113.7,0,3,0.0,0.0,0,Johann Berg,0.0,2,1,26.7,False,74.4,309,Hamstring injury - Unknown return date,2019-10-13T21:00:19.113958Z,59,0,0,0,60586.jpg,4.2,0,0,Gudmundsson,0.5,False,,i,5,90,79.0,17,79220,5,113240,361,0.0,2.9,Gudmundsson,0,4.047619047619048,13.238382977547062,3.2706593238645683,,0.5543490379431472,1.3465091346233442
97,5,1,205,100.0,100.0,6,433154,0,0,0,0,326.4,0,3,2.5,2.0,2,Dwight,3.0,22,1,78.2,False,250.2,1278,,2019-09-26T14:30:17.961067Z,60,0,0,0,433154.jpg,3.7,0,0,McNeil,0.9,False,,a,5,90,207.0,55,112725,1040,84178,8937,0.5,9.2,McNeil,1,14.864864864864865,48.89920616555439,3.2895829602282043,3.172297819640149,0.5482638267047008,1.3429666198522183
98,2,0,80,100.0,100.0,0,90517,0,0,0,0,75.0,0,3,1.7,1.2,6,Robbie,2.2,3,1,21.0,False,99.4,201,,2019-07-31T00:00:11.195874Z,55,0,0,0,90517.jpg,2.5,0,0,Brady,0.0,False,,a,5,90,35.0,20,2433,249,2431,109,0.4,3.6,Brady,1,8.0,16.018874590916546,2.0023593238645683,2.6969144785235857,0.3640653316117397,0.8538088844985234
99,0,0,0,0.0,0.0,0,39847,0,0,0,0,0.0,0,3,0.0,0.0,0,Steven,0.0,0,0,0.0,False,0.0,0,Contract terminated by mutual consent on 31/8,2019-06-25T11:30:07.038056Z,55,0,0,0,39847.jpg,0.0,0,0,Defour,0.0,False,,u,5,90,0.0,0,186,3,314,7,0.0,0.0,Defour,0,,,,,,
100,1,4,121,100.0,100.0,4,83314,0,0,-1,1,114.8,0,3,2.5,2.0,4,Jeff,3.0,18,2,46.8,False,153.8,928,,2019-09-21T16:30:10.837857Z,54,0,0,0,83314.jpg,3.2,0,0,Hendrick,0.1,False,,a,5,90,198.0,39,10982,219,10400,395,0.6,7.2,Hendrick,4,12.1875,33.666710509599426,2.7623967597620034,2.882717150132248,0.5115549555114821,1.1887462940195077
101,3,2,185,50.0,75.0,5,60551,0,0,-1,1,301.7,0,3,0.7,0.6,0,Ashley,1.8,18,0,54.7,False,198.6,1170,Groin Injury - 50% chance of playing,2019-12-02T12:00:11.310782Z,54,0,0,0,60551.jpg,2.8,0,0,Westwood,0.3,False,,d,5,90,47.0,37,23260,19,55304,2000,0.3,6.9,Westwood,5,13.214285714285715,37.57982677963893,2.8438787833240267,1.934094593281079,0.526644219134079,1.2238105740496183
102,0,0,146,100.0,100.0,4,40145,0,0,0,0,104.5,0,3,2.0,1.5,2,Jack,2.5,21,0,36.3,False,128.6,1112,,2019-09-29T10:30:09.629136Z,50,0,0,0,40145.jpg,2.2,0,0,Cork,0.2,False,,a,5,90,129.0,29,10546,77,19297,273,0.5,5.8,Cork,0,13.18181818181818,34.65869108730566,2.6292800135197405,3.0048092814956413,0.5258560027039481,1.1758497684223412
120,0,0,4,100.0,100.0,0,61603,0,0,-1,1,0.9,0,3,-0.3,-0.8,1,Daniel,0.2,2,0,0.4,False,3.4,58,,2019-09-07T11:00:18.052388Z,44,0,0,0,61603.jpg,1.0,0,0,Drinkwater,0.7,False,,a,5,90,0.0,1,17323,561,125910,531,0.0,0.2,Drinkwater,0,1.0,1.3306593238645679,1.3306593238645679,,0.30242257360558356,0.63436694216785
430,0,0,36,,,0,17349,0,0,-3,3,35.3,0,3,0.3,-0.2,2,Aaron,0.8,11,0,8.1,False,32.0,341,,,47,0,0,0,17349.jpg,1.0,0,0,Lennon,0.1,False,,a,5,90,12.0,10,3819,88,8790,125,0.2,2.1,Lennon,2,10.0,13.906593238645678,1.390659323864568,2.1659098170955917,0.2958849625243761,0.6414633130007061
447,3,5,188,100.0,75.0,2,39487,-1,1,0,0,133.4,1,2,-0.5,-0.8,0,Erik,0.0,24,0,36.2,False,212.6,1053,,2019-12-02T16:00:24.543370Z,45,0,0,0,39487.jpg,2.6,0,0,Pieters,7.0,False,,a,5,90,19.0,34,984295,644,682117,33844,0.0,7.6,Pieters,1,13.076923076923075,41.00642617137739,3.135785530752389,1.0140900496351049,0.6968412290560865,1.4782234754277808
451,0,0,73,,,0,44683,0,0,-3,3,34.3,0,4,0.5,0.0,1,Jay,1.0,16,2,25.3,False,91.2,493,,,57,0,0,0,44683.jpg,1.7,0,0,Rodriguez,0.2,False,,a,5,90,132.0,25,13837,145,30968,707,0.2,4.4,Rodriguez,1,14.705882352941178,23.8,1.6183999999999998,1.4100000000000006,0.2839298245614035,0.67787316517928
495,0,0,0,,,0,220037,0,0,-1,1,0.0,0,1,-0.5,-1.0,0,Bailey,0.0,0,0,0.0,False,0.0,0,,,44,0,0,0,220037.jpg,0.0,0,0,Peacock-Farrell,0.1,False,,a,5,90,0.0,0,1032,16,2789,69,0.0,0.0,Peacock-Farrell,0,,,,,,
103,2,3,147,,,3,82263,-1,1,-5,5,129.9,1,2,0.5,1.0,0,Marcos,0.0,4,1,37.8,False,155.0,498,,,60,0,0,0,82263.jpg,5.1,0,0,Alonso,2.7,False,,a,6,8,94.0,36,237462,1594,399408,12310,0.0,5.9,Alonso,3,7.0588235294117645,27.662179547621808,3.9188087692464233,,0.6531347948744038,1.5998469806996474
104,0,0,9,0.0,0.0,0,102380,0,0,0,0,0.9,0,2,0.0,0.0,0,Antonio,0.0,0,0,5.7,False,6.6,45,Lack of match fitness - Expected back 14 Dec,2019-09-14T17:00:16.188229Z,60,0,0,0,102380.jpg,1.0,0,0,RÃ¼diger,0.1,False,,i,6,8,49.0,1,3462,56,7925,75,0.0,0.2,RÃ¼diger,0,1.0,2.358382102579757,2.358382102579757,,0.3930636837632928,0.9628054616387566
105,2,1,223,,,2,41328,-1,1,-2,2,257.0,0,2,1.3,1.8,2,CÃ©sar,0.8,20,0,62.1,False,294.0,1170,,,58,0,0,0,41328.jpg,2.5,0,0,Azpilicueta,5.2,False,,a,6,8,69.0,33,168039,2728,366616,10936,0.1,5.6,Azpilicueta,0,13.2,44.8042437540528,3.3942608904585456,3.845497707727176,0.5852173949066458,1.4093901219845633
107,0,0,139,100.0,100.0,1,109533,0,0,0,0,188.0,0,2,2.3,2.8,0,Emerson,1.8,14,0,46.6,False,163.0,702,,2019-09-08T20:30:10.510601Z,55,0,0,0,109533.jpg,1.6,0,0,Palmieri dos Santos,0.9,False,,a,6,8,114.0,14,169908,1652,210333,2883,0.3,2.5,Emerson,1,8.75,26.98584339757287,3.0840963882940424,3.395807233593514,0.5607447978716441,1.3150631185880814
108,0,0,108,100.0,100.0,1,135363,0,0,-1,1,17.6,0,2,1.0,1.5,2,Andreas,0.5,12,0,16.7,False,129.4,581,,2019-10-13T07:30:10.505993Z,49,0,0,0,135363.jpg,1.4,0,0,Christensen,0.6,False,,a,6,8,19.0,10,57697,289,95444,443,0.1,2.0,Christensen,2,7.142857142857142,17.80272930414112,2.492382102579757,3.331504472110007,0.5086494086897463,1.1259434633702083
109,0,0,0,0.0,0.0,0,105700,0,0,-2,2,0.0,0,2,0.0,0.0,0,Davide,0.0,0,0,0.0,False,0.0,0,Joined Roma on loan until the end of January on 21/8. - Expected back 01 Feb,2019-08-21T19:30:16.936375Z,43,0,0,0,105700.jpg,0.0,0,0,Zappacosta,0.2,False,,n,6,8,0.0,0,3085,17,26832,84,0.0,0.0,Zappacosta,0,,,,,,
110,0,0,16,100.0,100.0,1,44346,0,0,-4,4,55.6,0,4,1.0,1.5,0,Olivier,0.5,5,0,13.3,False,14.6,190,,2019-09-25T22:30:18.373788Z,66,0,0,0,44346.jpg,1.4,0,0,Giroud,1.1,False,,a,6,8,64.0,7,60295,341,168422,2085,0.1,1.1,Giroud,0,5.0,11.2,2.24,3.999999999999999,0.33939393939393947,0.8719188174609058
111,0,0,232,,,3,109745,0,0,0,0,0.0,0,1,3.5,4.0,2,Kepa,3.0,21,0,24.7,False,246.8,1350,,,55,0,0,0,109745.jpg,2.5,0,27,Arrizabalaga,5.9,False,,a,6,8,0.0,38,297699,4828,289589,10977,0.5,6.9,Kepa,0,15.2,46.647407959212295,3.0689084183692303,3.771785102047319,0.5579833487944055,1.3085869464521667
112,0,0,0,,,0,20310,0,0,-2,2,0.0,0,1,0.5,1.0,0,Willy,0.0,0,0,0.0,False,0.0,0,,,48,0,0,0,20310.jpg,0.0,0,0,Caballero,0.2,False,,a,6,8,0.0,0,2913,47,10170,142,0.0,0.0,Caballero,0,,,,,,
113,3,9,228,75.0,100.0,4,47431,0,0,1,-1,330.5,2,3,2.6,4.0,2,Willian,3.0,10,2,93.1,False,254.4,963,Knock - 75% chance of playing,2019-12-04T22:00:11.458677Z,71,0,0,0,47431.jpg,3.9,0,0,Borges Da Silva,2.3,False,,d,6,8,346.0,54,268780,2151,199786,40982,0.4,7.6,Willian,2,13.846153846153848,56.312491893545314,4.0670133034227165,3.851468913374609,0.57281877512996,1.5263228947060492
114,0,0,38,100.0,100.0,1,49579,0,0,-2,2,111.7,0,3,1.0,1.5,0,Pedro,0.5,6,0,32.5,False,60.0,304,,2019-08-24T13:30:14.550162Z,68,0,0,0,49579.jpg,2.2,0,0,RodrÃ­guez Ledesma,1.2,False,,a,6,8,153.0,9,122092,228,260096,882,0.1,1.3,Pedro,0,4.090909090909091,17.389254423092932,4.250706636756052,4.670331565171173,0.6251039171700077,1.6300715841265245
115,0,0,0,0.0,0.0,0,126187,0,0,-2,2,0.0,0,3,0.0,0.0,0,Ruben,0.0,0,0,0.0,False,0.0,0,Achilles injury - Unknown return date,2019-06-25T11:30:07.068350Z,63,0,0,0,126187.jpg,0.0,0,0,Loftus-Cheek,0.1,False,,i,6,8,0.0,0,784,15,4995,32,0.0,0.0,Loftus-Cheek,0,,,,,,
116,3,3,78,100.0,100.0,1,209046,-1,1,-4,4,141.7,0,3,1.3,1.8,1,Callum,0.8,3,0,36.4,False,92.4,254,,2019-11-22T14:00:21.035255Z,56,0,0,0,209046.jpg,2.8,0,0,Hudson-Odoi,0.7,False,,a,6,8,131.0,22,277095,780,246848,7044,0.1,3.9,Hudson-Odoi,1,7.857142857142858,24.678650558638807,3.1409191620085766,1.81515466756519,0.5608784217872459,1.3272805967649377
117,0,0,38,100.0,0.0,1,88894,0,0,-4,4,125.9,0,3,0.0,0.0,0,Ross,0.0,5,0,34.7,False,63.8,335,,2019-10-19T16:00:15.801912Z,56,0,0,0,88894.jpg,1.5,0,0,Barkley,1.3,False,,a,6,8,157.0,9,70511,68,448857,1161,0.0,1.6,Barkley,0,6.0,19.637573153869642,3.272928858978273,,0.5844515819604059,1.3830648752946182
118,3,5,242,100.0,100.0,2,85955,0,0,1,-1,214.1,1,3,1.5,2.0,1,Jorge Luiz,1.0,19,1,51.2,False,252.8,1088,,2019-11-02T20:00:14.959095Z,51,0,0,0,85955.jpg,3.0,0,0,Frello Filho,3.9,False,,a,6,8,42.0,42,421556,3529,433655,19534,0.2,8.2,Jorginho,6,14.0,42.76473735902915,3.0546240970735106,1.7378132914659308,0.5989459013869629,1.352610285048887
119,0,2,125,100.0,100.0,1,116594,0,0,0,0,172.9,0,3,4.0,4.5,2,N'Golo,3.5,8,3,46.9,False,206.4,584,,2019-10-18T13:00:12.209781Z,50,0,0,0,116594.jpg,3.9,0,0,KantÃ©,4.7,False,,a,6,8,90.0,31,325366,9780,516167,10397,0.7,6.2,KantÃ©,1,7.948717948717951,26.49934904999824,3.3337890740320364,3.5262461564012546,0.6667578148064073,1.4909157984363424
121,0,0,0,0.0,0.0,0,199598,0,0,-1,1,0.0,0,3,0.0,0.0,0,Ethan,0.0,0,0,0.0,False,0.0,0,Joined RB Leipzig on loan until the end of the season on 22/7. - Expected back 01 Jul,2019-07-22T13:30:07.199042Z,44,0,0,0,199598.jpg,0.0,0,0,Ampadu,0.0,False,,n,6,8,0.0,0,933,6,1796,19,0.0,0.0,Ampadu,0,,,,,,
431,3,5,213,100.0,100.0,1,176413,0,0,0,0,243.3,1,3,4.0,4.5,2,Christian,3.5,15,5,108.9,False,301.6,827,,2019-11-09T15:30:18.883584Z,75,0,0,0,176413.jpg,5.1,0,0,Pulisic,14.7,False,,a,6,8,544.0,61,1313900,39347,907200,106941,0.5,8.1,Pulisic,0,11.96078431372549,63.37222883614536,5.298333886300677,5.764802144388812,0.7064445181734236,1.9346779911472618
432,2,2,245,100.0,100.0,1,91651,0,0,-2,2,238.5,0,3,3.5,4.0,1,Mateo,3.0,17,0,57.0,False,252.0,1059,,2019-10-13T21:00:19.697457Z,53,0,0,0,91651.jpg,2.1,0,0,Kovacic,1.0,False,,a,6,8,81.0,32,80532,2199,99090,3450,0.6,6.0,Kovacic,3,15.238095238095234,37.4483889622086,2.4575505256449395,2.886333885423601,0.4636887784235735,1.0674917335279523
459,0,1,192,100.0,100.0,2,103192,0,0,-3,3,12.9,0,2,3.3,3.8,2,Kurt,2.8,19,0,35.6,False,248.8,1173,,2019-09-28T16:00:17.677906Z,47,1,0,0,103192.jpg,1.8,0,0,Zouma,1.9,False,,a,6,8,99.0,25,94754,4201,185583,3559,0.6,5.3,Zouma,1,13.888888888888893,38.26641809138551,2.7551821025797567,3.6730880621939885,0.586208957995693,1.2708707367162333
460,3,19,321,75.0,50.0,4,173879,0,0,9,-9,188.6,4,4,4.5,3.2,12,Tammy,5.5,14,11,124.2,True,464.0,1041,Knock - 75% chance of playing,2019-11-27T19:00:19.734537Z,79,1,0,0,173879.jpg,6.8,0,0,Abraham,34.6,False,,d,6,8,590.0,95,4160031,303767,2126939,44660,0.7,12.0,Abraham,2,13.970588235294118,84.5104,6.0491654736842095,7.974104728066133,0.7657171485676214,2.1521964914299017
461,2,1,48,,,0,94245,0,0,-4,4,24.2,0,4,2.0,2.5,1,Michy,1.5,2,1,22.1,False,54.2,88,,,66,0,0,0,94245.jpg,2.2,0,0,Batshuayi,0.7,False,,a,6,8,148.0,20,86781,869,103963,24800,0.2,3.0,Batshuayi,0,9.09090909090909,18.2736,2.010096,1.408479424955955,0.30456,0.7824288068316503
462,0,0,0,0.0,0.0,0,167767,0,0,-2,2,0.0,0,3,0.0,0.0,0,Robert Kenedy,0.0,0,0,0.0,False,0.0,0,Joined Getafe on loan until the end of the season on 2/9. - Expected back 01 Jul,2019-09-02T23:30:15.527764Z,53,0,0,0,167767.jpg,0.0,0,0,Nunes do Nascimento,0.0,False,,n,6,8,0.0,0,780,2,4329,21,0.0,0.0,Kenedy,0,,,,,,
463,2,6,241,100.0,100.0,3,184341,0,0,6,-6,368.7,0,3,3.5,4.0,6,Mason,3.0,19,5,117.6,False,324.4,1234,,2019-11-05T22:00:17.579402Z,66,0,0,0,184341.jpg,4.5,0,0,Mount,27.9,False,,a,6,8,482.0,67,3403217,81448,1697152,61759,0.5,10.2,Mount,2,14.888888888888893,65.52980004849131,4.401255227137477,3.059338389268757,0.6668568525965874,1.7131862736559549
506,1,1,90,100.0,100.0,1,225796,0,0,0,0,53.0,0,2,4.3,4.8,6,Reece,3.8,4,0,15.0,False,81.2,330,,2019-10-11T10:00:13.189023Z,50,0,0,0,225796.jpg,2.4,0,0,James,0.4,False,,a,6,8,15.0,17,29907,11368,10555,737,0.8,3.4,James,0,7.083333333333334,24.158673226606606,3.4106362202268152,5.380487574358346,0.6821272440453631,1.5252828869900206
529,0,6,210,,,3,194794,0,0,4,-4,57.3,2,2,3.5,4.0,0,Fikayo,3.0,13,1,38.5,False,269.2,990,,,49,0,0,0,194794.jpg,3.5,0,0,Tomori,8.4,False,,a,6,8,56.0,39,746319,8052,190245,51986,0.6,8.0,Tomori,2,11.142857142857142,39.73625771446015,3.5660744102720643,4.956754599441251,0.7277702878106254,1.6109882060144967
533,0,0,5,,,0,243568,0,0,0,0,12.6,0,3,0.7,1.2,0,Billy,0.2,1,0,1.5,False,2.8,9,,,45,0,0,0,243568.jpg,1.0,0,0,Gilmour,0.0,False,,a,6,8,0.0,2,2280,47,1680,51,0.0,0.4,Gilmour,0,2.0,2.9791910512898783,1.4895955256449391,1.661791560004111,0.33102122792109756,0.7022020649391174
545,0,0,0,,,0,209036,0,0,0,0,0.0,0,2,0.5,1.0,0,Addji Keaninkin Marc-Israel,0.0,0,0,0.0,False,0.0,0,,,40,0,0,0,209036.jpg,0.0,0,0,Guehi,0.1,False,,a,6,8,0.0,0,4973,273,2939,231,0.0,0.0,Guehi,0,,,,,,
123,0,3,235,0.0,,4,74230,0,0,1,-1,157.3,1,2,0.6,2.2,1,Patrick,2.2,18,2,53.1,False,248.0,1288,Hamstring injury - Unknown return date,2019-12-03T21:30:12.090030Z,56,1,0,0,74230.jpg,3.4,0,0,van Aanholt,8.9,False,,i,7,31,126.0,51,752182,1885,640179,108499,0.4,9.1,van Aanholt,0,15.0,47.094713183585384,3.1396475455723603,2.3928265284116716,0.5606513474236358,1.3267432407442121
124,0,2,108,100.0,100.0,2,49413,0,0,0,0,14.2,0,2,4.0,4.0,6,James,4.0,10,0,16.5,False,132.0,622,,2019-06-25T11:30:07.097330Z,50,0,0,0,49413.jpg,2.6,0,0,Tomkins,0.2,False,,a,7,31,18.0,18,11658,7009,2711,791,0.8,3.6,Tomkins,1,6.9230769230769225,17.866790700116336,2.5807586566834706,3.4672577602186565,0.5161517313366941,1.1541503579730565
125,0,0,28,0.0,100.0,0,40784,0,0,0,0,11.1,0,2,0.0,-0.2,-2,Mamadou,-0.2,5,0,6.0,False,41.6,240,Suspended until 26 Dec,2019-12-03T21:30:12.103417Z,50,0,0,0,40784.jpg,0.4,1,0,Sakho,0.1,False,,s,7,31,6.0,2,3456,20,6783,327,0.0,0.4,Sakho,0,5.0,7.33157106119513,1.4663142122390258,0.3662421925578616,0.29326284244780515,0.6557556509881032
126,1,5,197,0.0,0.0,3,55494,-1,1,-1,1,61.5,0,2,0.0,0.0,0,Joel,0.8,15,0,30.8,False,215.6,1102,Knee injury - Expected back 18 Jan,2019-11-23T18:00:20.336284Z,44,0,0,0,55494.jpg,2.9,0,0,Ward,1.9,False,,i,7,31,30.0,38,272918,47,205763,18814,0.2,8.6,Ward,2,13.10344827586207,37.72298622933896,2.8788594753969208,2.2275488220870776,0.654286244408391,1.3724424047430777
127,1,0,62,50.0,0.0,1,19188,0,0,-2,2,10.7,0,2,0.5,0.0,0,Scott,1.0,1,0,15.0,False,70.2,245,Ankle injury - 50% chance of playing,2019-11-30T18:30:12.233265Z,43,0,0,0,19188.jpg,3.2,0,0,Dann,0.2,False,,d,7,31,69.0,13,8709,27,17124,420,0.2,3.0,Dann,0,4.0625,11.624951487221045,2.8615265199313336,2.8304514995257417,0.6654712837049613,1.3799506246871645
128,1,2,172,100.0,100.0,5,58786,1,-1,2,-2,28.5,0,2,3.2,3.2,6,Martin,3.2,6,0,20.8,False,171.4,774,,2019-10-20T11:30:19.277461Z,42,0,0,0,58786.jpg,4.2,0,0,Kelly,26.2,False,,a,7,31,8.0,42,1134668,128710,868710,6334,0.8,10.2,Kelly,0,10.0,31.79994212239026,3.1799942122390266,2.7117490374270443,0.7571414791045301,1.5516782918499896
129,0,0,44,,,1,54861,0,0,-3,3,72.2,0,4,0.5,0.5,0,Christian,0.5,5,0,26.1,False,58.0,289,,,57,0,0,0,54861.jpg,1.1,0,0,Benteke,0.6,False,,a,7,31,134.0,13,28870,400,69158,922,0.1,2.3,Benteke,1,11.818181818181815,18.5,1.5653846153846156,1.1599999999999997,0.2746288798920378,0.6556674641335388
130,0,0,3,100.0,100.0,0,59125,0,0,0,0,0.8,0,4,0.0,0.0,0,Connor,0.0,0,0,0.2,False,0.0,15,,2019-09-13T12:30:19.022759Z,45,0,0,0,59125.jpg,1.0,0,0,Wickham,2.5,False,,a,7,31,2.0,2,255096,454,438108,4585,0.0,0.4,Wickham,0,2.0,2.0,1.0,,0.2222222222222222,0.4714045207910317
131,0,4,244,100.0,100.0,5,40836,0,0,0,0,0.0,1,1,4.8,4.8,8,Vicente,4.8,14,0,28.3,False,283.6,1170,,2019-10-20T11:30:19.312033Z,50,0,0,0,40836.jpg,3.9,0,34,Guaita,1.2,False,,a,7,31,0.0,51,95076,26850,51052,1724,1.0,10.2,Guaita,1,13.076923076923075,44.159493544664194,3.3769024475331437,4.2993089456119975,0.6753804895066288,1.5101966852139053
132,0,0,42,,,0,20066,0,0,-2,2,0.0,0,1,0.0,0.0,0,Wayne,0.0,4,0,8.7,False,87.4,180,,,43,0,0,0,20066.jpg,3.0,0,13,Hennessey,0.6,False,,a,7,31,0.0,6,13332,366,42160,941,0.0,1.4,Hennessey,0,2.0,8.012628424478052,4.006314212239026,,0.9317009795904713,1.9320162722115795
133,2,3,147,100.0,100.0,4,82403,1,-1,-2,2,223.9,1,3,5.5,5.5,3,Wilfried,5.5,18,2,97.9,False,255.4,1285,,2019-11-09T19:30:18.645135Z,68,0,0,0,82403.jpg,3.3,0,0,Zaha,11.8,False,,a,7,31,499.0,50,610258,98934,1025928,19848,0.8,7.5,Zaha,2,15.151515151515152,49.98539625848116,3.2990361530597565,4.0712226718157485,0.4851523754499642,1.265122613169274
134,0,6,179,100.0,100.0,5,66975,0,0,-3,3,296.4,1,3,2.2,2.2,2,Luka,2.2,17,2,64.1,False,237.4,1245,,2019-09-29T09:30:20.636934Z,67,0,0,0,66975.jpg,3.0,0,0,Milivojevic,2.5,False,,a,7,31,107.0,42,48368,1923,393857,3957,0.3,6.3,Milivojevic,7,14.0,43.62209974283659,3.1158642673454717,2.046850838433106,0.46505436826051816,1.2037633855687215
135,1,0,133,100.0,100.0,2,60252,0,0,-4,4,130.8,0,3,2.8,2.8,1,Andros,2.8,12,1,36.7,False,165.8,706,,2019-11-01T14:00:12.832756Z,56,0,0,0,60252.jpg,2.3,0,0,Townsend,1.3,False,,a,7,31,70.0,30,43891,1621,191932,2230,0.5,5.4,Townsend,0,13.043478260869565,28.51825938773595,2.1863998863930894,2.5362064861799096,0.3904285511416231,0.9239225832615324
136,0,0,16,25.0,,1,141020,0,0,-3,3,4.0,0,3,0.0,0.0,0,Max,0.0,2,0,7.9,False,18.2,171,Illness - 25% chance of playing,2019-12-05T17:00:16.841974Z,52,0,0,0,141020.jpg,1.5,0,0,Meyer,0.1,False,,d,7,31,57.0,6,3841,13,10074,139,0.0,1.2,Meyer,1,4.0,7.506314212239026,1.8765785530597563,,0.36088049097303004,0.8229341344103204
137,1,3,116,100.0,100.0,4,86417,0,0,0,0,94.4,1,3,4.5,4.5,10,Jeffrey,4.5,12,2,51.7,False,189.4,811,,2019-08-09T13:00:14.642811Z,55,0,0,0,86417.jpg,3.0,0,0,Schlupp,0.2,False,,a,7,31,233.0,39,17976,7638,13833,630,0.8,7.1,Schlupp,2,13.0,36.20732118977684,2.7851785530597564,2.818857741079776,0.5063961005563193,1.1876041253812453
138,3,2,185,100.0,100.0,6,50471,0,0,-3,3,201.7,0,3,3.0,3.0,5,James,3.0,11,0,57.8,False,234.0,1197,,2019-11-03T16:30:17.881657Z,52,0,0,0,50471.jpg,3.1,0,0,McArthur,0.7,False,,a,7,31,141.0,43,24320,2784,92741,930,0.6,8.3,McArthur,2,13.870967741935484,40.500037994054686,2.9197701809667334,2.2432761477072054,0.5614942655705256,1.2804039258752047
139,1,0,110,100.0,100.0,5,55037,0,0,-1,1,100.4,0,3,2.5,2.5,3,Cheikhou,2.5,14,0,32.7,False,107.8,1081,,2019-09-14T16:30:11.053549Z,49,0,0,0,55037.jpg,2.5,0,0,KouyatÃ©,0.2,False,,a,7,31,122.0,33,10593,402,13002,362,0.5,6.7,KouyatÃ©,1,13.2,35.75763690038878,2.7089118863930897,3.132557363931538,0.5528391604883856,1.2237616488150642
140,0,0,0,,,0,221275,0,0,-1,1,0.0,0,3,0.0,0.0,0,Luke,0.0,0,0,0.0,False,0.0,0,,,44,0,0,0,221275.jpg,0.0,0,0,Dreher,0.1,False,,a,7,31,0.0,0,5092,54,5992,140,0.0,0.0,Dreher,0,,,,,,
157,0,0,29,,,0,50472,0,0,-1,1,28.7,0,3,0.0,0.0,0,James,0.0,4,0,7.1,False,28.6,205,,,44,0,0,0,50472.jpg,0.8,0,0,McCarthy,0.6,False,,a,7,31,14.0,8,36746,594,46253,1440,0.0,1.8,McCarthy,3,10.0,11.615785530597565,1.1615785530597564,0.4389160652387748,0.2639951256953992,0.553760847406252
468,0,11,141,,,7,80146,0,0,1,-1,114.9,0,4,2.0,2.0,2,Jordan,2.0,13,4,67.8,False,186.4,1122,,,51,0,0,0,80146.jpg,3.7,0,0,Ayew,7.6,False,,a,7,31,379.0,52,969902,14584,697539,43392,0.4,10.2,Ayew,3,14.054054054054053,51.5,3.6644230769230766,2.4599999999999995,0.7185143288084465,1.6226338119198573
