id,assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,in_dreamteam,influence,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards,ppg_estimate,value,valuePoints_metric,games_played
12,0,2,26,100.0,100.0,0,59966,0,0,0,0,11.8,0,4,3.5,4.5,8,Alexandre,4.0,1,1,10.6,False,36.2,70,,2019-08-04T23:30:15.744462Z,95,0,0,0,59966.jpg,8.0,0,0,Lacazette,3.5,False,,a,1,3,58.0,8,41748,25771,56492,19519,0.4,0.8,Lacazette,0,6.0200000000000005,0.6336842105263158,1.9531459104143811,0.7777777777777778
13,0,0,0,0.0,0.0,0,205533,0,0,0,0,0.0,0,4,0.0,0.0,0,Edward,0.0,0,0,0.0,False,0.0,0,Joined Leeds United on loan until the end of the season on 8/8. - Expected back 01 Jul,2019-08-08T15:30:15.638344Z,45,0,0,0,205533.jpg,0.0,0,0,Nketiah,1.1,False,,n,1,3,0.0,0,1838,753,35632,11624,0.0,0.0,Nketiah,0,2.0,0.4444444444444444,0.9428090415820634,0.0
14,0,1,42,,,1,80201,0,0,0,0,0.0,0,1,4.5,5.5,3,Bernd,5.0,1,0,4.4,False,44.4,180,,,50,0,0,0,80201.jpg,5.0,0,5,Leno,6.7,False,,a,1,3,0.0,10,133330,20002,69845,46982,1.0,2.0,Leno,0,4.4,0.8800000000000001,1.967739820199815,2.0
15,0,0,0,75.0,75.0,0,37605,0,0,-1,1,0.0,0,3,-0.4,0.4,0,Mesut,0.0,0,0,0.0,False,0.0,0,Illness - 75% chance of playing,2019-08-09T17:00:13.419733Z,74,0,0,0,37605.jpg,0.0,0,0,Özil,0.8,False,,d,1,3,0.0,0,2070,377,54744,14825,0.0,0.0,Özil,0,3.7,0.5,1.3601470508735443,0.0
16,0,0,0,,,1,57249,0,0,0,0,19.4,0,3,0.5,1.5,0,Henrikh,1.0,0,0,4.2,False,0.2,83,,,70,0,0,0,57249.jpg,2.0,0,0,Mkhitaryan,1.9,False,,a,1,3,22.0,2,20044,1389,43957,26298,0.1,0.3,Mkhitaryan,1,1.44,0.2057142857142857,0.5442688411332872,0.9222222222222223
18,0,0,11,75.0,75.0,1,84450,-1,1,-1,1,24.2,0,3,0.4,1.1,0,Granit,1.0,0,0,4.5,False,15.8,90,Back injury - 75% chance of playing,2019-08-15T10:30:08.210157Z,54,0,0,0,84450.jpg,2.0,0,0,Xhaka,1.1,False,,d,1,3,5.0,2,12575,244,45027,23491,0.2,0.4,Xhaka,1,1.29,0.23888888888888887,0.5551276129563965,1.0
19,0,0,2,,,0,198849,-1,1,-1,1,0.3,0,3,0.0,1.0,1,Lucas,0.5,0,0,2.0,False,2.6,7,,,49,0,0,0,198849.jpg,1.0,0,0,Torreira,1.7,False,,a,1,3,17.0,1,13025,2716,43394,19975,0.1,0.2,Torreira,0,1.32,0.2693877551020408,0.5963152159174658,0.07777777777777778
20,0,0,0,100.0,100.0,0,153256,0,0,0,0,0.0,0,3,-0.5,0.5,0,Mohamed,0.0,0,0,0.0,False,0.0,0,,2019-08-09T09:30:11.915358Z,45,0,0,0,153256.jpg,0.0,0,0,Elneny,0.3,False,,a,1,3,0.0,0,2981,1781,7051,2379,0.0,0.0,Elneny,0,1.3,0.2888888888888889,0.6128258770283412,0.0
21,0,0,30,,,1,242166,0,0,0,0,18.3,0,3,2.0,3.0,2,Matteo,2.5,1,0,7.8,False,42.0,180,,,45,0,0,0,242166.jpg,2.5,0,0,Guendouzi,6.9,False,,a,1,3,17.0,5,159220,42217,77660,45736,0.6,1.1,Guendouzi,0,2.2600000000000002,0.5022222222222222,1.0653742169877316,2.0
106,0,0,13,,,0,41270,0,0,0,0,4.1,0,2,0.0,1.0,1,David,0.5,1,0,3.6,False,31.8,90,,,60,0,0,0,41270.jpg,1.0,0,0,Luiz Moreira Marinho,8.0,False,,a,1,3,0.0,1,26282,9494,120077,48559,0.1,0.2,David Luiz,1,2.32,0.38666666666666666,0.9471360338761622,1.0
427,0,0,0,,,0,98980,0,0,0,0,0.0,0,1,-0.5,0.5,0,Emiliano,0.0,0,0,0.0,False,0.0,0,,,45,0,0,0,98980.jpg,0.0,0,0,Martínez,0.3,False,,a,1,3,0.0,0,1226,311,3480,1388,0.0,0.0,Martínez,0,0.0,0.0,0.0,0.0
467,0,0,26,,,1,101184,0,0,0,0,0.2,0,2,2.5,3.5,0,Calum,3.0,0,0,1.3,False,13.0,90,,,45,0,0,0,101184.jpg,6.0,0,0,Chambers,1.1,False,,a,1,3,0.0,6,26279,3540,19195,12277,0.7,1.3,Chambers,0,2.72,0.6044444444444445,1.2822202965516063,1.0
469,2,3,41,,,0,182539,1,-1,1,-1,51.2,1,3,5.5,6.5,11,Daniel,6.0,1,0,12.2,False,50.8,108,,,56,0,0,0,182539.jpg,6.0,0,0,Ceballos Fernández,10.5,False,,a,1,3,20.0,12,443225,421245,75584,43341,1.1,2.1,Ceballos,0,4.0,0.7142857142857143,1.6903085094570331,1.2
488,0,0,8,100.0,100.0,0,195735,-1,1,-1,1,27.9,0,3,0.5,1.5,1,Nicolas,1.0,0,0,5.4,False,16.8,64,,2019-08-09T09:30:12.533555Z,94,0,0,0,195735.jpg,1.0,0,0,Pépé,3.6,False,,a,1,3,9.0,2,28195,5405,118627,65021,0.1,0.2,Pépé,0,0.9,0.09574468085106383,0.293547632874049,0.7111111111111111
489,0,0,9,,,1,200641,0,0,0,0,41.1,0,3,1.0,2.0,1,Reiss,1.5,1,0,9.7,False,14.4,115,,,55,0,0,0,200641.jpg,1.5,0,0,Nelson,0.2,False,,a,1,3,41.0,3,4491,1117,4332,2531,0.3,0.5,Nelson,1,1.29,0.23454545454545456,0.5500578481974749,1.2777777777777777
490,0,0,20,,,1,200089,0,0,0,0,30.0,0,3,2.0,3.0,2,Joseph,2.5,1,0,7.7,False,18.6,153,,,50,0,0,0,200089.jpg,2.5,0,0,Willock,0.3,False,,a,1,3,28.0,5,10322,3007,5643,3278,0.5,1.0,Willock,0,2.39,0.47800000000000004,1.0688404932448996,1.7
504,0,0,2,,,0,444145,0,0,0,0,0.0,0,4,0.0,1.0,0,Gabriel Teodoro,0.5,0,0,0.0,False,0.0,6,,,45,0,0,0,444145.jpg,1.0,0,0,Martinelli Silva,1.7,False,,a,1,3,0.0,1,66188,23475,32648,17954,0.1,0.2,Martinelli,0,0.47000000000000003,0.10444444444444445,0.2215601247717849,0.06666666666666667
515,0,0,0,0.0,0.0,0,192895,0,0,0,0,0.0,0,2,0.0,0.0,0,Kieran,0.0,0,0,0.0,False,0.0,0,Groin Injury - Expected back 06 Oct,2019-08-09T12:00:11.271398Z,55,0,0,0,192895.jpg,0.0,0,0,Tierney,0.5,False,,i,1,3,0.0,0,2141,342,25155,6949,0.0,0.0,Tierney,0,0.0,0.0,0.0,0.0
22,0,3,44,,,0,37339,0,0,0,0,71.6,0,2,2.0,2.0,4,Ahmed,2.5,5,0,12.3,False,50.2,180,,,45,0,0,0,37339.jpg,2.5,0,0,El Mohamady,1.9,False,,a,2,7,2.0,5,17637,10732,25044,12571,0.6,1.1,El Mohamady,0,2.0,0.4444444444444444,0.9428090415820634,2.0
23,0,0,0,0.0,0.0,0,43252,0,0,0,0,0.0,0,2,0.0,0.0,0,James,0.0,0,0,0.0,False,0.0,0,Hamstring injury - Expected back 16 Sep,2019-08-08T17:00:13.859858Z,45,0,0,0,43252.jpg,0.0,0,0,Chester,0.1,False,,i,2,7,0.0,0,59,19,2992,884,0.0,0.0,Chester,0,0.0,0.0,0.0,0.0
24,0,0,27,,,0,47390,0,0,0,0,17.9,0,2,0.5,0.5,1,Neil,1.0,5,0,7.9,False,37.2,180,,,45,0,0,0,47390.jpg,1.0,0,0,Taylor,0.2,False,,a,2,7,24.0,2,1917,594,2914,1355,0.2,0.4,Taylor,0,0.9,0.2,0.42426406871192857,2.0
25,0,0,0,0.0,0.0,0,123354,0,0,0,0,0.0,0,2,0.0,0.0,0,Kortney,0.0,0,0,0.0,False,0.0,0,Ankle injury - Unknown return date,2019-08-15T13:00:13.496241Z,45,0,0,0,123354.jpg,0.0,0,0,Hause,0.1,False,,i,2,7,0.0,0,73,12,1627,719,0.0,0.0,Hause,0,0.0,0.0,0.0,0.0
26,0,0,4,0.0,0.0,0,54764,-1,1,-1,1,0.0,0,4,0.0,0.0,0,Jonathan,0.5,2,0,0.2,False,0.0,16,Ankle injury - Expected back 31 Aug,2019-08-15T13:00:13.507539Z,54,0,0,0,54764.jpg,1.0,0,0,Kodjia,0.3,False,,i,2,7,2.0,1,1755,94,13413,6006,0.1,0.2,Kodjia,0,0.47000000000000003,0.08703703703703704,0.20225579696860957,0.17777777777777778
27,0,0,0,100.0,100.0,0,98770,0,0,0,0,0.0,0,1,-0.5,-0.5,0,Ørjan,0.0,0,0,0.0,False,0.0,0,,2019-07-30T15:00:08.973693Z,45,0,0,0,98770.jpg,0.0,0,0,Nyland,0.2,False,,a,2,7,0.0,0,563,160,2635,1007,0.0,0.0,Nyland,0,0.0,0.0,0.0,0.0
28,0,0,12,,,0,85242,-1,1,-1,1,10.8,0,3,0.5,0.5,0,Conor,1.0,1,0,2.7,False,16.4,81,,,59,0,0,0,85242.jpg,2.0,0,0,Hourihane,0.2,False,,a,2,7,0.0,2,1354,146,5759,3551,0.2,0.3,Hourihane,0,0.9,0.15254237288135591,0.3705241363166782,0.9
29,1,1,48,,,0,114283,0,0,0,0,92.1,0,3,3.5,3.5,6,Jack,4.0,5,0,16.4,False,61.0,180,,,60,0,0,0,114283.jpg,4.0,0,0,Grealish,5.7,False,,a,2,7,11.0,8,44667,15653,63785,31961,0.7,1.3,Grealish,0,2.93,0.48833333333333334,1.1961674910591187,2.0
30,0,0,3,100.0,100.0,0,193488,0,0,0,0,16.4,0,3,1.5,1.5,2,Anwar,2.0,5,0,7.0,False,1.8,164,,2019-08-04T16:30:15.264156Z,55,0,0,0,193488.jpg,2.0,0,0,El Ghazi,0.4,False,,a,2,7,51.0,4,6810,1326,7496,4194,0.4,0.7,El Ghazi,0,1.6600000000000001,0.3018181818181818,0.7078263783006267,1.8222222222222222
31,0,0,30,,,0,122806,0,0,1,-1,43.8,0,3,4.0,4.0,2,John,4.5,5,1,17.4,False,63.2,180,,,56,0,0,0,122806.jpg,4.5,0,0,McGinn,5.2,False,,a,2,7,67.0,9,213294,30166,69513,45513,0.8,1.6,McGinn,0,3.21,0.5732142857142858,1.356472578839269,2.0
32,0,0,0,0.0,0.0,0,174597,0,0,0,0,0.0,0,3,0.0,0.0,0,Andre,0.0,0,0,0.0,False,0.0,0,Joined Preston North End on loan until the end of the season on 1/8. - Expected back 01 Jul,2019-08-04T16:30:15.274646Z,50,0,0,0,174597.jpg,0.0,0,0,Green,0.0,False,,n,2,7,0.0,0,48,13,631,173,0.0,0.0,Green,0,0.0,0.0,0.0,0.0
33,0,0,0,0.0,0.0,0,27770,0,0,0,0,0.0,0,3,0.0,0.0,0,Birkir,0.0,0,0,0.0,False,0.0,0,Left Aston Villa by mutual consent on 8/8.,2019-08-08T15:30:15.672945Z,45,0,0,0,27770.jpg,0.0,0,0,Bjarnason,0.1,False,,u,2,7,0.0,0,175,50,3365,1012,0.0,0.0,Bjarnason,0,0.0,0.0,0.0,0.0
34,0,0,2,,,0,221239,0,0,0,0,0.3,0,3,0.0,0.0,1,Keinan,0.5,0,0,0.0,False,0.0,3,,,45,0,0,0,221239.jpg,1.0,0,0,Davis,0.4,False,,a,2,7,0.0,1,4405,1334,5457,2395,0.1,0.2,Davis,0,0.8300000000000001,0.18444444444444447,0.39126575225655635,0.03333333333333333
35,0,0,0,,,0,40564,0,0,0,0,0.0,0,3,-0.5,-0.5,0,Henri,0.0,0,0,0.0,False,0.0,0,,,45,0,0,0,40564.jpg,0.0,0,0,Lansbury,0.2,False,,a,2,7,0.0,0,956,289,2674,1332,0.0,0.0,Lansbury,0,0.0,0.0,0.0,0.0
36,0,0,5,,,0,89274,-1,1,-1,1,12.6,0,3,0.5,0.5,1,José Ignacio,1.0,3,0,2.9,False,9.6,46,,,59,0,0,0,89274.jpg,1.0,0,0,Peleteiro Romallo,0.2,False,,a,2,7,7.0,2,1380,369,6173,2743,0.2,0.3,Jota,0,0.9,0.15254237288135591,0.3705241363166782,0.5111111111111111
94,0,0,22,,,0,21205,0,0,0,0,0.0,0,1,1.0,1.0,1,Tom,1.5,5,0,3.6,False,36.4,180,,,45,0,0,0,21205.jpg,1.5,0,5,Heaton,6.4,False,,a,2,7,0.0,3,50336,9775,46562,27576,0.3,0.7,Heaton,0,1.79,0.3977777777777778,0.8438140922159467,2.0
309,0,0,0,,,0,169359,-1,1,-1,1,0.0,0,2,-0.5,-0.5,0,Matt,0.0,0,0,0.0,False,0.0,0,,,44,0,0,0,169359.jpg,0.0,0,0,Targett,0.9,False,,a,2,7,0.0,0,1044,417,20338,10258,0.0,0.0,Targett,0,2.3000000000000003,0.5227272727272727,1.0964819776324313,0.0
428,0,0,8,,,0,213345,0,0,0,0,12.3,0,4,1.5,1.5,2,Wesley,2.0,3,0,7.1,False,10.8,163,,,60,0,0,0,213345.jpg,2.0,0,0,Moraes,1.0,False,,a,2,7,48.0,4,20728,6526,23538,13865,0.3,0.7,Wesley,0,1.6600000000000001,0.27666666666666667,0.6776921621700126,1.8111111111111111
429,0,0,0,100.0,100.0,0,79852,0,0,0,0,0.0,0,1,-0.5,-0.5,0,Jed,0.0,0,0,0.0,False,0.0,0,,2019-08-05T15:00:10.959066Z,45,0,0,0,79852.jpg,0.0,0,0,Steer,0.1,False,,a,2,7,0.0,0,237,83,1591,561,0.0,0.0,Steer,0,0.0,0.0,0.0,0.0
445,1,2,46,,,0,149484,0,0,0,0,24.4,0,2,3.0,3.0,1,Tyrone,3.5,5,0,12.5,False,98.2,180,,,45,0,0,0,149484.jpg,3.5,0,0,Mings,2.3,False,,a,2,7,2.0,7,43116,11777,19601,11188,0.8,1.6,Mings,0,2.84,0.6311111111111111,1.33878883904653,2.0
452,0,0,0,100.0,100.0,0,199798,0,0,0,0,0.0,0,2,-0.5,-0.5,0,Ezri,0.0,0,0,0.0,False,0.0,0,,2019-08-05T15:00:10.970602Z,45,0,0,0,199798.jpg,0.0,0,0,Konsa Ngoyo,0.1,False,,a,2,7,0.0,0,132,41,873,385,0.0,0.0,Konsa,0,0.0,0.0,0.0,0.0
455,0,0,24,,,0,108156,0,0,0,0,0.6,0,2,0.5,0.5,1,Bjorn,1.0,5,0,5.2,False,42.0,180,,,45,0,0,0,108156.jpg,1.0,0,0,Engels,0.1,False,,a,2,7,9.0,2,936,280,1151,548,0.2,0.4,Engels,0,0.9,0.2,0.42426406871192857,2.0
458,0,0,0,,,0,203368,-1,1,-1,1,0.0,0,2,-0.5,-0.5,0,Frédéric,0.0,0,0,0.0,False,0.0,0,,,44,0,0,0,203368.jpg,0.0,0,0,Guilbert,0.4,False,,a,2,7,0.0,0,462,191,8858,5055,0.0,0.0,Guilbert,0,0.0,0.0,0.0,0.0
465,0,0,4,,,0,148508,0,0,0,0,22.0,0,3,1.0,1.0,2,Mahmoud Ahmed,1.5,2,0,14.1,False,22.8,144,,,55,0,0,0,148508.jpg,1.5,0,0,Ibrahim Hassan,2.6,False,,a,2,7,96.0,3,29491,6390,50260,31907,0.3,0.5,Trézéguet,0,1.29,0.23454545454545456,0.5500578481974749,1.6
470,0,2,36,,,0,230046,0,0,0,0,23.6,0,3,4.5,4.5,9,Douglas Luiz,5.0,4,1,9.7,False,57.6,98,,,45,0,0,0,230046.jpg,5.0,0,0,Soares de Paulo,2.0,False,,a,2,7,15.0,10,90763,86134,20153,16333,1.1,2.2,Douglas Luiz,0,3.48,0.7733333333333333,1.6404877323527902,1.0888888888888888
474,0,0,0,,,0,88175,0,0,0,0,0.0,0,1,-0.5,-0.5,0,Lovre,0.0,0,0,0.0,False,0.0,0,,,45,0,0,0,88175.jpg,0.0,0,0,Kalinic,0.1,False,,a,2,7,0.0,0,178,56,1115,410,0.0,0.0,Kalinic,0,0.0,0.0,0.0,0.0
491,0,0,0,,,0,184704,0,0,0,0,0.0,0,3,-0.5,-0.5,0,Marvelous,0.0,0,0,0.0,False,0.0,0,,,45,0,0,0,184704.jpg,0.0,0,0,Nakamba,0.2,False,,a,2,7,0.0,0,1401,332,3180,1638,0.0,0.0,Nakamba,0,0.0,0.0,0.0,0.0
58,0,0,23,100.0,100.0,0,56917,0,0,0,0,0.2,0,2,1.0,2.5,2,Steve,2.0,2,0,4.7,False,43.0,180,,2019-07-30T11:30:12.364426Z,50,0,0,0,56917.jpg,2.0,0,0,Cook,0.2,False,,a,3,91,4.0,4,1531,666,2514,1154,0.4,0.8,Steve Cook,0,2.15,0.43,0.9615092303249095,2.0
59,0,0,27,,,0,126184,0,0,0,0,21.7,0,2,0.5,2.0,1,Nathan,1.5,2,0,9.9,False,37.0,180,,,50,0,0,0,126184.jpg,1.5,0,0,Aké,15.3,False,,a,3,91,40.0,3,34977,12009,208971,115044,0.3,0.6,Aké,1,1.81,0.362,0.8094566078549239,2.0
60,0,0,15,100.0,100.0,0,41320,0,0,0,0,29.6,0,2,0.0,1.5,2,Charlie,1.0,1,0,5.2,False,22.4,90,,2019-08-04T16:00:15.935873Z,45,0,0,0,41320.jpg,2.0,0,0,Daniels,0.3,False,,a,3,91,0.0,2,2191,1253,3881,1409,0.2,0.4,Daniels,0,2.0300000000000002,0.4511111111111112,0.9569511772057945,1.0
61,0,2,24,,,0,223911,0,0,0,0,1.2,1,2,4.0,5.5,0,Chris,5.0,1,1,11.7,False,47.4,90,,,45,0,0,0,223911.jpg,10.0,0,0,Mepham,1.6,False,,a,3,91,68.0,10,61518,11337,27130,18529,1.1,2.2,Mepham,0,4.03,0.8955555555555557,1.8997602187878577,1.0
62,0,0,0,0.0,0.0,0,15149,0,0,0,0,0.0,0,2,0.0,0.0,0,Simon,0.0,0,0,0.0,False,0.0,0,Anterior cruciate ligament - Unknown return date,2019-06-25T11:30:06.976202Z,45,0,0,0,15149.jpg,0.0,0,0,Francis,0.0,False,,i,3,91,0.0,0,47,15,191,58,0.0,0.0,Francis,0,2.4,0.5333333333333333,1.131370849898476,0.0
63,0,0,24,,,0,54469,0,0,0,0,8.2,0,2,0.5,2.0,2,Adam,1.5,2,0,3.1,False,15.6,180,,,45,0,0,0,54469.jpg,1.5,0,0,Smith,1.3,False,,a,3,91,8.0,3,4463,2423,17840,9600,0.3,0.7,Adam Smith,1,1.73,0.3844444444444444,0.8155298209684848,2.0
64,0,0,0,0.0,0.0,0,235530,0,0,0,0,0.0,0,2,0.0,0.0,0,Lloyd,0.0,0,0,0.0,False,0.0,0,Ankle injury - Unknown return date,2019-08-04T16:00:15.955778Z,45,0,0,0,235530.jpg,0.0,0,0,Kelly,0.1,False,,i,3,91,0.0,0,206,85,2149,720,0.0,0.0,Kelly,0,0.0,0.0,0.0,0.0
65,0,0,13,,,0,171129,0,0,0,0,16.6,0,2,0.0,1.5,0,Diego,1.0,1,0,4.1,False,21.0,90,,,40,0,0,0,171129.jpg,2.0,0,0,Rico,5.7,False,,a,3,91,3.0,2,88520,31228,66546,45082,0.2,0.5,Rico,0,0.97,0.2425,0.485,1.0
66,0,0,0,,,0,222434,0,0,0,0,0.0,0,2,-1.0,0.5,0,Jack,0.0,0,0,0.0,False,0.0,0,,,40,0,0,0,222434.jpg,0.0,0,0,Simpson,7.5,False,,a,3,91,0.0,0,22116,9014,64736,32857,0.0,0.0,Simpson,0,1.7,0.425,0.85,0.0
67,2,0,26,,,0,75115,-1,1,-1,1,54.4,0,4,4.0,5.5,5,Callum,5.0,2,0,13.0,False,13.8,179,,,79,0,0,0,75115.jpg,5.0,0,0,Wilson,14.0,False,,a,3,91,61.0,10,52254,17481,308071,193427,0.6,1.2,Wilson,0,5.24,0.6632911392405063,1.8643083354478285,1.988888888888889
68,0,0,28,,,0,78007,0,0,0,0,15.9,0,4,3.0,4.5,6,Joshua,4.0,2,1,11.1,False,45.6,180,,,65,0,0,0,78007.jpg,4.0,0,0,King,16.5,False,,a,3,91,50.0,8,88536,45301,290317,156717,0.6,1.2,King,0,4.0,0.6153846153846154,1.5689290811054724,2.0
69,0,0,10,,,0,154566,0,0,0,0,10.5,0,4,0.0,1.5,1,Dominic,1.0,0,0,1.5,False,2.8,15,,,55,0,0,0,154566.jpg,1.0,0,0,Solanke,0.5,False,,a,3,91,2.0,2,5304,2302,11360,5227,0.2,0.4,Solanke,0,1.06,0.19272727272727275,0.4519855186738942,0.16666666666666666
71,0,0,0,0.0,0.0,0,217331,0,0,0,0,0.0,0,4,0.0,0.0,0,Sam,0.0,0,0,0.0,False,0.0,0,Joined Swansea City on loan until the end of the season on 6/8. - Expected back 01 Jul,2019-08-07T20:00:14.104634Z,45,0,0,0,217331.jpg,0.0,0,0,Surridge,0.6,False,,n,3,91,0.0,0,3218,1252,20755,6476,0.0,0.0,Surridge,0,1.0,0.2222222222222222,0.4714045207910317,0.0
72,0,0,0,,,0,40349,-1,1,-1,1,0.0,0,1,-1.0,0.5,0,Asmir,0.0,0,0,0.0,False,0.0,0,,,44,0,0,0,40349.jpg,0.0,0,0,Begovic,2.4,False,,a,3,91,0.0,0,6483,2015,47015,16258,0.0,0.0,Begovic,0,2.6,0.5909090909090908,1.23950136601927,0.0
73,0,0,0,,,0,18726,0,0,0,0,0.0,0,1,-1.0,0.5,0,Artur,0.0,0,0,0.0,False,0.0,0,,,45,0,0,0,18726.jpg,0.0,0,0,Boruc,0.4,False,,a,3,91,0.0,0,561,214,5019,1813,0.0,0.0,Boruc,0,3.8000000000000003,0.8444444444444446,1.7913371790059205,0.0
74,0,0,0,,,0,229600,-1,1,-1,1,0.0,0,1,-1.0,0.5,0,Mark,0.0,0,0,0.0,False,0.0,0,,,44,0,0,0,229600.jpg,0.0,0,0,Travers,0.2,False,,a,3,91,0.0,0,298,152,3768,1168,0.0,0.0,Travers,0,4.5,1.0227272727272727,2.145290825802583,0.0
75,0,0,6,,,0,90105,-1,1,-1,1,56.1,0,3,0.5,2.0,2,Ryan,1.5,2,0,10.8,False,12.4,180,,,74,0,0,0,90105.jpg,1.5,0,0,Fraser,11.6,False,,a,3,91,40.0,3,26974,4516,438257,279815,0.2,0.4,Fraser,1,2.22,0.3,0.8160882305241266,2.0
