id,assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,in_dreamteam,influence,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards,ppg_estimate,prior,value,valuePoints_metric,games_played
206,3,1,230,,,9,206325,0,0,0,0,278.6,0,2,,,0,Oleksandr,0.0,4,0,63.5,False,279.2,1151,,,55,0,0,0,206325.jpg,3.1,0,0,Zinchenko,9.9,False,,a,11,43,77.0,44,0,0,0,0,0.0,0.0,Zinchenko,1,3.1,"[  6.38532870e-04   6.43492682e-04   6.48474807e-04 ...,   1.13700288e-07
   1.11205343e-07   1.08762427e-07]",0.5636363636363636,1.3218444414047847,12.78888888888889
207,0,9,431,,,9,97299,0,0,0,0,115.5,0,2,,,0,John,0.0,15,0,54.1,False,376.6,1761,,,55,0,0,0,97299.jpg,3.5,0,0,Stones,3.5,False,,a,11,43,49.0,83,0,0,0,0,0.0,0.0,Stones,1,3.5,"[  4.49292980e-04   4.53235878e-04   4.57201948e-04 ...,   2.64824666e-07
   2.59272717e-07   2.53830817e-07]",0.6363636363636364,1.4924050144892729,19.566666666666666
208,0,5,335,,,9,57410,0,0,0,0,53.7,0,2,,,0,Nicolás,0.0,7,0,47.8,False,281.2,1233,,,55,0,0,0,57410.jpg,3.9,0,0,Otamendi,1.5,False,,a,11,43,143.0,70,0,0,0,0,0.0,0.0,Otamendi,1,3.9,"[  3.05759763e-04   3.08751642e-04   3.11765002e-04 ...,   5.96567554e-07
   5.84645094e-07   5.72946581e-07]",0.7090909090909091,1.6629655875737615,13.7
209,0,7,202,0.0,,4,100180,0,0,0,0,118.0,0,2,,,0,Danilo Luiz,0.0,7,1,38.2,False,165.2,805,Joined Juventus on a permanent deal on 7/8.,2019-08-07T20:30:14.457427Z,50,0,0,0,100180.jpg,4.2,0,0,da Silva,0.2,False,,u,11,43,99.0,46,0,0,0,0,0.0,0.0,Danilo,1,4.2,"[  2.23904202e-04   2.26264754e-04   2.28644476e-04 ...,   1.07208547e-06
   1.05144803e-06   1.03118208e-06]",0.8400000000000001,1.8782971010998235,8.944444444444445
210,11,26,740,,,17,37572,0,0,0,0,523.7,0,4,,,0,Sergio,0.0,15,21,315.4,False,946.6,2457,,,120,0,0,0,37572.jpg,6.1,0,0,Agüero,19.4,False,,a,11,43,1685.0,201,0,0,0,0,0.0,0.0,Agüero,4,6.1,"[  1.91010799e-05   1.93943614e-05   1.96916537e-05 ...,   2.69472802e-05
   2.65543845e-05   2.61665630e-05]",0.5083333333333333,1.7609183210283585,27.3
211,3,7,259,,,2,205651,0,0,0,0,300.5,0,4,,,0,Gabriel Fernando,0.0,11,7,156.3,False,395.2,1017,,,95,0,0,0,205651.jpg,2.7,0,0,de Jesus,2.3,False,,a,11,43,864.0,79,0,0,0,0,0.0,0.0,Jesus,1,2.7,"[  8.79399820e-04   8.85344781e-04   8.91307648e-04 ...,   4.73057773e-08
   4.62214941e-08   4.51609344e-08]",0.28421052631578947,0.8759956741061177,11.3
212,1,6,700,,,20,121160,0,0,0,0,33.0,0,1,,,0,Ederson,0.0,23,0,56.8,False,535.2,3420,,,60,0,0,0,121160.jpg,4.4,0,58,Santana de Moraes,18.1,False,,a,11,43,0.0,169,0,0,0,0,0.0,0.0,Ederson,2,4.4,"[  1.79871014e-04   1.81858244e-04   1.83862832e-04 ...,   1.56694443e-06
   1.53754963e-06   1.50866854e-06]",0.7333333333333334,1.7962924780409975,38.0
213,0,0,0,100.0,,0,33148,0,0,0,0,0.0,0,1,,,0,Claudio,0.0,0,0,0.0,False,0.0,0,,2019-06-25T11:30:07.160148Z,50,0,0,0,33148.jpg,0.0,0,0,Bravo,0.4,False,,a,11,43,0.0,0,0,0,0,0,0.0,0.0,Bravo,0,2.0,"[  3.98148091e-03   3.98143114e-03   3.98128184e-03 ...,   6.63409381e-11
   6.43842910e-11   6.24837907e-11]",0.4,0.8944271909999159,0.0
214,15,25,743,,,17,103955,0,0,0,0,937.4,0,3,,,0,Raheem,0.0,19,17,357.1,False,1060.0,2770,,,120,0,0,0,103955.jpg,6.9,0,0,Sterling,32.1,False,,a,11,43,1572.0,234,0,0,0,0,0.0,0.0,Sterling,3,6.9,"[  5.22118056e-06   5.31196082e-06   5.40418437e-06 ...,   8.07098832e-05
   7.96923452e-05   7.86856685e-05]",0.5750000000000001,1.9918584287042091,30.77777777777778
215,3,8,268,,,6,61366,0,0,0,0,562.3,0,3,,,0,Kevin,0.0,3,2,117.9,False,301.4,968,,,95,0,0,0,61366.jpg,3.1,0,0,De Bruyne,15.6,False,,a,11,43,317.0,59,0,0,0,0,0.0,0.0,De Bruyne,2,3.1,"[  6.38532870e-04   6.43492682e-04   6.48474807e-04 ...,   1.13700288e-07
   1.11205343e-07   1.08762427e-07]",0.3263157894736842,1.0057728110107278,10.755555555555556
216,12,13,520,0.0,,9,182156,0,0,0,0,645.0,0,3,,,0,Leroy,0.0,14,10,240.3,False,716.8,1857,Knee injury - Unknown return date,2019-08-04T23:30:16.051513Z,95,0,0,0,182156.jpg,5.0,0,0,Sané,1.2,False,,i,11,43,1039.0,156,0,0,0,0,0.0,0.0,Sané,1,5.0,"[  8.82060879e-05   8.93144674e-05   9.04345138e-05 ...,   4.62771619e-06
   4.54771989e-06   4.46899470e-06]",0.5263157894736842,1.6222142113076252,20.633333333333333
217,4,14,349,,,4,103025,0,0,0,0,450.8,0,3,,,0,Riyad,0.0,9,7,164.1,False,459.4,1331,,,85,0,1,0,103025.jpg,3.8,0,0,Mahrez,1.2,False,,a,11,43,731.0,102,0,0,0,0,0.0,0.0,Mahrez,0,3.8,"[  3.37729235e-04   3.40948689e-04   3.44190228e-04 ...,   4.88523351e-07
   4.78640490e-07   4.68945836e-07]",0.44705882352941173,1.303389247083067,14.78888888888889
218,8,17,649,,,15,165809,0,0,0,0,1026.3,0,3,,,0,Bernardo Mota,0.0,22,7,289.6,False,796.4,2849,,,80,0,0,0,165809.jpg,4.3,0,0,Veiga de Carvalho e Silva,27.6,False,,a,11,43,1069.0,154,0,0,0,0,0.0,0.0,Bernardo Silva,3,4.3,"[  2.00912281e-04   2.03081200e-04   2.05268401e-04 ...,   1.29758637e-06
   1.27292627e-06   1.24870361e-06]",0.5375,1.520279579551077,31.655555555555555
219,8,14,614,,,16,20664,0,0,0,0,1150.3,0,3,,,0,David,0.0,14,6,295.8,False,715.2,2399,,,75,0,0,0,20664.jpg,4.3,0,0,Silva,4.4,False,,a,11,43,1092.0,143,0,0,0,0,0.0,0.0,David Silva,2,4.3,"[  2.00912281e-04   2.03081200e-04   2.05268401e-04 ...,   1.29758637e-06
   1.27292627e-06   1.24870361e-06]",0.5733333333333334,1.570137998181476,26.655555555555555
220,0,3,93,,,2,209244,0,0,0,0,133.8,0,3,,,0,Phil,0.0,0,1,42.6,False,85.0,328,,,55,0,0,0,209244.jpg,1.9,0,0,Foden,0.8,False,,a,11,43,208.0,25,0,0,0,0,0.0,0.0,Foden,0,2.0,"[  1.53125424e-03   1.53852577e-03   1.54579318e-03 ...,   7.51751193e-09
   7.33052930e-09   7.14801877e-09]",0.36363636363636365,0.8528028654224418,3.6444444444444444
221,3,4,444,,,12,27789,0,0,0,0,396.8,0,3,,,0,Fernando,0.0,15,1,114.2,False,534.6,2375,,,55,0,0,0,27789.jpg,2.7,0,0,Luiz Rosa,1.3,False,,a,11,43,208.0,79,0,0,0,0,0.0,0.0,Fernandinho,5,2.7,"[  8.79399820e-04   8.85344781e-04   8.91307648e-04 ...,   4.73057773e-08
   4.62214941e-08   4.51609344e-08]",0.49090909090909096,1.1512838683202964,26.38888888888889
222,3,10,528,,,13,59859,0,0,0,0,819.7,0,3,,,0,Ilkay,0.0,15,6,181.6,False,548.8,2129,,,55,0,0,0,59859.jpg,3.6,0,0,Gündogan,3.2,False,,a,11,43,447.0,113,0,0,0,0,0.0,0.0,Gündogan,3,3.6,"[  4.09384967e-04   4.13080898e-04   4.16799776e-04 ...,   3.25479256e-07
   3.18735381e-07   3.12123434e-07]",0.6545454545454545,1.5350451577603952,23.655555555555555
440,0,0,0,,,0,145235,0,0,0,0,0.0,0,2,,,0,José Ángel,0.0,0,0,0.0,False,0.0,0,,,50,0,0,0,145235.jpg,0.0,0,0,Esmorís Tasende,0.3,False,,a,11,43,0.0,0,0,0,0,0,0.0,0.0,Angeliño,0,2.0,"[  3.98148091e-03   3.98143114e-03   3.98128184e-03 ...,   6.63409381e-11
   6.43842910e-11   6.24837907e-11]",0.4,0.8944271909999159,0.0
443,0,0,0,,,0,220566,0,0,0,0,0.0,0,3,,,0,Rodrigo,0.0,0,0,0.0,False,0.0,0,,,55,0,0,0,220566.jpg,0.0,0,0,Hernandez,1.3,False,,a,11,43,0.0,0,0,0,0,0,0.0,0.0,Rodrigo,0,2.0,"[  3.98148091e-03   3.98143114e-03   3.98128184e-03 ...,   6.63409381e-11
   6.43842910e-11   6.24837907e-11]",0.36363636363636365,0.8528028654224418,0.0
518,0,0,0,,,0,121145,0,0,0,0,0.0,0,2,,,0,João Pedro Cavaco,0.0,0,0,0.0,False,0.0,0,,,55,0,0,0,121145.jpg,0.0,0,0,Cancelo,0.8,False,,a,11,43,0.0,0,0,0,0,0,0.0,0.0,Cancelo,0,2.0,"[  3.98148091e-03   3.98143114e-03   3.98128184e-03 ...,   6.63409381e-11
   6.43842910e-11   6.24837907e-11]",0.36363636363636365,0.8528028654224418,0.0
122,3,18,672,,,12,214590,0,0,0,0,266.8,0,2,,,0,Aaron,0.0,47,0,127.1,False,863.4,3134,,,55,0,0,0,214590.jpg,3.4,1,0,Wan-Bissaka,35.6,False,,a,12,1,139.0,120,0,0,0,0,0.0,0.0,Wan-Bissaka,4,3.4,"[  4.92063126e-04   4.96257286e-04   5.00474683e-04 ...,   2.15024031e-07
   2.10463511e-07   2.05994567e-07]",0.6181818181818182,1.4497648712181508,34.82222222222222
160,1,10,533,,,6,95658,0,0,0,0,165.3,0,2,,,0,Harry,0.0,41,3,134.3,False,715.8,2596,,,55,0,0,0,95658.jpg,3.0,1,0,Maguire,17.3,False,,a,12,1,462.0,92,0,0,0,0,0.0,0.0,Maguire,6,3.0,"[  6.93710909e-04   6.98924564e-04   7.04159798e-04 ...,   9.15786435e-08
   8.95467285e-08   8.75577079e-08]",0.5454545454545454,1.2792042981336627,28.844444444444445
223,0,3,335,,,4,55909,0,0,0,0,31.0,0,2,,,0,Chris,0.0,36,1,66.0,False,453.4,2127,,,55,1,0,0,55909.jpg,2.3,0,0,Smalling,0.3,False,,a,12,1,176.0,56,0,0,0,0,0.0,0.0,Smalling,1,2.3,"[  1.17618482e-03   1.18295258e-03   1.18972954e-03 ...,   1.91140575e-08
   1.86572826e-08   1.82109682e-08]",0.41818181818181815,0.9807232952358079,23.633333333333333
224,3,4,450,,,4,18892,0,0,0,0,650.5,0,2,,,0,Ashley,0.0,44,2,133.0,False,554.4,2568,,,55,0,0,0,18892.jpg,2.4,1,0,Young,0.4,False,,a,12,1,124.0,73,0,0,0,0,0.0,0.0,Young,8,2.4,"[  1.09658275e-03   1.10316824e-03   1.10976553e-03 ...,   2.40370601e-08
   2.34685051e-08   2.29128253e-08]",0.43636363636363634,1.0233634385069301,28.533333333333335
225,1,9,527,,,6,184667,0,0,0,0,75.3,0,2,,,0,Victor,0.0,40,1,72.8,False,533.0,2600,,,55,1,0,0,184667.jpg,2.8,0,0,Lindelöf,1.3,False,,a,12,1,118.0,85,0,0,0,0,0.0,0.0,Lindelöf,1,2.8,"[  8.14076825e-04   8.19785107e-04   8.25512777e-04 ...,   5.90684842e-08
   5.77290215e-08   5.64185226e-08]",0.509090909090909,1.1939240115914185,28.88888888888889
226,5,11,489,,,6,106760,0,0,0,0,505.6,0,2,,,0,Luke,0.0,39,1,138.1,False,586.2,2591,,,55,0,0,0,106760.jpg,3.1,0,0,Shaw,2.1,False,,a,12,1,287.0,91,0,0,0,0,0.0,0.0,Shaw,11,3.1,"[  6.38532870e-04   6.43492682e-04   6.48474807e-04 ...,   1.13700288e-07
   1.11205343e-07   1.08762427e-07]",0.5636363636363636,1.3218444414047847,28.788888888888888
227,0,0,15,,,0,58893,0,0,0,0,3.1,0,2,,,0,Marcos,0.0,5,0,10.9,False,42.2,209,,,50,1,0,0,58893.jpg,0.4,0,0,Rojo,0.2,False,,a,12,1,63.0,2,0,0,0,0,0.0,0.0,Rojo,2,2.0,"[  3.36967992e-03   3.37300912e-03   3.37625720e-03 ...,   1.85855798e-10
   1.80554667e-10   1.75400354e-10]",0.4,0.8944271909999159,2.3222222222222224
228,0,0,109,0.0,,1,197365,0,0,0,0,3.4,0,2,,,0,Eric,0.0,13,0,16.5,False,125.0,636,Knee injury - Expected back 26 Dec,2019-07-26T12:00:09.210610Z,50,0,0,0,197365.jpg,1.3,1,0,Bailly,0.1,False,,i,12,1,35.0,16,0,0,0,0,0.0,0.0,Bailly,0,1.3,"[  2.17354902e-03   2.18059728e-03   2.18761372e-03 ...,   1.77182375e-09
   1.72516359e-09   1.67969022e-09]",0.26,0.5813776741499453,7.066666666666666
229,2,0,171,,,1,216051,0,0,0,0,259.0,0,2,,,0,José Diogo,0.0,18,0,53.7,False,184.4,1009,,,50,0,0,0,216051.jpg,1.7,0,0,Dalot Teixeira,0.2,False,,a,12,1,94.0,27,0,0,0,0,0.0,0.0,Dalot,3,1.7,"[  1.73084608e-03   1.73819610e-03   1.74553369e-03 ...,   4.67046392e-09
   4.55201917e-09   4.43646731e-09]",0.33999999999999997,0.7602631123499285,11.21111111111111
230,0,2,83,,,1,40002,0,0,0,0,34.9,0,2,,,0,Matteo,0.0,8,0,12.6,False,84.2,443,,,50,0,0,0,40002.jpg,2.3,0,0,Darmian,0.1,False,,a,12,1,7.0,14,0,0,0,0,0.0,0.0,Darmian,0,2.0,"[  1.17618482e-03   1.18295258e-03   1.18972954e-03 ...,   1.91140575e-08
   1.86572826e-08   1.82109682e-08]",0.4,0.8944271909999159,4.9222222222222225
231,1,3,273,,,3,76359,0,0,0,0,44.8,0,2,,,0,Phil,0.0,17,0,39.0,False,300.8,1261,,,50,0,0,0,76359.jpg,2.4,0,0,Jones,0.2,False,,a,12,1,42.0,43,0,0,0,0,0.0,0.0,Jones,1,2.4,"[  1.09658275e-03   1.10316824e-03   1.10976553e-03 ...,   2.40370601e-08
   2.34685051e-08   2.29128253e-08]",0.48,1.0733126291998991,14.011111111111111
232,1,14,361,0.0,,4,66749,0,0,0,0,330.2,0,4,,,0,Romelu,0.0,38,12,193.5,False,550.6,2126,Joined Inter Milan on a permanent deal on 8/8,2019-08-08T16:00:18.534831Z,85,0,0,0,66749.jpg,3.6,0,0,Lukaku,1.5,False,,u,12,1,1052.0,115,0,0,0,0,0.0,0.0,Lukaku,4,3.6,"[  4.09384967e-04   4.13080898e-04   4.16799776e-04 ...,   3.25479256e-07
   3.18735381e-07   3.12123434e-07]",0.4235294117647059,1.2347898130260637,23.622222222222224
233,7,14,425,,,6,176297,0,0,0,0,542.3,0,4,,,0,Marcus,0.0,35,10,224.6,False,650.0,2331,,,85,0,0,0,176297.jpg,3.9,1,0,Rashford,17.2,False,,a,12,1,1064.0,128,0,0,0,0,0.0,0.0,Rashford,3,3.9,"[  3.05759763e-04   3.08751642e-04   3.11765002e-04 ...,   5.96567554e-07
   5.84645094e-07   5.72946581e-07]",0.4588235294117647,1.3376889641115688,25.9
234,0,0,12,,,0,220688,0,0,0,0,43.3,0,4,,,0,Mason,0.0,2,0,15.7,False,24.0,115,,,45,0,0,0,220688.jpg,1.3,0,0,Greenwood,16.0,False,,a,12,1,90.0,4,0,0,0,0,0.0,0.0,Greenwood,0,2.0,"[  2.17354902e-03   2.18059728e-03   2.18761372e-03 ...,   1.77182375e-09
   1.72516359e-09   1.67969022e-09]",0.4444444444444444,0.9428090415820634,1.2777777777777777
235,0,7,636,,,7,51940,0,0,0,0,0.0,0,1,,,0,David,0.0,54,0,84.5,False,846.0,3420,,,55,0,0,0,51940.jpg,3.2,0,123,de Gea,11.3,False,,a,12,1,0.0,120,0,0,0,0,0.0,0.0,de Gea,1,3.2,"[  5.86589636e-04   5.91293783e-04   5.96020754e-04 ...,   1.40888425e-07
   1.37831341e-07   1.34837219e-07]",0.5818181818181819,1.3644845846759068,38.0
236,0,0,0,,,0,42899,0,0,0,0,0.0,0,1,,,0,Sergio,0.0,0,0,0.0,False,0.0,0,,,50,0,0,0,42899.jpg,0.0,0,0,Romero,0.2,False,,a,12,1,0.0,0,0,0,0,0,0.0,0.0,Romero,0,2.0,"[  3.98148091e-03   3.98143114e-03   3.98128184e-03 ...,   6.63409381e-11
   6.43842910e-11   6.24837907e-11]",0.4,0.8944271909999159,0.0
237,0,0,0,,,0,6744,0,0,0,0,0.0,0,1,,,0,Lee,0.0,0,0,0.0,False,0.0,0,,,50,0,0,0,6744.jpg,0.0,0,0,Grant,0.1,False,,a,12,1,0.0,0,0,0,0,0,0.0,0.0,Grant,0,2.0,"[  3.98148091e-03   3.98143114e-03   3.98128184e-03 ...,   6.63409381e-11
   6.43842910e-11   6.24837907e-11]",0.4,0.8944271909999159,0.0
238,10,19,648,75.0,,8,74208,0,0,0,0,822.3,0,3,,,0,Paul,0.0,43,13,316.9,False,1096.8,3007,Back injury - 75% chance of playing,2019-08-02T19:30:11.168405Z,85,0,3,0,74208.jpg,5.1,0,0,Pogba,5.7,False,,d,12,1,1246.0,179,0,0,0,0,0.0,0.0,Pogba,6,5.1,"[  7.76841363e-05   7.86799667e-05   7.96865704e-05 ...,   5.49747321e-06
   5.40379276e-06   5.31157590e-06]",0.6,1.74928556845359,33.41111111111111
239,4,13,389,,,5,148225,0,0,0,0,503.3,0,3,,,0,Anthony,0.0,25,10,178.9,False,532.8,1613,,,75,0,0,0,148225.jpg,4.5,0,0,Martial,5.2,False,,a,12,1,755.0,122,0,0,0,0,0.0,0.0,Martial,2,4.5,"[  1.60663914e-04   1.62479557e-04   1.64311611e-04 ...,   1.88787563e-06
   1.85292355e-06   1.81857311e-06]",0.6,1.6431676725154982,17.92222222222222
240,5,1,168,,,2,37265,0,0,0,0,297.2,0,3,,,0,Alexis,0.0,10,1,81.1,False,207.6,869,,,70,0,0,0,37265.jpg,2.4,0,0,Sánchez,1.9,False,,a,12,1,307.0,47,0,0,0,0,0.0,0.0,Sánchez,3,2.4,"[  1.09658275e-03   1.10316824e-03   1.10976553e-03 ...,   2.40370601e-08
   2.34685051e-08   2.29128253e-08]",0.34285714285714286,0.9071147352221454,9.655555555555555
241,3,5,270,,,3,109322,0,0,0,0,306.1,0,3,,,0,Jesse,0.0,26,4,101.1,False,310.0,1657,,,65,0,0,0,109322.jpg,2.9,0,0,Lingard,1.4,False,,a,12,1,395.0,78,0,0,0,0,0.0,0.0,Lingard,3,2.9,"[  7.52201835e-04   7.57665644e-04   7.63150062e-04 ...,   7.36185818e-08
   7.19671644e-08   7.03510328e-08]",0.4461538461538461,1.1374735838014673,18.41111111111111
242,4,7,274,,,5,43670,0,0,0,0,464.0,0,3,,,0,Juan,0.0,15,3,98.6,False,258.4,1284,,,65,0,0,0,43670.jpg,3.2,0,0,Mata,0.5,False,,a,12,1,262.0,70,0,0,0,0,0.0,0.0,Mata,3,3.2,"[  5.86589636e-04   5.91293783e-04   5.96020754e-04 ...,   1.40888425e-07
   1.37831341e-07   1.34837219e-07]",0.49230769230769234,1.2551432648843779,14.266666666666667
243,0,0,0,,,0,200617,0,0,0,0,0.0,0,3,,,0,Daniel,0.0,0,0,0.0,False,0.0,0,,,60,0,0,0,200617.jpg,0.0,0,0,James,2.6,False,,a,12,1,0.0,0,0,0,0,0,0.0,0.0,James,0,2.0,"[  3.98148091e-03   3.98143114e-03   3.98128184e-03 ...,   6.63409381e-11
   6.43842910e-11   6.24837907e-11]",0.3333333333333333,0.816496580927726,0.0
244,2,3,180,,,1,101582,0,0,0,0,203.2,0,3,,,0,Frederico,0.0,19,1,46.9,False,177.6,1039,,,55,0,0,0,101582.jpg,2.4,0,0,Rodrigues de Paula Santos,0.2,False,,a,12,1,87.0,40,0,0,0,0,0.0,0.0,Fred,2,2.4,"[  1.09658275e-03   1.10316824e-03   1.10976553e-03 ...,   2.40370601e-08
   2.34685051e-08   2.29128253e-08]",0.43636363636363634,1.0233634385069301,11.544444444444444
245,0,0,4,,,0,209041,0,0,0,0,2.3,0,3,,,0,Angel,0.0,1,0,2.6,False,5.2,25,,,50,0,0,0,209041.jpg,1.0,0,0,Gomes,0.1,False,,a,12,1,18.0,2,0,0,0,0,0.0,0.0,Gomes,0,2.0,"[  2.54256715e-03   2.54889966e-03   2.55518406e-03 ...,   8.44569979e-10
   8.21712106e-10   7.99452883e-10]",0.4,0.8944271909999159,0.2777777777777778
246,1,2,115,,,1,156689,0,0,0,0,139.5,0,3,,,0,Andreas,0.0,13,1,33.8,False,132.8,590,,,50,0,0,0,156689.jpg,1.8,0,0,Pereira,0.2,False,,a,12,1,67.0,27,0,0,0,0,0.0,0.0,Pereira,5,1.8,"[  1.62921755e-03   1.63654510e-03   1.64386450e-03 ...,   5.92984414e-09
   5.78090606e-09   5.63556793e-09]",0.36,0.8049844718999243,6.555555555555555
247,0,2,371,,,6,62398,0,0,0,0,247.9,0,3,,,0,Nemanja,0.0,37,1,90.9,False,477.6,2437,,,50,0,0,0,62398.jpg,2.1,1,0,Matic,0.6,False,,a,12,1,183.0,59,0,0,0,0,0.0,0.0,Matic,6,2.1,"[  1.34636385e-03   1.35343393e-03   1.36050712e-03 ...,   1.20258148e-08
   1.17325622e-08   1.14461745e-08]",0.42000000000000004,0.9391485505499118,27.07777777777778
248,0,4,152,,,1,195851,0,0,0,0,33.1,0,3,,,0,Scott,0.0,18,2,38.8,False,175.4,862,,,50,0,0,0,195851.jpg,2.4,0,0,McTominay,0.7,False,,a,12,1,180.0,38,0,0,0,0,0.0,0.0,McTominay,1,2.4,"[  1.09658275e-03   1.10316824e-03   1.10976553e-03 ...,   2.40370601e-08
   2.34685051e-08   2.29128253e-08]",0.48,1.0733126291998991,9.577777777777778
249,0,0,3,,,0,222677,0,0,0,0,2.1,0,3,,,0,Tahith,0.0,1,0,4.7,False,6.2,37,,,45,0,0,0,222677.jpg,1.0,0,0,Chong,0.3,False,,a,12,1,39.0,2,0,0,0,0,0.0,0.0,Chong,0,2.0,"[  2.54256715e-03   2.54889966e-03   2.55518406e-03 ...,   8.44569979e-10
   8.21712106e-10   7.99452883e-10]",0.4444444444444444,0.9428090415820634,0.4111111111111111
250,0,0,3,,,0,232928,0,0,0,0,0.0,0,3,,,0,James,0.0,0,0,0.0,False,0.0,1,,,45,0,0,0,232928.jpg,1.0,0,0,Garner,0.1,False,,a,12,1,0.0,1,0,0,0,0,0.0,0.0,Garner,0,2.0,"[  2.54256715e-03   2.54889966e-03   2.55518406e-03 ...,   8.44569979e-10
   8.21712106e-10   7.99452883e-10]",0.4444444444444444,0.9428090415820634,0.011111111111111112
481,0,0,0,,,0,180804,0,0,0,0,0.0,0,2,,,0,Axel,0.0,0,0,0.0,False,0.0,0,,,45,0,0,0,180804.jpg,0.0,0,0,Tuanzebe,0.1,False,,a,12,1,0.0,0,0,0,0,0,0.0,0.0,Tuanzebe,0,2.0,"[  3.98148091e-03   3.98143114e-03   3.98128184e-03 ...,   6.63409381e-11
   6.43842910e-11   6.24837907e-11]",0.4444444444444444,0.9428090415820634,0.0
251,8,7,504,75.0,,10,56983,0,0,0,0,973.8,0,2,,,0,Matt,0.0,40,2,213.6,False,712.4,2927,Hamstring injury - 75% chance of playing,2019-07-30T22:30:14.480370Z,55,0,1,0,56983.jpg,3.1,0,0,Ritchie,0.7,False,,d,13,4,448.0,110,0,0,0,0,0.0,0.0,Ritchie,9,3.1,"[  6.38532870e-04   6.43492682e-04   6.48474807e-04 ...,   1.13700288e-07
   1.11205343e-07   1.08762427e-07]",0.5636363636363636,1.3218444414047847,32.522222222222226
252,1,9,403,,,7,119471,0,0,0,0,148.6,0,2,,,0,Fabian,0.0,23,4,103.8,False,669.4,2000,,,50,0,0,0,119471.jpg,3.9,0,0,Schär,1.9,False,,a,13,4,220.0,93,0,0,0,0,0.0,0.0,Schär,12,3.9,"[  3.05759763e-04   3.08751642e-04   3.11765002e-04 ...,   5.96567554e-07
   5.84645094e-07   5.72946581e-07]",0.78,1.744133022449836,22.22222222222222
253,2,1,325,0.0,,5,151119,0,0,0,0,406.3,0,2,,,0,DeAndre,0.0,41,1,95.8,False,436.4,2472,Groin Injury - Unknown return date,2019-06-25T11:30:07.199276Z,45,1,0,0,151119.jpg,2.2,1,0,Yedlin,0.1,False,,i,13,4,113.0,63,0,0,0,0,0.0,0.0,Yedlin,6,2.2,"[  1.25943938e-03   1.26636955e-03   1.27330602e-03 ...,   1.51737163e-08
   1.48074027e-08   1.44495712e-08]",0.48888888888888893,1.0370899457402698,27.466666666666665
254,2,5,277,,,3,57145,0,0,0,0,63.7,0,2,,,0,Federico,0.0,24,0,48.5,False,350.0,1482,,,45,0,0,0,57145.jpg,2.5,0,0,Fernández,0.2,False,,a,13,4,70.0,47,0,0,0,0,0.0,0.0,Fernández,2,2.5,"[  1.02060793e-03   1.02699386e-03   1.03339392e-03 ...,   3.01759882e-08
   2.94695938e-08   2.87790161e-08]",0.5555555555555556,1.1785113019775793,16.466666666666665
255,0,3,365,,,7,106618,0,0,0,0,94.0,0,2,,,0,Paul,0.0,27,0,57.6,False,424.2,1986,,,45,0,0,0,106618.jpg,2.6,0,0,Dummett,0.3,False,,a,13,4,58.0,67,0,0,0,0,0.0,0.0,Dummett,1,2.6,"[  9.48227267e-04   9.54398889e-04   9.60586664e-04 ...,   3.78161774e-08
   3.69401666e-08   3.60835465e-08]",0.5777777777777778,1.2256517540566825,22.066666666666666
256,3,5,231,,,4,109528,0,0,0,0,127.3,0,2,,,0,Javier,0.0,16,0,38.8,False,231.0,1098,,,45,0,0,0,109528.jpg,2.9,0,0,Manquillo,0.2,False,,a,13,4,28.0,53,0,0,0,0,0.0,0.0,Manquillo,2,2.9,"[  7.52201835e-04   7.57665644e-04   7.63150062e-04 ...,   7.36185818e-08
   7.19671644e-08   7.03510328e-08]",0.6444444444444444,1.3670731102939917,12.2
257,0,0,209,0.0,,4,77359,0,0,0,0,82.5,0,2,,,0,Florian,0.0,13,0,35.3,False,211.6,1054,Knee injury - Unknown return date,2019-06-25T11:30:07.214396Z,45,0,0,0,77359.jpg,2.9,0,0,Lejeune,0.0,False,,i,13,4,59.0,35,0,0,0,0,0.0,0.0,Lejeune,0,2.9,"[  7.52201835e-04   7.57665644e-04   7.63150062e-04 ...,   7.36185818e-08
   7.19671644e-08   7.03510328e-08]",0.6444444444444444,1.3670731102939917,11.71111111111111
258,1,8,539,,,10,101148,0,0,0,0,46.8,0,2,,,0,Jamaal,0.0,36,0,79.6,False,632.4,2745,,,45,0,0,0,101148.jpg,3.0,0,0,Lascelles,8.6,False,,a,13,4,113.0,95,0,0,0,0,0.0,0.0,Lascelles,4,3.0,"[  6.93710909e-04   6.98924564e-04   7.04159798e-04 ...,   9.15786435e-08
   8.95467285e-08   8.75577079e-08]",0.6666666666666666,1.4142135623730951,30.5
