,name,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,team_name,gameweek,season,data_retrieved_datetime
174,Ryan Gravenberch,,,441266.0,0.0,0.0,0.0,0.0,0.0,3.0,2.1,2.6,3.0,Ryan,3.0,323.0,False,,,50.0,441266.jpg,3.0,Gravenberch,0.2,False,,a,12.0,14.0,3.0,6786.0,6786.0,1837.0,1837.0,0.6,0.6,Gravenberch,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.2,10.4,0.0,1.7,1.0,0.00,0.39,0.39,0.45,206.0,91.0,111.0,75.0,514.0,216.0,205.0,100.0,,,,,,,0.0,0.0,0.39,0.39,0.45,0.0,277.0,178.0,73.0,27.0,73.0,27.0,342.0,114.0,1.0,1.0,Liverpool,1.0,24-25,2024-08-21 23:11:51.786906
175,Ibrahima Konaté,,,204716.0,0.0,0.0,0.0,0.0,0.0,2.0,2.9,3.4,1.0,Ibrahima,1.0,326.0,False,,,50.0,204716.jpg,1.0,Konaté,1.8,False,,a,12.0,14.0,1.0,12337.0,12337.0,18404.0,18404.0,0.2,0.2,Konaté,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,14.2,0.3,0.0,1.5,0.0,0.00,0.00,0.00,0.15,114.0,47.0,252.0,86.0,483.0,184.0,220.0,75.0,,,,,,,0.0,0.0,0.0,0.0,0.3,0.0,231.0,26.0,227.0,83.0,227.0,83.0,145.0,54.0,0.0,0.0,Liverpool,1.0,24-25,2024-08-21 23:11:51.786906
176,Luis Díaz,,,244731.0,0.0,0.0,0.0,0.0,0.0,3.0,3.1,3.6,3.0,Luis,3.0,327.0,False,,,75.0,244731.jpg,3.0,Díaz,8.2,False,,a,12.0,14.0,3.0,21253.0,21253.0,58286.0,58286.0,0.4,0.4,Luis Díaz,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,9.6,37.1,31.0,7.8,1.0,0.46,0.38,0.84,0.45,164.0,69.0,18.0,16.0,21.0,13.0,24.0,18.0,,,,,,,0.46,0.0,0.38,0.84,0.45,0.0,20.0,13.0,86.0,40.0,86.0,40.0,50.0,18.0,1.0,1.0,Liverpool,1.0,24-25,2024-08-21 23:11:51.786906
177,Mohamed Salah,,,118748.0,0.0,0.0,0.0,0.0,1.0,3.0,4.5,5.0,14.0,Mohamed,14.0,328.0,True,,,125.0,118748.jpg,14.0,Salah,35.7,False,,a,12.0,14.0,14.0,170648.0,170648.0,29055.0,29055.0,1.1,1.1,M.Salah,90.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,38.0,58.0,24.4,70.0,15.2,1.0,0.70,0.15,0.85,0.45,3.0,2.0,36.0,31.0,3.0,3.0,2.0,2.0,,,4.0,,2.0,,0.7,0.0,0.15,0.85,0.45,0.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,Liverpool,1.0,24-25,2024-08-21 23:11:51.786906
178,Alexis Mac Allister,,,243016.0,0.0,0.0,0.0,0.0,0.0,3.0,2.8,3.3,3.0,Alexis,3.0,329.0,False,,,65.0,243016.jpg,3.0,Mac Allister,2.6,False,,a,12.0,14.0,3.0,12297.0,12297.0,23049.0,23049.0,0.5,0.5,Mac Allister,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.6,9.3,7.0,1.9,1.0,0.10,0.06,0.16,0.45,247.0,118.0,114.0,78.0,105.0,66.0,192.0,98.0,5.0,,,,,,0.1,0.0,0.06,0.16,0.45,0.0,55.0,35.0,81.0,35.0,81.0,35.0,111.0,37.0,1.0,1.0,Liverpool,1.0,24-25,2024-08-21 23:11:51.786906
179,Jarell Quansah,,,441428.0,-1.0,1.0,-1.0,1.0,0.0,2.0,2.2,2.7,1.0,Jarell,1.0,333.0,False,,,44.0,441428.jpg,1.0,Quansah,4.8,False,,a,12.0,14.0,1.0,9851.0,9851.0,139665.0,139665.0,0.2,0.2,Quansah,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,15.8,0.5,0.0,1.6,1.0,0.00,0.00,0.00,0.31,97.0,37.0,234.0,74.0,270.0,102.0,210.0,70.0,,,,,,,0.0,0.0,0.0,0.0,0.62,0.0,539.0,150.0,184.0,58.0,184.0,58.0,74.0,29.0,2.0,0.0,Liverpool,1.0,24-25,2024-08-21 23:11:51.786906
180,Andrew Robertson,,,122798.0,0.0,0.0,0.0,0.0,0.0,2.0,3.7,4.2,6.0,Andrew,6.0,335.0,False,,,60.0,122798.jpg,6.0,Robertson,4.8,False,,a,12.0,14.0,6.0,26124.0,26124.0,15073.0,15073.0,1.0,1.0,Robertson,78.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,12.0,17.1,4.0,3.3,1.0,0.00,0.13,0.13,0.41,137.0,60.0,53.0,6.0,152.0,40.0,107.0,22.0,2.0,,,,,,0.0,0.0,0.15,0.15,0.47,0.0,73.0,5.0,46.0,18.0,46.0,18.0,73.0,28.0,1.15,1.15,Liverpool,1.0,24-25,2024-08-21 23:11:51.786906
181,Dominik Szoboszlai,,,424876.0,0.0,0.0,0.0,0.0,0.0,3.0,2.8,3.3,7.0,Dominik,7.0,336.0,False,,,65.0,424876.jpg,7.0,Szoboszlai,2.5,False,,a,12.0,14.0,7.0,41361.0,41361.0,12420.0,12420.0,1.1,1.1,Szoboszlai,90.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,10.4,41.2,15.0,6.7,1.0,0.15,0.24,0.39,0.45,153.0,62.0,14.0,12.0,65.0,40.0,34.0,27.0,4.0,,2.0,,,,0.15,0.0,0.24,0.39,0.45,0.0,60.0,40.0,32.0,13.0,32.0,13.0,114.0,38.0,1.0,1.0,Liverpool,1.0,24-25,2024-08-21 23:11:51.786906
182,Konstantinos Tsimikas,,,214285.0,0.0,0.0,0.0,0.0,0.0,2.0,2.9,3.4,1.0,Konstantinos,1.0,337.0,False,,,50.0,214285.jpg,1.0,Tsimikas,0.4,False,,a,12.0,14.0,1.0,609.0,609.0,7267.0,7267.0,0.2,0.2,Tsimikas,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.4,1.2,0.0,0.3,0.0,0.00,0.01,0.01,0.04,267.0,95.0,210.0,62.0,488.0,186.0,276.0,94.0,3.0,,,,,,0.0,0.0,0.08,0.08,0.33,0.0,238.0,29.0,229.0,85.0,229.0,85.0,278.0,105.0,0.0,0.0,Liverpool,1.0,24-25,2024-08-21 23:11:51.786906
183,Virgil van Dijk,,,97032.0,0.0,0.0,0.0,0.0,0.0,2.0,3.7,4.2,6.0,Virgil,6.0,339.0,False,,,60.0,97032.jpg,6.0,van Dijk,12.7,False,,a,12.0,14.0,6.0,40937.0,40937.0,28609.0,28609.0,1.0,1.0,Virgil,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,8.8,1.5,4.0,1.4,1.0,0.00,0.01,0.01,0.45,175.0,72.0,192.0,51.0,151.0,39.0,229.0,79.0,,,3.0,,,,0.0,0.0,0.01,0.01,0.45,0.0,72.0,4.0,45.0,17.0,45.0,17.0,34.0,9.0,1.0,1.0,Liverpool,1.0,24-25,2024-08-21 23:11:51.786906
184,Manuel Akanji,,,211975.0,0.0,0.0,0.0,0.0,0.0,2.0,4.3,3.8,6.0,Manuel,6.0,340.0,False,,,55.0,211975.jpg,6.0,Akanji,5.2,False,,a,13.0,43.0,6.0,58543.0,58543.0,13730.0,13730.0,1.1,1.1,Akanji,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,16.2,1.6,0.0,1.8,1.0,0.00,0.01,0.01,1.01,94.0,34.0,186.0,49.0,568.0,200.0,200.0,64.0,,,,,,,0.0,0.0,0.01,0.01,1.01,0.0,138.0,16.0,43.0,16.0,43.0,16.0,70.0,25.0,1.0,1.0,Manchester City,1.0,24-25,2024-08-21 23:11:51.786906
185,Bernardo Veiga de Carvalho e Silva,,,165809.0,0.0,0.0,0.0,0.0,0.0,3.0,3.8,3.3,6.0,Bernardo,6.0,342.0,False,,,65.0,165809.jpg,6.0,Veiga de Carvalho e Silva,6.2,False,,a,13.0,43.0,6.0,152904.0,152904.0,22082.0,22082.0,0.9,0.9,Bernardo,90.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,32.0,38.1,30.0,10.0,1.0,0.13,0.20,0.33,1.01,29.0,14.0,16.0,14.0,22.0,14.0,9.0,5.0,4.0,,,,,,0.13,0.0,0.2,0.33,1.01,0.0,44.0,25.0,51.0,17.0,51.0,17.0,65.0,22.0,1.0,1.0,Manchester City,1.0,24-25,2024-08-21 23:11:51.786906
186,Kevin De Bruyne,,,61366.0,0.0,0.0,0.0,0.0,0.0,3.0,4.7,4.2,3.0,Kevin,3.0,345.0,False,,,95.0,61366.jpg,3.0,De Bruyne,8.3,False,,a,13.0,43.0,3.0,51749.0,51749.0,32781.0,32781.0,0.3,0.3,De Bruyne,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,5.0,15.3,4.0,2.4,1.0,0.07,0.32,0.39,1.01,219.0,98.0,68.0,54.0,158.0,91.0,157.0,86.0,1.0,,1.0,,4.0,,0.07,0.0,0.32,0.39,1.01,0.0,6.0,5.0,89.0,43.0,89.0,43.0,49.0,17.0,1.0,1.0,Manchester City,1.0,24-25,2024-08-21 23:11:51.786906
187,Jérémy Doku,,,248875.0,0.0,0.0,0.0,0.0,0.0,3.0,3.8,3.3,3.0,Jérémy,3.0,346.0,False,,,65.0,248875.jpg,3.0,Doku,4.3,False,,a,13.0,43.0,3.0,85884.0,85884.0,19771.0,19771.0,0.5,0.5,Doku,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,12.8,23.3,29.0,6.5,1.0,0.13,0.09,0.22,1.01,126.0,43.0,41.0,34.0,24.0,16.0,38.0,31.0,,,,,,,0.13,0.0,0.09,0.22,1.01,0.0,59.0,39.0,82.0,36.0,82.0,36.0,83.0,27.0,1.0,1.0,Manchester City,1.0,24-25,2024-08-21 23:11:51.786906
188,Ederson Santana de Moraes,,,121160.0,0.0,0.0,0.0,0.0,0.0,1.0,5.5,5.0,8.0,Ederson,8.0,347.0,False,,,55.0,121160.jpg,8.0,Santana de Moraes,7.8,False,,a,13.0,43.0,8.0,58168.0,58168.0,17911.0,17911.0,1.5,1.5,Ederson M.,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,30.0,19.6,0.0,0.0,2.0,1.0,0.00,0.00,0.00,1.01,71.0,15.0,573.0,65.0,557.0,65.0,182.0,15.0,,,,,,,0.0,3.0,0.0,0.0,1.01,0.0,113.0,3.0,16.0,2.0,16.0,2.0,52.0,11.0,1.0,1.0,Manchester City,1.0,24-25,2024-08-21 23:11:51.786906
189,Phil Foden,,,209244.0,0.0,0.0,0.0,0.0,0.0,3.0,4.7,4.2,1.0,Phil,1.0,348.0,False,,,95.0,209244.jpg,1.0,Foden,17.3,False,,a,13.0,43.0,1.0,42711.0,42711.0,112121.0,112121.0,0.1,0.1,Foden,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,3.7,0.0,1.3,0.0,0.00,0.01,0.01,0.72,173.0,72.0,144.0,99.0,620.0,279.0,232.0,112.0,3.0,,,,,,0.0,0.0,0.02,0.02,1.44,0.0,7.0,6.0,289.0,145.0,289.0,145.0,23.0,9.0,0.0,0.0,Manchester City,1.0,24-25,2024-08-21 23:11:51.786906
190,Joško Gvardiol,,,477424.0,0.0,0.0,0.0,0.0,0.0,2.0,4.7,4.2,7.0,Joško,7.0,350.0,False,,,60.0,477424.jpg,7.0,Gvardiol,33.1,False,,a,13.0,43.0,7.0,134459.0,134459.0,42272.0,42272.0,1.2,1.2,Gvardiol,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,23.2,3.3,5.0,3.2,1.0,0.03,0.02,0.05,1.01,56.0,13.0,148.0,35.0,132.0,33.0,112.0,25.0,,,,,,,0.03,0.0,0.02,0.05,1.01,0.0,93.0,9.0,31.0,8.0,31.0,8.0,9.0,3.0,1.0,1.0,Manchester City,1.0,24-25,2024-08-21 23:11:51.786906
191,Erling Haaland,,,223094.0,0.0,0.0,0.0,0.0,0.0,4.0,5.5,5.0,7.0,Erling,7.0,351.0,False,,,150.0,223094.jpg,7.0,Haaland,52.9,False,,a,13.0,43.0,7.0,145867.0,145867.0,28460.0,28460.0,0.5,0.5,Haaland,90.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,31.0,36.4,0.6,38.0,7.5,1.0,0.28,0.00,0.28,1.01,22.0,5.0,233.0,24.0,13.0,5.0,26.0,6.0,,,3.0,,1.0,,0.28,0.0,0.0,0.28,1.01,0.0,1.0,1.0,33.0,7.0,33.0,7.0,2.0,2.0,1.0,1.0,Manchester City,1.0,24-25,2024-08-21 23:11:51.786906
192,Mateo Kovačić,,,91651.0,0.0,0.0,0.0,0.0,1.0,3.0,3.5,3.0,11.0,Mateo,11.0,354.0,True,,,55.0,91651.jpg,11.0,Kovačić,1.6,False,,a,13.0,43.0,11.0,86411.0,86411.0,6227.0,6227.0,2.0,2.0,Kovačić,90.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,36.0,55.6,4.9,9.0,7.0,1.0,0.13,0.02,0.15,1.01,4.0,3.0,132.0,90.0,83.0,54.0,32.0,25.0,,,,,,,0.13,0.0,0.02,0.15,1.01,0.0,104.0,63.0,5.0,3.0,5.0,3.0,155.0,52.0,1.0,1.0,Manchester City,1.0,24-25,2024-08-21 23:11:51.786906
193,Rico Lewis,,,477064.0,0.0,0.0,0.0,0.0,0.0,2.0,3.4,2.9,6.0,Rico,6.0,355.0,False,,,45.0,477064.jpg,6.0,Lewis,1.4,False,,a,13.0,43.0,6.0,74886.0,74886.0,6599.0,6599.0,1.3,1.3,Lewis,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,15.0,3.3,8.0,2.6,1.0,0.00,0.01,0.01,1.01,102.0,41.0,146.0,33.0,89.0,14.0,141.0,36.0,,,,,,,0.0,0.0,0.01,0.01,1.01,0.0,474.0,137.0,38.0,13.0,38.0,13.0,166.0,61.0,1.0,1.0,Manchester City,1.0,24-25,2024-08-21 23:11:51.786906
194,Rúben Gato Alves Dias,,,171314.0,0.0,0.0,0.0,0.0,0.0,2.0,4.3,3.8,6.0,Rúben,6.0,361.0,False,,,55.0,171314.jpg,6.0,Gato Alves Dias,4.3,False,,a,13.0,43.0,6.0,48214.0,48214.0,12872.0,12872.0,1.1,1.1,Rúben,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,14.2,0.5,0.0,1.5,1.0,0.00,0.00,0.00,1.01,116.0,48.0,239.0,77.0,562.0,199.0,223.0,76.0,,,,,,,0.0,0.0,0.0,0.0,1.01,0.0,125.0,15.0,42.0,15.0,42.0,15.0,82.0,32.0,1.0,1.0,Manchester City,1.0,24-25,2024-08-21 23:11:51.786906
195,Sávio 'Savinho' Moreira de Oliveira,75.0,,510281.0,0.0,0.0,0.0,0.0,0.0,3.0,2.9,3.3,1.0,Sávio 'Savinho',1.0,571.0,False,Knock - 75% chance of playing,2024-08-18T22:30:06.139926Z,65.0,510281.jpg,1.0,Moreira de Oliveira,0.5,False,,d,13.0,43.0,1.0,8139.0,8139.0,8733.0,8733.0,0.2,0.2,Sávio,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,11.6,36.4,4.0,5.2,1.0,0.00,0.16,0.16,0.30,143.0,53.0,20.0,18.0,155.0,90.0,57.0,43.0,,,,,,,0.0,0.0,0.32,0.32,0.6,0.0,67.0,46.0,284.0,143.0,284.0,143.0,255.0,85.0,2.0,0.0,Manchester City,1.0,24-25,2024-08-21 23:11:51.786906
196,Amad Diallo,,,493250.0,0.0,0.0,0.0,0.0,0.0,3.0,1.6,1.6,3.0,Amad,3.0,364.0,False,,,50.0,493250.jpg,3.0,Diallo,3.5,False,,a,14.0,1.0,3.0,18692.0,18692.0,19481.0,19481.0,0.6,0.6,Amad,60.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.4,19.1,6.0,3.3,1.0,0.00,0.13,0.13,0.21,190.0,80.0,50.0,40.0,120.0,69.0,105.0,65.0,2.0,,,,,,0.0,0.0,0.2,0.2,0.32,0.0,305.0,195.0,74.0,28.0,74.0,28.0,96.0,30.0,1.5,1.5,Manchester Utd,1.0,24-25,2024-08-21 23:11:51.786906
197,Bruno Borges Fernandes,,,141746.0,0.0,0.0,0.0,0.0,0.0,3.0,2.9,2.9,3.0,Bruno,3.0,366.0,False,,,85.0,141746.jpg,3.0,Borges Fernandes,19.1,False,,a,14.0,1.0,3.0,33395.0,33395.0,84181.0,84181.0,0.4,0.4,B.Fernandes,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,15.0,8.3,49.0,7.2,1.0,1.19,0.03,1.22,0.44,104.0,34.0,117.0,79.0,8.0,6.0,29.0,22.0,1.0,,1.0,,1.0,,1.19,0.0,0.03,1.22,0.44,0.0,9.0,7.0,87.0,41.0,87.0,41.0,17.0,6.0,1.0,1.0,Manchester Utd,1.0,24-25,2024-08-21 23:11:51.786906
198,Carlos Henrique Casimiro,,,61256.0,0.0,0.0,0.0,0.0,0.0,3.0,1.6,1.6,3.0,Carlos Henrique,3.0,368.0,False,,,50.0,61256.jpg,3.0,Casimiro,0.7,False,,a,14.0,1.0,3.0,12304.0,12304.0,5122.0,5122.0,0.6,0.6,Casemiro,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,26.8,39.9,13.0,8.0,1.0,0.16,0.50,0.66,0.44,41.0,18.0,15.0,13.0,71.0,45.0,19.0,13.0,,,,,,,0.16,0.0,0.5,0.66,0.44,0.0,178.0,111.0,67.0,23.0,67.0,23.0,217.0,74.0,1.0,1.0,Manchester Utd,1.0,24-25,2024-08-21 23:11:51.786906
199,Diogo Dalot Teixeira,,,216051.0,0.0,0.0,0.0,0.0,0.0,2.0,2.4,2.4,7.0,Diogo,7.0,369.0,False,,,50.0,216051.jpg,7.0,Dalot Teixeira,8.9,False,,a,14.0,1.0,7.0,68149.0,68149.0,26624.0,26624.0,1.4,1.4,Dalot,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26.0,13.4,4.8,0.0,1.8,1.0,0.00,0.02,0.02,0.44,125.0,54.0,135.0,29.0,489.0,187.0,198.0,63.0,,,,,,,0.0,0.0,0.02,0.02,0.44,0.0,242.0,30.0,28.0,7.0,28.0,7.0,45.0,16.0,1.0,1.0,Manchester Utd,1.0,24-25,2024-08-21 23:11:51.786906
200,Jonny Evans,,,37642.0,0.0,0.0,0.0,0.0,0.0,2.0,1.9,1.9,1.0,Jonny,1.0,371.0,False,,,45.0,37642.jpg,1.0,Evans,0.1,False,,a,14.0,1.0,1.0,332.0,332.0,1144.0,1144.0,0.2,0.2,Evans,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.4,0.0,0.0,0.1,0.0,0.00,0.00,0.00,0.06,266.0,94.0,342.0,134.0,272.0,104.0,285.0,96.0,,,,,,,0.0,0.0,0.0,0.0,0.6,0.0,327.0,45.0,185.0,59.0,185.0,59.0,415.0,156.0,0.0,0.0,Manchester Utd,1.0,24-25,2024-08-21 23:11:51.786906
201,Alejandro Garnacho,,,493105.0,0.0,0.0,0.0,0.0,0.0,3.0,2.3,2.3,4.0,Alejandro,4.0,372.0,False,,,65.0,493105.jpg,4.0,Garnacho,17.6,False,,a,14.0,1.0,4.0,65149.0,65149.0,79030.0,79030.0,0.6,0.6,Garnacho,29.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,21.2,25.0,9.0,5.5,0.0,0.68,0.09,0.77,0.23,63.0,24.0,34.0,30.0,86.0,57.0,54.0,40.0,,,,,,,2.11,0.0,0.28,2.39,0.71,0.0,66.0,45.0,64.0,22.0,64.0,22.0,21.0,8.0,0.0,0.0,Manchester Utd,1.0,24-25,2024-08-21 23:11:51.786906
202,Harry Maguire,100.0,100.0,95658.0,0.0,0.0,0.0,0.0,0.0,2.0,2.4,2.4,5.0,Harry,5.0,377.0,False,,2024-08-12T14:30:04.680129Z,50.0,95658.jpg,5.0,Maguire,0.7,False,,a,14.0,1.0,5.0,8280.0,8280.0,2795.0,2795.0,1.0,1.0,Maguire,80.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.0,19.6,1.6,0.0,2.1,1.0,0.00,0.01,0.01,0.38,70.0,22.0,184.0,48.0,453.0,179.0,177.0,53.0,,,,,,,0.0,0.0,0.01,0.01,0.43,0.0,187.0,20.0,55.0,24.0,55.0,24.0,213.0,76.0,1.12,1.12,Manchester Utd,1.0,24-25,2024-08-21 23:11:51.786906
203,Kobbie Mainoo,,,516895.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,3.0,Kobbie,3.0,378.0,False,,,55.0,516895.jpg,3.0,Mainoo,6.3,False,,a,14.0,1.0,3.0,28422.0,28422.0,36732.0,36732.0,0.5,0.5,Mainoo,83.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,12.0,3.7,1.0,1.7,1.0,0.03,0.01,0.04,0.38,136.0,48.0,143.0,98.0,195.0,110.0,206.0,101.0,,,,,,,0.03,0.0,0.01,0.04,0.41,0.0,169.0,104.0,78.0,32.0,78.0,32.0,63.0,20.0,1.08,1.08,Manchester Utd,1.0,24-25,2024-08-21 23:11:51.786906
204,Lisandro Martínez,,,221820.0,0.0,0.0,0.0,0.0,0.0,2.0,1.9,1.9,7.0,Lisandro,7.0,380.0,False,,,45.0,221820.jpg,7.0,Martínez,5.9,False,,a,14.0,1.0,7.0,60307.0,60307.0,13305.0,13305.0,1.6,1.6,Martinez,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26.0,19.4,11.9,0.0,3.1,1.0,0.00,0.02,0.02,0.44,72.0,23.0,100.0,19.0,337.0,144.0,114.0,26.0,,,,,,,0.0,0.0,0.02,0.02,0.44,0.0,412.0,104.0,25.0,5.0,25.0,5.0,67.0,23.0,1.0,1.0,Manchester Utd,1.0,24-25,2024-08-21 23:11:51.786906
205,Scott McTominay,,,195851.0,0.0,0.0,0.0,0.0,0.0,3.0,1.6,1.6,1.0,Scott,1.0,381.0,False,,,50.0,195851.jpg,1.0,McTominay,1.0,False,,a,14.0,1.0,1.0,1998.0,1998.0,9408.0,9408.0,0.2,0.2,McTominay,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.6,0.1,0.0,0.1,0.0,0.00,0.00,0.00,0.06,271.0,133.0,266.0,144.0,476.0,192.0,287.0,141.0,,,,,,,0.0,0.0,0.0,0.0,0.9,0.0,220.0,140.0,225.0,102.0,225.0,102.0,183.0,60.0,0.0,0.0,Manchester Utd,1.0,24-25,2024-08-21 23:11:51.786906
206,Mason Mount,,,184341.0,0.0,0.0,0.0,0.0,0.0,3.0,2.3,2.3,2.0,Mason,2.0,382.0,False,,,65.0,184341.jpg,2.0,Mount,0.3,False,,a,14.0,1.0,2.0,1288.0,1288.0,2359.0,2359.0,0.3,0.3,Mount,60.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,10.2,22.8,25.0,5.8,1.0,0.30,0.03,0.33,0.21,155.0,64.0,42.0,35.0,32.0,22.0,49.0,37.0,,,,,,,0.45,0.0,0.04,0.49,0.32,0.0,45.0,26.0,163.0,81.0,163.0,81.0,316.0,104.0,1.5,1.5,Manchester Utd,1.0,24-25,2024-08-21 23:11:51.786906
207,André Onana,,,202641.0,0.0,0.0,0.0,0.0,0.0,1.0,3.1,3.1,6.0,André,6.0,383.0,False,,,50.0,202641.jpg,6.0,Onana,6.4,False,,a,14.0,1.0,6.0,27477.0,27477.0,20022.0,20022.0,1.2,1.2,Onana,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,25.0,16.8,0.0,0.0,1.7,1.0,0.00,0.00,0.00,0.44,91.0,18.0,518.0,62.0,481.0,62.0,204.0,18.0,,,,,,,0.0,2.0,0.0,0.0,0.44,0.0,226.0,10.0,39.0,6.0,39.0,6.0,62.0,12.0,1.0,1.0,Manchester Utd,1.0,24-25,2024-08-21 23:11:51.786906
208,Marcus Rashford,,,176297.0,0.0,0.0,0.0,0.0,0.0,3.0,2.5,2.5,3.0,Marcus,3.0,385.0,False,,,70.0,176297.jpg,3.0,Rashford,4.5,False,,a,14.0,1.0,3.0,13472.0,13472.0,32692.0,32692.0,0.4,0.4,Rashford,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.6,14.8,8.0,2.7,1.0,0.00,0.11,0.11,0.44,222.0,100.0,75.0,57.0,98.0,62.0,137.0,81.0,,,2.0,,3.0,,0.0,0.0,0.11,0.11,0.44,0.0,29.0,16.0,83.0,37.0,83.0,37.0,80.0,26.0,1.0,1.0,Manchester Utd,1.0,24-25,2024-08-21 23:11:51.786906
