,name,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,team_name,gameweek,season,data_retrieved_datetime
66,João Pedro Junqueira de Jesus,,,475168.0,0.0,0.0,0.0,0.0,0.0,4.0,1.7,1.7,2.0,João Pedro,2.0,129.0,False,,,55.0,475168.jpg,2.0,Junqueira de Jesus,17.7,False,,a,5.0,36.0,2.0,49086.0,49086.0,96952.0,96952.0,0.4,0.4,João Pedro,81.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,10.8,7.0,2.3,1.0,0.03,0.02,0.05,0.45,218.0,16.0,106.0,10.0,104.0,20.0,162.0,18.0,,,,,1.0,,0.03,0.0,0.02,0.05,0.5,0.0,161.0,42.0,158.0,14.0,158.0,14.0,20.0,5.0,1.11,1.11,Brighton,1.0,24-25,2024-08-21 23:11:51.786906
67,James Milner,,,15157.0,0.0,0.0,0.0,0.0,0.0,3.0,1.6,1.6,2.0,James,2.0,134.0,False,,,50.0,15157.jpg,2.0,Milner,0.1,False,,a,5.0,36.0,2.0,748.0,748.0,596.0,596.0,0.4,0.4,Milner,81.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,22.4,43.8,4.0,7.0,1.0,0.00,0.11,0.11,0.45,58.0,22.0,6.0,5.0,137.0,76.0,30.0,23.0,1.0,,,,,,0.0,0.0,0.12,0.12,0.5,0.0,175.0,109.0,120.0,49.0,120.0,49.0,466.0,170.0,1.11,1.11,Brighton,1.0,24-25,2024-08-21 23:11:51.786906
68,Yankuba Minteh,75.0,,592031.0,0.0,0.0,0.0,0.0,0.0,3.0,1.5,2.0,4.0,Yankuba,4.0,135.0,False,Head injury - 75% chance of playing,2024-08-17T20:00:05.767439Z,55.0,592031.jpg,4.0,Minteh,1.3,False,,d,5.0,36.0,4.0,7662.0,7662.0,8084.0,8084.0,0.7,0.7,Minteh,45.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,25.0,31.4,8.0,6.4,1.0,0.00,0.65,0.65,0.25,49.0,19.0,23.0,21.0,94.0,60.0,39.0,32.0,,,,,,,0.0,0.0,1.3,1.3,0.5,0.0,174.0,108.0,63.0,21.0,63.0,21.0,169.0,56.0,2.0,0.0,Brighton,1.0,24-25,2024-08-21 23:11:51.786906
69,Mitoma Kaoru,,,451340.0,0.0,0.0,0.0,0.0,0.0,3.0,2.3,2.3,8.0,Mitoma,8.0,136.0,False,,,65.0,451340.jpg,8.0,Kaoru,3.8,False,,a,5.0,36.0,8.0,114385.0,114385.0,15526.0,15526.0,1.2,1.2,Mitoma,88.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,48.2,4.1,80.0,13.2,1.0,0.97,0.04,1.01,0.45,10.0,6.0,138.0,94.0,1.0,1.0,3.0,3.0,,,,,,,0.99,0.0,0.04,1.03,0.46,0.0,63.0,42.0,20.0,9.0,20.0,9.0,90.0,29.0,1.02,1.02,Brighton,1.0,24-25,2024-08-21 23:11:51.786906
70,Jeremy Sarmiento Morante,,,441192.0,0.0,0.0,0.0,0.0,0.0,3.0,1.6,1.6,1.0,Jeremy,1.0,141.0,False,,,50.0,441192.jpg,1.0,Sarmiento Morante,0.0,False,,a,5.0,36.0,1.0,92.0,92.0,263.0,263.0,0.2,0.2,Sarmiento,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.2,0.8,0.0,0.1,0.0,0.00,0.00,0.00,0.00,276.0,137.0,228.0,136.0,512.0,214.0,288.0,142.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,275.0,176.0,242.0,114.0,242.0,114.0,555.0,239.0,0.0,0.0,Brighton,1.0,24-25,2024-08-21 23:11:51.786906
71,Jason Steele,,,49262.0,0.0,0.0,0.0,0.0,0.0,1.0,2.2,2.2,7.0,Jason,7.0,142.0,False,,,45.0,49262.jpg,7.0,Steele,1.2,False,,a,5.0,36.0,7.0,32782.0,32782.0,5670.0,5670.0,1.6,1.6,Steele,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,31.0,18.6,0.0,0.0,1.9,1.0,0.00,0.00,0.00,0.45,78.0,16.0,345.0,30.0,275.0,30.0,184.0,16.0,,,,,,,0.0,1.0,0.0,0.0,0.45,0.0,330.0,12.0,24.0,4.0,24.0,4.0,174.0,24.0,1.0,1.0,Brighton,1.0,24-25,2024-08-21 23:11:51.786906
72,Jan Paul van Hecke,,,469142.0,0.0,0.0,0.0,0.0,0.0,2.0,1.9,1.9,6.0,Jan Paul,6.0,144.0,False,,,45.0,469142.jpg,6.0,van Hecke,0.3,False,,a,5.0,36.0,6.0,3906.0,3906.0,1167.0,1167.0,1.3,1.3,Van Hecke,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,18.8,0.5,0.0,1.9,1.0,0.00,0.00,0.00,0.45,76.0,25.0,236.0,76.0,388.0,168.0,187.0,57.0,,,,,,,0.0,0.0,0.0,0.0,0.45,0.0,470.0,135.0,37.0,12.0,37.0,12.0,299.0,112.0,1.0,1.0,Brighton,1.0,24-25,2024-08-21 23:11:51.786906
73,Joël Veltman,,,111478.0,0.0,0.0,0.0,0.0,1.0,2.0,1.9,1.9,8.0,Joël,8.0,145.0,True,,,45.0,111478.jpg,8.0,Veltman,1.5,False,,a,5.0,36.0,8.0,69067.0,69067.0,6226.0,6226.0,1.8,1.8,Veltman,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,34.0,20.6,1.3,0.0,2.2,1.0,0.00,0.00,0.00,0.45,65.0,18.0,196.0,53.0,301.0,119.0,167.0,46.0,,,,,,,0.0,0.0,0.0,0.0,0.45,0.0,361.0,65.0,13.0,2.0,13.0,2.0,157.0,58.0,1.0,1.0,Brighton,1.0,24-25,2024-08-21 23:11:51.786906
74,Adam Webster,,,110735.0,0.0,0.0,0.0,0.0,0.0,2.0,1.9,1.9,1.0,Adam,1.0,147.0,False,,,45.0,110735.jpg,1.0,Webster,0.1,False,,a,5.0,36.0,1.0,249.0,249.0,657.0,657.0,0.2,0.2,Webster,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.6,0.7,2.0,0.8,0.0,0.00,0.02,0.02,0.00,211.0,85.0,231.0,72.0,163.0,44.0,247.0,86.0,,,,,,,0.0,0.0,0.13,0.13,0.0,0.0,359.0,64.0,191.0,64.0,191.0,64.0,432.0,164.0,0.0,0.0,Brighton,1.0,24-25,2024-08-21 23:11:51.786906
75,Danny Welbeck,,,50175.0,0.0,0.0,0.0,0.0,1.0,4.0,1.7,1.7,12.0,Danny,12.0,148.0,True,,,55.0,50175.jpg,12.0,Welbeck,3.0,False,,a,5.0,36.0,12.0,142305.0,142305.0,17254.0,17254.0,2.2,2.2,Welbeck,90.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,41.0,61.4,24.8,25.0,11.1,1.0,0.20,0.04,0.24,0.45,2.0,1.0,35.0,1.0,31.0,8.0,6.0,2.0,,,3.0,,3.0,,0.2,0.0,0.04,0.24,0.45,0.0,96.0,29.0,2.0,1.0,2.0,1.0,104.0,17.0,1.0,1.0,Brighton,1.0,24-25,2024-08-21 23:11:51.786906
76,Mats Wieffer,,,467779.0,0.0,0.0,0.0,0.0,0.0,3.0,1.6,1.6,6.0,Mats,6.0,149.0,False,,,50.0,467779.jpg,6.0,Wieffer,0.1,False,,a,5.0,36.0,6.0,5636.0,5636.0,1144.0,1144.0,1.2,1.2,Wieffer,90.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,31.0,16.3,0.0,4.7,1.0,0.00,0.02,0.02,0.45,33.0,16.0,58.0,46.0,520.0,220.0,66.0,45.0,,,,,,,0.0,0.0,0.02,0.02,0.45,0.0,287.0,185.0,41.0,14.0,41.0,14.0,410.0,142.0,1.0,1.0,Brighton,1.0,24-25,2024-08-21 23:11:51.786906
77,Yasin Ayari,,,509416.0,0.0,0.0,0.0,0.0,0.0,3.0,1.6,1.6,1.0,Yasin,1.0,600.0,False,,,50.0,509416.jpg,1.0,Ayari,0.0,False,,a,5.0,36.0,1.0,200.0,200.0,118.0,118.0,0.2,0.2,Ayari,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.00,0.00,0.00,0.00,545.0,239.0,269.0,146.0,535.0,229.0,557.0,242.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,311.0,200.0,254.0,119.0,254.0,119.0,581.0,253.0,0.0,0.0,Brighton,1.0,24-25,2024-08-21 23:11:51.786906
78,Moisés Caicedo Corozo,,,486672.0,0.0,0.0,0.0,0.0,0.0,3.0,1.6,0.6,1.0,Moisés,1.0,157.0,False,,,50.0,486672.jpg,1.0,Caicedo Corozo,0.7,False,,a,6.0,8.0,1.0,4471.0,4471.0,5998.0,5998.0,0.2,0.2,Caicedo,90.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,11.6,28.3,2.0,4.2,1.0,0.03,0.06,0.09,0.77,142.0,52.0,27.0,24.0,181.0,99.0,78.0,52.0,,,,,,,0.03,0.0,0.06,0.09,0.77,2.0,297.0,191.0,249.0,117.0,249.0,117.0,216.0,73.0,1.0,0.0,Chelsea,1.0,24-25,2024-08-21 23:11:51.786906
79,Levi Colwill,,,460028.0,0.0,0.0,0.0,0.0,0.0,2.0,1.9,0.9,1.0,Levi,1.0,162.0,False,,,45.0,460028.jpg,1.0,Colwill,0.9,False,,a,6.0,8.0,1.0,14145.0,14145.0,4658.0,4658.0,0.2,0.2,Colwill,90.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,20.4,0.8,0.0,2.1,1.0,0.00,0.01,0.01,0.77,66.0,19.0,227.0,70.0,378.0,165.0,174.0,51.0,,,,,,,0.0,0.0,0.01,0.01,0.77,2.0,460.0,132.0,208.0,80.0,208.0,80.0,196.0,70.0,1.0,0.0,Chelsea,1.0,24-25,2024-08-21 23:11:51.786906
80,Marc Cucurella Saseta,,,179268.0,0.0,0.0,0.0,0.0,0.0,2.0,2.4,1.4,2.0,Marc,2.0,163.0,False,,,50.0,179268.jpg,2.0,Cucurella Saseta,6.5,False,,a,6.0,8.0,2.0,36698.0,36698.0,32860.0,32860.0,0.4,0.4,Cucurella,79.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,18.0,4.0,2.0,2.4,1.0,0.00,0.02,0.02,0.69,85.0,29.0,139.0,31.0,178.0,53.0,156.0,42.0,,,,,,,0.0,0.0,0.02,0.02,0.79,1.14,215.0,24.0,126.0,46.0,126.0,46.0,61.0,22.0,1.14,0.0,Chelsea,1.0,24-25,2024-08-21 23:11:51.786906
81,Kiernan Dewsbury-Hall,,,215413.0,0.0,0.0,0.0,0.0,0.0,3.0,2.2,1.2,1.0,Kiernan,1.0,166.0,False,,,60.0,215413.jpg,1.0,Dewsbury-Hall,0.3,False,,a,6.0,8.0,1.0,812.0,812.0,3238.0,3238.0,0.2,0.2,Dewsbury-Hall,24.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.6,0.0,0.4,0.0,0.00,0.01,0.01,0.11,261.0,128.0,187.0,118.0,590.0,261.0,273.0,134.0,,,,,,,0.0,0.0,0.04,0.04,0.41,3.75,80.0,52.0,273.0,133.0,273.0,133.0,324.0,108.0,0.0,0.0,Chelsea,1.0,24-25,2024-08-21 23:11:51.786906
82,Enzo Fernández,,,448047.0,0.0,0.0,0.0,0.0,0.0,3.0,1.6,0.6,2.0,Enzo,2.0,168.0,False,,,50.0,448047.jpg,2.0,Fernández,1.6,False,,a,6.0,8.0,2.0,19832.0,19832.0,12466.0,12466.0,0.4,0.4,Enzo,90.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,9.6,10.0,26.0,4.6,1.0,0.22,0.08,0.30,0.77,163.0,68.0,113.0,77.0,29.0,20.0,69.0,46.0,1.0,,5.0,,4.0,,0.22,0.0,0.08,0.3,0.77,2.0,279.0,179.0,138.0,64.0,138.0,64.0,154.0,51.0,1.0,0.0,Chelsea,1.0,24-25,2024-08-21 23:11:51.786906
83,Malo Gusto,,,482609.0,0.0,0.0,0.0,0.0,0.0,2.0,2.4,1.4,1.0,Malo,1.0,171.0,False,,,50.0,482609.jpg,1.0,Gusto,3.3,False,,a,6.0,8.0,1.0,20989.0,20989.0,13332.0,13332.0,0.2,0.2,Gusto,90.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.8,6.0,1.6,1.0,0.00,0.07,0.07,0.77,198.0,81.0,159.0,39.0,119.0,30.0,215.0,73.0,,,,,,,0.0,0.0,0.07,0.07,0.77,2.0,295.0,40.0,247.0,88.0,247.0,88.0,101.0,38.0,1.0,0.0,Chelsea,1.0,24-25,2024-08-21 23:11:51.786906
84,Roméo Lavia,,,514356.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,Roméo,2.0,174.0,False,,,45.0,514356.jpg,2.0,Lavia,1.4,False,,a,6.0,8.0,2.0,37284.0,37284.0,7812.0,7812.0,0.4,0.4,Lavia,65.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,15.2,13.5,0.0,2.9,1.0,0.00,0.18,0.18,0.66,101.0,33.0,86.0,64.0,418.0,153.0,125.0,74.0,,,,,,,0.0,0.0,0.25,0.25,0.91,1.38,506.0,257.0,117.0,48.0,117.0,48.0,165.0,55.0,1.38,0.0,Chelsea,1.0,24-25,2024-08-21 23:11:51.786906
85,Marc Guiu Paz,,,499309.0,0.0,0.0,0.0,0.0,0.0,4.0,1.4,0.4,1.0,Marc,1.0,178.0,False,,,50.0,499309.jpg,1.0,Guiu Paz,0.8,False,,a,6.0,8.0,1.0,7737.0,7737.0,7197.0,7197.0,0.2,0.2,Marc Guiu,24.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.0,0.0,0.0,0.00,0.00,0.00,0.11,543.0,47.0,254.0,28.0,532.0,51.0,555.0,54.0,,,,,,,0.0,0.0,0.0,0.0,0.41,3.75,307.0,59.0,252.0,26.0,252.0,26.0,205.0,34.0,0.0,0.0,Chelsea,1.0,24-25,2024-08-21 23:11:51.786906
86,Nicolas Jackson,,,517052.0,0.0,0.0,0.0,0.0,0.0,4.0,2.4,1.4,2.0,Nicolas,2.0,180.0,False,,,75.0,517052.jpg,2.0,Jackson,2.0,False,,a,6.0,8.0,2.0,22640.0,22640.0,15457.0,15457.0,0.3,0.3,N.Jackson,65.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.6,23.6,23.0,5.1,1.0,0.47,0.06,0.53,0.66,224.0,17.0,39.0,3.0,39.0,11.0,59.0,12.0,,,,,,,0.65,0.0,0.08,0.73,0.91,1.38,21.0,8.0,171.0,18.0,171.0,18.0,139.0,22.0,1.38,0.0,Chelsea,1.0,24-25,2024-08-21 23:11:51.786906
87,Christopher Nkunku,,,213198.0,0.0,0.0,0.0,0.0,0.0,3.0,2.3,1.3,1.0,Christopher,1.0,181.0,False,,,65.0,213198.jpg,1.0,Nkunku,15.8,False,,a,6.0,8.0,1.0,45724.0,45724.0,76402.0,76402.0,0.2,0.2,Nkunku,57.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.8,13.5,13.0,3.4,1.0,0.15,0.06,0.21,0.66,186.0,78.0,87.0,65.0,73.0,47.0,98.0,64.0,,,,,2.0,,0.24,0.0,0.09,0.33,1.04,1.58,51.0,31.0,279.0,139.0,279.0,139.0,26.0,11.0,1.58,0.0,Chelsea,1.0,24-25,2024-08-21 23:11:51.786906
88,Cole Palmer,,,244851.0,0.0,0.0,0.0,0.0,0.0,3.0,3.4,2.4,2.0,Cole,2.0,182.0,False,,,105.0,244851.jpg,2.0,Palmer,35.4,False,,a,6.0,8.0,2.0,40773.0,40773.0,146768.0,146768.0,0.2,0.2,Palmer,90.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,20.4,37.8,10.0,6.8,1.0,0.07,0.19,0.26,0.77,67.0,25.0,17.0,15.0,80.0,52.0,33.0,26.0,2.0,,1.0,,1.0,,0.07,0.0,0.19,0.26,0.77,2.0,3.0,2.0,174.0,89.0,174.0,89.0,5.0,2.0,1.0,0.0,Chelsea,1.0,24-25,2024-08-21 23:11:51.786906
89,Renato Palma Veiga,,,551230.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,Renato,1.0,184.0,False,,,45.0,551230.jpg,1.0,Palma Veiga,0.1,False,,a,6.0,8.0,1.0,1397.0,1397.0,707.0,707.0,0.2,0.2,Renato Veiga,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5,0.0,0.0,0.0,0.00,0.00,0.00,0.08,473.0,191.0,237.0,137.0,434.0,166.0,484.0,194.0,,,,,,,0.0,0.0,0.0,0.0,0.72,9.0,524.0,270.0,215.0,94.0,215.0,94.0,439.0,157.0,0.0,0.0,Chelsea,1.0,24-25,2024-08-21 23:11:51.786906
90,Robert Sánchez,,,215059.0,0.0,0.0,0.0,0.0,0.0,1.0,2.2,1.2,2.0,Robert,2.0,185.0,False,,,45.0,215059.jpg,2.0,Sánchez,3.0,False,,a,6.0,8.0,2.0,35213.0,35213.0,9699.0,9699.0,0.4,0.4,Sánchez,90.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,7.0,23.4,0.0,0.0,2.3,1.0,0.00,0.00,0.00,0.77,55.0,14.0,396.0,46.0,333.0,46.0,159.0,14.0,,,,,,,0.0,3.0,0.0,0.0,0.77,2.0,405.0,28.0,108.0,17.0,108.0,17.0,105.0,15.0,1.0,0.0,Chelsea,1.0,24-25,2024-08-21 23:11:51.786906
91,Wesley Fofana,,,444463.0,0.0,0.0,0.0,0.0,0.0,2.0,1.9,0.9,1.0,Wesley,1.0,189.0,False,,,45.0,444463.jpg,1.0,Fofana,0.4,False,,a,6.0,8.0,1.0,6374.0,6374.0,2265.0,2265.0,0.2,0.2,W.Fofana,90.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.6,1.3,6.0,1.9,1.0,0.04,0.01,0.05,0.77,140.0,61.0,199.0,56.0,112.0,25.0,186.0,56.0,,,,,,,0.04,0.0,0.01,0.05,0.77,2.0,450.0,129.0,205.0,77.0,205.0,77.0,283.0,107.0,1.0,0.0,Chelsea,1.0,24-25,2024-08-21 23:11:51.786906
92,Pedro Lomba Neto,,,247632.0,0.0,0.0,0.0,0.0,0.0,3.0,2.3,1.3,1.0,Pedro,1.0,560.0,False,,,65.0,247632.jpg,1.0,Lomba Neto,1.1,False,,a,6.0,8.0,1.0,6461.0,6461.0,11470.0,11470.0,0.2,0.2,Neto,32.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.4,26.7,9.0,4.3,0.0,0.04,0.16,0.20,0.11,192.0,82.0,31.0,27.0,85.0,56.0,75.0,51.0,,,,,,,0.11,0.0,0.45,0.56,0.31,2.81,57.0,37.0,281.0,141.0,281.0,141.0,175.0,57.0,0.0,0.0,Chelsea,1.0,24-25,2024-08-21 23:11:51.786906
93,Joachim Andersen,,,174874.0,0.0,0.0,0.0,0.0,0.0,2.0,1.9,1.9,0.0,Joachim,0.0,191.0,False,,,45.0,174874.jpg,0.0,Andersen,18.2,False,,a,7.0,31.0,0.0,18706.0,18706.0,111873.0,111873.0,0.0,0.0,Andersen,90.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,18.4,2.9,7.0,2.8,1.0,0.04,0.02,0.06,1.59,81.0,27.0,154.0,37.0,99.0,18.0,130.0,32.0,,,,,,,0.04,0.0,0.02,0.06,1.59,2.0,382.0,79.0,385.0,148.0,385.0,148.0,19.0,6.0,1.0,0.0,Crystal Palace,1.0,24-25,2024-08-21 23:11:51.786906
94,Jordan Ayew,,,80146.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,Jordan,0.0,192.0,False,,,55.0,80146.jpg,0.0,Ayew,0.4,False,,a,7.0,31.0,0.0,1400.0,1400.0,5584.0,5584.0,0.0,0.0,J.Ayew,20.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-5.0,0.2,12.8,7.0,2.0,0.0,0.46,0.01,0.47,0.95,277.0,138.0,92.0,68.0,102.0,64.0,181.0,93.0,3.0,,,,,,2.07,0.0,0.04,2.11,4.28,4.5,99.0,59.0,564.0,248.0,564.0,248.0,266.0,87.0,0.0,0.0,Crystal Palace,1.0,24-25,2024-08-21 23:11:51.786906
95,Cheick Doucouré,,,438464.0,0.0,0.0,0.0,0.0,0.0,3.0,1.6,1.6,1.0,Cheick,1.0,193.0,False,,,50.0,438464.jpg,1.0,Doucouré,0.1,False,,a,7.0,31.0,1.0,459.0,459.0,915.0,915.0,0.2,0.2,C.Doucouré,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.4,2.8,0.0,0.3,0.0,0.00,0.00,0.00,0.00,273.0,135.0,158.0,105.0,509.0,212.0,279.0,137.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,272.0,174.0,240.0,112.0,240.0,112.0,455.0,163.0,0.0,0.0,Crystal Palace,1.0,24-25,2024-08-21 23:11:51.786906
96,Chris Richards,,,427623.0,0.0,0.0,0.0,0.0,0.0,2.0,1.9,1.9,0.0,Chris,0.0,194.0,False,,,45.0,427623.jpg,0.0,Richards,0.2,False,,a,7.0,31.0,0.0,475.0,475.0,1328.0,1328.0,0.0,0.0,C.Richards,83.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,16.4,1.8,0.0,1.8,1.0,0.00,0.01,0.01,1.59,92.0,33.0,175.0,47.0,365.0,161.0,194.0,60.0,,,,,,,0.0,0.0,0.01,0.01,1.72,2.17,444.0,125.0,427.0,177.0,427.0,177.0,372.0,140.0,1.08,0.0,Crystal Palace,1.0,24-25,2024-08-21 23:11:51.786906
97,Odsonne Edouard,,,199670.0,0.0,0.0,0.0,0.0,0.0,4.0,1.7,1.7,1.0,Odsonne,1.0,198.0,False,,,55.0,199670.jpg,1.0,Edouard,0.7,False,,a,7.0,31.0,1.0,3491.0,3491.0,7693.0,7693.0,0.2,0.2,Edouard,45.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.7,5.0,1.5,0.0,0.05,0.02,0.07,1.09,568.0,53.0,108.0,12.0,131.0,25.0,224.0,22.0,,,3.0,,3.0,,0.1,0.0,0.04,0.14,2.18,2.0,129.0,35.0,263.0,28.0,263.0,28.0,210.0,35.0,0.0,0.0,Crystal Palace,1.0,24-25,2024-08-21 23:11:51.786906
98,Eberechi Eze,,,232413.0,0.0,0.0,0.0,0.0,0.0,3.0,2.5,2.5,2.0,Eberechi,2.0,199.0,False,,,70.0,232413.jpg,2.0,Eze,32.6,False,,a,7.0,31.0,2.0,61242.0,61242.0,128066.0,128066.0,0.3,0.3,Eze,90.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,12.4,6.8,65.0,8.4,1.0,0.41,0.05,0.46,1.59,129.0,46.0,121.0,82.0,4.0,4.0,16.0,10.0,1.0,,1.0,,1.0,,0.41,0.0,0.05,0.46,1.59,2.0,32.0,17.0,168.0,86.0,168.0,86.0,10.0,4.0,1.0,0.0,Crystal Palace,1.0,24-25,2024-08-21 23:11:51.786906
99,Marc Guéhi,,,209036.0,0.0,0.0,0.0,0.0,0.0,2.0,1.9,1.9,0.0,Marc,0.0,200.0,False,,,45.0,209036.jpg,0.0,Guéhi,7.1,False,,a,7.0,31.0,0.0,13671.0,13671.0,35793.0,35793.0,0.0,0.0,Guéhi,90.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,21.0,2.6,0.0,2.4,1.0,0.00,0.02,0.02,1.59,64.0,17.0,162.0,41.0,330.0,138.0,154.0,41.0,,,,,,,0.0,0.0,0.02,0.02,1.59,2.0,400.0,94.0,400.0,160.0,400.0,160.0,55.0,19.0,1.0,0.0,Crystal Palace,1.0,24-25,2024-08-21 23:11:51.786906
100,Dean Henderson,,,172649.0,0.0,0.0,0.0,0.0,0.0,1.0,2.2,2.2,2.0,Dean,2.0,201.0,False,,,45.0,172649.jpg,2.0,Henderson,17.4,False,,a,7.0,31.0,2.0,32085.0,32085.0,28488.0,28488.0,0.4,0.4,Henderson,90.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,26.4,0.0,0.0,2.6,1.0,0.00,0.00,0.00,1.59,42.0,8.0,379.0,44.0,315.0,44.0,139.0,8.0,,,,,,,0.0,3.0,0.0,0.0,1.59,2.0,381.0,26.0,103.0,16.0,103.0,16.0,22.0,3.0,1.0,0.0,Crystal Palace,1.0,24-25,2024-08-21 23:11:51.786906
101,Will Hughes,,,108413.0,0.0,0.0,0.0,0.0,0.0,3.0,1.6,1.6,2.0,Will,2.0,203.0,False,,,50.0,108413.jpg,2.0,Hughes,0.1,False,,a,7.0,31.0,2.0,281.0,281.0,311.0,311.0,0.4,0.4,Hughes,83.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,14.2,14.0,4.0,3.2,1.0,0.00,0.05,0.05,1.59,113.0,39.0,84.0,62.0,140.0,78.0,109.0,67.0,5.0,,,,,,0.0,0.0,0.05,0.05,1.72,2.17,191.0,118.0,123.0,52.0,123.0,52.0,517.0,209.0,1.08,0.0,Crystal Palace,1.0,24-25,2024-08-21 23:11:51.786906
