,index,first_name,second_name,assists,bonus,bps,clean_sheets,corners_and_indirect_freekicks_order,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,dreamteam_count,element_type,event_points,goals_conceded,goals_scored,ict_index,ict_index_rank,ict_index_rank_type,influence,influence_rank,influence_rank_type,minutes,now_cost,own_goals,penalties_missed,penalties_order,penalties_saved,points_per_game,red_cards,saves,selected_by_percent,threat,threat_rank,threat_rank_type,total_points,web_name,yellow_cards,team_name,gameweek,season,gameweek_xG,gameweek_xA,gameweek_xGA,gameweek_minutes,team_xG,team_xGA,team_xG_ewm_5,team_xG_ewm_10,team_xG_ewm_20,team_xG_ewm_40,team_xGA_ewm_5,team_xGA_ewm_10,team_xGA_ewm_20,team_xGA_ewm_40,opponent_xG,opponent_xGA,opponent_xG_ewm_5,opponent_xG_ewm_10,opponent_xG_ewm_20,opponent_xG_ewm_40,opponent_xGA_ewm_5,opponent_xGA_ewm_10,opponent_xGA_ewm_20,opponent_xGA_ewm_40,home,gameweek_assists,gameweek_bps,gameweek_creativity,gameweek_goals_scored,gameweek_goals_conceded,gameweek_own_goals,gameweek_penalties_saved,gameweek_red_cards,gameweek_saves,gameweek_threat,gameweek_yellow_cards,gameweek_xPoints,gameweek_assists_ewm_5,gameweek_bps_ewm_5,gameweek_creativity_ewm_5,event_points_ewm_5,gameweek_goals_scored_ewm_5,gameweek_goals_conceded_ewm_5,gameweek_saves_ewm_5,gameweek_threat_ewm_5,gameweek_xG_ewm_5,gameweek_xA_ewm_5,gameweek_xGA_ewm_5,gameweek_minutes_ewm_5,gameweek_xPoints_ewm_5,gameweek_assists_ewm_10,gameweek_bps_ewm_10,gameweek_creativity_ewm_10,event_points_ewm_10,gameweek_goals_scored_ewm_10,gameweek_goals_conceded_ewm_10,gameweek_saves_ewm_10,gameweek_threat_ewm_10,gameweek_xG_ewm_10,gameweek_xA_ewm_10,gameweek_xGA_ewm_10,gameweek_minutes_ewm_10,gameweek_xPoints_ewm_10,gameweek_assists_ewm_20,gameweek_bps_ewm_20,gameweek_creativity_ewm_20,event_points_ewm_20,gameweek_goals_scored_ewm_20,gameweek_goals_conceded_ewm_20,gameweek_saves_ewm_20,gameweek_threat_ewm_20,gameweek_xG_ewm_20,gameweek_xA_ewm_20,gameweek_xGA_ewm_20,gameweek_minutes_ewm_20,gameweek_xPoints_ewm_20,gameweek_assists_ewm_40,gameweek_bps_ewm_40,gameweek_creativity_ewm_40,event_points_ewm_40,gameweek_goals_scored_ewm_40,gameweek_goals_conceded_ewm_40,gameweek_saves_ewm_40,gameweek_threat_ewm_40,gameweek_xG_ewm_40,gameweek_xA_ewm_40,gameweek_xGA_ewm_40,gameweek_minutes_ewm_40,gameweek_xPoints_ewm_40,gameweek_assists_expanding,gameweek_bps_expanding,gameweek_creativity_expanding,event_points_expanding,gameweek_goals_scored_expanding,gameweek_goals_conceded_expanding,gameweek_saves_expanding,gameweek_threat_expanding,gameweek_xG_expanding,gameweek_xA_expanding,gameweek_xGA_expanding,gameweek_minutes_expanding,gameweek_xPoints_expanding,gameweek_assists_expanding_per90,gameweek_bps_expanding_per90,gameweek_creativity_expanding_per90,event_points_expanding_per90,gameweek_goals_scored_expanding_per90,gameweek_goals_conceded_expanding_per90,gameweek_saves_expanding_per90,gameweek_threat_expanding_per90,gameweek_xG_expanding_per90,gameweek_xA_expanding_per90,gameweek_xGA_expanding_per90,gameweek_minutes_expanding_per90,gameweek_xPoints_expanding_per90,xG_overperformance,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,ep_next,ep_this,form,id,in_dreamteam,news,news_added,photo,special,squad_number,status,team,team_code,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,corners_and_indirect_freekicks_text,direct_freekicks_text,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,name,data_retrieved_datetime
239,571,Julián,Álvarez,11,17,662,12,2.0,1005.2,11,1,2.0,3,4,6,24,11,273.3,11,3,737.0,48,7,2644,64,0,0,3.0,0,4.4,0,0,15.5,992.0,15,7,158,J.Alvarez,2,Manchester City,37,23-24,0.7900000000000009,0.0100000000000006,0.0,9.0,2.4,1.7,2.539593800078242,2.342905422519053,2.207633802664421,2.153736099533536,0.7499827144068476,0.865119722609117,0.9058096735821723,0.888785347461883,0.3,3.7,0.9721214430297388,1.1126960794069538,1.1622440107509555,1.1316323441174037,1.390789471270303,1.511848960112231,1.593646337502561,1.60935831789672,0.0,0.0,26.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,4.792481250886214,0.1531967942695876,19.53722262109758,16.37528633939788,4.259775970575676,0.5080992959456031,0.3475630568624122,0.0,29.6406799453854,0.4592523812890541,0.0845155963883863,0.5404527097094102,53.83071753068268,4.190043002961671,0.2186027769287823,18.902036450470582,22.899828893153973,4.155694043097358,0.3981179732906575,0.544839085631875,0.0,32.13534558443172,0.4320779196852021,0.1249493374308967,0.6436908363841286,64.33165286713376,4.39022479330488,0.2674991796167754,19.22177614246092,26.781678482654144,4.288135341700192,0.3568993760466688,0.6520687046777505,0.0,31.73046773529117,0.409249928154291,0.1541218363334095,0.6934309240615725,70.16317272923686,4.503178615094948,0.2984751386810625,19.582584311629248,28.68416709549373,4.415162728410353,0.3426359077342831,0.6958634340894212,0.0,31.006522870905908,0.3954817793052533,0.1686046156179548,0.7123834279365929,72.9768631180048,4.549366957691258,14.0,863.0,1137.2,185.0,15.0,32.0,0.0,1246.0,15.45,6.44,31.130000000000003,3008.0,183.40087124210945,0.4188829787234042,25.821143617021274,34.025265957446805,5.535239361702128,0.4488031914893617,0.9574468085106382,0.0,37.28058510638298,0.4622672872340425,0.1926861702127659,0.9314162234042556,90.0,5.487393089025881,0.970873786407767,,,461358.0,0.0,0.0,-1.0,1.0,4.8,9.1,3.8,343.0,False,,,461358.jpg,False,,a,13,43.0,7292866.0,11008.0,6515915.0,55248.0,0.6,24.7,31.0,13.07,6.28,19.35,25.52,,,,0.44,0.0,0.21,0.65,0.87,0.82,51.0,18.0,81.0,12.0,32.0,5.0,24.0,6.0,1.06,0.41,Julián Álvarez,2024-05-19 12:13:16.666579
240,575,Jurriën,Timber,0,0,4,0,,4.7,469,173,,0,2,0,0,0,1.3,517,183,5.8,508,183,70,46,0,0,,0,0.0,0,0,0.4,2.0,483,179,0,J.Timber,2,Arsenal,38,23-24,0.0,0.01,0.0,21.0,2.9,0.6,2.030692501961622,2.0300160239960685,1.992260188793584,1.9158021965351275,0.8568361119342924,0.7897017215443051,0.8126146128295754,0.8996444560606153,0.6,2.9,1.3757386023683702,1.3482276083075055,1.359254723960263,1.325716791753511,1.251881715412126,1.3977478815136126,1.4650921890729005,1.5035246963007196,1.0,0.0,1.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0016190949950214,0.0,1.888888888888889,2.611111111111111,0.0,0.0,0.0,0.0,1.1111111111111112,0.0,0.01,0.1244444444444444,33.44444444444444,-0.0673464914458486,0.0,1.947368421052632,2.473684210526316,0.0,0.0,0.0,0.0,1.0526315789473684,0.0,0.01,0.1326315789473684,34.26315789473684,-0.0718837010801164,0.0,1.9743589743589745,2.4102564102564106,0.0,0.0,0.0,0.0,1.0256410256410258,0.0,0.01,0.1364102564102564,34.64102564102564,-0.0739777978343938,0.0,1.9873417721518984,2.3797468354430378,0.0,0.0,0.0,0.0,1.0126582278481011,0.0,0.01,0.1382278481012658,34.822784810126585,-0.0749850848807551,0.0,4.0,4.7,0.0,0.0,0.0,0.0,2.0,0.0,0.02,0.28,70.0,-0.1519343795019148,0.0,5.142857142857142,6.042857142857143,0.0,0.0,0.0,0.0,2.571428571428571,0.0,0.0257142857142857,0.36,90.0,-0.1953442022167476,,100.0,100.0,445122.0,0.0,0.0,-4.0,4.0,1.0,1.0,0.0,585.0,False,Knee injury - 75% chance of playing,2023-08-12T18:00:07.121160Z,445122.jpg,False,,a,1,3.0,14304.0,0.0,482082.0,0.0,0.0,0.0,1.0,0.0,0.02,0.02,0.28,,,,0.0,0.0,0.03,0.03,0.36,0.0,340.0,42.0,756.0,264.0,824.0,277.0,261.0,105.0,1.29,0.0,Jurriën Timber,2024-05-26 12:00:21.375523
241,576,Justin,Kluivert,1,2,229,11,5.0,283.2,147,99,4.0,1,3,1,23,7,126.4,106,69,362.2,212,89,1910,46,0,0,,0,3.1,0,0,0.7,619.0,48,28,100,Kluivert,5,Bournemouth,38,23-24,0.1499999999999994,0.0,0.5599999999999987,58.0,2.2,1.1,1.277092499651577,1.4115567117002807,1.41610602126204,1.3531201174128775,1.516770629589643,1.4565044603449555,1.48652601706718,1.54144780118595,1.1,2.2,2.106717797614443,2.0565751221487387,1.936268229216542,1.8067015714253132,1.4835999826819042,1.5488923127839995,1.534041531633461,1.432031042465283,0.0,0.0,-1.0,0.8999999999999773,0.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,1.750031212647618,0.0419762970488433,6.283203693900067,6.317877552049705,3.424004011259345,0.2205132419491722,0.963896748753284,0.0,21.63639182334889,0.2405448964333286,0.0506232336703111,1.1563406951922768,69.72932603225159,3.207671210760247,0.0495304075915976,7.579601150375188,7.599175790761228,3.528691866029256,0.2587585129792621,0.8229094749698296,0.0,22.948582697982573,0.2407902454868583,0.0500125385012859,1.0604779606590875,66.72935281761876,3.237083781269272,0.0433056705281701,7.670266658988648,8.336934040610549,3.344769660364881,0.2513998522462078,0.7600085131807276,0.0,21.78319642159626,0.217769668959627,0.050434376460092,0.9958518041963494,63.64429926909437,3.0969063589242256,0.0377145717746787,7.48614040902019,8.636838641634055,3.1875867863823424,0.2379354839739031,0.7362354023375369,0.0,20.68374916970627,0.2001178329989868,0.0512419472246811,0.9656815428367904,61.73551889549704,2.983385505529195,1.0,229.0,283.2,96.0,7.0,23.0,0.0,619.0,5.76,1.6800000000000002,30.07,1910.0,88.34673284949992,0.0471204188481675,10.790575916230368,13.344502617801046,4.523560209424084,0.3298429319371728,1.0837696335078533,0.0,29.16753926701571,0.271413612565445,0.0791623036649214,1.416910994764398,90.0,4.162935055735598,1.215277777777778,,,222683.0,0.0,0.0,-4.0,4.0,3.4,3.2,3.2,72.0,False,,,222683.jpg,False,,a,3,91.0,238223.0,0.0,218123.0,0.0,0.7,21.7,26.0,5.76,1.68,7.44,30.07,,,,0.27,0.0,0.08,0.35,1.42,1.08,337.0,218.0,89.0,42.0,139.0,62.0,222.0,70.0,1.23,0.52,Justin Kluivert,2024-05-26 12:00:21.375523
242,577,Jérémy,Doku,10,13,391,1,,640.2,46,40,,2,3,5,19,3,203.9,36,25,524.2,127,54,1585,64,0,0,,0,3.4,0,0,1.9,875.0,23,12,98,Doku,3,Manchester City,38,23-24,0.0899999999999998,0.1599999999999992,0.3600000000000012,90.0,1.9,0.4,2.5116750400625936,2.3486148809705667,2.2172562769189126,2.160030303168506,0.9399861715254784,0.948607760634126,0.9455363827180322,0.9095190002834088,0.4,1.9,1.561561274386628,1.4549264928063912,1.4041786363678124,1.3732195052171623,2.0268811824717585,1.985101358571586,1.876066384767721,1.7290000801407406,1.0,1.0,19.0,39.40000000000009,0.0,1.0,0.0,0.0,0.0,0.0,72.0,0.0,3.6467163716287847,0.5619164500792168,13.224687292521947,20.69155770697224,3.8504703015594335,0.070295809044883,0.430249334536487,0.0,40.648911524772615,0.114359026679665,0.1808357009829654,0.5122020794765867,50.32626009811997,2.952351578716968,0.4633767722912496,13.73301554957386,22.541848090223223,3.6743063569779046,0.0877015786522538,0.5371122468358437,0.0,37.55071740858087,0.1101408793952425,0.1911404924094583,0.524152481297775,51.62521503619724,2.9999771396657016,0.4195631758196661,14.302064530147168,23.72881546141747,3.6339528610787055,0.0993227560795234,0.6299504760880213,0.0,35.72271355866737,0.1034332229494848,0.1984848006579434,0.5392461292279197,53.70546625094196,3.0341563507890266,0.40098026996724,14.657969113187626,24.233987985379493,3.636599659437271,0.1067769689355038,0.6808011925741493,0.0,34.71054198117163,0.0991824302194266,0.2024959240856507,0.5497024608542894,55.00384831223443,3.056146055078219,10.0,391.0,640.2,95.0,3.0,19.0,0.0,875.0,2.46,5.369999999999999,14.61,1466.0,80.11745435347223,0.6139154160982265,24.004092769440657,39.30286493860847,5.832196452933152,0.1841746248294679,1.1664392905866303,0.0,53.71759890859482,0.1510231923601637,0.3296725784447475,0.896930422919509,90.0,4.918534032614256,1.2195121951219512,100.0,100.0,248875.0,0.0,0.0,-1.0,1.0,2.6,3.4,2.4,678.0,False,Muscle injury - 75% chance of playing,2024-03-07T09:00:07.978198Z,248875.jpg,False,,a,13,43.0,1549340.0,0.0,1408898.0,0.0,0.4,15.3,18.0,2.57,5.85,8.42,16.21,,,,0.15,0.0,0.33,0.48,0.92,1.08,49.0,28.0,142.0,67.0,102.0,48.0,148.0,43.0,1.02,0.06,Jérémy Doku,2024-05-26 12:00:21.375523
243,581,Kai,Havertz,10,15,515,16,,613.4,51,45,3.0,5,4,6,22,13,240.2,19,15,763.2,47,15,2627,76,0,0,3.0,0,4.9,0,0,11.9,1027.0,14,8,180,Havertz,11,Arsenal,38,23-24,1.2400000000000002,0.04,0.5,90.0,2.9,0.6,2.030692501961622,2.0300160239960685,1.992260188793584,1.9158021965351275,0.8568361119342924,0.7897017215443051,0.8126146128295754,0.8996444560606153,0.6,2.9,1.3757386023683702,1.3482276083075055,1.359254723960263,1.325716791753511,1.251881715412126,1.3977478815136126,1.4650921890729005,1.5035246963007196,1.0,0.0,18.0,13.600000000000025,1.0,1.0,0.0,0.0,0.0,0.0,83.0,1.0,7.900235735393334,0.5151721844736676,21.845396665293453,23.228039296037768,7.454382807602753,0.5766162105689506,0.5634801134355973,0.0,50.12051270270328,0.5255396759432329,0.2007304142146508,0.7854170706584129,86.40315433953619,5.967582441880094,0.4471411767363368,19.78849804605941,21.580390843825317,6.900358045745475,0.5126121012874343,0.5667183478434032,0.0,43.10839689969792,0.4521057292765101,0.1656129322468838,0.7103618385620214,81.63069809241095,5.5012399228470334,0.3427837396114411,16.746524314385724,19.45756018174151,5.730155644679874,0.4301454718924546,0.6307541649712181,0.0,36.92834016221934,0.393270117602445,0.1293279136264217,0.6887969080221572,75.35950610654244,4.858808031669201,0.2736467274917565,14.719372284816057,18.070706111242075,4.832546942238163,0.3732272414855839,0.682575643979056,0.0,34.192247218791515,0.3559070529915861,0.1067088189127395,0.7336851024171077,70.57461041238321,4.410648678409526,19.0,1116.0,1418.9,352.0,27.0,61.0,0.0,2755.0,27.7089,7.5142099999999985,72.3369,5757.0,342.67685534224046,0.297029702970297,17.446586763939553,22.18186555497655,5.502866076081292,0.4220948410630536,0.9536216779572696,0.0,43.069306930693074,0.4331771756122979,0.1174707139134965,1.130853048462741,90.0,5.357116029321112,0.9744161623160792,100.0,100.0,219847.0,0.0,0.0,1.0,-1.0,9.2,8.5,7.5,6.0,False,Suspended until 31 Dec,2023-12-23T20:00:08.458889Z,219847.jpg,False,,a,1,3.0,1629451.0,0.0,832407.0,0.0,1.0,23.7,30.0,12.36,3.88,16.23,21.03,,,,0.42,0.0,0.13,0.55,0.72,0.75,20.0,12.0,7.0,2.0,19.0,15.0,34.0,11.0,1.03,0.55,Kai Havertz,2024-05-26 12:00:21.375523
244,583,Kaine,Kesler-Hayden,0,0,9,0,,0.0,618,228,,0,2,1,0,0,0.0,635,231,0.0,629,230,5,40,0,0,,0,1.0,0,0,0.0,0.0,579,222,3,Kesler-Hayden,0,Aston Villa,38,23-24,0.0,0.0,0.0,3.0,0.9,2.5,1.5498550283711263,1.5542735741754277,1.5748803530491835,1.5218482295642668,1.891754035701137,1.778190921921956,1.623284111093568,1.5122609540769818,2.5,0.9,1.6229646924131975,1.423612631170648,1.294788582871071,1.2085202859344124,1.199452767577169,1.2848251082587656,1.3168383478080867,1.3075685960177967,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9763879321438658,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0288524590163934,1.8196721311475408,0.9871522606593766,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0328782287822878,1.7380073800738007,0.987916491737765,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0348028045574057,1.7011393514461,0.9882625357736556,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0357423627430036,1.683614612262337,0.9884272605795524,0.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,5.0,2.965760142235882,0.0,162.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,1.98,90.0,53.38368256024587,,,,465390.0,0.0,0.0,0.0,0.0,0.7,0.7,0.2,793.0,False,,,465390.jpg,False,,a,2,7.0,2402.0,0.0,1265.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.11,,,,0.0,0.0,0.0,0.0,1.98,0.0,744.0,203.0,339.0,116.0,462.0,162.0,628.0,232.0,0.0,0.0,Kaine Kesler-Hayden,2024-05-26 12:00:21.375523
245,585,Kalvin,Phillips,0,0,27,0,4.0,23.2,415,203,2.0,0,3,1,13,0,8.8,458,206,33.4,459,202,394,47,0,0,,0,0.8,1,0,0.0,31.0,377,192,10,Phillips,1,Manchester City,34,23-24,0.0,0.0099999999999999,0.1400000000000005,15.0,1.3,2.4,1.3545929550454778,1.3754861804894984,1.3678176504614987,1.3545778358985925,2.069143511893942,1.940925702071395,1.8252737813684456,1.6871244723927794,2.4,1.3,1.2640279919836326,1.1965293285126857,1.1663965199585629,1.1368512001714195,1.6088768541783744,1.4992161335030898,1.4192062518412727,1.3552214253942103,0.0,0.0,4.0,0.1999999999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0301801472408547,0.0,2.616164104707441,1.800875946186501,0.7952010425760976,0.0,1.2534003418318127,0.0,2.130668477263189,0.014980221108367,0.0069939091958818,1.0359439849521543,31.458235382542583,0.9353406076951258,0.0,3.413748383971372,2.850865651471044,0.79579945686006,0.0,1.166648534908965,0.0,2.753414001929769,0.0193929842770555,0.0104139631750553,1.101172362707442,33.30297118699722,1.0213527101213402,0.0,4.086940827198816,3.5684168294574548,0.8073328465185237,0.0,1.1107450884168408,0.0,3.09604952175462,0.021200275735728,0.0127621493607511,1.1348260727851074,34.11656349046532,1.0850218007752468,0.0,4.474302019642956,3.962462006171857,0.8150145620396676,0.0,1.0837248785201814,0.0,3.2791278740343923,0.0219373267400351,0.0140304258254781,1.152244677549777,34.5432569675109,1.1193164421070956,0.0,63.0,72.0,13.0,0.0,16.0,0.0,31.0,0.3399999999999999,0.2499999999999998,18.71,487.0,16.02222662067041,0.0,11.64271047227926,13.305954825462011,2.402464065708419,0.0,2.9568788501026697,0.0,5.728952772073922,0.0628336755646817,0.0462012320328541,3.457700205338809,90.0,2.960986439138269,0.0,100.0,75.0,155405.0,0.0,0.0,-3.0,3.0,-0.1,0.3,0.4,364.0,False,Suspended until 02 Mar,2024-04-10T22:30:09.754616Z,155405.jpg,False,,a,13,21.0,5893.0,2.0,8179.0,7.0,0.1,2.1,3.0,0.22,0.11,0.33,10.75,,,,0.05,0.0,0.03,0.08,2.46,2.97,314.0,202.0,331.0,156.0,530.0,249.0,545.0,187.0,0.69,0.0,Kalvin Phillips,2024-04-22 21:53:57.757337
246,586,Kamaldeen,Sulemana,1,3,133,3,,187.3,188,117,,1,3,14,20,2,57.6,262,120,176.6,328,136,959,49,0,0,,0,2.5,0,0,0.0,212.0,178,107,45,Kamaldeen,1,Southampton,38,22-23,0.6300000000000001,0.02,3.2399999999999984,85.0,1.8,4.0,1.0123713705701642,0.9971175603223904,1.0080893339180783,1.0496427840797735,2.062474093772757,1.867827474612948,1.700506286360114,1.6026570578285604,4.0,1.8,1.8372241359986672,1.901410189851302,1.929213242374264,1.9798234632382408,1.0264125438654266,1.1663759026908191,1.2044429172193754,1.1759623506721704,1.0,0.0,44.0,11.800000000000011,2.0,4.0,0.0,0.0,0.0,0.0,48.0,0.0,7.858259246126355,0.0849074140490005,14.270818235520794,8.0308819810063,4.289127899468415,0.4145869826611355,1.5682208026143585,0.0,15.088937356743523,0.1654219473535307,0.0599057698945328,1.2971487473642431,47.00475491700772,3.05503583604502,0.082620913393225,11.349078215170731,10.174723439448066,3.363457899005592,0.2518546361628564,1.4362489134896306,0.0,13.930195953196357,0.1295480919053727,0.0626001936496974,1.142756804657813,48.34676798129285,2.6919071857497268,0.0758797224649823,10.037773859103089,11.370114759601702,2.982705176405714,0.1863207862799883,1.3821842613610755,0.0,13.894072102605207,0.1175036528203484,0.0617705594229615,1.0759400240512744,49.82190053855626,2.558185527247105,0.0714989755134603,9.4331513730451,11.94524546297346,2.8164743854218,0.1582382064763774,1.3571940993868368,0.0,13.985445687997254,0.1129623908907172,0.060970392668874,1.045344578518029,50.68672469557971,2.5038421479476614,1.0,133.0,187.3,40.0,2.0,20.0,0.0,212.0,1.6399999999999997,0.8999999999999998,15.249999999999998,774.0,36.86199309712941,0.1162790697674418,15.465116279069768,21.77906976744186,4.651162790697674,0.2325581395348837,2.325581395348837,0.0,24.65116279069768,0.1906976744186046,0.1046511627906976,1.7732558139534882,90.0,4.286278267108071,1.2195121951219514,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kamaldeen Sulemana,
247,592,Kasey,McAteer,0,0,3,0,,0.0,581,232,,0,3,1,0,0,0.0,589,231,0.0,589,231,2,45,0,0,,0,1.0,0,0,0.0,0.0,564,227,1,McAteer,0,Leicester City,16,21-22,0.0,0.0,0.5999999999999979,2.0,2.5,0.7,1.482588266578178,1.4902049548378409,1.481269561742751,1.476894106269619,1.7669605347772894,1.6379984462210349,1.5215665123479096,1.4449398057921858,0.7,2.5,0.9221411913828892,0.9877194262977628,1.03732570331523,1.0475621336794851,1.3953972267612416,1.503528164895258,1.5226673020040031,1.512207367581578,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0001266121134065,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5999999999999979,2.0,1.0001266121134065,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5999999999999979,2.0,1.0001266121134065,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5999999999999979,2.0,1.0001266121134065,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5999999999999979,2.0,1.0001266121134065,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5999999999999979,2.0,1.0001266121134065,0.0,135.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,26.999999999999904,90.0,45.00569754510328,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kasey McAteer,
248,596,Keane,Lewis-Potter,2,1,186,6,,203.8,194,124,,0,3,3,29,3,105.6,141,83,280.0,267,111,1428,47,0,0,,0,2.4,0,0,0.1,573.0,53,33,73,Lewis-Potter,0,Brentford,37,23-24,0.2199999999999997,0.0499999999999998,0.3599999999999994,62.0,1.1,0.7,1.3510883419724216,1.415170427973805,1.4727065150661351,1.48730644369109,1.1847670729985489,1.3566746510966627,1.4124552356496929,1.3997294766554085,0.7,1.1,1.421365634288461,1.49065108411923,1.4546620536370585,1.3729054697722758,1.6209632940096257,1.4961323580119763,1.507337055077396,1.554820839409521,0.0,0.0,2.0,14.100000000000025,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,3.746674392809011,0.0233484148249365,4.934624079210624,6.687097949072028,2.8507773556065628,0.1117707447162144,0.3586521435419216,0.0,29.27500030377854,0.3155002644839176,0.0436029493440856,0.4592672825901549,51.42069547516707,3.624017905154961,0.047837635710048,6.06128279972681,7.262799788865276,2.722118194273184,0.1111515065237973,0.7088921449921834,0.0,24.992140109868156,0.2702770754259584,0.0525761123103263,0.5891601650140467,51.3588863021689,3.345389296073712,0.0598004155541391,6.376413556752523,7.270271107964546,2.6046128101688875,0.107894043486178,0.8782837630014765,0.0,22.14031468028045,0.2390430374861439,0.0551525262774633,0.646042059781228,50.00839913127521,3.1505748557419038,0.0640814631413602,6.381697398237626,7.104785528281527,2.5208973385199807,0.1046657015255288,0.9356498705900173,0.0,20.617226838062585,0.2228264282309004,0.0551649758959678,0.6588477825548842,48.56050654703527,3.0420284716692425,2.0,188.0,204.6,75.0,3.0,29.0,0.0,573.0,6.42,1.6800099999999998,20.3802,1443.0,87.89298650105736,0.1247401247401247,11.725571725571724,12.760914760914762,4.677754677754678,0.1871101871101871,1.8087318087318087,0.0,35.73804573804574,0.4004158004158004,0.1047823284823284,1.2711143451143454,90.0,5.481891049961998,0.4672897196261682,100.0,100.0,249231.0,0.0,0.0,-3.0,3.0,3.8,3.8,3.8,107.0,False,,2023-10-07T21:30:07.954328Z,249231.jpg,False,,a,4,94.0,19890.0,197.0,19501.0,262.0,0.8,15.5,15.0,6.42,1.66,8.07,20.21,,,,0.4,0.0,0.1,0.5,1.27,1.83,318.0,205.0,78.0,37.0,238.0,97.0,504.0,168.0,0.95,0.38,Keane Lewis-Potter,2024-05-19 12:13:16.666579
