id,assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,ict_index_rank,ict_index_rank_type,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards,team_name,games played,adjusted points,xG,xG_points,xG_week5,goals_week5,xPoints week 5,clean_sheet_points,xGA_week5,cleansheet_week5,xA,xA_points,xA_week5,assists_week5,adjusted points per game,xPoints week 1,xG_week1,goals_week1,xGA_week1,cleansheet_week1,xA_week1,assists_week1,xPoints week 2,xG_week2,goals_week2,xGA_week2,cleansheet_week2,xA_week2,assists_week2,xPoints week 3,xG_week3,goals_week3,xGA_week3,cleansheet_week3,xA_week3,assists_week3,xPoints week 4,xG_week4,goals_week4,xGA_week4,cleansheet_week4,xA_week4,assists_week4,next1_xP,next5_xP,next10_xP,value,valuePoints metric
361,0,0,7,,,0,20452,,,0,0,-2,2,0.6,333,46,,,0,4,0.2,0.2,1,Shane,0.7,1,0,0.7,365,47,False,2.0,367,42,25,,,53,0,0,,0,,20452.jpg,1.0,0,0,Long,0.8,False,,a,16,20,6.0,273,45,4,21564,1929,73443,4677,0.1,0.8,Long,0,Southampton,4.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,2.4000000000000004,0.0,0.0,0.0,,,,0.5,0.0,,,1.0,0.0,0.0,0.09999999999999963,0.0,0.0,0.0,1.0,1.0,1.0,0.18867924528301888,0.4343722427630694
362,0,2,75,,,2,40146,2.0,,0,0,0,0,69.0,56,11,2.0,,0,2,4.5,4.5,1,Ryan,5.0,9,0,16.2,108,27,False,61.0,146,56,450,,,50,0,0,,0,,40146.jpg,3.2,0,0,Bertrand,1.3,False,,a,16,20,33.0,145,36,16,33268,3219,45413,4666,1.0,3.2,Bertrand,1,Southampton,5.0,16.66972361765211,0.3,1.7999999999999998,0.0,0.0,1.5413411329464508,6.269723617652106,2.0,0.0,0.2,0.6000000000000001,0.0,0.0,3.333944723530422,3.7973158564688863,0.0,0.0,0.8,0.0,0.0,0.0,-0.6371281868423502,0.0,0.0,2.4000000000000004,0.0,0.0,0.0,7.026122638850534,0.0,0.0,0.5,1.0,0.2,0.0,7.41934967214384,0.3,0.0,0.09999999999999963,1.0,0.0,0.0,2.7959005616546198,3.280467520804056,3.3389021797504648,0.6667889447060844,1.4909854070081534
363,0,2,90,,,2,58376,,,0,0,0,0,0.0,449,35,,,1,1,4.8,4.8,1,Alex,5.3,9,0,9.1,199,12,False,90.2,79,13,450,,,45,0,0,,0,,58376.jpg,3.6,0,10,McCarthy,18.9,False,,a,16,20,0.0,415,33,18,400903,45129,566515,58251,1.2,4.0,McCarthy,0,Southampton,5.0,16.269723617652108,0.0,0.0,0.0,0.0,1.5413411329464508,6.269723617652106,2.0,0.0,0.0,0.0,0.0,0.0,3.253944723530421,3.7973158564688863,0.0,0.0,0.8,0.0,0.0,0.0,0.3628718131576499,0.0,0.0,2.4000000000000004,0.0,0.0,0.0,4.426122638850534,0.0,0.0,0.5,1.0,0.0,0.0,8.619349672143839,0.0,0.0,0.09999999999999963,1.0,0.0,0.0,2.7993125063056863,3.1569882411569816,3.239395991231357,0.7230988274512047,1.5339242530763642
364,0,3,60,,,2,78056,,,0,0,0,0,36.2,126,82,,,0,3,4.5,4.5,1,Oriol,5.0,6,1,17.0,97,54,False,105.6,59,22,410,,,45,0,0,,0,,78056.jpg,3.4,0,0,Romeu Vidal,4.2,False,,a,16,20,28.0,159,83,17,171659,42717,171769,19639,1.1,3.8,Oriol Romeu,2,Southampton,5.0,12.067430904413026,0.1,0.5,0.0,0.0,1.1353352832366128,1.5674309044130266,2.0,0.0,0.0,0.0,0.0,0.0,2.413486180882605,2.4493289641172216,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,2.4000000000000004,0.0,0.0,0.0,2.606530659712633,0.0,0.0,0.5,1.0,0.0,0.0,6.40483741803596,0.1,1.0,0.09999999999999963,1.0,0.0,0.0,2.2824506381074485,2.398305243549052,2.4139127870826527,0.5363302624183567,1.1377282965347417
365,0,0,12,100.0,100.0,0,83283,,,0,0,-1,1,13.2,231,132,3.0,,0,3,0.5,0.5,2,Nathan,1.0,4,0,6.2,258,117,False,14.4,296,124,201,,2020-09-17T01:30:16.446019Z,64,0,0,,0,,83283.jpg,1.7,0,0,Redmond,0.2,False,,a,16,20,35.0,143,75,5,12974,439,57156,717,0.2,0.8,Redmond,0,Southampton,2.9411764705882355,7.4220181790664865,0.3,1.5,0.09999999999999998,0.0,2.6353352832366133,0.9220181790664864,2.0,0.0,0.0,0.0,0.0,0.0,2.523486180882605,3.9493289641172216,0.3,0.0,0.8,0.0,0.0,0.0,-0.4999999999999999,-0.09999999999999998,0.0,2.4000000000000004,0.0,0.0,0.0,,,,0.5,0.0,,,1.0,0.0,0.0,0.09999999999999963,0.0,0.0,0.0,2.3212029353846613,2.5454437949142608,2.5405743231093907,0.39429471576290703,0.9974954969435855
366,0,5,124,,,2,84939,,,0,0,0,0,43.9,111,13,,,0,4,5.5,5.5,7,Danny,6.0,9,4,40.9,12,5,False,157.0,17,6,450,,,85,0,0,1.0,0,,84939.jpg,6.2,0,0,Ings,18.2,False,,a,16,20,208.0,11,7,31,545320,60711,890969,73964,0.7,3.6,Ings,0,Southampton,5.0,25.42,2.5,9.52,1.0,1.0,7.0,0.0,2.0,0.0,0.3,0.8999999999999999,0.0,0.0,5.084,3.1,0.2,0.0,0.8,0.0,0.1,0.0,6.2,0.8,2.0,2.4000000000000004,0.0,0.0,0.0,6.6,0.3999999999999999,1.0,0.5,1.0,0.0,0.0,3.0000000000000004,0.10000000000000007,0.0,0.09999999999999963,1.0,0.2,0.0,4.721853140306612,5.272772539134378,5.168689368487125,0.5981176470588235,1.7437976137290299
367,0,0,23,,,0,88900,,,-1,1,-2,2,1.9,304,105,,,0,2,-0.5,-0.5,0,Jack,0.0,6,0,4.8,286,100,False,28.8,255,102,180,,,48,0,0,,0,,88900.jpg,0.5,0,0,Stephens,0.3,False,,a,16,20,17.0,208,64,1,2082,111,19564,1448,0.0,0.2,Stephens,1,Southampton,2.0,4.107889447060843,0.1,0.6000000000000001,,,,2.5078894470608426,2.0,0.0,0.0,0.0,,,2.0539447235304213,4.397315856468886,0.1,0.0,0.8,0.0,0.0,0.0,-0.6371281868423502,0.0,0.0,2.4000000000000004,0.0,0.0,0.0,,,,0.5,0.0,,,,,,0.09999999999999963,0.0,,,1.5471800408987686,1.9841627909364028,2.051587359055799,0.42790515073550445,0.9374932141219364
368,1,0,34,75.0,25.0,2,91047,,,0,0,0,0,48.8,99,66,,,0,3,1.9,0.6,0,Stuart,3.0,3,0,11.3,167,83,False,37.2,223,90,247,Illness - 75% chance of playing,2020-10-07T14:30:16.447962Z,55,0,0,,0,,91047.jpg,3.7,0,0,Armstrong,0.2,False,,d,16,20,27.0,164,86,11,6317,85,19071,1417,0.5,2.0,Armstrong,0,Southampton,2.972972972972973,10.423020425923124,0.2,1.0,,,,0.9319859431645022,2.0,0.0,0.4,1.2000000000000002,,,3.50592505235596,,,,,,,,2.3907179532894123,0.0,0.0,2.4000000000000004,0.0,0.1,0.0,3.1065306597126336,0.1,0.0,0.5,1.0,0.0,0.0,5.705663864316953,0.1,0.0,0.09999999999999963,1.0,0.30000000000000004,1.0,3.2636735833793797,3.5487164878851716,3.5323599099148177,0.6374409186101745,1.4949314653027432
369,0,1,96,,,2,93100,,,0,0,0,0,14.1,223,65,,,0,2,6.2,6.2,7,Jannik,6.7,3,1,14.5,126,35,False,107.6,55,15,315,,,45,0,0,,0,,93100.jpg,5.2,0,0,Vestergaard,1.3,False,,a,16,20,23.0,175,48,21,63254,53157,22920,6178,1.5,4.7,Vestergaard,0,Southampton,4.038461538461538,13.864007537334393,0.2,1.2000000000000002,0.2,1.0,2.74134113294645,5.064007537334393,2.0,0.0,0.2,0.6000000000000001,0.0,0.0,3.43299234257804,4.297315856468886,0.0,0.0,0.8,0.0,0.5,0.0,-0.8999999999999999,0.0,0.0,2.4000000000000004,0.0,-0.3,0.0,4.426122638850534,0.0,0.0,0.5,1.0,0.0,0.0,6.619349672143838,0.0,0.0,0.09999999999999963,1.0,0.0,0.0,2.9009061767487414,3.3764094770197404,3.4365564996181464,0.7628871872395645,1.6183281101322824
370,0,0,68,,,2,101178,1.0,,0,0,-2,2,98.9,32,23,1.0,,0,3,2.2,2.2,2,James,2.7,9,0,19.1,79,45,False,54.6,164,63,450,,,58,0,0,2.0,0,,101178.jpg,2.4,0,0,Ward-Prowse,1.9,False,,a,16,20,37.0,137,72,12,26869,1304,187710,12414,0.5,2.1,Ward-Prowse,0,Southampton,5.0,14.067430904413026,0.2,1.0,0.0,0.0,2.135335283236613,1.5674309044130266,2.0,0.0,0.5,1.5,0.0,0.0,2.8134861808826046,3.249328964117222,0.1,0.0,0.8,0.0,0.1,0.0,2.5907179532894125,0.1,0.0,2.4000000000000004,0.0,0.0,0.0,2.606530659712633,0.0,0.0,0.5,1.0,0.0,0.0,4.10483741803596,0.0,0.0,0.09999999999999963,1.0,0.4,0.0,2.612940684231558,2.83453797658828,2.8301679441819085,0.48508382429010427,1.1682365497663108
371,0,0,0,0.0,0.0,0,107265,,,0,0,-1,1,0.0,417,27,,,0,1,0.0,0.0,0,Angus,0.0,0,0,0.0,442,48,False,0.0,438,48,0,Joined Stoke City on loan until the end of the season on 16/10. - Expected back 01 Jul,2020-10-16T22:00:21.540087Z,44,0,0,,0,,107265.jpg,0.0,0,0,Gunn,0.2,False,,n,16,20,0.0,380,25,0,1634,25,10189,1805,0.0,0.0,Gunn,0,Southampton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,0,0,0,0.0,0.0,0,128198,,,0,0,-1,1,0.0,555,226,,,0,3,0.0,0.0,0,Sofiane,0.0,0,0,0.0,563,226,False,0.0,560,226,0,Joined Angers on a permanent deal on 5/10,2020-10-05T21:00:12.104758Z,54,0,0,,0,,128198.jpg,0.0,0,0,Boufal,0.0,False,,u,16,20,0.0,550,222,0,566,16,3824,290,0.0,0.0,Boufal,0,Southampton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,0,0,0,0.0,0.0,0,153379,,,0,0,-1,1,0.0,423,177,,,0,3,0.0,0.0,0,Josh,0.0,0,0,0.0,448,177,False,0.0,444,177,0,Joined Doncaster Rovers on loan until January on 16/10. - Expected back 01 Feb,2020-10-16T11:00:15.652806Z,44,0,0,,0,,153379.jpg,0.0,0,0,Sims,0.2,False,,n,16,20,0.0,386,157,0,5044,782,8938,1402,0.0,0.0,Sims,0,Southampton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,1,0,89,,,2,158534,,,0,0,0,0,48.9,98,23,,,0,2,3.5,3.5,1,Kyle,4.0,9,0,18.0,86,18,False,99.0,67,20,450,,,45,0,0,,0,,158534.jpg,3.2,0,0,Walker-Peters,10.8,False,,a,16,20,32.0,149,39,16,336119,26957,366818,35528,0.9,3.6,Walker-Peters,2,Southampton,5.0,13.760758100410724,0.1,0.6000000000000001,0.0,0.0,1.5413411329464508,6.269723617652106,2.0,0.0,0.2,0.6000000000000001,0.0,0.0,2.7521516200821456,3.097315856468886,0.0,0.0,0.8,0.0,0.1,0.0,1.831292865789229,0.0,0.0,2.4000000000000004,0.0,0.0,1.0,4.7261226388505335,0.0,0.0,0.5,1.0,0.1,0.0,5.219349672143839,0.1,0.0,0.09999999999999963,1.0,0.0,0.0,2.2558134305318767,2.6769347775322423,2.7473559820426345,0.6115892489071435,1.2973767156090854
376,0,2,89,,,2,171771,,,0,0,0,0,14.4,222,64,,,0,2,4.5,4.5,1,Jan,5.0,9,0,10.5,178,58,False,69.8,122,43,405,,,45,0,0,,0,,171771.jpg,3.2,0,0,Bednarek,2.1,False,,a,16,20,21.0,190,53,16,34246,3790,88402,7325,1.1,3.6,Bednarek,0,Southampton,5.0,16.36972361765211,0.3,1.7999999999999998,0.0,0.0,1.8413411329464509,6.269723617652106,2.0,0.0,0.1,0.30000000000000004,0.1,0.0,3.273944723530422,2.7973158564688863,0.0,0.0,0.8,0.0,0.0,0.0,0.3628718131576499,0.0,0.0,2.4000000000000004,0.0,0.0,0.0,6.426122638850534,0.0,0.0,0.5,1.0,0.0,0.0,7.41934967214384,0.3,0.0,0.09999999999999963,1.0,0.0,0.0,2.7463270547360024,3.2150326108481715,3.2764639061855765,0.7275432718956494,1.5433523434921854
377,2,2,57,,,2,200439,,,0,0,-2,2,65.0,62,6,,,1,4,5.5,5.5,11,Che,6.0,8,1,33.8,29,13,False,93.2,71,14,407,,,58,0,0,,0,,200439.jpg,4.2,0,0,Adams,1.6,False,,a,16,20,179.0,17,12,21,70162,19605,253819,9009,1.0,3.6,Adams,1,Southampton,5.0,25.78206896551724,2.0,8.0,0.8999999999999999,1.0,11.29103448275862,0.0,2.0,0.0,1.4,4.199999999999998,0.7999999999999999,1.0,5.156413793103448,4.6,0.5,0.0,0.8,0.0,0.2,0.0,1.7999999999999998,0.2,0.0,2.4000000000000004,0.0,0.0,0.0,4.996551724137931,0.10000000000000007,0.0,0.5,1.0,0.4,1.0,3.2,0.30000000000000004,0.0,0.09999999999999963,1.0,0.0,0.0,4.732403074460518,5.377433464642738,5.255570251408912,0.889036860879905,2.141084288863597
378,0,0,0,,,0,213482,,,0,0,-2,2,0.0,504,196,,,0,2,-0.5,-0.5,0,Yan,0.0,0,0,0.0,518,196,False,0.0,515,196,0,,,48,0,0,,0,,213482.jpg,0.0,0,0,Valery,0.1,False,,a,16,20,0.0,481,186,0,609,86,3779,240,0.0,0.0,Valery,0,Southampton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,0,0,8,,,0,214466,,,0,0,0,0,4.1,278,146,,,0,3,-0.5,-0.5,0,William,0.0,4,0,1.1,356,161,False,7.2,331,146,111,,,45,0,0,,0,,214466.jpg,1.5,0,0,Smallbone,0.4,False,,a,16,20,0.0,443,169,3,22997,154,27247,2154,0.0,0.7,Smallbone,0,Southampton,2.0,3.6269723617652105,0.0,0.0,,,,0.6269723617652107,2.0,0.0,0.0,0.0,,,1.8134861808826053,2.4493289641172216,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,2.4000000000000004,0.0,0.0,0.0,,,,0.5,0.0,,,,,,0.09999999999999963,0.0,,,1.6998281265764217,1.7892470602892454,1.8098489978078391,0.4029969290850234,0.8548855840601227
380,0,0,0,,,0,214470,,,0,0,0,0,0.0,380,142,,,0,2,-0.5,-0.5,0,Jake,0.0,0,0,0.0,404,144,False,0.0,401,145,0,,,40,0,0,,0,,214470.jpg,0.0,0,0,Vokins,1.3,False,,a,16,20,0.0,337,122,0,25984,2296,38108,3700,0.0,0.0,Vokins,0,Southampton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,0,0,2,,,0,220598,,,0,0,-2,2,0.1,357,49,,,0,4,-0.2,-0.2,0,Michael,0.3,0,0,0.1,383,51,False,0.4,377,46,13,,,48,0,0,,0,,220598.jpg,1.0,0,0,Obafemi,1.4,False,,a,16,20,0.0,482,55,1,40969,3392,126427,8873,0.1,0.2,Obafemi,0,Southampton,1.0,1.0,0.0,0.0,,,,0.0,2.0,0.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,,1.0,0.0,0.0,0.5,0.0,0.0,0.0,,,,0.09999999999999963,0.0,,,1.0,1.0,1.0,0.20833333333333334,0.45643546458763845
382,1,0,37,0.0,0.0,1,431131,,,0,0,0,0,7.2,264,141,,,0,3,0.0,0.0,0,Moussa,2.7,5,1,8.7,209,97,False,35.4,234,93,233,Hamstring injury - Unknown return date,2020-10-15T11:30:20.422823Z,55,0,0,,0,,431131.jpg,3.5,0,0,Djenepo,0.1,False,,i,16,20,46.0,105,57,14,11892,65,12339,2252,0.5,2.5,Djenepo,1,Southampton,4.0,9.144979206289044,0.2,1.0,,,,1.2539447235304213,2.0,0.0,0.2,0.6000000000000001,,,2.2862448015722605,1.4493289641172216,0.0,0.0,0.8,0.0,0.0,0.0,4.659139005920991,0.1,0.0,2.4000000000000004,0.0,0.2,1.0,2.606530659712633,0.0,0.0,0.5,1.0,0.0,0.0,0.5,0.1,1.0,0.09999999999999963,0.0,0.0,0.0,2.1030767933901866,2.2982384140181287,2.298862775596751,0.4156808730131383,0.9748580589189927
479,0,0,0,25.0,25.0,0,450527,,,-1,1,-2,2,0.0,399,157,,,0,2,-0.1,-0.1,0,Mohammed,0.0,0,0,0.0,424,160,False,0.0,421,161,0,Lack of match fitness - 25% chance of playing,2020-09-19T03:00:16.950625Z,43,0,0,,0,,450527.jpg,0.0,0,0,Salisu,0.1,False,,d,16,20,0.0,361,142,0,716,31,15454,773,0.0,0.0,Salisu,0,Southampton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,0,0,0,,,0,40383,,,0,0,0,0,0.0,364,5,,,0,1,-0.5,-0.5,0,Fraser,0.0,0,0,0.0,388,26,False,0.0,385,26,0,,,40,0,0,,0,,40383.jpg,0.0,0,0,Forster,3.0,False,,a,16,20,0.0,319,3,0,180552,26785,40384,5179,0.0,0.0,Forster,0,Southampton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,0,0,9,,,0,203389,,,0,0,0,0,1.8,307,155,,,0,3,0.2,0.2,1,Nathan,0.7,2,0,0.7,363,164,False,3.0,358,160,48,,,45,0,0,,0,,203389.jpg,1.0,0,0,Tella,0.3,False,,a,16,20,3.0,291,144,3,23181,341,15082,1178,0.2,0.7,Tella,0,Southampton,3.0,3.940458542647817,0.0,0.0,0.0,0.0,1.0,0.940458542647816,2.0,0.0,0.0,0.0,0.0,0.0,1.3134861808826053,,,,,,,,1.0,0.0,0.0,2.4000000000000004,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,,,,0.09999999999999963,0.0,,,1.1998281265764217,1.2892470602892454,1.3098489978078391,0.2918858179739123,0.6191833236646069
565,0,0,3,,,0,240143,,,0,0,0,0,10.2,257,139,,,0,3,0.6,0.6,1,Ibrahima,1.0,0,0,1.3,352,159,False,2.4,364,166,3,,,45,0,0,,0,,240143.jpg,1.0,0,0,Diallo,0.0,False,,a,16,20,0.0,453,177,1,742,327,202,94,0.2,0.2,Diallo,0,Southampton,1.0,1.3134861808826053,0.0,0.0,0.0,0.0,1.0,0.3134861808826053,2.0,0.0,0.0,0.0,0.0,0.0,1.3134861808826053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1998281265764217,1.2892470602892454,1.3098489978078391,0.2918858179739123,0.6191833236646069
383,0,0,65,,,0,37915,,,0,0,0,0,0.0,558,60,,,0,1,2.2,2.2,1,Hugo,1.7,8,0,8.2,223,15,False,81.8,99,15,450,,,55,0,0,,0,,37915.jpg,2.0,0,11,Lloris,5.7,False,,a,17,6,0.0,557,60,10,171395,18538,158722,21387,0.3,1.8,Lloris,0,Tottenham,5.0,14.931939278832129,0.0,0.0,0.0,0.0,1.489825713011928,4.93193927883213,2.1,0.0,0.0,0.0,0.0,0.0,2.9863878557664263,3.9863878557664254,0.0,0.0,1.4,0.0,0.0,0.0,2.807586071978621,0.0,0.0,1.6,0.0,0.0,0.0,3.626278638962397,0.0,0.0,0.8999999999999999,0.0,0.0,0.0,3.4715177646857684,0.0,0.0,1.0000000000000004,0.0,0.0,0.0,3.2509572113285703,3.0160100933069023,2.9802159178083283,0.5429796101393503,1.273400060330195
384,0,0,0,0.0,,0,38290,,,0,0,-2,2,0.0,490,192,,,0,2,0.0,0.5,0,Danny,0.0,0,0,0.0,506,192,False,0.0,503,192,0,Not included in Spurs' 25-man Premier League squad. - Unknown return date,2020-10-20T22:30:19.169802Z,48,0,0,,0,,38290.jpg,0.0,0,0,Rose,0.3,False,,n,17,6,0.0,463,181,0,3449,318,18556,1622,0.0,0.0,Rose,0,Tottenham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,0,0,40,100.0,100.0,0,45268,,,0,0,-2,2,29.2,155,95,,,0,3,1.8,1.8,2,Moussa,1.3,5,0,7.8,231,107,False,48.6,180,71,225,,2020-09-27T16:00:17.236494Z,48,0,0,,0,,45268.jpg,1.7,0,0,Sissoko,0.4,False,,a,17,6,0.0,464,185,5,11384,2507,27570,2009,0.3,1.0,Sissoko,0,Tottenham,2.9411764705882355,6.025285188063547,0.0,0.0,0.0,0.0,2.122456428252982,0.7252851880635486,2.1,0.0,0.1,0.30000000000000004,0.0,0.0,2.0485969639416064,1.2465969639416066,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,,,,0.8999999999999999,0.0,,,2.6678794411714426,0.0,0.0,1.0000000000000004,0.0,0.1,0.0,2.102130172846945,2.064369372215469,2.052291959131306,0.42679103415450137,0.9350523069895128
386,0,0,27,,,0,55605,,,0,0,-1,1,11.3,247,75,,,0,2,0.8,0.8,1,Toby,0.3,4,0,5.9,260,90,False,45.6,194,76,180,,,54,0,0,,0,,55605.jpg,1.5,0,0,Alderweireld,1.7,False,,a,17,6,2.0,306,107,3,29181,2775,112551,5668,0.1,0.6,Alderweireld,0,Tottenham,2.0,4.972775711532852,0.0,0.0,0.0,0.0,1.489825713011928,1.972775711532852,2.1,0.0,0.0,0.0,0.0,0.0,2.486387855766426,2.9863878557664263,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,,,,0.8999999999999999,0.0,,,,,,1.0000000000000004,0.0,,,2.75095721132857,2.5160100933069014,2.4802159178083274,0.46044219551230103,1.0699709730661928
387,1,0,18,100.0,,0,62974,3.0,,0,0,-1,1,3.5,284,147,1.0,,0,3,0.8,0.8,0,Erik,0.3,3,0,8.4,218,101,False,10.2,314,136,85,,2020-10-18T17:30:12.639025Z,59,0,0,,0,,62974.jpg,1.7,0,0,Lamela,0.2,False,,a,17,6,70.0,67,37,5,8121,338,12487,2438,0.1,0.8,Lamela,1,Tottenham,2.9411764705882355,6.516319670822169,0.5,2.5,,,,0.7252851880635486,2.1,0.0,0.0,0.0,,,2.215548688079537,,,,,,,,3.9684210526315775,0.3,0.0,1.6,0.0,0.0,1.0,1.0,0.0,0.0,0.8999999999999999,0.0,0.0,0.0,1.0,0.2,0.0,1.0000000000000004,0.0,0.0,0.0,2.1766149437600957,2.292677988204189,2.257655534250216,0.37551672679314185,0.9121269601313555
388,7,9,228,,,0,78830,,,2,-2,3,-3,148.3,9,1,4.0,,3,4,12.8,12.8,16,Harry,12.3,7,5,82.8,2,1,True,343.4,1,1,443,,,108,0,0,1.0,0,,78830.jpg,12.0,0,0,Kane,36.2,False,,a,17,6,336.0,2,1,60,1845166,556988,488303,12136,1.1,5.6,Kane,0,Tottenham,5.0,52.75724137931035,3.9,15.12,0.6000000000000001,2.0,9.59103448275862,0.0,2.1,0.0,3.2,9.6,0.3000000000000003,1.0,10.55144827586207,4.0,0.2,0.0,1.4,0.0,0.4,0.0,18.07368421052632,0.9000000000000001,1.0,1.6,0.0,1.2000000000000002,4.0,8.59655172413793,0.7,0.0,0.8999999999999999,0.0,0.7999999999999998,1.0,13.900826446280991,1.4999999999999998,2.0,1.0000000000000004,0.0,0.5,1.0,9.940276328344279,10.956994363175307,10.805336232078593,0.9769859514687101,3.21070346391036
389,1,1,60,100.0,100.0,0,80226,,,0,0,-3,3,30.0,151,38,,,0,2,4.8,4.8,1,Serge,4.3,4,1,18.4,84,17,False,94.2,70,23,180,,2020-09-19T02:30:14.062101Z,52,0,0,,0,,80226.jpg,6.5,0,0,Aurier,2.6,False,,a,17,6,60.0,82,11,13,106323,21731,187063,11637,0.8,2.5,Aurier,0,Tottenham,2.0,12.063810194291475,0.6,3.6,0.0,0.0,2.689825713011928,1.972775711532852,2.1,0.0,0.4,1.2000000000000002,0.4,0.0,6.031905097145738,,,,,,,,,,,,,,,,,,,,,,9.47234421096676,0.6,1.0,1.0000000000000004,0.0,0.0,1.0,5.999789041291479,6.258394367362543,6.148979739875273,1.1599817494511033,2.645165368575307
390,2,7,197,100.0,100.0,1,85971,1.0,,2,-2,4,-4,204.9,3,3,6.0,,3,3,11.2,11.2,13,Heung-Min,10.7,4,7,75.4,3,2,True,311.0,2,1,376,,2020-09-27T16:00:17.251688Z,94,0,0,2.0,0,,85971.jpg,11.6,0,0,Son,50.5,False,,a,17,6,237.0,7,3,58,3599142,556072,2095556,12153,1.1,6.2,Son,0,Tottenham,5.0,37.71505378522527,2.5,12.5,0.5,1.0,8.213490911011602,1.2329848197080324,2.1,1.0,1.8,5.4,0.10000000000000007,1.0,7.543010757045055,3.6465969639416063,0.1,0.0,1.4,0.0,0.3,0.0,11.601896517994652,1.2999999999999998,4.0,1.6,0.0,0.3,0.0,2.1000000000000005,0.10000000000000007,0.0,0.8999999999999999,0.0,0.20000000000000007,0.0,11.968705887452431,0.5,2.0,1.0000000000000004,0.0,0.8999999999999999,1.0,7.1665973572394535,7.844076306839032,7.725310588747913,0.8024479528771334,2.4602588360822932
391,0,0,49,50.0,50.0,0,93264,,,0,0,0,0,3.0,292,98,5.0,,0,2,0.9,0.9,0,Eric,1.3,5,0,7.6,238,79,False,68.8,125,46,360,Hamstring injury - 50% chance of playing,2020-10-14T11:30:18.535866Z,50,0,0,,0,,93264.jpg,1.8,0,0,Dier,1.2,False,,d,17,6,4.0,288,98,7,40777,462,79849,13107,0.3,1.4,Dier,0,Tottenham,3.888888888888889,11.435952772424992,0.1,0.6000000000000001,,,,3.83595277242499,2.1,0.0,0.0,0.0,,,2.9406735700521405,2.9863878557664263,0.0,0.0,1.4,0.0,0.0,0.0,1.8075860719786208,0.0,0.0,1.6,0.0,0.0,0.0,4.2262786389623965,0.1,0.0,0.8999999999999999,0.0,0.0,0.0,3.4715177646857684,0.0,0.0,1.0000000000000004,0.0,0.0,0.0,3.1861702920232298,2.9829515454075235,2.9424246265668184,0.588134714010428,1.3151092004547151
392,0,1,30,,,1,95715,,,0,0,-1,1,29.0,157,97,,,0,3,4.2,4.2,1,Lucas,3.7,5,1,18.8,82,48,False,42.2,202,83,283,,,69,0,0,,0,,95715.jpg,3.0,0,0,Rodrigues Moura da Silva,1.7,False,,a,17,6,117.0,35,17,15,64302,2420,120188,14447,0.5,2.2,Lucas Moura,0,Tottenham,5.0,14.232984819708033,0.8,4.0,0.0,0.0,1.0,1.2329848197080324,2.1,0.0,0.0,0.0,0.0,0.0,2.8465969639416064,2.7465969639416064,0.1,0.0,1.4,0.0,0.0,0.0,2.2018965179946552,0.0,0.0,1.6,0.0,0.0,0.0,6.906569659740598,0.7000000000000001,1.0,0.8999999999999999,1.0,0.0,0.0,1.0,0.0,0.0,1.0000000000000004,0.0,0.0,0.0,2.8138441656933417,2.919624867552169,2.8861361730146267,0.4125502846292183,1.0836809436816623
