id,assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,ict_index_rank,ict_index_rank_type,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards,team_name,games played,adjusted points,xG,xG_points,xG_week18,goals_week18,xPoints week 18,clean_sheet_points,xGA_week18,cleansheet_week18,xA,xA_points,xA_week18,assists_week18,adjusted points per game,xPoints week 1,xG_week1,goals_week1,xGA_week1,cleansheet_week1,xA_week1,assists_week1,xPoints week 2,xG_week2,goals_week2,xGA_week2,cleansheet_week2,xA_week2,assists_week2,xPoints week 3,xG_week3,goals_week3,xGA_week3,cleansheet_week3,xA_week3,assists_week3,xPoints week 4,xG_week4,goals_week4,xGA_week4,cleansheet_week4,xA_week4,assists_week4,xPoints week 5,xG_week5,goals_week5,xGA_week5,cleansheet_week5,xA_week5,assists_week5,xPoints week 6,xG_week6,goals_week6,xGA_week6,cleansheet_week6,xA_week6,assists_week6,xPoints week 7,xG_week7,goals_week7,xGA_week7,cleansheet_week7,xA_week7,assists_week7,xPoints week 8,xG_week8,goals_week8,xGA_week8,cleansheet_week8,xA_week8,assists_week8,xPoints week 9,xG_week9,goals_week9,xGA_week9,cleansheet_week9,xA_week9,assists_week9,xPoints week 10,xG_week10,goals_week10,xGA_week10,cleansheet_week10,xA_week10,assists_week10,xPoints week 11,xG_week11,goals_week11,xGA_week11,cleansheet_week11,xA_week11,assists_week11,xPoints week 12,xG_week12,goals_week12,xGA_week12,cleansheet_week12,xA_week12,assists_week12,xPoints week 13,xG_week13,goals_week13,xGA_week13,cleansheet_week13,xA_week13,assists_week13,xPoints week 14,xG_week14,goals_week14,xGA_week14,cleansheet_week14,xA_week14,assists_week14,xPoints week 15,xG_week15,goals_week15,xGA_week15,cleansheet_week15,xA_week15,assists_week15,xPoints week 16,xG_week16,goals_week16,xGA_week16,cleansheet_week16,xA_week16,assists_week16,xPoints week 17,xG_week17,goals_week17,xGA_week17,cleansheet_week17,xA_week17,assists_week17,form 5,form 10,next1_xP,next5_xP,next10_xP,value,value form 5,value form 10,valuePoints metric,xG+xA,xG+xA per game
597,0,2,115,,,1,215059,,,0,0,-1,1,0.0,521,45,,,0,1,3.0,2.0,3,Robert,3.0,10,0,16.1,311,20,False,160.6,193,20,630,,,44,0,0,,0,,215059.jpg,2.7,0,19,Sánchez,0.8,False,,a,3,36,0.0,509,42,19,86726,12440,26754,5787,0.7,4.3,Sánchez,0,Brighton,7.037037037037036,23.81425640074297,0.0,0.0,0.0,0.0,3.268822050959,8.814256400742973,2.7,0.0,0.0,0.0,0.0,0.0,3.38413117273716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6999999999999993,,,,,,,0.3000000000000007,0.0,,,,,,1.5,0.0,,,,,,0.5,0.0,,,,,,1.0999999999999996,0.0,,,,,,1.6999999999999993,0.0,,,6.797315856468885,0.0,0.0,0.8000000000000007,1.0,0.0,0.0,4.195246544376106,0.0,0.0,0.5999999999999996,0.0,0.0,0.0,2.0901271721360497,0.0,0.0,1.3000000000000007,0.0,0.0,0.0,3.2047768476488065,0.0,0.0,1.200000000000001,0.0,0.0,0.0,1.8075860719786232,0.0,0.0,1.5999999999999979,0.0,0.0,0.0,2.9133117374197166,3.5606457572612453,2.9223598589218036,3.2520373103685984,3.4244763133857727,0.7691207210766272,0.6621163039590264,0.8092376721048284,1.6133212351523476,0.0,0.0
627,0,0,12,,,0,230127,,,0,0,0,0,11.4,359,177,,,0,3,2.0,1.0,2,Percy,2.0,1,0,2.4,419,182,False,6.4,430,183,67,,,55,0,0,,0,,230127.jpg,2.0,0,0,Tau,0.0,False,,a,3,36,6.0,378,177,2,2839,1789,315,229,0.4,0.4,Tau,0,Brighton,1.0,2.3131380563421846,0.0,0.0,,,,0.3131380563421846,2.7,,0.0,0.0,,,2.3131380563421846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.197695227888345,2.280114590750044,2.323224341504338,0.42057055569857904,,,0.9863253812831563,0.0,0.0
628,0,0,0,0.0,,0,243505,,,0,0,0,0,0.0,608,246,,,0,3,0.0,0.6,0,Jakub,0.0,0,0,0.0,617,245,False,0.0,615,245,0,Lack of match fitness - Unknown return date,2021-01-14T22:00:27.325395Z,50,0,0,,0,,243505.jpg,0.0,0,0,Moder,0.0,False,,i,3,36,0.0,604,244,0,235,61,36,23,0.0,0.0,Moder,0,Brighton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,0,0,3,,,0,465572,,,0,0,0,0,0.0,562,227,,,0,3,1.2,0.2,1,Reda,1.0,0,0,0.2,455,193,False,0.0,573,226,4,,,45,0,0,,0,,465572.jpg,1.0,0,0,Khadra,0.0,False,,a,3,36,2.0,393,183,1,35,35,8,8,0.2,0.2,Khadra,0,Brighton,1.0,1.3131380563421846,0.0,0.0,,,,0.3131380563421846,2.7,,0.0,0.0,,,1.3131380563421846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1976952278883457,1.2801145907500442,1.3232243415043377,0.2918084569649299,,,0.6190192161824543,0.0,0.0
631,0,0,0,,,0,244848,,,0,0,0,0,0.0,552,220,,,0,3,1.2,0.2,0,Teddy,0.0,0,0,0.0,568,220,False,0.0,563,219,0,,,45,0,0,,0,,244848.jpg,0.0,0,0,Jenks,0.0,False,,a,3,36,0.0,541,218,0,18,18,4,4,0.0,0.0,Jenks,0,Brighton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,0,0,0,,,0,215062,,,0,0,0,0,0.0,543,212,,,0,3,1.2,0.2,0,Max,0.0,0,0,0.0,559,212,False,0.0,554,211,0,,,45,0,0,,0,,215062.jpg,0.0,0,0,Sanders,0.0,False,,a,3,36,0.0,532,210,0,20,20,3,3,0.0,0.0,Sanders,0,Brighton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,0,0,0,,,0,440241,,,0,0,0,0,0.0,555,222,,,0,3,1.2,0.2,0,Jensen,0.0,0,0,0.0,571,222,False,0.0,566,221,0,,,45,0,0,,0,,440241.jpg,0.0,0,0,Weir,0.0,False,,a,3,36,0.0,544,220,0,30,30,8,8,0.0,0.0,Weir,0,Brighton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,0,0,31,100.0,100.0,0,40845,,,0,0,-2,2,7.9,370,179,,,0,3,-1.2,-0.6,0,Dale,0.4,4,0,7.8,364,164,False,28.8,376,161,229,,2020-11-06T20:30:19.624560Z,43,0,0,,0,,40845.jpg,1.4,0,0,Stephens,4.6,False,,a,4,90,41.0,271,138,7,311612,6403,872407,12064,0.1,1.6,Stephens,0,Burnley,5.0,9.217668436289603,0.2,1.0,,,,1.2176684362896033,1.3000000000000007,0.0,0.0,0.0,,,1.8435336872579209,,,,,,,,,,,,,,,2.5488116360940265,0.0,0.0,0.6000000000000001,0.0,0.0,0.0,2.6353352832366133,0.1,0.0,2.0,0.0,0.0,0.0,,,,1.0,0.0,,,,,,0.5999999999999996,0.0,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,1.3000000000000007,0.0,,,,,,1.7999999999999992,0.0,,,,,,2.9000000000000004,0.0,,,,,,1.7000000000000008,0.0,,,,,,1.3999999999999986,0.0,,,,,,2.1000000000000014,0.0,,,,,,1.3000000000000007,0.0,,,1.5,0.1,0.0,1.7999999999999972,0.0,0.0,0.0,1.0,0.0,0.0,0.4000000000000021,0.0,0.0,0.0,,,,0.0,0.0,,,1.25,1.25,1.729850240667739,1.7440130834097132,1.807398982166936,0.42872876447858627,0.29069767441860467,0.29069767441860467,0.8890308881094857,0.2,0.04
81,0,2,203,100.0,100.0,6,17761,,,0,0,-2,2,56.5,225,55,,,0,2,5.6,2.8,2,James,3.8,16,0,48.6,139,36,False,267.0,96,37,1260,,2020-09-17T22:00:10.017429Z,53,0,0,,0,,17761.jpg,3.4,0,0,Tarkowski,2.4,False,,a,4,90,159.0,100,11,48,100607,2384,318881,5032,0.7,9.1,Tarkowski,2,Burnley,14.117647058823529,44.052490574564935,0.9,5.4,0.30000000000000004,0.0,5.19012717213605,13.752490574564927,1.3000000000000007,0.0,0.3,0.8999999999999999,0.09999999999999998,0.0,3.1203847490316825,,,,,,,,,,,,,,,,,,,,,,0.8413411329464509,0.0,0.0,2.0,0.0,0.1,0.0,4.071517764685768,0.1,0.0,1.0,1.0,0.0,0.0,5.395246544376106,0.2,0.0,0.5999999999999996,0.0,0.0,0.0,3.0715177646857685,0.10000000000000003,0.0,1.0,0.0,0.0,0.0,3.0901271721360497,0.0,0.0,1.3000000000000007,1.0,0.0,0.0,2.6611955528863467,0.0,0.0,1.7999999999999992,1.0,0.0,0.0,0.8200928802256287,0.09999999999999998,0.0,2.9000000000000004,0.0,0.0,0.0,2.730734096210938,0.0,0.0,1.7000000000000008,0.0,0.0,0.0,3.586387855766427,0.09999999999999998,0.0,1.3999999999999986,1.0,0.0,0.0,2.4898257130119266,0.0,0.0,2.1000000000000014,1.0,0.0,0.0,3.0901271721360497,0.0,0.0,1.3000000000000007,0.0,0.0,0.0,1.961195552886348,0.0,0.0,1.7999999999999972,0.0,0.1,0.0,6.68128018414255,0.0,0.0,0.4000000000000021,1.0,0.0,0.0,,,,0.0,0.0,,,4.2306825203252485,3.245662908822473,2.716675739807964,2.777891092097517,3.0033184630737173,0.5887518394399401,0.798241984967028,0.612389228079712,1.3554085217205694,1.2,0.085
82,0,0,24,100.0,100.0,0,17997,,,-1,1,-1,1,12.9,347,126,,,0,2,-2.0,-1.0,0,Phil,0.0,8,0,5.1,392,147,False,31.4,371,144,270,,2020-11-29T21:30:18.549331Z,44,0,0,,0,,17997.jpg,0.3,0,0,Bardsley,0.2,False,,a,4,90,6.0,372,143,1,11795,83,40693,231,0.0,0.2,Bardsley,2,Burnley,3.333333333333333,4.8471158301056105,0.1,0.6000000000000001,,,,3.2471158301056087,1.3000000000000007,0.0,0.0,0.0,,,1.4541347490316832,,,,,,,,0.586387855766426,0.1,0.0,1.4,0.0,0.0,0.0,3.1952465443761056,0.0,0.0,0.6000000000000001,0.0,0.0,0.0,1.5413411329464508,0.0,0.0,2.0,0.0,0.0,0.0,,,,1.0,0.0,,,,,,0.5999999999999996,0.0,,,,,,1.0,0.0,,,,,,1.3000000000000007,0.0,,,,,,1.7999999999999992,0.0,,,,,,2.9000000000000004,0.0,,,,,,1.7000000000000008,0.0,,,,,,1.3999999999999986,0.0,,,,,,2.1000000000000014,0.0,,,,,,1.3000000000000007,0.0,,,,,,1.7999999999999972,0.0,,,,,,0.4000000000000021,0.0,,,,,,0.0,0.0,,,,,1.0888295473351124,1.1534799809727687,1.3577456709481803,0.33048517023447344,,,0.693231541461869,0.1,0.030000000000000006
83,0,2,71,100.0,100.0,2,39487,,,0,0,-2,2,18.7,327,115,,,0,2,3.6,1.8,2,Erik,2.8,7,0,8.5,359,130,False,30.4,373,146,444,,2020-10-22T13:30:13.791092Z,43,1,0,,0,,39487.jpg,2.2,0,0,Pieters,0.5,False,,a,4,90,37.0,278,87,20,50938,4536,99105,2681,0.7,4.7,Pieters,0,Burnley,9.09090909090909,21.455770445742573,0.1,0.6000000000000001,0.0,0.0,3.0901271721360497,8.85577044574257,1.3000000000000007,0.0,0.0,0.0,0.0,0.0,2.360134749031684,,,,,,,,-1.4,0.1,0.0,1.4,0.0,0.0,0.0,,,,0.6000000000000001,0.0,,,,,,2.0,0.0,,,3.4715177646857693,0.0,0.0,1.0,1.0,0.0,0.0,,,,0.5999999999999996,0.0,,,,,,1.0,0.0,,,,,,1.3000000000000007,0.0,,,1.0,0.0,0.0,1.7999999999999992,0.0,0.0,0.0,1.0,0.0,0.0,2.9000000000000004,0.0,0.0,0.0,,,,1.7000000000000008,0.0,,,,,,1.3999999999999986,0.0,,,1.0,0.0,0.0,2.1000000000000014,0.0,0.0,0.0,1.0,0.0,0.0,1.3000000000000007,0.0,0.0,0.0,2.661195552886348,0.0,0.0,1.7999999999999972,0.0,0.0,0.0,6.68128018414255,0.0,0.0,0.4000000000000021,1.0,0.0,0.0,,,,0.0,0.0,,,3.3581507272912368,2.3475147013092785,2.0112728677411043,2.077394096772877,2.2725990106578102,0.5488685462864382,0.7809652854165667,0.5459336514672741,1.1381580420754966,0.1,0.011000000000000001
84,0,0,0,100.0,100.0,0,40145,,,0,0,0,0,0.0,601,241,,,0,3,-2.0,-1.0,0,Jack,0.0,0,0,0.0,612,240,False,0.0,610,240,0,,2020-08-15T10:00:11.504829Z,50,0,0,,0,,40145.jpg,0.0,0,0,Cork,0.0,False,,a,4,90,0.0,595,239,0,10427,31,11021,19,0.0,0.0,Cork,0,Burnley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,0,1,76,100.0,50.0,1,41674,,,0,0,-2,2,11.5,358,131,,,0,2,-2.0,-0.5,0,Kevin,0.0,12,0,12.2,339,120,False,94.2,273,105,540,,2021-01-11T12:00:21.187814Z,43,0,0,,0,,41674.jpg,1.8,0,0,Long,0.2,False,,a,4,90,16.0,333,119,11,11200,93,18255,202,0.0,2.6,Long,2,Burnley,6.1111111111111125,12.953045688526947,0.0,0.0,,,,5.95304568852695,1.3000000000000007,0.0,0.0,0.0,,,2.119589294486228,,,,,,,,0.9863878557664258,0.0,0.0,1.4,0.0,0.0,0.0,4.195246544376106,0.0,0.0,0.6000000000000001,0.0,0.0,0.0,1.5413411329464508,0.0,0.0,2.0,0.0,0.0,0.0,4.4715177646857684,0.0,0.0,1.0,1.0,0.0,0.0,3.1952465443761064,0.0,0.0,0.5999999999999996,0.0,0.0,0.0,1.4715177646857691,0.0,0.0,1.0,0.0,0.0,0.0,,,,1.3000000000000007,0.0,,,,,,1.7999999999999992,0.0,,,,,,2.9000000000000004,0.0,,,,,,1.7000000000000008,0.0,,,,,,1.3999999999999986,0.0,,,,,,2.1000000000000014,0.0,,,,,,1.3000000000000007,0.0,,,,,,1.7999999999999972,0.0,,,,,,0.4000000000000021,0.0,,,,,,0.0,0.0,,,,,1.7802472302728,1.8472199724274836,2.037179173838981,0.49292774290377395,,,1.0221567232152313,0.0,0.0
86,1,0,49,100.0,50.0,2,44683,,,0,0,-2,2,55.1,231,39,,,0,4,-0.4,-0.1,1,Jay,0.8,12,0,20.1,287,42,False,36.6,362,42,555,,2021-01-01T10:30:18.225481Z,58,0,0,3.0,0,,44683.jpg,1.4,0,0,Rodriguez,0.2,False,,a,4,90,114.0,154,42,18,14034,506,54353,277,0.1,3.1,Rodriguez,3,Burnley,12.857142857142858,19.83436754176611,0.6,2.4,0.0,0.0,1.0,0.0,1.3000000000000007,0.0,0.5,1.5,0.0,0.0,1.5426730310262529,,,,,,,,2.2,0.3,0.0,1.4,0.0,0.0,0.0,,,,0.6000000000000001,0.0,,,,,,2.0,0.0,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5999999999999996,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.1,0.0,1.0,0.0,0.0,1.3000000000000007,0.0,0.0,0.0,3.3179039301310045,0.10000000000000003,0.0,1.7999999999999992,1.0,0.30000000000000004,1.0,2.0,0.0,0.0,2.9000000000000004,0.0,0.0,0.0,2.0,0.0,0.0,1.7000000000000008,0.0,0.0,0.0,1.0,0.0,0.0,1.3999999999999986,0.0,0.0,0.0,2.7,0.09999999999999998,0.0,2.1000000000000014,1.0,0.09999999999999998,0.0,0.0,0.0,0.0,1.3000000000000007,0.0,0.0,0.0,1.4,0.09999999999999998,0.0,1.7999999999999972,0.0,0.0,0.0,,,,0.4000000000000021,0.0,,,,,,0.0,0.0,,,0.7999999999999999,1.6772379912663755,1.4989203363787351,1.4950068164704118,1.5191158990503395,0.2659781087976298,0.13793103448275862,0.28917896401144405,0.6405601105949933,1.1,0.08555555555555557
87,0,2,43,100.0,100.0,4,44699,,,0,0,0,0,149.7,120,15,,,0,4,3.6,1.8,2,Ashley,2.8,14,1,51.5,124,26,False,68.2,307,36,868,,2020-09-07T00:30:12.603985Z,60,0,0,1.0,0,,44699.jpg,2.1,0,0,Barnes,0.3,False,,a,4,90,301.0,47,24,27,35541,3642,26123,2450,0.5,4.5,Barnes,2,Burnley,12.857142857142856,32.9,2.1,8.4,0.0,0.0,2.3,0.0,1.3000000000000007,0.0,0.5,1.5,0.09999999999999998,0.0,2.558888888888889,,,,,,,,,,,,,,,,,,,,,,1.8,0.2,0.0,2.0,0.0,0.0,0.0,3.5,0.3,0.0,1.0,1.0,0.1,0.0,2.4,0.09999999999999998,0.0,0.5999999999999996,0.0,0.0,0.0,2.8000000000000003,0.20000000000000007,0.0,1.0,0.0,0.0,0.0,2.3,0.0,0.0,1.3000000000000007,1.0,0.1,0.0,,,,1.7999999999999992,0.0,,,2.4,0.09999999999999998,0.0,2.9000000000000004,0.0,0.0,0.0,1.0,0.0,0.0,1.7000000000000008,0.0,0.0,0.0,1.6,0.0,0.0,1.3999999999999986,0.0,0.2,0.0,1.0,0.0,0.0,2.1000000000000014,0.0,0.0,0.0,6.4,0.6,1.0,1.3000000000000007,1.0,0.0,0.0,1.7999999999999998,0.2,0.0,1.7999999999999972,0.0,0.0,0.0,3.2,0.30000000000000004,0.0,0.4000000000000021,1.0,0.0,0.0,,,,0.0,0.0,,,3.425,2.4625,2.4478243563221134,2.4378900365548306,2.4990900154115705,0.4264814814814815,0.5708333333333333,0.41041666666666665,1.044662014375863,2.6,0.20222222222222225
88,0,6,198,100.0,100.0,5,51927,,,0,0,-1,1,22.7,316,105,,,1,2,8.8,4.4,2,Ben,5.4,9,1,36.2,199,58,False,234.0,124,49,900,,2020-09-07T00:30:12.617922Z,49,0,0,,0,,51927.jpg,5.0,0,0,Mee,1.7,False,,a,4,90,103.0,162,32,50,170390,8790,73150,10650,1.1,10.2,Mee,0,Burnley,10.0,37.34134749031683,0.6,3.6,0.0,0.0,3.0901271721360497,9.741347490316826,1.3000000000000007,0.0,0.0,0.0,0.0,0.0,3.7341347490316834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.690127172136049,0.1,0.0,1.3000000000000007,1.0,0.0,0.0,2.6611955528863467,0.0,0.0,1.7999999999999992,1.0,0.0,0.0,0.22009288022562884,0.0,0.0,2.9000000000000004,0.0,0.0,0.0,2.730734096210938,0.0,0.0,1.7000000000000008,0.0,0.0,0.0,5.786387855766428,0.30000000000000004,0.0,1.3999999999999986,1.0,0.0,0.0,2.4898257130119266,0.0,0.0,2.1000000000000014,1.0,0.0,0.0,3.0901271721360497,0.0,0.0,1.3000000000000007,0.0,0.0,0.0,3.2611955528863485,0.09999999999999998,0.0,1.7999999999999972,0.0,0.0,0.0,8.28128018414255,0.09999999999999998,1.0,0.4000000000000021,1.0,0.0,0.0,,,,0.0,0.0,,,4.4306825203252505,3.512329575489141,3.3428664098519705,3.4051945349725994,3.6237667135119236,0.7620683161289149,0.9042209225153571,0.7168019541814573,1.6869101281316214,0.6,0.06
89,2,2,246,100.0,75.0,6,60551,1.0,,0,0,-2,2,345.0,21,17,4.0,,0,3,1.6,0.6,1,Ashley,1.8,21,1,63.0,76,43,False,211.2,144,55,1440,,2021-01-11T12:00:21.212082Z,53,0,0,,0,,60551.jpg,2.9,0,0,Westwood,0.5,False,,a,4,90,74.0,204,110,47,38711,1075,66581,2175,0.3,8.9,Westwood,4,Burnley,16.206896551724142,44.81566035978128,0.3,1.5,0.0,0.0,1.2725317930340123,3.946925276249059,1.3000000000000007,0.0,2.5,7.5,0.0,0.0,2.7652215966673555,,,,,,,,2.8465969639416064,0.0,0.0,1.4,0.0,0.2,0.0,2.8488116360940263,0.0,0.0,0.6000000000000001,0.0,0.09999999999999998,0.0,3.635335283236613,0.1,1.0,2.0,0.0,0.0,0.0,1.9678794411714424,0.0,0.0,1.0,1.0,0.2,0.0,3.4488116360940264,0.0,0.0,0.5999999999999996,0.0,0.30000000000000004,0.0,2.3678794411714423,0.0,0.0,1.0,0.0,0.0,0.0,2.2725317930340125,0.0,0.0,1.3000000000000007,1.0,0.0,0.0,2.665298888221587,0.1,0.0,1.7999999999999992,1.0,0.0,0.0,2.655023220056407,0.0,0.0,2.9000000000000004,0.0,0.2,0.0,4.205651721932593,0.0,0.0,1.7000000000000008,0.0,0.0,1.0,4.4250737851336615,0.0,0.0,1.3999999999999986,1.0,0.3999999999999999,1.0,2.6224564282529816,0.09999999999999998,0.0,2.1000000000000014,1.0,0.0,0.0,2.4725317930340127,0.0,0.0,1.3000000000000007,0.0,0.4000000000000001,0.0,3.2652988882215865,0.0,0.0,1.7999999999999972,0.0,0.7,0.0,2.6703200460356378,0.0,0.0,0.4000000000000021,1.0,0.0,0.0,,,,0.0,0.0,,,2.420170630081312,2.917131840435831,2.600287039442601,2.609865656152146,2.7014924956915616,0.5217399238995011,0.4566359679398702,0.5504022340444964,1.201135506681275,2.8,0.17276595744680845
90,0,0,33,100.0,100.0,2,60586,3.0,,0,0,-1,1,34.6,290,160,3.0,,0,3,-1.2,-0.6,2,Johann Berg,0.4,3,0,8.7,358,161,False,20.2,392,168,329,,2020-12-11T16:00:20.140410Z,54,0,0,,0,,60586.jpg,2.2,0,0,Gudmundsson,0.0,False,,a,4,90,32.0,287,146,11,10555,83,14595,43,0.1,2.0,Gudmundsson,0,Burnley,5.0,12.517668436289606,0.4,2.0,0.0,0.0,2.2725317930340125,1.2176684362896033,1.3000000000000007,0.0,0.1,0.30000000000000004,0.0,0.0,2.503533687257921,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.3678794411714423,0.0,0.0,1.0,1.0,0.0,0.0,3.0488116360940265,0.1,0.0,0.5999999999999996,0.0,0.0,0.0,,,,1.0,0.0,,,,,,1.3000000000000007,0.0,,,3.9652988882215854,0.30000000000000004,0.0,1.7999999999999992,1.0,0.1,0.0,,,,2.9000000000000004,0.0,,,,,,1.7000000000000008,0.0,,,,,,1.3999999999999986,0.0,,,,,,2.1000000000000014,0.0,,,,,,1.3000000000000007,0.0,,,,,,1.7999999999999972,0.0,,,,,,0.4000000000000021,0.0,,,,,,0.0,0.0,,,2.2725317930340125,3.118915340627799,2.3523479309698665,2.3631563280761347,2.4472071547590097,0.4636173494922075,0.42083922093222453,0.5775769149310739,1.0773493641576861,0.5,0.1
91,0,5,102,,,6,60689,,,0,0,-3,3,155.9,111,13,,,0,4,4.8,2.4,2,Chris,3.4,20,3,78.1,51,16,False,167.2,188,21,1368,,,62,0,0,1.0,0,,60689.jpg,3.1,0,0,Wood,2.0,False,,a,4,90,466.0,22,10,49,237689,12756,253723,13980,0.5,7.9,Wood,0,Burnley,15.806451612903226,63.7,6.0,24.0,0.09999999999999963,0.0,2.6999999999999984,0.0,1.3000000000000007,0.0,0.9,2.7,0.09999999999999998,0.0,4.03,,,,,,,,5.9,0.9,1.0,1.4,0.0,0.1,0.0,2.4,0.09999999999999998,0.0,0.6000000000000001,0.0,0.0,0.0,2.8,0.2,0.0,2.0,0.0,0.0,0.0,4.8,0.7,0.0,1.0,1.0,0.0,0.0,2.3,0.0,0.0,0.5999999999999996,0.0,0.1,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.3000000000000007,1.0,0.0,0.0,8.8,1.2000000000000002,1.0,1.7999999999999992,1.0,0.0,0.0,2.0,0.0,0.0,2.9000000000000004,0.0,0.0,0.0,4.4,0.6000000000000001,0.0,1.7000000000000008,0.0,0.0,0.0,3.0999999999999988,0.19999999999999973,0.0,1.3999999999999986,1.0,0.09999999999999998,0.0,2.4000000000000004,0.10000000000000007,0.0,2.1000000000000014,1.0,0.0,0.0,8.600000000000001,0.9000000000000004,1.0,1.3000000000000007,0.0,0.0,0.0,4.999999999999998,0.5999999999999996,0.0,1.7999999999999972,0.0,0.2,0.0,4.1,0.2999999999999998,0.0,0.4000000000000021,1.0,0.30000000000000004,0.0,,,,0.0,0.0,,,5.1,4.566666666666666,3.7863527336190814,3.764559368998409,3.898816518480847,0.65,0.8225806451612903,0.7365591397849461,1.6184869477385353,6.9,0.436530612244898
