id,assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,ict_index_rank,ict_index_rank_type,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards,team_name,games played,adjusted points,xG,xG_points,clean_sheet_points,xGA_week7,cleansheet_week7,xA,xA_points,xG_week7,goals_week7,xPoints week 7,xA_week7,assists_week7,adjusted points per game,xPoints week 1,xG_week1,goals_week1,xGA_week1,cleansheet_week1,xA_week1,assists_week1,xPoints week 2,xG_week2,goals_week2,xGA_week2,cleansheet_week2,xA_week2,assists_week2,xPoints week 3,xG_week3,goals_week3,xGA_week3,cleansheet_week3,xA_week3,assists_week3,xPoints week 4,xG_week4,goals_week4,xGA_week4,cleansheet_week4,xA_week4,assists_week4,xPoints week 5,xG_week5,goals_week5,xGA_week5,cleansheet_week5,xA_week5,assists_week5,xPoints week 6,xG_week6,goals_week6,xGA_week6,cleansheet_week6,xA_week6,assists_week6,form 5,next1_xP,next5_xP,next10_xP,value,valuePoints metric,xG+xA,xG+xA per game
281,0,0,41,100.0,100.0,2,165809,4.0,,0,0,-1,1,34.0,178,111,,,0,3,2.7,3.7,3,Bernardo Mota,2.7,1,0,9.9,243,110,False,33.0,278,116,272,,2020-09-08T22:30:12.089513Z,74,0,0,,0,,165809.jpg,2.2,0,0,Veiga de Carvalho e Silva,0.6,False,,a,12,43,31.0,182,96,9,32355,2350,52769,3855,0.4,1.2,Bernardo Silva,0,Manchester City,4.090909090909091,10.052866196423752,0.3,1.5,1.252866196423751,0.5,1.0,0.1,0.30000000000000004,0.09999999999999998,0.0,3.1065306597126336,0.0,0.0,2.457367292459139,,,,,,,,,,,,,,,,,,,,,,2.3,0.2,0.0,1.6,0.0,0.1,0.0,2.406569659740599,0.0,0.0,0.8999999999999995,1.0,0.0,0.0,2.606530659712633,0.0,0.0,0.5,0.0,0.0,0.0,2.6049077447914666,2.345395791330444,2.4381365592953084,2.465220890185602,0.3320766611431269,0.9033461826355147,0.4,0.09777777777777778
282,0,1,28,100.0,50.0,0,205651,,,0,0,-2,2,13.8,262,35,,,0,4,0.0,0.5,0,Gabriel Fernando,0.0,1,1,10.6,232,30,False,47.0,228,23,90,,2020-09-25T18:00:17.193627Z,93,0,0,5.0,0,,205651.jpg,6.0,0,0,de Jesus,0.8,False,,a,12,43,45.0,148,34,6,125799,3864,209440,1395,0.0,0.6,Jesus,1,Manchester City,1.0,4.1,0.3,1.2,0.0,0.5,0.0,0.3,0.8999999999999999,,,,,,4.1,,,,,,,,4.1,0.3,1.0,1.0,0.0,0.3,0.0,,,,2.6,0.0,,,,,,1.6,0.0,,,,,,0.8999999999999995,0.0,,,,,,0.5,0.0,,,,4.405773129874035,4.192814907095092,4.16512285122217,0.4408602150537634,1.3444429633571033,0.6,0.6
283,0,0,3,100.0,100.0,0,206325,,,0,0,0,0,1.2,357,134,,,0,2,0.3,1.3,0,Oleksandr,0.3,0,0,0.2,401,147,False,0.4,397,148,12,,2020-10-01T01:00:15.242512Z,55,0,0,,0,,206325.jpg,1.0,0,0,Zinchenko,0.2,False,,a,12,43,0.0,581,215,1,4273,373,21402,739,0.1,0.2,Zinchenko,0,Manchester City,1.0,2.225024725392112,0.0,0.0,1.2250247253921125,0.5,0.0,0.0,0.0,,,,,,2.225024725392112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,1.5208717167924235,2.070314061076141,2.2018599647974773,0.4045499500712931,0.9487537307250873,0.0,0.0
284,1,2,85,,,1,209244,5.0,,0,0,1,-1,63.6,111,70,,,0,3,4.3,5.3,1,Phil,4.3,5,2,32.6,55,32,False,104.0,112,41,385,,,66,0,0,,0,,209244.jpg,4.3,0,0,Foden,8.3,False,,a,12,43,159.0,31,13,26,780742,18938,502654,97559,0.7,3.9,Foden,0,Manchester City,6.046511627906978,22.84055161511517,1.5,7.5,1.8517815616392401,0.5,0.0,0.1,0.30000000000000004,0.0,0.0,1.0,0.0,0.0,3.777475844038279,,,,,,,,6.367879441171442,0.4,1.0,1.0,0.0,0.0,0.0,2.074273578214334,0.0,0.0,2.6,0.0,0.0,0.0,3.5018965179946555,0.2,0.0,1.6,0.0,0.1,0.0,6.697604142499219,0.6,0.0,0.8999999999999995,1.0,0.0,1.0,2.5,0.30000000000000004,1.0,0.5,0.0,0.0,0.0,3.154754847741642,3.7892696573824067,3.795813049460557,3.811688691068954,0.5723448248542847,1.4703804780897292,1.6,0.2646153846153846
285,0,0,0,,,0,220394,,,0,0,-1,1,0.0,460,184,,,0,3,0.0,1.0,0,Tommy,0.0,0,0,0.0,481,184,False,0.0,475,184,0,,,44,0,0,,0,,220394.jpg,0.0,0,0,Doyle,0.1,False,,a,12,43,0.0,431,171,0,3854,495,5154,455,0.0,0.0,Doyle,0,Manchester City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,0,0,82,,,2,220566,,,0,0,-1,1,87.0,72,51,,,0,3,2.3,3.3,3,Rodrigo,2.3,8,0,20.2,121,67,False,87.0,140,51,540,,,54,0,0,,0,,220566.jpg,2.0,0,0,Hernandez,0.5,False,,a,12,43,28.0,194,103,12,18871,1541,30612,2062,0.4,2.2,Rodrigo,2,Manchester City,6.0,23.337537088088173,2.0,10.0,1.8375370880881683,0.5,1.0,0.5,1.5,0.10000000000000007,0.0,3.406530659712634,0.09999999999999998,0.0,3.8895895146813615,,,,,,,,1.3678794411714423,0.0,0.0,1.0,0.0,0.0,0.0,3.0742735782143344,0.2,0.0,2.6,0.0,0.0,0.0,6.101896517994655,0.6000000000000001,0.0,1.6,0.0,0.3,0.0,3.2065696597405995,0.30000000000000004,0.0,0.8999999999999995,1.0,0.10000000000000003,0.0,6.606530659712633,0.7999999999999998,0.0,0.5,0.0,0.0,0.0,4.479160215074972,3.992629912813298,3.9356238669828087,3.9432358474735727,0.7202943545706224,1.6738128237715446,2.5,0.4166666666666667
287,1,0,10,,,1,224444,,,0,0,-1,1,27.3,198,122,,,0,3,1.0,2.0,3,Ferran,1.0,3,0,17.7,143,72,False,24.0,300,126,179,,,69,0,0,,0,,224444.jpg,2.5,0,0,Torres,0.9,False,,a,12,43,126.0,46,27,10,33688,7220,56642,3061,0.1,1.4,Torres,0,Manchester City,4.0,15.01379477886805,1.2,6.0,1.2250247253921125,0.5,1.0,0.2,0.6000000000000001,1.0,0.0,7.606530659712633,0.0,0.0,3.753448694717013,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,2.6,0.0,0.1,0.0,4.9027229642756485,0.2,0.0,1.6,0.0,0.1,1.0,,,,0.8999999999999995,0.0,,,,,,0.5,0.0,,,4.603084541329428,3.8176607588966895,3.7876970270698775,3.79882545910006,0.5439780716981177,1.4289134974413173,1.4,0.35
288,0,0,33,100.0,100.0,0,432656,,,0,0,-2,2,22.6,221,60,,,0,2,0.7,1.7,0,Eric,0.7,6,0,6.0,297,103,False,37.0,261,105,180,,2020-10-03T19:00:20.343624Z,48,0,0,,0,,432656.jpg,1.0,0,0,Garcia,0.2,False,,a,12,43,1.0,341,125,2,7931,437,16189,1204,0.1,0.4,Garcia,0,Manchester City,2.0,4.450049450784224,0.0,0.0,2.4500494507842245,0.5,0.0,0.0,0.0,,,,,,2.225024725392112,,,,,,,,,,,,,,,0.2970943128573355,0.0,0.0,2.6,0.0,0.0,0.0,,,,1.6,0.0,,,,,,0.8999999999999995,0.0,,,4.426122638850534,0.0,0.0,0.5,0.0,0.0,0.0,2.3616084758539344,1.5208717167924235,2.070314061076141,2.2018599647974773,0.4635468177900234,1.0155801942533313,0.0,0.0
537,0,0,0,100.0,100.0,0,449926,,,0,0,0,0,0.0,505,201,,,0,3,0.0,1.0,0,Adrián,0.0,0,0,0.0,520,201,False,0.0,515,201,0,,2020-09-24T23:30:12.771005Z,45,0,0,,0,,449926.jpg,0.0,0,0,Bernabé,0.0,False,,a,12,43,0.0,482,190,0,624,74,452,44,0.0,0.0,Bernabé,0,Manchester City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,0,0,0,,,0,164484,,,0,0,0,0,0.0,488,47,,,0,1,0.0,1.0,0,Zack,0.0,0,0,0.0,504,63,False,0.0,499,63,0,,,45,0,0,,0,,164484.jpg,0.0,0,0,Steffen,0.0,False,,a,12,43,0.0,462,45,0,643,45,572,81,0.0,0.0,Steffen,0,Manchester City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,0,0,0,,,0,463034,,,0,0,-1,1,0.3,374,51,,,0,4,0.0,1.0,0,Liam,0.0,4,0,0.2,400,52,False,0.0,484,50,39,,,44,0,0,,0,,463034.jpg,1.0,0,0,Delap,0.9,False,,a,12,43,4.0,309,50,1,121950,4065,79759,6886,0.0,0.2,Delap,0,Manchester City,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,,,,,,1.0,,,,,,,,,,,,,,,1.4,0.1,0.0,2.6,0.0,0.0,0.0,,,,1.6,0.0,,,,,,0.8999999999999995,0.0,,,,,,0.5,0.0,,,1.4,1.0,1.0,1.0,0.22727272727272727,0.4767312946227962,0.0,0.0
552,0,0,0,,,0,244851,,,0,0,0,0,0.0,503,199,,,0,3,0.0,1.0,0,Cole,0.0,0,0,0.0,518,199,False,0.0,513,199,0,,,45,0,0,,0,,244851.jpg,0.0,0,0,Palmer,0.0,False,,a,12,43,0.0,479,188,0,744,49,488,79,0.0,0.0,Palmer,0,Manchester City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,0,0,82,,,2,171314,,,0,0,0,0,5.7,306,99,,,0,2,4.3,5.3,6,Rúben Santos,4.3,2,0,8.8,258,88,False,72.0,177,72,360,,,55,0,0,,0,,171314.jpg,3.8,0,0,Gato Alves Dias,1.7,False,,a,12,43,10.0,270,90,15,135948,13297,26922,6890,0.8,2.7,Dias,1,Manchester City,3.947368421052632,13.035623916021494,0.2,1.2000000000000002,4.835623916021496,0.5,1.0,0.0,0.0,0.0,0.0,4.426122638850534,0.0,0.0,3.3023580587254453,,,,,,,,,,,,,,,,,,,,,,,,,1.6,,,,2.6262786389623973,0.0,0.0,0.8999999999999995,1.0,0.0,0.0,4.426122638850534,0.0,0.0,0.5,0.0,0.0,0.0,3.8261746388878213,2.6424693508313317,3.1610834571508595,3.2886206061172585,0.600428737950081,1.408130207565976,0.2,0.050666666666666665
595,0,0,0,,,0,432720,,,0,0,0,0,0.0,413,20,,,0,1,1.0,2.0,0,James,0.0,0,0,0.0,436,42,False,0.0,430,42,0,,,40,0,0,,0,,432720.jpg,0.0,0,0,Trafford,0.0,False,,a,12,43,0.0,379,17,0,817,817,93,93,0.0,0.0,Trafford,0,Manchester City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,0,0,0,0.0,0.0,0,42899,,,0,0,-1,1,0.0,537,54,,,0,1,0.0,0.0,0,Sergio,0.0,0,0,0.0,549,66,False,0.0,544,66,0,Not included in Manchester United's 25-man Premier League squad. - Unknown return date,2020-09-18T11:00:13.071653Z,49,0,0,,0,,42899.jpg,0.0,0,0,Romero,0.1,False,,n,13,1,0.0,524,53,0,377,24,6925,190,0.0,0.0,Romero,0,Manchester Utd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,1,0,34,,,0,43670,2.0,,0,0,-1,1,85.4,75,52,4.0,,0,3,2.0,2.0,0,Juan,2.0,1,0,15.4,166,84,False,38.8,252,100,147,,,59,0,0,5.0,0,,43670.jpg,3.0,0,0,Mata,0.1,False,,a,13,1,30.0,185,98,6,5322,370,8118,921,0.3,1.0,Mata,0,Manchester Utd,2.0,6.792563089465246,0.2,1.0,0.4037930359893109,1.0999999999999996,0.0,0.4,1.2000000000000002,,,,,,3.396281544732623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.639846118852646,0.1,0.0,0.6000000000000005,0.0,0.1,1.0,2.4000000000000004,0.1,0.0,0.09999999999999963,0.0,0.30000000000000004,0.0,3.519923059426324,3.129980093736118,3.3785545261286445,3.4073770260513085,0.5756409397851904,1.3982269845003654,0.6000000000000001,0.30000000000000004
291,0,0,82,,,1,51940,,,0,0,-1,1,0.0,572,62,,,0,1,3.7,3.7,2,David,3.7,13,0,10.5,233,18,False,104.0,110,18,540,,,54,0,0,,0,,51940.jpg,2.2,0,13,de Gea,3.8,False,,a,13,1,0.0,567,62,13,80302,4165,143059,7802,0.7,2.4,de Gea,0,Manchester Utd,5.909090909090907,13.772099516237311,0.0,0.0,4.77209951623731,1.0999999999999996,0.0,0.0,0.0,0.0,0.0,3.331484334792319,0.0,0.0,2.330662995055545,,,,,,,,1.8075860719786208,0.0,0.0,1.6,0.0,0.0,0.0,2.4010353748912148,0.0,0.0,2.3,0.0,0.0,0.0,-0.9190323542167824,0.0,0.0,3.9,0.0,0.0,0.0,5.195246544376103,0.0,0.0,0.6000000000000005,0.0,0.0,0.0,5.619349672143838,0.0,0.0,0.09999999999999963,1.0,0.0,0.0,3.1256167143973386,2.0076929636850998,2.4205753023180603,2.357941273616623,0.4316042583436194,1.0029576628302248,0.0,0.0
292,0,0,0,0.0,0.0,0,55909,,,0,0,-1,1,0.0,540,208,,,0,2,0.0,0.0,0,Chris,0.0,0,0,0.0,552,208,False,0.0,547,208,0,Joined Roma on a permanent deal on 5/10,2020-10-05T20:30:12.521425Z,49,0,0,,0,,55909.jpg,0.0,0,0,Smalling,0.1,False,,u,13,1,0.0,527,200,0,1855,12,11044,290,0.0,0.0,Smalling,0,Manchester Utd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,0,0,1,,,0,58498,,,0,0,-3,3,0.1,382,54,,,0,4,0.0,0.0,0,Odion,0.0,1,0,0.2,403,53,False,0.0,592,73,9,,,62,0,0,,0,,58498.jpg,1.0,0,0,Ighalo,0.2,False,,a,13,1,2.0,336,53,1,5756,164,18845,661,0.0,0.2,Ighalo,0,Manchester Utd,1.0,1.0,0.0,0.0,0.0,1.0999999999999996,0.0,0.0,0.0,,,,,,1.0,,,,,,,,1.0,0.0,0.0,1.6,0.0,0.0,0.0,,,,2.3,0.0,,,,,,3.9,0.0,,,,,,0.6000000000000005,0.0,,,,,,0.09999999999999963,0.0,,,,1.0,1.0,1.0,0.16129032258064516,0.4016096644512494,0.0,0.0
294,0,0,0,,,0,58893,,,-1,1,-2,2,0.0,517,200,,,0,2,0.0,0.0,0,Marcos,0.0,0,0,0.0,531,200,False,0.0,526,200,0,,,48,0,0,,0,,58893.jpg,0.0,0,0,Rojo,0.1,False,,a,13,1,0.0,498,190,0,726,61,3154,186,0.0,0.0,Rojo,0,Manchester Utd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,1,0,38,,,0,62398,,,0,0,-1,1,30.5,189,119,,,0,3,0.7,0.7,1,Nemanja,0.7,7,0,8.8,257,118,False,37.8,257,105,164,,,49,0,0,,0,,62398.jpg,1.8,0,0,Matic,0.2,False,,a,13,1,20.0,224,119,7,9736,328,16972,936,0.1,1.4,Matic,1,Manchester Utd,3.888888888888889,6.473923179010707,0.1,0.5,0.7851531255347711,1.0999999999999996,0.0,0.0,0.0,0.1,0.0,1.5,0.0,0.0,1.6647231031741818,,,,,,,,,,,,,,,2.496810567860735,0.0,0.0,2.3,0.0,0.0,1.0,1.0,0.0,0.0,3.9,0.0,0.0,0.0,1.0,0.0,0.0,0.6000000000000005,0.0,0.0,0.0,,,,0.09999999999999963,0.0,,,1.4992026419651836,1.5622918876902063,1.6825018831225838,1.6720424546989414,0.33973940881105746,0.7520452399334135,0.1,0.025714285714285717
296,0,0,33,,,0,74208,,,0,0,-2,2,47.9,135,82,3.0,,0,3,1.3,1.3,2,Paul,1.3,9,0,12.5,206,97,False,35.0,275,114,363,,,78,0,0,3.0,0,,74208.jpg,1.7,0,0,Pogba,1.3,False,,a,13,1,44.0,151,83,10,69055,2954,125772,6531,0.2,1.3,Pogba,0,Manchester Utd,5.882352941176473,12.487626576439151,0.2,1.0,1.1876265764391498,1.0999999999999996,0.0,0.1,0.30000000000000004,0.0,0.0,2.63287108369808,0.1,0.0,2.1228965179946555,,,,,,,,2.7018965179946552,0.1,0.0,1.6,0.0,0.0,0.0,2.100258843722804,0.0,0.0,2.3,0.0,0.0,0.0,2.020241911445805,0.0,0.0,3.9,0.0,0.0,0.0,1.0,0.0,0.0,0.6000000000000005,0.0,0.0,0.0,1.5,0.1,0.0,0.09999999999999963,0.0,0.0,0.0,1.8506743677733373,2.0048735315729442,2.1372970256396173,2.1305751571630434,0.27216622025572507,0.7601188862912467,0.30000000000000004,0.05099999999999999
297,0,0,0,0.0,0.0,0,76359,,,0,0,-1,1,0.0,543,210,,,0,2,0.0,0.0,0,Phil,0.0,0,0,0.0,555,210,False,0.0,550,210,0,Not included in Manchester United's 25-man Premier League squad. - Unknown return date,2020-09-18T09:30:16.753619Z,49,0,0,,0,,76359.jpg,0.0,0,0,Jones,0.0,False,,n,13,1,0.0,530,202,0,482,7,4232,89,0.0,0.0,Jones,0,Manchester Utd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,1,1,109,100.0,100.0,1,95658,,,0,0,-1,1,29.9,193,48,,,1,2,5.3,5.3,1,Harry,5.3,13,1,25.1,82,16,False,109.4,99,33,540,,2020-10-20T00:00:14.305483Z,54,0,0,,0,,95658.jpg,3.2,0,0,Maguire,3.1,False,,a,13,1,111.0,52,2,19,102701,9295,176166,8969,1.0,3.5,Maguire,2,Manchester Utd,5.9375,14.083812355849002,0.3,1.7999999999999998,4.795042302373067,1.0999999999999996,0.0,0.1,0.30000000000000004,0.09999999999999998,0.0,3.2314843347923183,0.1,0.0,2.3720105020377265,,,,,,,,0.8075860719786215,0.0,0.0,1.6,0.0,0.0,0.0,2.7975870990291463,0.0,0.0,2.3,0.0,0.0,1.0,-0.9190323542167824,0.0,0.0,3.9,0.0,0.0,0.0,5.3952465443761035,0.2,1.0,0.6000000000000005,0.0,0.0,0.0,6.619349672143838,0.0,0.0,0.09999999999999963,1.0,0.0,0.0,3.4249270592249252,1.989377499471388,2.4489956207251327,2.400663619186313,0.43926120408106045,1.0207507968245788,0.4,0.06736842105263158
299,0,0,44,,,2,101582,4.0,,0,0,-2,2,23.5,219,130,5.0,,0,3,2.0,2.0,2,Frederico,2.0,4,0,7.0,283,133,False,36.8,263,106,289,,,53,0,0,,0,,101582.jpg,1.6,0,0,Rodrigues de Paula Santos,0.2,False,,a,13,1,11.0,261,131,8,5361,1034,9018,751,0.4,1.5,Fred,2,Manchester Utd,5.0,7.8094825899732765,0.1,0.5,1.0094825899732771,1.0999999999999996,1.0,0.1,0.30000000000000004,0.0,0.0,1.3328710836980795,0.0,0.0,1.5618965179946556,,,,,,,,,,,,,,,1.0,0.0,0.0,2.3,0.0,0.0,0.0,1.0,0.0,0.0,3.9,0.0,0.0,0.0,3.3488116360940268,0.1,0.0,0.6000000000000005,0.0,0.1,0.0,1.90483741803596,0.0,0.0,0.09999999999999963,1.0,0.0,0.0,1.7173040275656135,1.4541636184205686,1.5785265809310685,1.5693380384245126,0.2946974562254067,0.6784444934851672,0.2,0.04
300,0,0,80,,,1,106760,3.0,,0,0,-1,1,92.8,61,14,,,0,2,2.3,2.3,2,Luke,2.3,13,0,20.3,119,32,False,79.6,159,65,540,,,49,1,0,,0,,106760.jpg,1.2,0,0,Shaw,1.0,False,,a,13,1,29.0,188,52,7,70626,2725,98385,3537,0.5,1.4,Shaw,2,Manchester Utd,5.833333333333334,8.610918753208628,0.0,0.0,4.710918753208627,1.0999999999999996,0.0,0.3,0.8999999999999999,0.0,0.0,3.631484334792319,0.09999999999999998,0.0,1.4761575005500502,,,,,,,,1.8075860719786208,0.0,0.0,1.6,0.0,0.0,0.0,1.401035374891215,0.0,0.0,2.3,0.0,0.0,0.0,-1.6190323542167824,0.0,0.0,3.9,0.0,0.1,0.0,2.495246544376105,0.0,0.0,0.6000000000000005,0.0,0.1,0.0,4.619349672143839,0.0,0.0,0.09999999999999963,1.0,0.0,0.0,2.1056167143973394,1.127161020009968,1.560430651571893,1.5040355173725164,0.30125663276531633,0.6668599838399165,0.3,0.05142857142857142
301,0,0,0,75.0,0.0,0,109322,,,0,0,-1,1,0.0,588,234,,,0,3,0.0,0.0,0,Jesse,0.0,0,0,0.0,591,235,False,0.0,588,235,0,Unknown - 75% chance of playing,2020-10-20T00:00:14.327114Z,59,0,0,6.0,0,,109322.jpg,0.0,0,0,Lingard,0.1,False,,d,13,1,0.0,587,233,0,3848,57,13058,601,0.0,0.0,Lingard,0,Manchester Utd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,2,6,144,,,1,141746,1.0,,0,0,0,0,292.9,1,1,1.0,,2,3,5.3,5.3,2,Bruno Miguel,5.3,11,3,67.5,7,5,False,234.8,10,4,479,,,105,0,1,1.0,0,,141746.jpg,6.0,0,0,Borges Fernandes,20.7,False,,a,13,1,147.0,38,19,36,1247387,28849,996574,98124,0.5,3.4,Fernandes,1,Manchester Utd,6.0,33.94891921491981,2.9,13.06,1.2113791079679326,1.0999999999999996,0.0,1.1,3.3000000000000003,0.0,0.0,2.3328710836980795,0.0,0.0,5.658153202486634,,,,,,,,3.5018965179946555,0.2,0.0,1.6,0.0,0.1,0.0,9.596810567860738,0.7,1.0,2.3,0.0,0.2,1.0,5.3,0.7999999999999999,1.0,3.9,0.0,0.10000000000000003,0.0,11.839846118852645,1.1,1.0,0.6000000000000005,0.0,0.5,1.0,4.004837418035962,0.10000000000000007,0.0,0.09999999999999963,1.0,0.20000000000000007,0.0,6.6148730376894855,5.117449435553462,5.580971376110629,5.675571850166127,0.5388717335701556,1.7461439874848523,4.0,0.6666666666666666
303,1,0,10,100.0,0.0,0,148225,,,-1,1,-3,3,11.1,286,40,,,0,4,0.0,0.0,0,Anthony,0.0,10,0,7.6,280,37,False,3.6,383,43,206,,2020-10-04T17:30:13.903214Z,87,0,0,4.0,0,,148225.jpg,1.7,1,0,Martial,3.7,False,,a,13,1,62.0,107,29,5,508562,11584,1082932,7063,0.0,0.6,Martial,0,Manchester Utd,2.9411764705882355,3.588770053475936,0.1,0.4,0.0,1.0999999999999996,0.0,0.0,0.0,,,,,,1.2201818181818178,,,,,,,,2.0,0.0,0.0,1.6,0.0,0.0,0.0,2.4,0.1,0.0,2.3,0.0,0.0,0.0,-0.5991735537190084,0.0,0.0,3.9,0.0,0.0,1.0,,,,0.6000000000000005,0.0,,,,,,0.09999999999999963,0.0,,,0.9004132231404958,1.1972399852100637,1.2152110063844843,1.2207104763529677,0.14025078369905952,0.41368037934538704,0.1,0.034
304,0,0,0,0.0,0.0,0,156689,,,0,0,-2,2,0.0,527,211,,,0,3,0.0,0.0,0,Andreas,0.0,0,0,0.0,539,211,False,0.0,534,211,0,Joined Lazio on loan until the end of the season on 2/10. - Expected back 01 Jul,2020-10-07T10:30:13.243805Z,48,0,0,,0,,156689.jpg,0.0,0,0,Pereira,0.0,False,,n,13,1,0.0,509,203,0,914,10,4883,145,0.0,0.0,Pereira,0,Manchester Utd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,0,0,0,,,0,172649,,,0,0,-2,2,0.0,571,61,,,0,1,0.0,0.0,0,Dean,0.0,0,0,0.0,578,68,False,0.0,573,68,0,,,53,0,0,,0,,172649.jpg,0.0,0,0,Henderson,1.6,False,,a,13,1,0.0,565,61,0,8852,133,107686,3999,0.0,0.0,Henderson,0,Manchester Utd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,2,2,86,,,1,176297,,,1,-1,1,-1,134.6,31,24,2.0,,1,3,6.3,6.3,2,Marcus,6.3,13,2,48.5,22,11,False,138.2,57,20,540,,,96,0,0,2.0,0,,176297.jpg,5.0,0,0,Rashford,9.1,False,,a,13,1,212.0,22,8,30,712911,71967,436798,40396,0.7,3.1,Rashford,1,Manchester Utd,6.0,24.988919214919804,1.2,6.0,1.2113791079679326,1.0999999999999996,0.0,0.8,2.4000000000000004,0.0,0.0,2.63287108369808,0.10000000000000007,0.0,4.164819869153301,,,,,,,,2.5018965179946555,0.0,0.0,1.6,0.0,0.1,0.0,3.100258843722804,0.2,1.0,2.3,0.0,0.0,0.0,2.020241911445805,0.0,0.0,3.9,0.0,0.0,0.0,12.630880601611269,0.8,1.0,0.6000000000000005,0.0,0.5,2.0,3.20483741803596,0.2,0.0,0.09999999999999963,1.0,0.09999999999999998,0.0,4.717817971702783,3.84791143366028,4.1361278245257935,4.177081508202463,0.4338354030368022,1.3441898327653738,2.0,0.3333333333333333
307,0,0,0,100.0,100.0,0,180804,,,0,0,0,0,0.0,490,195,,,0,2,0.0,0.0,0,Axel,0.0,0,0,0.0,506,195,False,0.0,501,195,0,,2020-09-11T11:00:09.121147Z,45,0,0,,0,,180804.jpg,0.0,0,0,Tuanzebe,0.1,False,,a,13,1,0.0,464,184,0,10305,526,4877,1211,0.0,0.0,Tuanzebe,0,Manchester Utd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,0,0,85,,,1,184667,,,0,0,-1,1,17.3,247,69,,,0,2,3.3,3.3,2,Victor,3.3,7,0,11.6,217,76,False,90.4,135,52,450,,,49,0,0,,0,,184667.jpg,2.4,0,0,Lindelöf,1.3,False,,a,13,1,8.0,287,95,12,35034,2842,81716,3725,0.7,2.4,Lindelöf,0,Manchester Utd,5.0,12.637930359893108,0.1,0.6000000000000001,4.0379303598931084,1.0999999999999996,0.0,0.0,0.0,0.0,0.0,3.331484334792319,0.0,0.0,2.5275860719786216,,,,,,,,2.407586071978621,0.1,0.0,1.6,0.0,0.0,0.0,1.401035374891215,0.0,0.0,2.3,0.0,0.0,0.0,,,,3.9,0.0,,,4.195246544376103,0.0,0.0,0.6000000000000005,0.0,0.0,0.0,5.619349672143838,0.0,0.0,0.09999999999999963,1.0,0.0,0.0,3.6367789815508687,2.18437324680957,2.6131123688317253,2.5553308136318904,0.515833892240535,1.1418469956529629,0.1,0.02
